year,month,day,TP(kg)
2006,8,28,253.09
2006,8,29,714.90
2006,8,30,1360.29
2006,8,31,1501.60
2006,9,1,1552.33
2006,9,2,1276.64
2006,9,3,657.20
2006,9,4,418.81
2006,9,5,384.71
2006,9,6,283.32
2006,9,7,313.27
2006,9,8,270.12
2006,9,9,239.13
2006,9,10,244.85
2006,9,11,166.37
2006,9,12,157.60
2006,9,13,527.42
2006,9,14,1034.97
2006,9,15,978.68
2006,9,16,773.44
2006,9,17,629.56
2006,9,18,554.52
2006,9,19,546.10
2006,9,20,407.11
2006,9,21,389.44
2006,9,22,316.04
2006,9,23,377.04
2006,9,24,422.65
2006,9,25,281.06
2006,9,26,187.17
2006,9,27,272.62
2006,9,28,278.54
2006,9,29,276.72
2006,9,30,247.66
2006,10,1,273.45
2006,10,2,509.69
2006,10,3,544.90
2006,10,4,754.87
2006,10,5,2165.69
2006,10,6,1695.15
2006,10,7,1261.98
2006,10,8,970.04
2006,10,9,784.84
2006,10,10,634.50
2006,10,11,680.01
2006,10,12,665.65
2006,10,13,610.59
2006,10,14,592.38
2006,10,15,418.56
2006,10,16,338.66
2006,10,17,3463.21
2006,10,18,36384.92
2006,10,19,46043.64
2006,10,20,28546.30
2006,10,21,21877.72
2006,10,22,11297.25
2006,10,23,8186.87
2006,10,24,5132.24
2006,10,25,4308.45
2006,10,26,3078.37
2006,10,27,2461.01
2006,10,28,8876.42
2006,10,29,22883.60
2006,10,30,18363.45
2006,10,31,11882.18
2006,11,1,6717.45
2006,11,2,4597.50
2006,11,3,2891.31
2006,11,4,2569.80
2006,11,5,1930.66
2006,11,6,1414.85
2006,11,7,1421.83
2006,11,8,2406.69
2006,11,9,2147.44
2006,11,10,2192.40
2006,11,11,1978.01
2006,11,12,1689.70
2006,11,13,1729.70
2006,11,14,1879.31
2006,11,15,1395.86
2006,11,16,5016.95
2006,11,17,24904.96
2006,11,18,29760.65
2006,11,19,21333.80
2006,11,20,14871.60
2006,11,21,9002.27
2006,11,22,6050.27
2006,11,23,3766.67
2006,11,24,2900.02
2006,11,25,2166.23
2006,11,26,1720.05
2006,11,27,1478.88
2006,11,28,1182.83
2006,11,29,1177.39
2006,11,30,1208.53
2006,12,1,20631.45
2006,12,2,104654.76
2006,12,3,105161.80
2006,12,4,75087.15
2006,12,5,52310.77
2006,12,6,30052.64
2006,12,7,20130.98
2006,12,8,14320.84
2006,12,9,9502.51
2006,12,10,5678.64
2006,12,11,4162.92
2006,12,12,2967.08
2006,12,13,4141.48
2006,12,14,6780.13
2006,12,15,8333.81
2006,12,16,5556.03
2006,12,17,4114.28
2006,12,18,3011.59
2006,12,19,2517.99
2006,12,20,2850.66
2006,12,21,2192.35
2006,12,22,5033.03
2006,12,23,14673.56
2006,12,24,15078.42
2006,12,25,10926.56
2006,12,26,14173.36
2006,12,27,26497.96
2006,12,28,22392.93
2006,12,29,14232.86
2006,12,30,9259.42
2006,12,31,6497.74
2007,1,1,57663.98
2007,1,2,76785.94
2007,1,3,45225.56
2007,1,4,29716.45
2007,1,5,20682.02
2007,1,6,45121.38
2007,1,7,68704.98
2007,1,8,71028.77
2007,1,9,55926.80
2007,1,10,35904.95
2007,1,11,20893.92
2007,1,12,14159.61
2007,1,13,15644.88
2007,1,14,39274.44
2007,1,15,69858.82
2007,1,16,86749.18
2007,1,17,71631.54
2007,1,18,52587.73
2007,1,19,36576.90
2007,1,20,20540.93
2007,1,21,13793.45
2007,1,22,8962.70
2007,1,23,5439.13
2007,1,24,3658.70
2007,1,25,2546.94
2007,1,26,1859.00
2007,1,27,1479.13
2007,1,28,1445.90
2007,1,29,1019.89
2007,1,30,786.08
2007,1,31,681.61
2007,2,1,591.33
2007,2,2,519.90
2007,2,3,477.79
2007,2,4,424.28
2007,2,5,394.14
2007,2,6,372.12
2007,2,7,325.59
2007,2,8,301.50
2007,2,9,289.04
2007,2,10,263.03
2007,2,11,252.95
2007,2,12,240.42
2007,2,13,240.84
2007,2,14,237.26
2007,2,15,235.20
2007,2,16,235.76
2007,2,17,239.79
2007,2,18,232.32
2007,2,19,232.82
2007,2,20,228.52
2007,2,21,234.96
2007,2,22,226.13
2007,2,23,218.43
2007,2,24,224.42
2007,2,25,228.81
2007,2,26,236.22
2007,2,27,683.33
2007,2,28,2138.69
2007,3,1,3116.21
2007,3,2,18387.35
2007,3,3,40581.28
2007,3,4,52324.01
2007,3,5,41560.82
2007,3,6,34408.70
2007,3,7,15935.79
2007,3,8,12039.62
2007,3,9,8457.26
2007,3,10,7092.94
2007,3,11,8542.99
2007,3,12,10509.88
2007,3,13,8111.36
2007,3,14,6521.75
2007,3,15,15775.62
2007,3,16,34385.58
2007,3,17,39855.89
2007,3,18,38237.28
2007,3,19,27771.38
2007,3,20,17292.37
2007,3,21,14137.29
2007,3,22,9200.67
2007,3,23,5926.88
2007,3,24,11401.81
2007,3,25,31700.52
2007,3,26,29030.23
2007,3,27,22860.05
2007,3,28,15265.82
2007,3,29,10880.03
2007,3,30,9359.46
2007,3,31,5489.65
2007,4,1,3643.33
2007,4,2,2795.17
2007,4,3,2888.49
2007,4,4,2389.00
2007,4,5,1299.14
2007,4,6,1264.37
2007,4,7,855.52
2007,4,8,704.03
2007,4,9,630.25
2007,4,10,523.81
2007,4,11,586.81
2007,4,12,6434.69
2007,4,13,18574.04
2007,4,14,16968.56
2007,4,15,9756.68
2007,4,16,7034.98
2007,4,17,5885.82
2007,4,18,4199.49
2007,4,19,2943.83
2007,4,20,1808.07
2007,4,21,1246.23
2007,4,22,1015.92
2007,4,23,1298.46
2007,4,24,656.89
2007,4,25,786.80
2007,4,26,14799.43
2007,4,27,58942.23
2007,4,28,57571.95
2007,4,29,43425.22
2007,4,30,29093.19
2007,5,1,17557.33
2007,5,2,32226.24
2007,5,3,16399.86
2007,5,4,8497.41
2007,5,5,5268.88
2007,5,6,3208.57
2007,5,7,1524.89
2007,5,8,1413.70
2007,5,9,947.92
2007,5,10,1814.90
2007,5,11,2076.76
2007,5,12,2644.46
2007,5,13,1582.87
2007,5,14,826.64
2007,5,15,642.80
2007,5,16,517.82
2007,5,17,302.63
2007,5,18,321.30
2007,5,19,263.91
2007,5,20,177.59
2007,5,21,287.38
2007,5,22,175.83
2007,5,23,194.59
2007,5,24,142.17
2007,5,25,197.63
2007,5,26,446.01
2007,5,27,428.62
2007,5,28,269.70
2007,5,29,225.27
2007,5,30,293.65
2007,5,31,152.94
2007,6,1,138.72
2007,6,2,266.45
2007,6,3,185.83
2007,6,4,1023.94
2007,6,5,1031.84
2007,6,6,746.89
2007,6,7,367.92
2007,6,8,304.48
2007,6,9,207.81
2007,6,10,168.98
2007,6,11,153.32
2007,6,12,119.00
2007,6,13,84.17
2007,6,14,43.22
2007,6,15,42.91
2007,6,16,34.35
2007,6,17,39.73
2007,6,18,45.68
2007,6,19,67.35
2007,6,20,68.40
2007,6,21,97.68
2007,6,22,76.48
2007,6,23,86.66
2007,6,24,96.48
2007,6,25,92.95
2007,6,26,106.66
2007,6,27,138.77
2007,6,28,196.73
2007,6,29,181.54
2007,6,30,179.79
2007,7,1,129.54
2007,7,2,147.77
2007,7,3,205.53
2007,7,4,173.23
2007,7,5,184.92
2007,7,6,124.61
2007,7,7,112.46
2007,7,8,377.40
2007,7,9,187.72
2007,7,10,360.20
2007,7,11,161.17
2007,7,12,98.33
2007,7,13,75.57
2007,7,14,53.10
2007,7,15,134.41
2007,7,16,44.98
2007,7,17,63.80
2007,7,18,84.32
2007,7,19,155.37
2007,7,20,140.61
2007,7,21,476.00
2007,7,22,545.70
2007,7,23,350.74
2007,7,24,237.37
2007,7,25,198.16
2007,7,26,200.25
2007,7,27,245.84
2007,7,28,438.40
2007,7,29,374.42
2007,7,30,257.89
2007,7,31,275.16
2007,8,1,274.13
2007,8,2,142.33
2007,8,3,120.34
2007,8,4,97.77
2007,8,5,132.90
2007,8,6,161.96
2007,8,7,306.35
2007,8,8,608.02
2007,8,9,598.90
2007,8,10,510.70
2007,8,11,429.46
2007,8,12,460.21
2007,8,13,373.44
2007,8,14,280.28
2007,8,15,182.94
2007,8,16,145.23
2007,8,17,135.68
2007,8,18,105.92
2007,8,19,123.79
2007,8,20,4190.30
2007,8,21,31534.84
2007,8,22,79276.75
2007,8,23,73659.42
2007,8,24,56369.01
2007,8,25,35925.04
2007,8,26,28710.76
2007,8,27,17718.19
2007,8,28,14777.90
2007,8,29,7687.08
2007,8,30,3897.98
2007,8,31,2764.00
2007,9,1,2622.68
2007,9,2,1619.91
2007,9,3,2123.35
2007,9,4,1240.66
2007,9,5,745.83
2007,9,6,911.87
2007,9,7,869.42
2007,9,8,739.38
2007,9,9,898.38
2007,9,10,3210.70
2007,9,11,3846.61
2007,9,12,2356.47
2007,9,13,2299.88
2007,9,14,1676.90
2007,9,15,1163.33
2007,9,16,822.15
2007,9,17,658.45
2007,9,18,662.57
2007,9,19,425.88
2007,9,20,424.92
2007,9,21,282.57
2007,9,22,218.13
2007,9,23,218.21
2007,9,24,226.24
2007,9,25,194.09
2007,9,26,337.18
2007,9,27,230.83
2007,9,28,160.75
2007,9,29,133.79
2007,9,30,156.91
2007,10,1,213.51
2007,10,2,175.93
2007,10,3,154.80
2007,10,4,190.16
2007,10,5,124.86
2007,10,6,134.63
2007,10,7,152.82
2007,10,8,174.30
2007,10,9,149.32
2007,10,10,136.68
2007,10,11,115.23
2007,10,12,72.92
2007,10,13,89.08
2007,10,14,62.95
2007,10,15,56.38
2007,10,16,65.53
2007,10,17,81.63
2007,10,18,138.94
2007,10,19,237.81
2007,10,20,197.30
2007,10,21,107.22
2007,10,22,117.46
2007,10,23,178.80
2007,10,24,160.86
2007,10,25,280.63
2007,10,26,310.43
2007,10,27,374.06
2007,10,28,341.63
2007,10,29,194.36
2007,10,30,216.37
2007,10,31,195.47
2007,11,1,305.01
2007,11,2,185.01
2007,11,3,125.34
2007,11,4,114.70
2007,11,5,141.06
2007,11,6,162.47
2007,11,7,106.48
2007,11,8,75.27
2007,11,9,75.05
2007,11,10,30.31
2007,11,11,55.65
2007,11,12,84.87
2007,11,13,144.37
2007,11,14,408.56
2007,11,15,831.98
2007,11,16,916.45
2007,11,17,566.71
2007,11,18,381.67
2007,11,19,306.05
2007,11,20,288.63
2007,11,21,394.68
2007,11,22,3891.64
2007,11,23,25590.93
2007,11,24,26179.88
2007,11,25,16636.03
2007,11,26,9017.28
2007,11,27,16323.53
2007,11,28,19680.96
2007,11,29,12803.79
2007,11,30,9266.10
2007,12,1,5662.83
2007,12,2,3516.99
2007,12,3,6637.65
2007,12,4,12769.81
2007,12,5,10489.99
2007,12,6,9332.85
2007,12,7,6987.00
2007,12,8,4159.29
2007,12,9,3288.98
2007,12,10,4486.50
2007,12,11,8909.07
2007,12,12,36808.19
2007,12,13,60312.75
2007,12,14,55905.28
2007,12,15,42969.77
2007,12,16,31654.13
2007,12,17,18852.99
2007,12,18,13404.35
2007,12,19,9008.35
2007,12,20,6280.68
2007,12,21,4726.49
2007,12,22,3771.26
2007,12,23,9292.67
2007,12,24,34372.76
2007,12,25,29167.46
2007,12,26,21311.60
2007,12,27,14278.17
2007,12,28,11358.33
2007,12,29,10363.29
2007,12,30,10021.06
2007,12,31,8091.20
2008,1,1,5503.37
2008,1,2,4261.17
2008,1,3,3010.75
2008,1,4,2509.06
2008,1,5,1812.91
2008,1,6,2058.84
2008,1,7,3206.28
2008,1,8,15253.95
2008,1,9,64718.59
2008,1,10,106970.55
2008,1,11,93265.59
2008,1,12,73977.80
2008,1,13,49927.28
2008,1,14,30565.65
2008,1,15,21889.96
2008,1,16,15695.98
2008,1,17,10553.34
2008,1,18,5651.58
2008,1,19,3090.61
2008,1,20,1554.36
2008,1,21,1099.35
2008,1,22,917.61
2008,1,23,697.49
2008,1,24,627.50
2008,1,25,562.76
2008,1,26,535.80
2008,1,27,487.72
2008,1,28,439.66
2008,1,29,446.30
2008,1,30,414.51
2008,1,31,491.71
2008,2,1,521.02
2008,2,2,630.33
2008,2,3,523.63
2008,2,4,413.76
2008,2,5,15913.82
2008,2,6,137027.09
2008,2,7,153699.33
2008,2,8,174144.51
2008,2,9,130124.49
2008,2,10,89710.84
2008,2,11,48564.25
2008,2,12,31129.89
2008,2,13,22845.52
2008,2,14,14336.18
2008,2,15,8160.51
2008,2,16,5316.64
2008,2,17,4530.68
2008,2,18,14027.53
2008,2,19,31729.43
2008,2,20,23373.79
2008,2,21,13797.17
2008,2,22,8900.43
2008,2,23,6352.21
2008,2,24,4608.03
2008,2,25,3805.38
2008,2,26,2336.74
2008,2,27,1766.16
2008,2,28,1329.32
2008,2,29,1075.15
2008,3,1,997.73
2008,3,2,925.71
2008,3,3,4820.87
2008,3,4,35642.08
2008,3,5,41295.39
2008,3,6,33511.60
2008,3,7,28265.44
2008,3,8,18076.30
2008,3,9,11936.65
2008,3,10,8049.32
2008,3,11,5467.29
2008,3,12,4286.72
2008,3,13,11458.49
2008,3,14,32624.42
2008,3,15,34996.97
2008,3,16,27709.67
2008,3,17,18978.91
2008,3,18,11029.14
2008,3,19,29315.09
2008,3,20,41835.27
2008,3,21,46768.25
2008,3,22,38420.82
2008,3,23,26630.54
2008,3,24,17049.83
2008,3,25,12774.77
2008,3,26,8757.01
2008,3,27,5858.43
2008,3,28,23260.24
2008,3,29,54282.96
2008,3,30,46555.61
2008,3,31,33011.69
2008,4,1,34450.09
2008,4,2,39409.64
2008,4,3,28843.71
2008,4,4,21903.57
2008,4,5,22364.13
2008,4,6,14576.45
2008,4,7,10850.81
2008,4,8,8332.70
2008,4,9,5716.42
2008,4,10,4282.51
2008,4,11,4651.25
2008,4,12,17596.90
2008,4,13,19346.31
2008,4,14,13232.35
2008,4,15,8772.38
2008,4,16,7324.30
2008,4,17,4658.19
2008,4,18,2479.96
2008,4,19,2043.69
2008,4,20,1736.58
2008,4,21,1641.60
2008,4,22,1429.46
2008,4,23,1154.26
2008,4,24,989.54
2008,4,25,936.14
2008,4,26,854.00
2008,4,27,572.23
2008,4,28,520.83
2008,4,29,630.42
2008,4,30,597.55
2008,5,1,783.58
2008,5,2,915.18
2008,5,3,1209.05
2008,5,4,2066.28
2008,5,5,1812.95
2008,5,6,1488.14
2008,5,7,1259.27
2008,5,8,801.86
2008,5,9,1555.51
2008,5,10,2557.60
2008,5,11,3620.01
2008,5,12,4236.14
2008,5,13,9412.45
2008,5,14,10787.23
2008,5,15,7823.89
2008,5,16,6165.11
2008,5,17,8041.39
2008,5,18,7815.33
2008,5,19,4997.49
2008,5,20,3394.85
2008,5,21,2630.55
2008,5,22,1582.44
2008,5,23,1597.59
2008,5,24,1150.59
2008,5,25,956.48
2008,5,26,936.15
2008,5,27,642.72
2008,5,28,604.96
2008,5,29,579.21
2008,5,30,590.39
2008,5,31,777.22
2008,6,1,18352.79
2008,6,2,21173.72
2008,6,3,12110.59
2008,6,4,9167.12
2008,6,5,8459.42
2008,6,6,6713.92
2008,6,7,5068.22
2008,6,8,3712.47
2008,6,9,2358.94
2008,6,10,3221.40
2008,6,11,14728.60
2008,6,12,7677.37
2008,6,13,5329.53
2008,6,14,6972.77
2008,6,15,6322.59
2008,6,16,4237.81
2008,6,17,3369.02
2008,6,18,2606.41
2008,6,19,1571.12
2008,6,20,1267.64
2008,6,21,979.98
2008,6,22,1619.98
2008,6,23,1564.54
2008,6,24,1367.70
2008,6,25,1263.49
2008,6,26,7074.64
2008,6,27,14391.35
2008,6,28,14904.02
2008,6,29,12115.37
2008,6,30,5149.22
2008,7,1,4062.18
2008,7,2,2816.54
2008,7,3,8551.16
2008,7,4,11418.25
2008,7,5,9411.13
2008,7,6,8088.07
2008,7,7,4977.20
2008,7,8,5399.52
2008,7,9,7462.17
2008,7,10,15889.87
2008,7,11,10149.04
2008,7,12,7627.09
2008,7,13,5373.02
2008,7,14,4169.13
2008,7,15,3895.19
2008,7,16,2588.26
2008,7,17,1825.56
2008,7,18,1223.62
2008,7,19,867.57
2008,7,20,646.95
2008,7,21,605.78
2008,7,22,1023.38
2008,7,23,565.63
2008,7,24,392.90
2008,7,25,463.48
2008,7,26,475.19
2008,7,27,281.99
2008,7,28,199.24
2008,7,29,253.90
2008,7,30,233.89
2008,7,31,257.86
2008,8,1,308.45
2008,8,2,156.97
2008,8,3,134.23
2008,8,4,183.75
2008,8,5,195.80
2008,8,6,161.68
2008,8,7,241.55
2008,8,8,354.35
2008,8,9,279.42
2008,8,10,244.21
2008,8,11,214.74
2008,8,12,196.96
2008,8,13,155.37
2008,8,14,161.86
2008,8,15,166.78
2008,8,16,171.44
2008,8,17,198.53
2008,8,18,157.19
2008,8,19,153.06
2008,8,20,165.87
2008,8,21,137.69
2008,8,22,187.49
2008,8,23,145.39
2008,8,24,105.28
2008,8,25,112.76
2008,8,26,79.47
2008,8,27,116.69
2008,8,28,100.75
2008,8,29,96.47
2008,8,30,78.20
2008,8,31,73.34
2008,9,1,61.76
2008,9,2,63.35
2008,9,3,61.36
2008,9,4,53.23
2008,9,5,71.46
2008,9,6,64.44
2008,9,7,63.30
2008,9,8,90.01
2008,9,9,99.63
2008,9,10,79.72
2008,9,11,77.37
2008,9,12,111.06
2008,9,13,381.16
2008,9,14,1015.61
2008,9,15,2358.49
2008,9,16,2011.28
2008,9,17,1336.34
2008,9,18,823.81
2008,9,19,605.21
2008,9,20,463.07
2008,9,21,417.16
2008,9,22,277.38
2008,9,23,197.35
2008,9,24,202.88
2008,9,25,130.81
2008,9,26,115.44
2008,9,27,113.09
2008,9,28,103.00
2008,9,29,82.15
2008,9,30,114.40
2008,10,1,108.77
2008,10,2,71.39
2008,10,3,42.99
2008,10,4,51.07
2008,10,5,54.96
2008,10,6,61.71
2008,10,7,54.99
2008,10,8,75.75
2008,10,9,81.79
2008,10,10,45.58
2008,10,11,60.49
2008,10,12,87.27
2008,10,13,70.76
2008,10,14,77.51
2008,10,15,74.59
2008,10,16,111.08
2008,10,17,142.31
2008,10,18,120.88
2008,10,19,172.84
2008,10,20,130.65
2008,10,21,104.43
2008,10,22,72.87
2008,10,23,33.44
2008,10,24,56.09
2008,10,25,109.54
2008,10,26,148.17
2008,10,27,128.88
2008,10,28,111.32
2008,10,29,102.12
2008,10,30,73.98
2008,10,31,68.78
2008,11,1,72.24
2008,11,2,67.53
2008,11,3,90.47
2008,11,4,388.28
2008,11,5,216.28
2008,11,6,155.54
2008,11,7,111.62
2008,11,8,114.76
2008,11,9,78.62
2008,11,10,86.09
2008,11,11,33.42
2008,11,12,40.73
2008,11,13,115.25
2008,11,14,108.39
2008,11,15,167.32
2008,11,16,1901.31
2008,11,17,2673.77
2008,11,18,1185.13
2008,11,19,758.74
2008,11,20,630.20
2008,11,21,376.98
2008,11,22,377.18
2008,11,23,293.88
2008,11,24,258.06
2008,11,25,258.04
2008,11,26,184.70
2008,11,27,177.23
2008,11,28,214.36
2008,11,29,220.52
2008,11,30,209.65
2008,12,1,297.31
2008,12,2,281.20
2008,12,3,181.31
2008,12,4,213.46
2008,12,5,161.94
2008,12,6,129.23
2008,12,7,114.91
2008,12,8,141.19
2008,12,9,229.00
2008,12,10,3747.76
2008,12,11,7112.67
2008,12,12,3340.69
2008,12,13,2394.71
2008,12,14,1374.31
2008,12,15,1122.61
2008,12,16,1017.57
2008,12,17,923.79
2008,12,18,656.32
2008,12,19,476.14
2008,12,20,520.59
2008,12,21,867.18
2008,12,22,1757.33
2008,12,23,1204.75
2008,12,24,939.01
2008,12,25,766.41
2008,12,26,1992.00
2008,12,27,7582.41
2008,12,28,43525.76
2008,12,29,83226.30
2008,12,30,45673.65
2008,12,31,29592.87
2009,1,1,18902.82
2009,1,2,12698.15
2009,1,3,8635.03
2009,1,4,5719.82
2009,1,5,4026.62
2009,1,6,2593.67
2009,1,7,1573.63
2009,1,8,905.38
2009,1,9,600.59
2009,1,10,481.83
2009,1,11,415.21
2009,1,12,382.55
2009,1,13,354.06
2009,1,14,327.10
2009,1,15,315.18
2009,1,16,291.14
2009,1,17,277.90
2009,1,18,259.07
2009,1,19,243.01
2009,1,20,236.49
2009,1,21,207.91
2009,1,22,194.47
2009,1,23,185.57
2009,1,24,179.79
2009,1,25,169.40
2009,1,26,164.93
2009,1,27,152.47
2009,1,28,143.36
2009,1,29,132.79
2009,1,30,122.37
2009,1,31,116.45
2009,2,1,111.43
2009,2,2,117.28
2009,2,3,95.64
2009,2,4,97.81
2009,2,5,116.11
2009,2,6,106.65
2009,2,7,105.34
2009,2,8,187.61
2009,2,9,829.27
2009,2,10,2893.45
2009,2,11,13650.14
2009,2,12,51945.97
2009,2,13,125253.48
2009,2,14,86019.75
2009,2,15,49583.98
2009,2,16,30761.63
2009,2,17,20132.01
2009,2,18,12120.00
2009,2,19,9171.78
2009,2,20,6714.22
2009,2,21,3991.79
2009,2,22,2715.45
2009,2,23,1899.17
2009,2,24,1455.66
2009,2,25,1198.44
2009,2,26,1056.92
2009,2,27,4851.38
2009,2,28,15187.09
2009,3,1,11730.45
2009,3,2,11651.34
2009,3,3,6084.15
2009,3,4,3347.95
2009,3,5,2464.45
2009,3,6,2139.68
2009,3,7,1658.88
2009,3,8,17380.84
2009,3,9,103214.98
2009,3,10,136842.61
2009,3,11,179832.46
2009,3,12,156823.15
2009,3,13,94861.41
2009,3,14,55135.45
2009,3,15,38982.10
2009,3,16,24236.62
2009,3,17,14311.82
2009,3,18,8154.72
2009,3,19,5027.29
2009,3,20,3450.57
2009,3,21,2330.57
2009,3,22,1801.06
2009,3,23,1504.23
2009,3,24,1221.20
2009,3,25,1070.73
2009,3,26,860.76
2009,3,27,853.22
2009,3,28,689.64
2009,3,29,808.59
2009,3,30,892.82
2009,3,31,1157.51
2009,4,1,1621.49
2009,4,2,1223.79
2009,4,3,1264.48
2009,4,4,1482.84
2009,4,5,2509.71
2009,4,6,13631.61
2009,4,7,45488.38
2009,4,8,35982.54
2009,4,9,24333.70
2009,4,10,17112.69
2009,4,11,11722.09
2009,4,12,7442.47
2009,4,13,5111.73
2009,4,14,5881.09
2009,4,15,15820.43
2009,4,16,15707.51
2009,4,17,14268.36
2009,4,18,10233.40
2009,4,19,6832.98
2009,4,20,5326.63
2009,4,21,9467.69
2009,4,22,11309.47
2009,4,23,8913.35
2009,4,24,6485.86
2009,4,25,4229.88
2009,4,26,2596.13
2009,4,27,1928.89
2009,4,28,1544.77
2009,4,29,1117.70
2009,4,30,1097.33
2009,5,1,1924.51
2009,5,2,2986.87
2009,5,3,3378.32
2009,5,4,4432.82
2009,5,5,2727.36
2009,5,6,2516.09
2009,5,7,2212.51
2009,5,8,2395.86
2009,5,9,3061.16
2009,5,10,4110.28
2009,5,11,2619.78
2009,5,12,2018.13
2009,5,13,1467.74
2009,5,14,2376.54
2009,5,15,5047.23
2009,5,16,5795.44
2009,5,17,3644.22
2009,5,18,3563.24
2009,5,19,2699.14
2009,5,20,2527.80
2009,5,21,1848.39
2009,5,22,1410.28
2009,5,23,1294.73
2009,5,24,981.11
2009,5,25,767.23
2009,5,26,802.91
2009,5,27,1118.51
2009,5,28,3137.34
2009,5,29,3919.24
2009,5,30,3597.43
2009,5,31,2471.66
2009,6,1,1824.14
2009,6,2,1551.37
2009,6,3,3127.00
2009,6,4,3602.11
2009,6,5,4112.34
2009,6,6,2216.24
2009,6,7,1925.76
2009,6,8,1541.11
2009,6,9,1329.96
2009,6,10,913.82
2009,6,11,1292.49
2009,6,12,1895.30
2009,6,13,3679.99
2009,6,14,2712.11
2009,6,15,1943.31
2009,6,16,1764.39
2009,6,17,1092.39
2009,6,18,887.71
2009,6,19,3688.74
2009,6,20,14675.76
2009,6,21,6823.15
2009,6,22,6712.32
2009,6,23,4703.41
2009,6,24,3064.62
2009,6,25,2706.70
2009,6,26,2640.74
2009,6,27,2111.91
2009,6,28,1850.49
2009,6,29,1325.29
2009,6,30,976.64
2009,7,1,650.78
2009,7,2,691.57
2009,7,3,474.43
2009,7,4,392.98
2009,7,5,383.59
2009,7,6,517.17
2009,7,7,415.97
2009,7,8,252.89
2009,7,9,280.48
2009,7,10,264.90
2009,7,11,344.81
2009,7,12,369.50
2009,7,13,251.99
2009,7,14,363.15
2009,7,15,368.96
2009,7,16,214.86
2009,7,17,150.72
2009,7,18,181.07
2009,7,19,178.23
2009,7,20,214.56
2009,7,21,176.33
2009,7,22,251.22
2009,7,23,293.05
2009,7,24,185.75
2009,7,25,215.15
2009,7,26,303.61
2009,7,27,197.03
2009,7,28,170.56
2009,7,29,282.84
2009,7,30,462.40
2009,7,31,1404.40
2009,8,1,929.93
2009,8,2,628.95
2009,8,3,412.64
2009,8,4,243.68
2009,8,5,294.16
2009,8,6,278.78
2009,8,7,130.95
2009,8,8,146.52
2009,8,9,242.02
2009,8,10,121.01
2009,8,11,121.17
2009,8,12,123.90
2009,8,13,83.56
2009,8,14,90.34
2009,8,15,151.31
2009,8,16,165.02
2009,8,17,147.44
2009,8,18,1239.27
2009,8,19,3366.95
2009,8,20,3635.58
2009,8,21,1653.99
2009,8,22,1375.02
2009,8,23,901.81
2009,8,24,596.68
2009,8,25,358.91
2009,8,26,268.28
2009,8,27,243.11
2009,8,28,221.72
2009,8,29,210.59
2009,8,30,144.96
2009,8,31,179.68
2009,9,1,229.67
2009,9,2,134.83
2009,9,3,161.15
2009,9,4,178.62
2009,9,5,124.48
2009,9,6,100.39
2009,9,7,275.92
2009,9,8,161.27
2009,9,9,115.89
2009,9,10,99.13
2009,9,11,214.09
2009,9,12,214.35
2009,9,13,174.38
2009,9,14,150.76
2009,9,15,145.70
2009,9,16,158.85
2009,9,17,129.38
2009,9,18,104.21
2009,9,19,97.48
2009,9,20,91.44
2009,9,21,113.02
2009,9,22,118.09
2009,9,23,117.20
2009,9,24,90.05
2009,9,25,101.32
2009,9,26,119.25
2009,9,27,136.02
2009,9,28,162.29
2009,9,29,121.60
2009,9,30,58.94
2009,10,1,42.68
2009,10,2,156.58
2009,10,3,235.13
2009,10,4,293.46
2009,10,5,310.49
2009,10,6,234.14
2009,10,7,342.97
2009,10,8,159.66
2009,10,9,254.71
2009,10,10,371.78
2009,10,11,562.82
2009,10,12,702.49
2009,10,13,487.45
2009,10,14,335.40
2009,10,15,328.48
2009,10,16,270.66
2009,10,17,206.98
2009,10,18,190.54
2009,10,19,173.35
2009,10,20,151.57
2009,10,21,140.47
2009,10,22,129.40
2009,10,23,129.65
2009,10,24,960.37
2009,10,25,1939.64
2009,10,26,1660.96
2009,10,27,2184.34
2009,10,28,1653.10
2009,10,29,1295.12
2009,10,30,1036.88
2009,10,31,1030.29
2009,11,1,1536.23
2009,11,2,2262.78
2009,11,3,1972.48
2009,11,4,1453.45
2009,11,5,1274.95
2009,11,6,998.75
2009,11,7,1017.06
2009,11,8,701.25
2009,11,9,667.68
2009,11,10,823.08
2009,11,11,738.85
2009,11,12,517.03
2009,11,13,397.92
2009,11,14,461.09
2009,11,15,348.65
2009,11,16,304.73
2009,11,17,282.46
2009,11,18,365.26
2009,11,19,325.81
2009,11,20,336.14
2009,11,21,348.75
2009,11,22,329.45
2009,11,23,314.09
2009,11,24,261.00
2009,11,25,275.53
2009,11,26,254.59
2009,11,27,240.06
2009,11,28,198.03
2009,11,29,206.08
2009,11,30,230.70
2009,12,1,308.82
2009,12,2,301.64
2009,12,3,609.44
2009,12,4,2234.09
2009,12,5,1744.15
2009,12,6,2152.84
2009,12,7,1927.62
2009,12,8,1292.96
2009,12,9,1753.29
2009,12,10,3458.74
2009,12,11,3306.52
2009,12,12,3057.68
2009,12,13,3102.13
2009,12,14,2517.65
2009,12,15,1828.19
2009,12,16,1900.13
2009,12,17,2245.41
2009,12,18,1570.97
2009,12,19,1239.10
2009,12,20,1061.27
2009,12,21,982.93
2009,12,22,846.28
2009,12,23,729.16
2009,12,24,670.06
2009,12,25,1105.39
