year,month,day,TP(kg)
2003,5,3,2798.29
2003,5,4,1946.58
2003,5,5,12665.44
2003,5,6,65624.01
2003,5,7,53994.37
2003,5,8,26268.54
2003,5,9,29304.70
2003,5,10,75394.72
2003,5,11,96820.82
2003,5,12,106949.16
2003,5,13,80132.18
2003,5,14,53197.05
2003,5,15,30464.07
2003,5,16,17150.55
2003,5,17,9603.58
2003,5,18,8103.68
2003,5,19,3543.08
2003,5,20,2970.20
2003,5,21,2451.28
2003,5,22,1747.24
2003,5,23,1389.52
2003,5,24,1294.00
2003,5,25,884.34
2003,5,26,713.48
2003,5,27,649.67
2003,5,28,507.04
2003,5,29,418.66
2003,5,30,375.06
2003,5,31,527.97
2003,6,1,557.97
2003,6,2,370.10
2003,6,3,447.85
2003,6,4,572.51
2003,6,5,470.60
2003,6,6,576.44
2003,6,7,516.29
2003,6,8,475.71
2003,6,9,309.40
2003,6,10,371.53
2003,6,11,506.37
2003,6,12,879.18
2003,6,13,1603.59
2003,6,14,2886.14
2003,6,15,6959.05
2003,6,16,6750.19
2003,6,17,5200.63
2003,6,18,17542.00
2003,6,19,25091.30
2003,6,20,15148.75
2003,6,21,8041.22
2003,6,22,6251.95
2003,6,23,3331.98
2003,6,24,2395.45
2003,6,25,2037.14
2003,6,26,1275.82
2003,6,27,981.26
2003,6,28,903.92
2003,6,29,893.98
2003,6,30,821.09
2003,7,1,672.16
2003,7,2,543.75
2003,7,3,840.50
2003,7,4,1613.65
2003,7,5,1458.38
2003,7,6,5324.67
2003,7,7,18816.74
2003,7,8,52286.54
2003,7,9,59675.08
2003,7,10,46115.23
2003,7,11,31854.36
2003,7,12,26890.37
2003,7,13,21381.47
2003,7,14,16985.85
2003,7,15,12799.48
2003,7,16,6169.10
2003,7,17,3600.20
2003,7,18,2064.17
2003,7,19,1366.07
2003,7,20,899.80
2003,7,21,821.97
2003,7,22,7894.07
2003,7,23,15677.43
2003,7,24,13730.26
2003,7,25,6808.73
2003,7,26,4071.14
2003,7,27,3066.36
2003,7,28,2588.03
2003,7,29,2736.19
2003,7,30,2779.76
2003,7,31,2093.68
2003,8,1,1571.56
2003,8,2,3430.02
2003,8,3,17032.64
2003,8,4,30065.67
2003,8,5,31159.27
2003,8,6,22066.22
2003,8,7,14990.28
2003,8,8,7799.69
2003,8,9,6488.31
2003,8,10,5793.94
2003,8,11,3326.49
2003,8,12,2389.96
2003,8,13,1787.95
2003,8,14,2210.58
2003,8,15,1962.71
2003,8,16,1474.40
2003,8,17,941.93
2003,8,18,530.91
2003,8,19,486.42
2003,8,20,455.00
2003,8,21,352.94
2003,8,22,254.14
2003,8,23,370.34
2003,8,24,232.24
2003,8,25,159.83
2003,8,26,206.22
2003,8,27,204.98
2003,8,28,423.87
2003,8,29,831.55
2003,8,30,638.86
2003,8,31,436.75
2003,9,1,868.29
2003,9,2,6126.41
2003,9,3,23592.93
2003,9,4,26713.95
2003,9,5,18671.89
2003,9,6,7058.60
2003,9,7,4974.04
2003,9,8,3559.12
2003,9,9,2374.08
2003,9,10,1781.26
2003,9,11,1116.79
2003,9,12,866.17
2003,9,13,699.77
2003,9,14,581.83
2003,9,15,517.35
2003,9,16,445.79
2003,9,17,374.74
2003,9,18,350.80
2003,9,19,477.64
2003,9,20,196.98
2003,9,21,181.80
2003,9,22,331.20
2003,9,23,680.66
2003,9,24,1231.67
2003,9,25,1878.89
2003,9,26,3331.25
2003,9,27,9456.00
2003,9,28,30029.84
2003,9,29,25712.00
2003,9,30,14853.04
2003,10,1,8624.46
2003,10,2,4776.34
2003,10,3,3982.10
2003,10,4,2345.70
2003,10,5,1575.14
2003,10,6,1278.08
2003,10,7,944.27
2003,10,8,799.40
2003,10,9,731.58
2003,10,10,646.78
2003,10,11,515.39
2003,10,12,576.84
2003,10,13,580.00
2003,10,14,613.15
2003,10,15,2126.73
2003,10,16,4414.95
2003,10,17,8238.46
2003,10,18,5657.48
2003,10,19,4842.00
2003,10,20,3535.36
2003,10,21,2909.46
2003,10,22,2068.15
2003,10,23,1541.27
2003,10,24,1150.72
2003,10,25,1032.27
2003,10,26,1206.22
2003,10,27,1362.66
2003,10,28,1202.82
2003,10,29,1158.29
2003,10,30,1079.93
2003,10,31,1006.71
2003,11,1,938.17
2003,11,2,1077.34
2003,11,3,754.83
2003,11,4,692.09
2003,11,5,561.89
2003,11,6,485.09
2003,11,7,455.93
2003,11,8,399.54
2003,11,9,383.60
2003,11,10,354.89
2003,11,11,443.46
2003,11,12,485.87
2003,11,13,654.51
2003,11,14,448.86
2003,11,15,317.38
2003,11,16,405.34
2003,11,17,486.41
2003,11,18,454.65
2003,11,19,962.24
2003,11,20,2579.61
2003,11,21,2850.23
2003,11,22,4173.51
2003,11,23,2401.44
2003,11,24,2543.39
2003,11,25,2783.14
2003,11,26,3613.95
2003,11,27,2928.56
2003,11,28,5850.40
2003,11,29,12171.52
2003,11,30,18965.79
2003,12,1,17446.60
2003,12,2,11506.89
2003,12,3,6754.78
2003,12,4,4991.69
2003,12,5,3358.03
2003,12,6,2711.39
2003,12,7,2209.63
2003,12,8,1942.40
2003,12,9,1811.99
2003,12,10,3511.02
2003,12,11,18120.65
2003,12,12,25358.88
2003,12,13,15871.97
2003,12,14,9524.06
2003,12,15,4339.48
2003,12,16,3618.29
2003,12,17,3159.33
2003,12,18,3049.73
2003,12,19,3184.34
2003,12,20,2683.57
2003,12,21,1921.52
2003,12,22,1523.04
2003,12,23,2798.95
2003,12,24,27091.18
2003,12,25,29976.18
2003,12,26,21759.95
2003,12,27,12857.34
2003,12,28,9976.38
2003,12,29,7972.89
2003,12,30,8661.89
2003,12,31,9491.41
2004,1,1,7483.70
2004,1,2,6275.46
2004,1,3,4680.74
2004,1,4,7342.46
2004,1,5,15923.68
2004,1,6,30743.53
2004,1,7,25474.64
2004,1,8,17619.25
2004,1,9,12136.18
2004,1,10,7633.99
2004,1,11,4473.56
2004,1,12,3262.31
2004,1,13,2700.97
2004,1,14,4389.15
2004,1,15,1730.85
2004,1,16,1309.43
2004,1,17,997.22
2004,1,18,738.67
2004,1,19,583.51
2004,1,20,492.72
2004,1,21,421.42
2004,1,22,334.52
2004,1,23,282.82
2004,1,24,256.01
2004,1,25,227.90
2004,1,26,212.50
2004,1,27,202.84
2004,1,28,189.12
2004,1,29,173.81
2004,1,30,169.43
2004,1,31,167.62
2004,2,1,165.82
2004,2,2,162.88
2004,2,3,207.31
2004,2,4,145.47
2004,2,5,139.16
2004,2,6,155.22
2004,2,7,167.55
2004,2,8,223.11
2004,2,9,275.09
2004,2,10,364.05
2004,2,11,316.15
2004,2,12,285.54
2004,2,13,254.20
2004,2,14,225.15
2004,2,15,238.54
2004,2,16,247.59
2004,2,17,259.17
2004,2,18,280.38
2004,2,19,311.06
2004,2,20,569.27
2004,2,21,1297.57
2004,2,22,6676.74
2004,2,23,23526.31
2004,2,24,27354.53
2004,2,25,12181.58
2004,2,26,9510.36
2004,2,27,6536.74
2004,2,28,6205.37
2004,2,29,4853.42
2004,3,1,3957.25
2004,3,2,9890.51
2004,3,3,15755.69
2004,3,4,12820.45
2004,3,5,19659.24
2004,3,6,27804.32
2004,3,7,22265.68
2004,3,8,15820.75
2004,3,9,9648.67
2004,3,10,4825.83
2004,3,11,3721.47
2004,3,12,2885.07
2004,3,13,1847.13
2004,3,14,1709.19
2004,3,15,1009.30
2004,3,16,1129.44
2004,3,17,744.55
2004,3,18,590.85
2004,3,19,597.42
2004,3,20,625.26
2004,3,21,826.34
2004,3,22,1090.58
2004,3,23,1684.64
2004,3,24,1548.31
2004,3,25,1214.88
2004,3,26,1174.36
2004,3,27,1734.77
2004,3,28,2265.38
2004,3,29,3580.14
2004,3,30,2225.58
2004,3,31,2072.13
2004,4,1,1922.22
2004,4,2,1512.91
2004,4,3,1290.62
2004,4,4,1113.91
2004,4,5,829.71
2004,4,6,755.38
2004,4,7,505.08
2004,4,8,508.47
2004,4,9,397.67
2004,4,10,422.79
2004,4,11,456.77
2004,4,12,457.63
2004,4,13,390.33
2004,4,14,380.54
2004,4,15,380.16
2004,4,16,411.68
2004,4,17,370.48
2004,4,18,428.70
2004,4,19,444.89
2004,4,20,274.51
2004,4,21,429.93
2004,4,22,366.09
2004,4,23,618.76
2004,4,24,650.01
2004,4,25,692.75
2004,4,26,748.06
2004,4,27,933.65
2004,4,28,779.83
2004,4,29,757.79
2004,4,30,698.15
2004,5,1,674.58
2004,5,2,941.18
2004,5,3,2961.27
2004,5,4,5968.29
2004,5,5,5681.91
2004,5,6,3011.67
2004,5,7,1804.45
2004,5,8,2576.48
2004,5,9,10493.25
2004,5,10,4670.09
2004,5,11,3870.01
2004,5,12,2879.77
2004,5,13,2484.63
2004,5,14,4095.35
2004,5,15,3195.07
2004,5,16,2785.87
2004,5,17,2215.90
2004,5,18,1880.70
2004,5,19,2554.71
2004,5,20,3656.28
2004,5,21,2593.29
2004,5,22,16947.40
2004,5,23,44919.40
2004,5,24,43272.78
2004,5,25,41969.66
2004,5,26,22494.37
2004,5,27,9062.00
2004,5,28,5410.02
2004,5,29,3330.93
2004,5,30,3348.58
2004,5,31,16803.73
2004,6,1,77571.49
2004,6,2,50567.77
2004,6,3,27471.17
2004,6,4,14101.65
2004,6,5,6446.84
2004,6,6,3316.33
2004,6,7,2484.61
2004,6,8,1796.42
2004,6,9,918.02
2004,6,10,832.32
2004,6,11,1755.72
2004,6,12,12285.46
2004,6,13,48949.05
2004,6,14,56313.45
2004,6,15,52306.92
2004,6,16,38266.04
2004,6,17,33219.21
2004,6,18,21218.89
2004,6,19,18040.31
2004,6,20,8522.58
2004,6,21,5709.90
2004,6,22,3920.14
2004,6,23,3028.01
2004,6,24,2278.05
2004,6,25,1626.14
2004,6,26,1201.91
2004,6,27,819.25
2004,6,28,761.51
2004,6,29,652.41
2004,6,30,519.06
2004,7,1,382.06
2004,7,2,354.61
2004,7,3,267.52
2004,7,4,353.29
2004,7,5,343.13
2004,7,6,367.62
2004,7,7,744.16
2004,7,8,1086.55
2004,7,9,607.56
2004,7,10,609.78
2004,7,11,510.96
2004,7,12,594.52
2004,7,13,595.98
2004,7,14,543.65
2004,7,15,578.67
2004,7,16,406.98
2004,7,17,470.86
2004,7,18,1901.40
2004,7,19,1027.09
2004,7,20,606.16
2004,7,21,515.70
2004,7,22,419.85
2004,7,23,2824.35
2004,7,24,6823.00
2004,7,25,3992.82
2004,7,26,1603.07
2004,7,27,1447.85
2004,7,28,1475.75
2004,7,29,1471.32
2004,7,30,902.22
2004,7,31,1428.72
2004,8,1,4698.57
2004,8,2,3335.02
2004,8,3,1399.03
2004,8,4,1530.61
2004,8,5,1222.95
2004,8,6,3060.73
2004,8,7,2534.88
2004,8,8,1113.02
2004,8,9,918.08
2004,8,10,737.01
2004,8,11,507.72
2004,8,12,444.73
2004,8,13,367.13
2004,8,14,244.89
2004,8,15,240.11
2004,8,16,233.04
2004,8,17,223.99
2004,8,18,195.65
2004,8,19,215.51
2004,8,20,330.13
2004,8,21,1036.38
2004,8,22,2488.14
2004,8,23,2300.08
2004,8,24,1459.57
2004,8,25,832.96
2004,8,26,552.19
2004,8,27,499.69
2004,8,28,2860.62
2004,8,29,2903.47
2004,8,30,8420.01
2004,8,31,14095.55
2004,9,1,7539.70
2004,9,2,5384.69
2004,9,3,3855.95
2004,9,4,2885.37
2004,9,5,9374.20
2004,9,6,8375.12
2004,9,7,5439.30
2004,9,8,4493.57
2004,9,9,3718.87
2004,9,10,1686.66
2004,9,11,1328.19
2004,9,12,989.00
2004,9,13,659.58
2004,9,14,628.58
2004,9,15,487.03
2004,9,16,425.43
2004,9,17,306.65
2004,9,18,383.65
2004,9,19,290.22
2004,9,20,348.02
2004,9,21,256.11
2004,9,22,188.71
2004,9,23,171.10
2004,9,24,186.91
2004,9,25,151.46
2004,9,26,174.64
2004,9,27,157.47
2004,9,28,133.73
2004,9,29,192.81
2004,9,30,239.16
2004,10,1,384.28
2004,10,2,409.08
2004,10,3,262.35
2004,10,4,160.30
2004,10,5,126.48
2004,10,6,131.74
2004,10,7,137.43
2004,10,8,138.43
2004,10,9,112.58
2004,10,10,73.75
2004,10,11,81.84
2004,10,12,102.12
2004,10,13,110.20
2004,10,14,202.50
2004,10,15,206.94
2004,10,16,240.69
2004,10,17,154.85
2004,10,18,91.73
2004,10,19,168.12
2004,10,20,613.25
2004,10,21,877.40
2004,10,22,683.19
2004,10,23,369.41
2004,10,24,315.95
2004,10,25,741.38
2004,10,26,977.58
2004,10,27,570.40
2004,10,28,461.75
2004,10,29,474.68
2004,10,30,532.28
2004,10,31,457.70
2004,11,1,379.36
2004,11,2,413.10
2004,11,3,416.36
2004,11,4,1381.60
2004,11,5,2042.96
2004,11,6,2959.69
2004,11,7,2265.89
2004,11,8,1843.46
2004,11,9,1221.40
2004,11,10,895.80
2004,11,11,686.56
2004,11,12,650.27
2004,11,13,570.47
2004,11,14,504.55
2004,11,15,743.55
2004,11,16,538.39
2004,11,17,246.69
2004,11,18,212.73
2004,11,19,245.10
2004,11,20,1016.76
2004,11,21,4543.68
2004,11,22,4426.39
2004,11,23,3432.67
2004,11,24,2937.48
2004,11,25,15226.19
2004,11,26,48639.85
2004,11,27,29655.38
2004,11,28,18217.27
2004,11,29,16528.45
2004,11,30,10976.30
2004,12,1,11340.84
2004,12,2,14859.18
2004,12,3,14559.95
2004,12,4,8458.98
2004,12,5,4841.58
2004,12,6,3457.52
2004,12,7,4315.87
2004,12,8,29685.33
2004,12,9,39640.88
2004,12,10,20656.01
2004,12,11,16017.68
2004,12,12,17078.35
2004,12,13,12412.46
2004,12,14,8341.68
2004,12,15,5413.00
2004,12,16,4199.25
2004,12,17,2912.58
2004,12,18,1653.36
2004,12,19,890.19
2004,12,20,964.64
2004,12,21,706.32
2004,12,22,419.79
2004,12,23,343.39
2004,12,24,362.17
2004,12,25,327.64
2004,12,26,339.83
2004,12,27,381.89
2004,12,28,460.00
2004,12,29,522.59
2004,12,30,807.69
2004,12,31,1714.85
2005,1,1,15620.68
2005,1,2,24829.23
2005,1,3,29384.57
2005,1,4,47177.63
2005,1,5,59779.45
2005,1,6,60005.67
2005,1,7,48596.14
2005,1,8,37106.92
2005,1,9,27441.37
2005,1,10,17042.60
2005,1,11,12571.15
2005,1,12,38916.53
2005,1,13,128776.85
2005,1,14,187829.51
2005,1,15,163551.67
2005,1,16,121706.38
2005,1,17,67227.58
2005,1,18,50061.41
2005,1,19,18325.36
2005,1,20,8840.23
2005,1,21,4776.25
2005,1,22,2701.01
2005,1,23,2321.16
2005,1,24,1727.18
2005,1,25,1045.81
2005,1,26,972.02
2005,1,27,961.50
2005,1,28,802.13
2005,1,29,661.19
2005,1,30,603.18
2005,1,31,546.07
2005,2,1,501.16
2005,2,2,442.12
2005,2,3,418.83
2005,2,4,443.78
2005,2,5,408.01
2005,2,6,408.01
2005,2,7,426.08
2005,2,8,5064.27
2005,2,9,22619.69
2005,2,10,34522.35
2005,2,11,22533.22
2005,2,12,13527.29
2005,2,13,10078.65
2005,2,14,16330.05
2005,2,15,42588.38
2005,2,16,42866.51
2005,2,17,39844.65
2005,2,18,27215.30
2005,2,19,16450.36
2005,2,20,9992.02
2005,2,21,9681.45
2005,2,22,15705.15
2005,2,23,13896.38
2005,2,24,10123.96
2005,2,25,6571.10
2005,2,26,3872.02
2005,2,27,2719.47
2005,2,28,2033.71
2005,3,1,1836.76
2005,3,2,1556.20
2005,3,3,1110.52
2005,3,4,1001.21
2005,3,5,925.85
2005,3,6,1894.13
2005,3,7,3962.34
2005,3,8,4886.05
2005,3,9,4186.46
2005,3,10,3613.13
2005,3,11,2430.74
2005,3,12,2232.34
2005,3,13,2004.91
2005,3,14,1628.79
2005,3,15,1379.76
2005,3,16,962.56
2005,3,17,807.92
2005,3,18,732.90
2005,3,19,786.51
2005,3,20,850.78
2005,3,21,805.92
2005,3,22,933.70
2005,3,23,1378.22
2005,3,24,945.91
2005,3,25,1078.81
2005,3,26,1140.28
2005,3,27,1975.42
2005,3,28,2281.91
2005,3,29,1858.16
2005,3,30,1381.57
2005,3,31,1644.10
2005,4,1,869.02
2005,4,2,964.49
2005,4,3,2303.20
2005,4,4,2451.76
2005,4,5,1764.91
2005,4,6,1225.90
2005,4,7,1237.06
2005,4,8,806.70
2005,4,9,719.23
2005,4,10,696.16
2005,4,11,698.70
2005,4,12,736.42
2005,4,13,825.82
2005,4,14,463.72
2005,4,15,397.23
2005,4,16,409.12
2005,4,17,415.09
2005,4,18,340.37
2005,4,19,377.72
2005,4,20,381.42
2005,4,21,341.82
2005,4,22,652.96
2005,4,23,1989.07
2005,4,24,21270.49
2005,4,25,36807.93
2005,4,26,30391.34
2005,4,27,34566.53
2005,4,28,22002.07
2005,4,29,14138.86
2005,4,30,8807.22
2005,5,1,6185.74
2005,5,2,3944.97
2005,5,3,2855.62
2005,5,4,1834.10
2005,5,5,1430.86
2005,5,6,1044.83
2005,5,7,1025.28
2005,5,8,784.54
2005,5,9,694.39
2005,5,10,562.66
2005,5,11,563.02
2005,5,12,409.85
2005,5,13,364.20
2005,5,14,481.12
2005,5,15,580.25
2005,5,16,518.97
2005,5,17,356.31
2005,5,18,315.56
2005,5,19,297.35
2005,5,20,814.92
2005,5,21,918.03
2005,5,22,883.51
2005,5,23,694.45
2005,5,24,544.90
2005,5,25,800.81
2005,5,26,847.82
2005,5,27,1437.70
2005,5,28,876.99
2005,5,29,907.68
2005,5,30,886.95
2005,5,31,772.21
2005,6,1,669.64
2005,6,2,707.15
2005,6,3,759.79
2005,6,4,805.24
2005,6,5,668.94
2005,6,6,553.70
2005,6,7,487.20
2005,6,8,377.33
2005,6,9,516.90
2005,6,10,588.53
2005,6,11,425.48
2005,6,12,455.74
2005,6,13,476.75
2005,6,14,456.85
2005,6,15,793.59
2005,6,16,702.48
2005,6,17,617.52
2005,6,18,501.51
2005,6,19,369.48
2005,6,20,319.85
2005,6,21,283.73
2005,6,22,258.48
2005,6,23,236.49
2005,6,24,123.15
2005,6,25,140.00
2005,6,26,119.64
2005,6,27,127.64
2005,6,28,142.16
2005,6,29,267.94
2005,6,30,206.61
2005,7,1,530.45
2005,7,2,326.02
2005,7,3,343.80
2005,7,4,615.42
2005,7,5,246.20
2005,7,6,157.30
2005,7,7,137.77
2005,7,8,148.63
2005,7,9,184.30
2005,7,10,158.19
2005,7,11,140.05
2005,7,12,122.32
2005,7,13,132.21
2005,7,14,133.70
2005,7,15,151.85
2005,7,16,120.76
2005,7,17,268.12
2005,7,18,722.32
2005,7,19,1045.88
2005,7,20,1008.68
2005,7,21,977.88
2005,7,22,972.76
2005,7,23,790.20
2005,7,24,950.49
2005,7,25,596.46
2005,7,26,324.74
2005,7,27,759.03
2005,7,28,3554.88
2005,7,29,2262.00
2005,7,30,1542.69
2005,7,31,912.35
2005,8,1,575.69
2005,8,2,502.31
2005,8,3,380.07
2005,8,4,225.26
2005,8,5,93.46
2005,8,6,90.61
2005,8,7,91.13
2005,8,8,81.67
2005,8,9,88.23
2005,8,10,120.42
2005,8,11,144.40
2005,8,12,149.30
2005,8,13,123.88
2005,8,14,95.38
2005,8,15,129.50
2005,8,16,236.12
2005,8,17,302.83
2005,8,18,144.99
2005,8,19,176.80
2005,8,20,163.10
2005,8,21,143.16
2005,8,22,87.43
2005,8,23,88.69
2005,8,24,94.40
2005,8,25,81.14
2005,8,26,88.59
2005,8,27,109.52
2005,8,28,78.96
2005,8,29,71.92
2005,8,30,73.72
2005,8,31,112.56
2005,9,1,135.40
2005,9,2,679.00
2005,9,3,743.01
2005,9,4,300.49
2005,9,5,224.46
2005,9,6,148.03
2005,9,7,114.69
2005,9,8,170.26
2005,9,9,128.84
2005,9,10,101.21
2005,9,11,81.97
2005,9,12,68.12
2005,9,13,80.71
2005,9,14,124.33
2005,9,15,83.83
2005,9,16,112.23
2005,9,17,110.89
2005,9,18,131.73
2005,9,19,282.86
2005,9,20,227.62
2005,9,21,104.82
2005,9,22,79.73
2005,9,23,286.60
2005,9,24,1177.57
2005,9,25,802.32
2005,9,26,1848.21
2005,9,27,8320.07
2005,9,28,8045.08
2005,9,29,5404.56
2005,9,30,3086.08
2005,10,1,2054.25
2005,10,2,1198.20
2005,10,3,984.70
2005,10,4,714.15
2005,10,5,586.86
2005,10,6,652.49
2005,10,7,426.15
2005,10,8,287.49
2005,10,9,237.83
2005,10,10,177.49
2005,10,11,138.29
2005,10,12,133.24
2005,10,13,95.50
2005,10,14,114.02
2005,10,15,162.52
2005,10,16,75.53
2005,10,17,46.68
2005,10,18,68.42
2005,10,19,75.01
2005,10,20,73.45
2005,10,21,65.22
2005,10,22,62.31
2005,10,23,70.92
2005,10,24,47.31
2005,10,25,75.28
2005,10,26,551.18
2005,10,27,1249.93
2005,10,28,1120.44
2005,10,29,994.49
2005,10,30,417.01
2005,10,31,491.38
2005,11,1,588.94
2005,11,2,494.09
2005,11,3,486.55
2005,11,4,322.35
2005,11,5,249.88
2005,11,6,319.73
2005,11,7,160.56
2005,11,8,368.29
2005,11,9,339.21
2005,11,10,213.49
2005,11,11,173.46
2005,11,12,257.99
2005,11,13,435.06
2005,11,14,283.51
2005,11,15,360.85
2005,11,16,3264.12
2005,11,17,16955.96
2005,11,18,13865.70
2005,11,19,8042.00
2005,11,20,4898.44
2005,11,21,3096.21
2005,11,22,2117.35
2005,11,23,1682.66
2005,11,24,1899.55
2005,11,25,1235.27
2005,11,26,1002.15
2005,11,27,850.16
2005,11,28,1340.59
2005,11,29,19713.89
2005,11,30,39833.81
2005,12,1,29423.06
2005,12,2,16263.19
2005,12,3,7887.81
2005,12,4,5157.69
2005,12,5,3402.86
2005,12,6,2860.90
2005,12,7,1789.42
2005,12,8,1338.76
2005,12,9,976.18
2005,12,10,598.48
2005,12,11,535.51
2005,12,12,521.36
2005,12,13,525.94
2005,12,14,529.52
2005,12,15,507.79
2005,12,16,479.43
2005,12,17,462.17
2005,12,18,412.83
2005,12,19,396.70
2005,12,20,389.78
2005,12,21,364.64
2005,12,22,346.29
2005,12,23,297.70
2005,12,24,288.74
2005,12,25,637.79
2005,12,26,2391.58
2005,12,27,17278.47
2005,12,28,30811.72
2005,12,29,69469.57
2005,12,30,83127.73
2005,12,31,67438.72
2006,1,1,45789.53
2006,1,2,28787.00
2006,1,3,45983.41
2006,1,4,42987.19
2006,1,5,27926.61
2006,1,6,18603.45
2006,1,7,13011.07
2006,1,8,8255.67
2006,1,9,5626.56
2006,1,10,4264.68
2006,1,11,3166.68
2006,1,12,2738.91
2006,1,13,2686.86
2006,1,14,4357.38
2006,1,15,7878.91
2006,1,16,8127.61
2006,1,17,5084.57
2006,1,18,11825.54
2006,1,19,21100.95
2006,1,20,18234.15
2006,1,21,17068.95
2006,1,22,13718.95
2006,1,23,11104.52
2006,1,24,7865.67
2006,1,25,5461.75
2006,1,26,3695.06
2006,1,27,2305.32
2006,1,28,1771.67
2006,1,29,2364.60
2006,1,30,6876.09
2006,1,31,9587.23
2006,2,1,7637.46
2006,2,2,1801.46
2006,2,3,3102.38
2006,2,4,16247.19
2006,2,5,35237.65
2006,2,6,30116.02
2006,2,7,19394.74
2006,2,8,10764.21
2006,2,9,7964.15
2006,2,10,5695.57
2006,2,11,3840.58
2006,2,12,2658.34
2006,2,13,2198.90
2006,2,14,1580.56
2006,2,15,1475.58
2006,2,16,1518.00
2006,2,17,19912.74
2006,2,18,35138.37
2006,2,19,33332.89
2006,2,20,19885.73
2006,2,21,14216.57
2006,2,22,10732.08
2006,2,23,5839.21
2006,2,24,4106.40
2006,2,25,2770.96
2006,2,26,1817.14
2006,2,27,1308.81
2006,2,28,1129.05
2006,3,1,1175.58
2006,3,2,889.57
2006,3,3,729.34
2006,3,4,594.22
2006,3,5,397.87
2006,3,6,423.52
2006,3,7,329.27
2006,3,8,359.01
2006,3,9,621.32
2006,3,10,1152.24
2006,3,11,2935.43
2006,3,12,12221.31
2006,3,13,26758.54
2006,3,14,27694.97
2006,3,15,25284.73
2006,3,16,20720.32
2006,3,17,16221.75
2006,3,18,9752.96
2006,3,19,7414.89
2006,3,20,4847.09
2006,3,21,3588.17
2006,3,22,2306.53
2006,3,23,1832.65
2006,3,24,1425.04
2006,3,25,1157.84
2006,3,26,948.30
2006,3,27,807.79
2006,3,28,2883.82
2006,3,29,868.73
2006,3,30,595.93
2006,3,31,754.65
2006,4,1,718.70
2006,4,2,677.81
2006,4,3,1426.35
2006,4,4,6371.56
2006,4,5,11925.69
2006,4,6,8061.63
2006,4,7,3871.98
2006,4,8,2547.21
2006,4,9,2066.29
2006,4,10,1729.09
2006,4,11,1420.69
2006,4,12,1263.53
2006,4,13,874.93
2006,4,14,577.09
2006,4,15,593.60
2006,4,16,653.20
2006,4,17,1767.09
2006,4,18,3556.51
2006,4,19,5585.88
2006,4,20,5868.10
2006,4,21,4008.02
2006,4,22,2267.13
2006,4,23,1942.93
2006,4,24,1660.03
2006,4,25,1317.96
2006,4,26,1222.36
2006,4,27,808.48
2006,4,28,768.61
2006,4,29,660.10
2006,4,30,573.49
2006,5,1,522.23
2006,5,2,603.06
2006,5,3,1474.72
2006,5,4,2593.16
2006,5,5,1516.53
2006,5,6,942.65
2006,5,7,567.84
2006,5,8,491.83
2006,5,9,781.59
2006,5,10,446.74
2006,5,11,1623.64
2006,5,12,9705.05
2006,5,13,20377.00
2006,5,14,22363.46
2006,5,15,25469.54
2006,5,16,28865.19
2006,5,17,23943.52
2006,5,18,19446.35
2006,5,19,21075.62
2006,5,20,17419.59
2006,5,21,11731.68
2006,5,22,6556.93
2006,5,23,3769.04
2006,5,24,2059.08
2006,5,25,3572.40
2006,5,26,11352.93
2006,5,27,8008.20
2006,5,28,6111.05
2006,5,29,4086.26
2006,5,30,3357.70
2006,5,31,1977.99
2006,6,1,1620.61
2006,6,2,2043.99
2006,6,3,1574.39
2006,6,4,1601.89
2006,6,5,2553.85
2006,6,6,2047.72
2006,6,7,1243.66
2006,6,8,1235.20
2006,6,9,2432.47
2006,6,10,3073.73
2006,6,11,2898.53
2006,6,12,2092.96
2006,6,13,1416.28
2006,6,14,1318.70
2006,6,15,926.68
2006,6,16,594.36
2006,6,17,687.00
2006,6,18,513.07
2006,6,19,411.09
2006,6,20,520.23
2006,6,21,999.33
2006,6,22,3983.12
2006,6,23,4263.62
2006,6,24,4203.93
2006,6,25,3140.79
2006,6,26,3527.77
2006,6,27,2319.50
2006,6,28,1382.53
2006,6,29,1023.16
2006,6,30,877.83
2006,7,1,786.52
2006,7,2,635.47
2006,7,3,590.55
2006,7,4,902.75
2006,7,5,1331.94
2006,7,6,1386.08
2006,7,7,1393.91
2006,7,8,892.62
2006,7,9,767.64
2006,7,10,547.68
2006,7,11,628.26
2006,7,12,809.37
2006,7,13,4449.01
2006,7,14,5829.42
2006,7,15,17053.04
2006,7,16,9656.59
2006,7,17,8106.49
2006,7,18,6967.86
2006,7,19,5949.96
2006,7,20,3820.47
2006,7,21,2550.21
2006,7,22,1800.74
2006,7,23,1121.94
2006,7,24,916.77
2006,7,25,866.17
2006,7,26,956.34
2006,7,27,933.85
2006,7,28,1998.40
2006,7,29,4879.34
2006,7,30,3185.85
2006,7,31,2845.56
2006,8,1,2759.84
2006,8,2,1857.47
2006,8,3,1346.98
2006,8,4,1164.33
2006,8,5,956.55
2006,8,6,934.71
2006,8,7,817.99
2006,8,8,708.92
2006,8,9,351.81
2006,8,10,278.36
2006,8,11,260.50
2006,8,12,288.24
2006,8,13,243.15
2006,8,14,270.86
2006,8,15,191.34
2006,8,16,136.18
2006,8,17,124.23
2006,8,18,115.38
2006,8,19,176.83
2006,8,20,234.46
2006,8,21,114.60
2006,8,22,181.32
2006,8,23,193.99
2006,8,24,181.83
2006,8,25,149.21
2006,8,26,130.08
2006,8,27,188.60
