Year,Month,Day,TN(mg/L)
2003,3,18,9.1153
2003,3,18,9.7673
2003,3,19,9.7680
2003,3,19,9.8460
2003,3,20,10.9261
2003,3,21,12.1821
2003,3,22,12.5110
2003,3,23,12.7949
2003,3,24,12.5496
2003,3,24,12.8168
2003,3,25,11.8602
2003,3,26,12.2194
2003,3,27,11.9670
2003,3,28,11.8820
2003,3,29,11.1955
2003,3,30,10.8268
2003,3,31,10.6303
2003,3,31,9.4702
2003,4,1,9.4958
2003,4,2,9.1063
2003,4,3,9.8331
2003,4,4,9.6608
2003,4,4,10.1251
2003,4,5,12.7415
2003,4,5,14.8263
2003,4,5,14.8704
2003,4,6,13.8605
2003,4,6,13.5750
2003,4,6,14.1285
2003,4,7,12.7766
2003,4,7,12.8743
2003,4,7,12.0254
2003,4,8,12.7264
2003,4,8,12.5957
2003,4,8,12.7092
2003,4,9,12.5584
2003,4,9,13.1130
2003,4,9,12.5615
2003,4,10,12.0195
2003,4,10,11.6619
2003,4,12,11.6683
2003,4,13,11.5525
2003,4,14,11.4960
2003,4,14,11.7573
2003,4,15,12.1385
2003,4,16,11.3893
2003,4,17,11.0082
2003,4,18,10.5546
2003,4,19,10.1154
2003,4,20,9.5832
2003,4,21,8.9048
2003,4,22,8.9456
2003,4,22,9.0918
2003,4,23,8.7799
2003,4,24,8.2189
2003,4,25,7.6530
2003,4,26,7.6067
2003,4,27,7.3445
2003,4,28,7.2040
2003,4,28,7.2358
2003,4,29,7.0319
2003,4,30,6.6305
2003,5,1,6.3835
2003,5,2,6.0236
2003,5,3,9.2217
2003,5,4,7.1550
2003,5,5,6.8278
2003,5,5,9.9187
2003,5,5,13.3092
2003,5,6,13.7612
2003,5,6,13.7457
2003,5,6,13.5836
2003,5,7,12.7857
2003,5,7,12.2907
2003,5,7,12.0503
2003,5,8,12.3723
2003,5,8,13.1893
2003,5,8,13.7475
2003,5,9,13.5228
2003,5,9,13.1942
2003,5,9,13.7548
2003,5,10,12.3326
2003,5,10,13.1942
2003,5,10,13.7548
2003,5,11,12.3326
2003,5,12,10.0656
2003,5,13,9.9622
2003,5,13,9.9035
2003,5,14,9.6931
2003,5,15,10.0039
2003,5,15,9.4160
2003,5,18,9.0147
2003,5,18,9.0636
2003,5,19,9.3231
2003,5,19,9.0194
2003,5,20,8.7760
2003,5,21,8.7067
2003,5,22,8.5360
2003,5,23,8.3688
2003,5,24,8.1252
2003,5,25,8.0769
2003,5,26,7.9074
2003,5,27,7.9451
2003,5,27,8.0148
2003,5,28,8.3620
2003,5,29,8.1256
2003,5,30,7.4063
2003,5,31,7.5080
2003,6,1,9.1237
2003,6,2,8.7532
2003,6,2,8.1318
2003,6,3,7.1928
2003,6,4,6.5098
2003,6,5,6.2576
2003,6,6,-994.1600
2003,6,7,-994.9500
2003,6,8,-995.0400
2003,6,9,-995.1000
2003,6,9,5.4094
2003,6,10,5.2141
2003,6,11,5.1744
2003,6,12,5.3247
2003,6,13,8.4697
2003,6,14,10.6070
2003,6,15,12.3441
2003,6,16,12.1957
2003,6,16,13.6189
2003,6,17,16.1985
2003,6,18,14.7586
2003,6,18,15.6801
2003,6,18,13.4172
2003,6,19,12.7534
2003,6,19,13.6665
2003,6,19,12.6891
2003,6,20,11.3449
2003,6,20,10.8951
2003,6,20,10.6123
2003,6,21,10.5662
2003,6,21,10.8249
2003,6,22,9.5723
2003,6,23,10.0562
2003,6,23,10.0089
2003,6,24,10.0690
2003,6,25,10.3136
2003,6,26,10.4139
2003,6,27,9.5196
2003,6,28,9.3672
2003,6,29,10.1801
2003,6,30,9.6900
2003,6,30,9.0569
2003,7,1,7.8615
2003,7,2,7.7892
2003,7,3,7.4647
2003,7,4,7.4734
2003,7,5,7.2909
2003,7,6,7.1241
2003,7,7,7.7018
2003,7,7,9.3647
2003,7,7,9.7421
2003,7,8,9.1257
2003,7,8,8.9040
2003,7,8,8.6319
2003,7,9,8.4442
2003,7,9,7.7371
2003,7,9,7.6104
2003,7,10,6.9553
2003,7,10,6.5978
2003,7,11,5.7345
2003,7,12,5.0563
2003,7,13,4.6496
2003,7,14,4.5303
2003,7,14,4.2440
2003,7,15,4.6030
2003,7,16,4.2950
2003,7,17,4.3090
2003,7,18,3.7570
2003,7,19,3.2060
2003,7,20,3.4230
2003,7,21,3.1920
2003,7,21,3.5182
2003,7,22,3.5841
2003,7,22,4.0887
2003,7,23,4.6154
2003,7,23,3.6770
2003,7,23,3.5785
2003,7,24,4.0199
2003,7,24,3.9060
2003,7,25,3.7019
2003,7,26,3.7268
2003,7,27,3.7463
2003,7,28,4.0487
2003,7,28,4.3182
2003,7,29,4.1987
2003,7,30,4.1554
2003,7,31,3.4119
2003,8,1,3.3041
2003,8,2,3.6879
2003,8,2,4.3122
2003,8,3,4.4654
2003,8,3,4.5833
2003,8,3,4.3109
2003,8,4,4.4363
2003,8,4,4.5518
2003,8,4,5.0187
2003,8,5,4.3170
2003,8,5,4.3548
2003,8,5,4.1620
2003,8,6,4.2762
2003,8,6,3.9557
2003,8,6,3.8624
2003,8,7,3.5760
2003,8,7,3.3410
2003,8,8,3.2438
2003,8,9,2.9808
2003,8,10,2.8512
2003,8,11,2.9213
2003,8,11,3.4340
2003,8,12,3.6600
2003,8,13,3.3010
2003,8,14,3.3520
2003,8,15,3.2340
2003,8,16,3.4780
2003,8,17,3.1040
2003,8,18,2.8610
2003,8,18,2.5066
2003,8,19,2.2971
2003,8,20,2.3097
2003,8,21,2.2226
2003,8,22,1.8876
2003,8,23,1.8568
2003,8,24,1.0363
2003,8,25,1.3919
2003,8,25,1.6244
2003,8,26,1.5141
2003,8,27,1.5249
2003,8,28,1.6621
2003,8,29,-997.7931
2003,8,30,-997.8236
2003,8,31,-997.6897
2003,9,1,-997.6671
2003,9,2,1.8640
2003,9,2,1.8409
2003,9,3,3.6145
2003,9,3,3.0091
2003,9,4,3.2032
2003,9,4,3.2414
2003,9,4,3.3762
2003,9,5,3.0391
2003,9,5,3.1134
2003,9,6,3.1210
2003,9,7,3.0449
2003,9,8,3.1327
2003,9,8,3.1294
2003,9,9,3.1954
2003,9,10,2.8655
2003,9,11,2.9307
2003,9,12,3.1289
2003,9,13,2.8969
2003,9,14,2.8831
2003,9,15,2.5998
2003,9,15,2.9569
2003,9,16,2.9297
2003,9,17,2.5923
2003,9,18,2.4758
2003,9,19,2.6862
2003,9,20,2.2971
2003,9,21,2.1868
2003,9,22,2.5730
2003,9,22,2.3043
2003,9,23,2.3145
2003,9,24,2.2189
2003,9,25,2.1475
2003,9,26,2.3584
2003,9,27,3.8186
2003,9,27,4.2301
2003,9,28,5.4554
2003,9,28,5.2054
2003,9,28,5.7318
2003,9,29,5.4326
2003,9,29,5.1204
2003,9,29,4.9591
2003,9,30,4.7577
2003,9,30,4.6552
2003,9,30,4.4972
2003,10,1,4.1409
2003,10,3,4.2053
2003,10,4,4.0620
2003,10,5,3.8701
2003,10,6,3.9152
2003,10,6,3.8972
2003,10,7,4.3407
2003,10,8,4.2392
2003,10,9,4.2374
2003,10,14,4.2106
2003,10,15,4.7716
2003,10,16,6.1203
2003,10,17,4.0996
2003,10,18,5.6001
2003,10,19,5.7615
2003,10,20,5.5372
2003,10,20,5.3752
2003,10,21,5.6526
2003,10,22,5.5011
2003,10,23,5.6247
2003,10,24,5.4811
2003,10,25,5.3426
2003,10,26,5.3223
2003,10,27,5.1149
2003,10,27,5.3838
2003,10,28,5.4064
2003,10,29,5.7920
2003,10,30,5.4369
2003,10,31,5.2330
2003,11,1,4.9350
2003,11,2,4.8998
2003,11,3,4.7620
2003,11,3,4.7826
2003,11,4,4.6099
2003,11,5,4.3251
2003,11,6,4.3996
2003,11,7,4.1876
2003,11,8,3.9476
2003,11,9,3.9193
2003,11,10,3.7978
2003,11,10,3.6887
2003,11,11,3.8410
2003,11,12,3.9951
2003,11,13,3.7928
2003,11,14,3.7768
2003,11,15,3.6245
2003,11,16,3.7568
2003,11,17,3.6718
2003,11,17,3.4380
2003,11,18,3.4094
2003,11,19,3.3517
2003,11,20,3.3581
2003,11,21,3.5091
2003,11,21,3.9666
2003,11,22,4.0888
2003,11,22,7.1194
2003,11,23,5.4038
2003,11,24,4.6760
2003,11,24,5.5195
2003,11,25,5.9080
2003,11,26,5.8447
2003,11,27,5.4731
2003,11,28,8.2928
2003,11,29,8.5535
2003,11,30,8.0740
2003,11,30,8.5395
2003,11,30,8.5875
2003,12,1,8.2486
2003,12,1,7.6464
2003,12,1,7.3280
2003,12,2,7.2997
2003,12,2,7.3535
2003,12,2,7.1869
2003,12,3,7.1125
2003,12,3,-993.1200
2003,12,4,7.0577
2003,12,5,7.3707
2003,12,6,7.0695
2003,12,6,7.0695
2003,12,7,6.9418
2003,12,8,6.9004
2003,12,8,6.6956
2003,12,9,6.7302
2003,12,11,8.0510
2003,12,11,7.6031
2003,12,12,7.8792
2003,12,12,7.5734
2003,12,12,7.7498
2003,12,24,6.6106
2003,12,25,6.6512
2003,12,25,6.9703
2003,12,26,6.9616
2003,12,27,7.0945
2003,12,27,7.1290
2003,12,28,7.9467
2003,12,29,7.6222
2003,12,29,7.1355
2003,12,30,6.8216
2003,12,31,6.9674
2003,12,31,7.0122
2004,1,1,6.8807
2004,1,2,6.6274
2004,1,2,6.6900
2004,1,5,6.4312
2004,1,5,7.7961
2004,1,11,6.7483
2004,1,12,5.7528
2004,1,13,5.5985
2004,1,14,5.9065
2004,1,15,5.4946
2004,1,16,5.9521
2004,1,17,5.9924
2004,1,18,5.9993
2004,1,19,6.0126
2004,1,20,6.0740
2004,1,20,6.0640
2004,1,21,6.1043
2004,1,22,6.1333
2004,1,23,6.2711
2004,1,24,6.2223
2004,1,25,5.9268
2004,1,26,5.8530
2004,1,27,5.8035
2004,1,28,5.7573
2004,2,3,5.1701
2004,2,4,5.0308
2004,2,5,5.0715
2004,2,6,4.9567
2004,2,7,4.9179
2004,2,9,5.3345
2004,2,10,5.1150
2004,2,11,5.1937
2004,2,12,5.6282
2004,2,13,5.8093
2004,2,14,5.1258
2004,2,15,4.5674
2004,2,16,4.7541
2004,2,16,4.8559
2004,2,17,5.0823
2004,2,18,4.6779
2004,2,19,4.8276
2004,2,20,4.8180
2004,2,21,4.6304
2004,2,22,4.8833
2004,2,23,4.7426
2004,2,23,-995.8700
2004,2,23,-996.2900
2004,2,24,-996.2100
2004,2,24,-995.6400
2004,2,25,4.7316
2004,2,26,4.3397
2004,2,27,4.7630
2004,2,28,4.4823
2004,2,29,4.9517
2004,3,1,4.7352
2004,3,1,4.8877
2004,3,2,6.4831
2004,3,2,7.7476
2004,3,3,7.3437
2004,3,3,7.7462
2004,3,3,7.7855
2004,3,4,8.6056
2004,3,4,8.4604
2004,3,5,9.6848
2004,3,5,10.5874
2004,3,6,9.5621
2004,3,6,9.1475
2004,3,6,8.9969
2004,3,7,8.4429
2004,3,7,7.8781
2004,3,7,7.8253
2004,3,8,7.5020
2004,3,8,7.5495
2004,3,9,7.5782
2004,3,10,7.3727
2004,3,11,6.8242
2004,3,12,6.5699
2004,3,13,6.2008
2004,3,14,6.2346
2004,3,15,6.1538
2004,3,15,6.2135
2004,3,16,6.1029
2004,3,17,5.9777
2004,3,18,5.4140
2004,3,19,5.5552
2004,3,20,6.0373
2004,3,21,5.6043
2004,3,22,5.8042
2004,3,22,6.0318
2004,3,23,5.5277
2004,3,24,5.1918
2004,3,25,6.0744
2004,3,26,6.4660
2004,3,27,-998.0600
2004,3,28,6.6823
2004,3,29,6.3626
2004,3,29,6.2433
2004,3,30,6.9307
2004,3,31,6.2821
2004,4,1,6.1882
2004,4,2,6.5126
2004,4,3,6.3176
2004,4,4,5.8943
2004,4,5,5.3367
2004,4,5,5.5292
2004,4,6,5.4430
2004,4,7,5.7376
2004,4,9,5.2925
2004,4,10,5.1918
2004,4,11,4.9528
2004,4,12,4.8947
2004,4,12,5.1268
2004,4,13,4.0883
2004,4,14,3.9872
2004,4,15,3.8940
2004,4,16,3.7889
2004,4,17,3.6764
2004,4,18,3.6845
2004,4,19,3.6006
2004,4,19,3.5797
2004,4,20,3.2726
2004,4,21,3.0628
2004,4,22,3.1131
2004,4,23,3.2845
2004,4,24,3.4603
2004,4,25,3.2464
2004,4,26,3.2874
2004,4,26,3.0025
2004,4,27,2.9459
2004,4,28,2.7956
2004,4,29,2.4014
2004,4,30,2.3312
2004,5,1,2.0353
2004,5,18,7.7705
2004,5,19,6.9943
2004,5,20,9.6776
2004,5,21,8.9797
2004,5,22,10.1721
2004,5,23,10.4496
2004,5,23,11.5753
2004,5,23,12.7280
2004,5,24,14.3653
2004,5,25,13.0846
2004,5,25,12.7276
2004,5,25,12.1616
2004,5,26,11.5169
2004,5,26,10.8951
2004,5,26,9.9393
2004,5,27,9.0292
2004,5,27,8.7346
2004,5,27,8.7957
2004,5,28,8.6264
2004,5,28,8.7500
2004,5,28,8.6984
2004,5,29,8.4737
2004,5,29,8.6522
2004,5,29,8.7037
2004,5,30,8.6876
2004,5,30,8.7682
2004,5,30,9.3826
2004,5,31,10.5791
2004,5,31,14.1178
2004,5,31,14.8080
2004,6,1,11.5503
2004,6,1,11.0338
2004,6,2,10.4638
2004,6,2,9.8095
2004,6,2,9.6645
2004,6,3,9.3636
2004,6,3,9.3566
2004,6,3,10.3237
2004,6,4,9.7234
2004,6,4,9.2202
2004,6,5,9.2504
2004,6,6,9.0944
2004,6,7,8.8838
2004,6,7,8.6195
2004,6,8,8.2394
2004,6,9,8.0592
2004,6,10,8.8838
2004,6,10,8.0954
2004,6,10,7.7449
2004,6,11,7.6468
2004,6,11,8.0344
2004,6,11,9.1867
2004,6,12,10.9925
2004,6,12,12.8677
2004,6,12,13.1619
2004,6,13,13.0324
2004,6,13,12.4552
2004,6,13,10.8441
2004,6,14,9.8819
2004,6,14,10.0451
2004,6,14,9.3865
2004,6,15,9.4165
2004,6,15,8.7484
2004,6,16,6.8027
2004,6,17,6.4779
2004,6,17,6.8837
2004,6,18,7.7329
2004,6,18,7.4292
2004,6,19,7.2137
2004,6,20,6.2546
2004,6,21,10.2949
2004,6,21,5.9353
2004,6,22,5.6010
2004,6,23,5.4250
2004,6,24,5.0888
2004,6,25,4.9721
2004,6,26,5.0419
2004,6,27,4.7228
2004,6,28,4.6034
2004,6,28,5.0382
2004,6,29,4.6915
2004,6,30,4.5437
2004,7,1,-997.1350
2004,7,2,3.8656
2004,7,3,3.3838
2004,7,4,3.0912
2004,7,5,3.0040
2004,7,5,2.8376
2004,7,6,2.9431
2004,7,7,2.9522
2004,7,8,2.6848
2004,7,9,2.4180
2004,7,10,2.4892
2004,7,11,2.3314
2004,7,12,-996.7653
2004,7,12,-996.8278
2004,7,13,2.3604
2004,7,14,2.1058
2004,7,15,-997.0711
2004,7,16,1.9269
2004,7,17,-997.2590
2004,7,18,-997.2600
2004,7,19,-997.2920
2004,7,19,2.1614
2004,7,20,1.7759
2004,7,21,1.9418
2004,7,22,1.6503
2004,7,23,1.8315
2004,7,24,2.4279
2004,7,25,3.0185
2004,7,26,2.8085
2004,7,26,2.6177
2004,7,27,2.6242
2004,7,28,2.4732
2004,7,29,2.2295
2004,7,30,2.2257
2004,7,31,2.4989
2004,8,1,2.9528
2004,8,2,2.7851
2004,8,2,2.7461
2004,8,9,2.6663
2004,8,10,2.5049
2004,8,11,2.3586
2004,8,12,2.3106
2004,8,13,2.0392
2004,8,14,2.0908
2004,8,15,2.0231
2004,8,16,1.7728
2004,8,16,1.7029
2004,8,17,1.6859
2004,8,18,1.6412
2004,8,19,-997.5167
2004,8,20,1.4780
2004,8,21,1.8079
2004,8,22,2.3380
2004,8,23,2.1252
2004,8,23,2.2243
2004,8,24,2.3521
2004,8,25,2.3651
2004,8,26,2.0926
2004,8,27,1.7666
2004,8,28,2.4373
2004,8,28,2.8524
2004,8,29,3.1590
2004,8,29,3.1308
2004,8,29,3.2943
2004,8,30,3.1205
2004,8,30,3.7120
2004,8,31,3.1737
2004,9,1,2.8788
2004,9,2,2.6057
2004,9,3,2.9572
2004,9,4,2.5850
2004,9,5,2.3260
2004,9,6,2.6746
2004,9,6,2.5127
2004,9,7,2.1936
2004,9,8,2.0286
2004,9,9,2.1049
2004,9,10,2.0716
2004,9,11,1.9632
2004,9,12,2.2888
2004,9,13,2.2170
2004,9,13,2.1654
2004,9,14,2.1165
2004,9,15,2.1795
2004,9,16,2.1219
2004,9,17,2.3504
2004,9,18,1.9501
2004,9,19,1.9133
2004,9,20,1.7688
2004,9,20,1.8310
2004,9,21,1.8730
2004,9,22,1.7036
2004,9,23,1.5146
2004,9,24,-997.2779
2004,9,25,-997.4623
2004,9,26,-997.6389
2004,9,27,1.5420
2004,9,27,-997.6292
2004,9,28,-997.5955
2004,9,29,-997.6130
2004,9,30,-997.6102
2004,10,2,-997.5322
2004,10,3,1.4018
2004,10,4,-997.4258
2004,10,4,-997.6286
2004,10,5,-997.6822
2004,10,6,-997.6578
2004,10,7,-997.8199
2004,10,8,-997.6922
2004,10,9,-997.6691
2004,10,10,-997.7737
2004,10,11,-997.7598
2004,10,11,-997.5978
2004,10,12,-997.7418
2004,10,13,-997.8786
2004,10,14,-997.7376
2004,10,15,-997.7073
2004,10,16,-997.6967
2004,10,17,-997.6756
2004,10,18,-997.6315
2004,10,18,-1998.0000
2004,10,19,-1998.0000
2004,10,20,-1998.0000
2004,10,21,-998.9400
2004,10,22,-998.8800
2004,10,23,-998.7700
2004,10,24,-998.6900
2004,10,25,-998.5600
2004,10,25,-998.1900
2004,10,26,-997.9100
2004,10,27,-996.5100
2004,10,28,-996.2800
2004,10,29,-997.1000
2004,10,30,-996.9500
2004,10,31,-996.0000
2004,11,1,-995.2200
2004,11,1,-994.6800
2004,11,2,-995.1200
2004,11,3,-994.8300
2004,11,4,-995.0900
2004,11,5,-993.6500
2004,11,6,-994.1300
2004,11,7,-994.2800
2004,11,8,-994.1000
2004,11,8,-994.2700
2004,11,9,-994.4400
2004,11,10,-994.8600
2004,11,11,-995.0200
2004,11,12,-994.8000
2004,11,13,-994.6400
2004,11,14,-994.5500
2004,11,15,-994.5700
2004,11,15,-994.5500
2004,11,16,-994.7200
2004,11,17,-995.0400
2004,11,18,-995.0200
2004,11,19,-995.0800
2004,11,20,-994.9600
2004,11,21,-993.5500
2004,11,22,-994.5100
2004,11,22,-994.3700
2004,11,23,-993.6500
2004,11,24,-993.9200
2004,11,25,-991.3200
2004,11,26,-992.4200
2004,11,26,-992.9800
2004,11,26,-993.0400
2004,11,27,-993.4000
2004,11,27,-993.4500
2004,11,27,-993.3900
2004,11,28,-993.4000
2004,11,28,-993.3700
2004,11,28,-993.0000
2004,11,29,-992.7900
2004,11,29,-992.7000
2004,11,30,-992.7300
2004,12,1,-992.7500
2004,12,2,-992.4700
2004,12,24,7.4342
2004,12,25,7.3385
2004,12,26,7.4728
2004,12,27,7.2920
2004,12,28,7.1078
2004,12,29,6.8223
2005,1,23,4.4379
2005,1,24,4.7197
2005,1,25,4.7321
2005,1,26,4.7888
2005,1,27,4.6862
2005,1,28,4.5619
2005,1,29,4.5100
2005,1,30,4.3589
2005,1,31,4.5567
2005,2,1,4.2158
2005,2,2,4.3992
2005,2,3,4.0552
2005,2,4,4.3803
2005,2,5,4.2051
2005,2,6,4.2348
2005,2,7,4.1746
2005,2,7,4.6302
2005,2,7,4.4610
2005,2,8,4.9521
2005,2,8,5.4601
2005,2,8,5.9346
2005,2,9,5.9537
2005,2,9,5.5668
2005,2,9,5.2301
2005,2,10,4.7318
2005,2,11,4.7733
2005,2,12,5.0523
2005,2,13,5.5834
2005,2,14,5.5244
2005,2,14,5.3910
2005,2,14,5.6514
2005,2,15,5.5071
2005,2,15,5.4984
2005,2,15,5.5101
2005,2,16,5.3717
2005,2,16,5.6047
2005,2,16,5.5487
2005,2,17,5.5076
2005,2,17,5.4191
2005,2,17,5.2150
2005,2,18,5.2169
2005,2,18,5.1477
2005,2,18,5.0441
2005,2,19,4.9796
2005,2,20,5.2129
2005,2,21,5.1050
2005,2,21,5.4527
2005,2,22,5.4395
2005,2,23,5.1943
2005,2,24,5.2378
2005,2,25,5.3883
2005,2,26,5.1495
2005,2,27,5.1070
2005,2,28,5.0962
2005,2,28,5.1828
2005,3,1,5.0998
2005,3,2,4.8748
2005,3,3,4.7779
2005,3,4,4.8592
2005,3,5,4.9588
2005,3,6,5.0576
2005,3,7,5.2520
2005,3,7,5.5377
2005,3,8,5.1866
2005,3,9,4.9277
2005,3,10,5.0117
2005,3,11,5.4210
2005,3,12,4.9246
2005,3,13,5.1019
2005,3,14,4.8154
2005,3,14,4.8940
2005,3,15,5.0751
2005,3,16,4.8096
2005,3,17,4.7713
2005,3,18,4.6833
2005,3,19,4.5601
2005,3,20,4.4095
2005,3,21,4.3877
2005,3,21,4.0851
2005,3,22,4.1787
2005,3,23,3.9149
2005,3,24,4.0700
2005,3,25,3.9334
2005,3,26,3.8168
2005,3,27,4.2117
2005,3,28,3.9887
2005,3,29,4.1226
2005,3,29,4.4762
2005,3,30,4.9305
2005,3,31,4.8311
2005,4,1,4.8804
2005,4,2,4.9983
2005,4,3,7.5926
2005,4,4,7.5592
2005,4,4,6.7065
2005,4,5,5.8987
2005,4,6,5.0830
2005,4,7,5.2253
2005,4,8,5.1075
2005,4,9,5.2922
2005,4,10,5.3123
2005,4,11,5.3052
2005,4,11,5.3959
2005,4,12,5.3969
2005,4,13,4.9145
2005,4,14,4.3819
2005,4,15,4.1428
2005,4,16,3.8927
2005,4,17,4.1877
2005,4,18,4.2601
2005,4,18,3.9211
2005,4,19,3.8623
2005,4,20,3.6594
2005,4,21,3.4509
2005,4,22,3.1935
2005,4,23,3.4389
2005,4,23,5.7346
2005,4,24,9.5103
2005,4,24,10.5032
2005,4,24,11.2387
2005,4,25,12.5593
2005,4,25,14.5757
2005,4,25,12.5585
2005,4,26,12.0826
2005,4,26,10.9525
2005,4,26,10.7830
2005,4,27,11.3282
2005,4,27,11.1538
2005,4,27,10.7389
2005,4,28,10.6485
2005,4,28,9.9805
2005,4,28,9.6428
2005,4,29,9.5576
2005,4,29,9.1986
2005,4,30,8.8456
2005,5,1,8.1883
2005,5,2,8.0047
2005,5,2,8.1360
2005,5,3,8.0739
2005,5,4,7.8587
2005,5,5,7.5725
2005,5,6,7.1210
2005,5,7,6.9585
2005,5,8,6.5894
2005,5,9,6.4305
2005,5,9,6.6465
2005,5,10,6.2781
2005,5,11,6.1760
2005,5,12,5.6326
2005,5,13,5.1834
2005,5,14,4.8620
2005,5,15,4.9023
2005,5,16,4.2572
2005,5,16,4.4284
2005,5,17,4.0979
2005,5,18,3.5948
2005,5,19,3.6271
2005,5,20,5.4335
2005,5,21,5.4429
2005,5,22,5.7174
2005,5,23,4.9953
2005,5,24,4.8766
2005,5,27,4.5377
2005,5,28,3.9282
2005,5,29,3.8972
2005,5,30,4.1243
2005,5,31,3.8824
2005,5,31,4.7215
2005,6,1,4.1160
2005,6,2,3.8681
2005,6,3,3.8943
2005,6,4,3.3023
2005,6,5,2.7010
2005,6,6,3.6657
2005,6,6,2.8733
2005,6,7,2.7616
2005,6,8,2.5574
2005,6,9,2.2565
2005,6,10,2.2958
2005,6,11,2.2860
2005,6,12,2.0727
2005,6,13,2.0805
2005,6,13,2.1413
2005,6,14,2.4989
2005,6,15,2.8577
2005,6,16,2.8525
2005,6,17,2.6222
2005,6,18,2.2746
2005,6,19,-997.3381
2005,6,20,-997.4812
2005,6,20,-997.3950
2005,6,21,-997.4507
2005,6,22,-997.4927
2005,6,23,-997.4452
2005,6,24,-997.6223
2005,6,25,-997.4269
2005,6,26,-997.6214
2005,6,27,-997.7480
2005,6,27,1.7591
2005,6,28,1.5014
2005,6,29,3.1517
2005,6,29,-997.7140
2005,6,30,-997.5957
2005,7,1,1.4394
2005,7,2,-997.4503
2005,7,3,-997.4433
2005,7,4,1.8761
2005,7,5,1.7130
2005,7,5,1.6010
2005,7,6,1.6320
2005,7,7,1.6382
2005,7,8,-997.0890
2005,7,9,1.9010
2005,7,10,2.0161
2005,7,11,-997.6123
2005,7,11,-997.5015
2005,7,12,-997.5556
2005,7,13,-997.6041
2005,7,14,-997.5680
2005,7,15,-997.4623
2005,7,16,-997.5824
2005,7,17,-997.5152
2005,7,18,-997.5419
2005,7,18,-997.5121
2005,7,19,-997.5925
2005,7,20,1.7039
2005,7,21,-997.0741
2005,7,22,-997.2362
2005,7,23,-997.3514
2005,7,24,-997.6649
2005,7,25,-997.4024
2005,7,25,2.1179
2005,7,26,2.1969
2005,7,27,1.9772
2005,7,28,5.2886
2005,7,29,5.0140
2005,7,30,5.0081
2005,7,31,6.0054
2005,8,1,5.6208
2005,8,1,5.6792
2005,8,2,4.9798
2005,8,3,4.4258
2005,8,4,4.1388
2005,8,5,3.4365
2005,8,6,3.1976
2005,8,7,3.2426
2005,8,8,2.8154
2005,8,8,2.9898
2005,8,9,2.7828
2005,8,10,2.6892
2005,8,11,2.5457
2005,8,13,2.2580
2005,8,14,2.0621
2005,8,15,2.0407
2005,8,15,1.9363
2005,8,16,1.8142
2005,8,17,1.8196
2005,8,18,1.6541
2005,8,19,1.7182
2005,8,20,1.7495
2005,8,21,1.8049
2005,8,22,1.6590
2005,8,22,2.1524
2005,8,23,1.7670
2005,8,24,2.2391
2005,8,25,1.8842
2005,8,26,-998.9200
2005,8,27,1.9073
2005,8,28,2.0181
2005,8,29,1.7810
2005,8,29,4.9409
2005,8,30,1.9195
2005,8,31,1.8650
2005,9,1,-997.1875
2005,9,2,-997.1093
2005,9,3,-997.1304
2005,9,4,1.7126
2005,9,5,-997.3647
2005,9,5,1.7370
2005,9,6,1.9592
2005,9,7,1.6765
2005,9,8,-997.2388
2005,9,12,-997.5973
2005,9,12,1.7219
2005,9,13,1.6722
2005,9,14,-997.4030
2005,9,15,1.7599
2005,9,16,1.6441
2005,9,17,1.7148
2005,9,18,1.5106
2005,9,19,1.4772
2005,9,20,1.4268
2005,9,21,-997.6905
2005,9,22,-997.4646
2005,9,23,-997.5967
2005,9,24,2.6424
2005,9,25,4.3904
2005,9,26,3.8950
2005,9,26,3.2705
2005,9,27,6.8600
2005,9,27,7.4268
2005,9,28,7.2198
2005,9,28,7.7659
2005,9,28,7.7435
2005,9,29,8.8170
2005,9,29,8.6062
2005,9,29,8.4436
2005,9,30,8.6561
2005,10,3,7.4452
2005,10,3,7.8248
2005,10,4,7.3764
2005,10,5,7.0788
2005,10,6,7.0789
2005,10,7,6.8362
2005,10,8,6.6119
2005,10,9,6.4331
2005,10,10,6.2626
2005,10,17,5.4477
2005,10,18,5.1575
2005,10,19,4.9880
2005,10,22,4.5180
2005,10,24,4.3182
2005,10,24,4.3451
2005,10,25,4.2968
2005,10,26,4.3410
2005,10,27,4.3649
2005,10,28,4.5314
2005,10,30,4.6910
2005,10,31,4.1474
2005,10,31,4.9811
2005,11,1,6.6617
2005,11,2,7.0357
2005,11,3,6.5294
2005,11,7,7.6838
2005,11,8,7.8329
2005,11,9,7.8344
2005,11,10,7.7241
2005,11,11,7.4064
2005,11,12,7.4401
2005,11,13,6.9019
2005,11,14,6.7355
2005,11,14,6.6290
2005,11,15,7.4250
2005,11,16,8.2370
2005,11,17,10.6240
2005,11,17,8.8980
2005,11,18,10.0370
2005,11,18,10.5070
2005,11,18,13.5400
2005,11,19,15.6870
2005,11,19,11.2870
2005,11,19,12.0580
2005,11,20,14.1110
2005,11,20,13.7720
2005,11,20,9.7210
2005,11,21,9.7390
2005,11,21,9.2877
2005,11,22,9.8420
2005,11,23,10.1511
2005,11,24,10.1965
2005,11,25,10.0078
2005,11,26,9.6942
2005,11,27,9.3502
2005,11,28,9.2179
2005,11,28,8.9624
2005,11,28,9.0455
2005,11,29,9.4893
2005,11,29,11.6161
2005,11,29,13.4243
