Year,Month,Day,NO3(mg/L)
1988,10,8,0.5800
1988,10,9,0.4600
1988,10,10,0.4000
1988,10,10,0.4300
1988,10,11,0.3600
1988,10,12,0.2900
1988,10,13,0.3000
1988,10,14,0.3400
1988,10,15,0.3000
1988,10,17,0.4300
1988,10,18,1.8800
1988,10,18,6.6500
1988,10,18,7.8100
1988,10,19,8.8500
1988,10,19,8.6300
1988,10,19,8.1200
1988,10,20,9.2400
1988,10,20,9.4500
1988,10,20,9.1400
1988,10,21,9.7800
1988,10,21,9.5400
1988,10,21,9.0900
1988,10,22,8.6700
1988,10,22,8.1600
1988,10,22,8.1600
1988,10,23,8.1100
1988,10,23,8.0300
1988,10,23,7.9000
1988,10,24,8.4400
1988,10,24,8.6100
1988,10,24,8.5900
1988,10,25,8.2200
1988,10,26,8.1800
1988,10,27,8.4900
1988,10,28,8.4900
1988,10,29,9.0500
1988,10,30,9.8400
1988,10,31,9.7800
1988,11,1,9.5300
1988,11,1,9.8100
1988,11,1,9.8400
1988,11,2,10.0200
1988,11,3,10.0500
1988,11,4,9.9600
1988,11,4,9.8800
1988,11,5,9.6000
1988,11,5,10.5800
1988,11,5,13.9800
1988,11,6,15.3700
1988,11,6,16.3000
1988,11,6,16.4700
1988,11,7,16.2500
1988,11,7,15.8400
1988,11,7,16.3000
1988,11,8,13.5600
1988,11,9,14.2200
1988,11,10,13.4400
1988,11,10,14.5800
1988,11,11,13.6500
1988,11,12,11.7700
1988,11,13,12.0000
1988,11,14,12.8500
1988,11,14,12.9300
1988,11,15,12.6500
1988,11,15,12.2400
1988,11,15,12.4800
1988,11,16,12.4100
1988,11,16,12.0000
1988,11,16,12.2200
1988,11,17,12.1600
1988,11,17,12.5900
1988,11,17,13.1200
1988,11,18,12.8100
1988,11,18,12.5500
1988,11,18,12.4200
1988,11,19,11.7900
1988,11,19,11.3900
1988,11,21,12.2000
1988,11,22,12.0900
1988,11,22,12.0600
1988,11,22,12.1600
1988,11,23,11.9400
1988,11,23,11.4400
1988,11,24,11.0000
1988,11,25,11.2100
1988,11,26,11.1200
1988,11,27,10.3700
1988,11,28,10.5400
1988,11,28,9.7300
1988,11,29,9.6100
1988,11,30,9.4100
1988,12,1,9.3900
1988,12,2,8.8300
1988,12,3,8.6900
1988,12,4,8.3700
1988,12,5,8.7500
1988,12,5,8.6600
1988,12,6,8.3400
1988,12,7,8.3100
1988,12,8,8.4000
1988,12,9,8.3000
1988,12,10,7.7300
1988,12,11,7.7500
1988,12,12,7.7800
1988,12,12,7.9800
1988,12,13,7.9800
1988,12,14,7.9300
1988,12,15,8.1100
1988,12,16,7.8300
1988,12,17,7.4900
1988,12,18,7.0500
1988,12,19,6.8400
1988,12,19,6.9000
1988,12,20,6.4500
1988,12,21,6.8400
1988,12,22,7.3100
1988,12,23,7.2700
1988,12,24,6.9300
1988,12,25,6.4100
1988,12,26,7.2700
1988,12,27,6.6300
1988,12,29,12.9200
1988,12,29,12.6100
1988,12,30,11.6300
1988,12,30,10.9900
1988,12,31,10.9000
1989,1,1,11.4200
1989,1,2,11.2900
1989,1,3,11.4400
1989,1,3,10.8300
1989,1,4,11.1900
1989,1,5,11.4600
1989,1,6,11.1000
1989,1,7,11.8700
1989,1,8,10.4300
1989,1,8,11.1500
1989,1,8,11.4900
1989,1,9,11.3600
1989,1,9,10.9200
1989,1,9,11.8600
1989,1,10,12.0900
1989,1,10,11.7500
1989,1,10,11.5000
1989,1,11,11.8000
1989,1,11,11.5800
1989,1,12,11.6100
1989,1,12,11.6300
1989,1,13,11.4800
1989,1,14,10.6500
1989,1,15,10.7400
1989,1,16,10.2600
1989,1,16,10.3000
1989,1,17,10.0500
1989,1,18,10.0000
1989,1,19,9.9900
1989,1,20,9.9000
1989,1,21,10.4000
1989,1,22,10.1000
1989,1,23,10.4500
1989,1,24,10.2200
1989,1,25,10.0200
1989,1,26,9.8600
1989,1,27,11.0900
1989,1,27,12.2600
1989,1,28,11.8200
1989,1,28,10.4300
1989,1,28,10.7400
1989,1,29,11.6400
1989,1,30,11.5900
1989,1,30,12.1000
1989,1,31,12.1200
1989,2,1,11.7100
1989,2,2,11.3600
1989,2,3,10.8700
1989,2,4,10.1800
1989,2,5,10.4300
1989,2,6,10.0800
1989,2,6,10.3200
1989,2,7,10.4600
1989,2,8,10.1800
1989,2,9,10.4400
1989,2,10,10.3900
1989,2,11,9.9200
1989,2,12,9.6600
1989,2,14,10.3100
1989,2,14,9.6300
1989,2,15,8.8300
1989,2,16,9.0100
1989,2,17,8.7700
1989,2,18,7.9500
1989,2,19,8.3200
1989,2,20,7.5800
1989,2,20,6.9700
1989,2,21,6.9100
1989,2,22,6.9200
1989,2,23,6.8800
1989,2,24,6.5100
1989,2,25,6.2000
1989,2,26,6.7100
1989,2,27,6.5700
1989,2,27,6.9000
1989,2,28,7.1700
1989,3,1,6.8800
1989,3,2,7.1800
1989,3,3,7.3200
1989,3,4,7.1700
1989,3,5,7.0700
1989,3,6,7.1100
1989,3,6,7.4000
1989,3,7,7.7100
1989,3,8,7.7400
1989,3,9,7.5200
1989,3,10,7.2600
1989,3,11,7.1600
1989,3,12,7.0500
1989,3,13,6.4300
1989,3,13,6.1300
1989,3,14,6.0700
1989,3,15,5.5200
1989,3,16,5.9800
1989,3,17,6.2800
1989,3,18,8.6700
1989,3,19,9.5600
1989,3,20,8.6000
1989,3,20,8.3500
1989,3,21,9.2500
1989,3,22,9.0100
1989,3,23,9.0400
1989,3,24,9.1900
1989,3,25,9.6500
1989,3,26,9.6900
1989,3,27,9.2100
1989,3,27,9.1200
1989,3,28,12.2500
1989,3,29,12.7700
1989,3,30,11.2700
1989,3,31,11.7000
1989,4,1,10.9400
1989,4,2,10.8900
1989,4,3,10.5800
1989,4,3,11.8500
1989,4,3,14.3900
1989,4,4,14.0400
1989,4,4,12.9200
1989,4,4,13.0100
1989,4,5,13.4900
1989,4,5,13.1500
1989,4,6,12.4800
1989,4,7,12.6800
1989,4,8,12.8100
1989,4,9,12.0800
1989,4,10,11.8400
1989,4,10,12.2100
1989,4,11,11.7500
1989,4,12,11.8200
1989,4,13,11.5500
1989,4,14,11.1900
1989,4,15,10.9500
1989,4,16,10.6400
1989,4,17,10.4700
1989,4,17,9.9600
1989,4,18,11.1100
1989,4,19,10.8800
1989,4,20,10.8000
1989,4,21,10.6000
1989,4,22,9.3000
1989,4,23,8.2800
1989,4,24,8.4700
1989,4,24,8.8000
1989,4,25,8.1000
1989,4,26,8.2200
1989,4,27,7.6800
1989,4,28,5.9300
1989,4,29,5.3500
1989,4,30,6.4800
1989,5,1,7.7400
1989,5,1,8.5900
1989,5,2,9.2200
1989,5,3,8.5000
1989,5,4,8.4300
1989,5,5,8.3200
1989,5,6,8.4200
1989,5,7,8.0600
1989,5,8,8.0200
1989,5,9,8.6900
1989,5,10,8.0200
1989,5,11,8.3500
1989,5,12,8.2000
1989,5,13,8.1800
1989,5,14,8.7700
1989,5,15,9.3500
1989,5,15,9.0800
1989,5,16,9.3000
1989,5,17,8.3800
1989,5,18,8.9200
1989,5,19,9.1700
1989,5,20,8.5200
1989,5,21,8.7500
1989,5,22,8.8900
1989,5,22,8.4800
1989,5,22,8.2300
1989,5,23,8.1300
1989,5,24,7.2400
1989,5,25,8.0500
1989,5,26,8.4900
1989,5,26,9.9500
1989,5,26,10.0000
1989,5,27,10.2200
1989,5,27,9.0500
1989,5,27,8.5400
1989,5,28,9.0900
1989,5,28,8.5000
1989,5,28,8.0000
1989,5,29,7.7600
1989,5,29,7.5800
1989,5,29,7.5500
1989,5,30,7.5600
1989,5,30,7.6600
1989,5,30,7.9900
1989,5,31,9.2300
1989,6,1,9.3000
1989,6,2,8.3700
1989,6,3,6.4100
1989,6,4,6.7600
1989,6,5,6.1100
1989,6,5,6.3800
1989,6,6,6.1000
1989,6,7,5.9700
1989,6,8,5.9100
1989,6,9,5.8300
1989,6,10,5.7900
1989,6,11,5.5100
1989,6,12,5.2600
1989,6,12,5.3800
1989,6,13,5.1700
1989,6,14,5.6700
1989,6,19,6.6900
1989,6,20,7.4400
1989,6,21,8.2600
1989,6,22,8.5500
1989,6,23,7.3400
1989,6,24,5.9400
1989,6,25,5.9500
1989,6,26,5.9900
1989,6,26,6.7700
1989,6,27,7.3100
1989,6,28,6.3900
1989,6,29,5.8300
1989,6,30,5.8500
1989,7,1,5.4500
1989,7,2,4.5600
1989,7,3,4.4300
1989,7,3,4.7000
1989,7,4,4.3300
1989,7,5,4.3900
1989,7,6,4.4100
1989,7,7,4.3200
1989,7,8,4.2500
1989,7,9,4.5700
1989,7,10,4.8500
1989,7,10,5.6600
1989,7,11,5.4100
1989,7,12,5.3900
1989,7,13,5.1900
1989,7,14,4.1700
1989,7,15,3.1600
1989,7,16,2.6100
1989,7,17,2.4600
1989,7,17,1.7600
1989,7,18,1.5500
1989,7,19,1.6500
1989,7,20,1.8300
1989,7,21,2.0400
1989,7,22,1.6400
1989,7,24,2.4100
1989,7,24,1.5400
1989,7,25,0.7600
1989,7,26,0.4000
1989,7,27,0.3900
1989,7,28,0.7200
1989,7,29,3.3800
1989,7,30,3.9700
1989,7,31,4.0200
1989,7,31,4.2800
1989,8,1,4.4900
1989,8,2,4.6100
1989,8,3,4.0100
1989,8,4,3.5300
1989,8,5,3.2800
1989,8,6,3.5300
1989,8,7,3.8500
1989,8,7,3.9700
1989,8,8,4.0900
1989,8,9,4.0400
1989,8,10,4.0200
1989,8,11,3.6900
1989,8,12,3.3700
1989,8,13,3.0800
1989,8,14,2.9900
1989,8,14,2.6700
1989,8,15,2.2700
1989,8,16,1.8300
1989,8,17,1.6800
1989,8,18,1.4400
1989,8,19,1.3000
1989,8,20,1.3200
1989,8,21,1.3000
1989,8,22,1.2700
1989,8,22,1.3400
1989,8,23,1.2500
1989,8,24,1.1200
1989,8,25,0.9200
1989,8,26,0.8100
1989,8,27,0.6400
1989,8,28,0.5500
1989,8,28,0.5900
1989,8,29,0.4700
1989,8,30,0.3900
1989,8,31,0.1300
1989,9,1,0.2600
1989,9,2,0.3800
1989,9,3,0.2700
1989,9,4,0.2900
1989,9,4,0.3000
1989,9,5,0.5000
1989,9,6,0.5500
1989,9,7,0.6200
1989,9,8,0.1700
1989,9,9,0.1900
1989,9,10,0.8900
1989,9,11,1.3100
1989,9,11,1.9400
1989,9,12,2.2900
1989,9,13,2.9700
1989,9,14,3.0900
1989,9,15,2.8900
1989,9,16,2.8200
1989,9,17,3.3700
1989,9,18,3.9700
1989,9,18,4.1700
1989,9,19,4.2100
1989,9,20,4.2200
1989,9,21,3.5200
1989,9,22,3.2800
1989,9,23,3.3300
1989,9,24,3.3200
1989,9,25,3.7600
1989,9,25,3.7600
1989,9,26,3.8400
1989,9,27,3.9800
1989,9,28,3.9400
1989,9,29,3.9600
1989,9,30,3.7800
1989,10,1,3.4700
1989,10,2,3.3700
1989,10,2,2.9200
1989,10,3,2.9100
1989,10,4,2.7800
1989,10,5,2.6200
1989,10,6,3.0900
1989,10,7,2.9500
1989,10,8,2.8800
1989,10,9,2.7300
1989,10,9,2.5000
1989,10,10,2.7300
1989,10,10,2.2600
1989,10,11,2.0900
1989,10,12,1.8000
1989,10,13,1.7600
1989,10,14,1.4300
1989,10,15,1.3100
1989,10,16,1.2500
1989,10,16,1.0300
1989,10,17,0.9300
1989,10,18,0.8000
1989,10,19,0.7500
1989,10,20,0.7400
1989,10,21,0.8500
1989,10,22,0.7100
1989,10,23,0.6300
1989,10,23,0.6500
1989,10,24,0.5200
1989,10,25,0.3800
1989,10,26,0.3800
1989,10,27,0.4000
1989,10,28,0.4600
1989,10,29,0.4800
1989,10,30,0.4900
1989,10,30,0.5100
1989,10,31,0.5200
1989,11,1,0.4900
1989,11,2,0.4400
1989,11,3,0.4000
1989,11,4,0.4200
1989,11,5,0.4200
1989,11,6,0.3900
1989,11,6,0.4100
1989,11,7,0.4300
1989,11,8,0.4200
1989,11,9,0.6500
1989,11,10,0.6800
1989,11,11,0.8200
1989,11,12,1.0700
1989,11,13,1.1000
1989,11,13,1.0300
1989,11,14,1.0000
1989,11,15,2.1100
1989,11,16,6.1200
1989,11,17,4.8100
1989,11,18,2.8900
1989,11,19,4.0500
1989,11,20,4.7900
1989,11,20,5.1800
1989,11,21,6.0400
1989,11,22,6.6400
1989,11,23,7.3000
1989,11,24,7.5500
1989,11,25,7.5300
1989,11,26,7.2900
1989,11,27,7.1400
1989,11,27,7.0100
1989,11,28,6.6400
1989,11,29,6.6400
1989,11,30,6.3100
1989,12,1,6.3800
1989,12,2,6.2300
1989,12,3,6.1700
1989,12,4,6.1200
1989,12,4,6.5500
1989,12,5,6.4300
1989,12,6,6.3300
1989,12,7,6.5000
1989,12,8,6.5400
1989,12,9,6.0000
1989,12,10,5.5900
1989,12,11,5.2800
1989,12,11,5.3400
1989,12,12,5.3300
1989,12,13,5.5800
1989,12,14,5.7900
1989,12,15,5.9400
1989,12,16,5.8500
1989,12,17,5.3700
1989,12,18,5.0800
1989,12,18,5.0100
1989,12,19,5.0100
1989,12,20,5.3100
1989,12,21,5.2300
1989,12,22,4.9500
1989,12,23,4.7200
1989,12,24,5.0100
1989,12,25,5.0400
1989,12,26,5.0600
1989,12,27,5.0800
1989,12,28,4.8100
1989,12,29,4.5600
1989,12,30,4.1700
1989,12,31,4.2300
1990,1,1,4.4000
1990,1,2,4.4000
1990,1,2,4.4300
1990,1,3,4.1200
1990,1,4,4.6900
1990,1,4,5.5900
1990,1,5,6.7600
1990,1,6,6.1800
1990,1,7,5.8600
1990,1,8,6.2200
1990,1,8,6.2300
1990,1,9,6.3600
1990,1,10,6.5500
1990,1,11,7.8900
1990,1,12,8.8300
1990,1,13,8.5000
1990,1,14,7.9800
1990,1,15,7.9700
1990,1,16,7.8100
1990,1,17,7.8400
1990,1,18,9.8100
1990,1,19,10.9200
1990,1,20,9.6200
1990,1,20,9.4700
1990,1,21,9.2700
1990,1,21,9.8200
1990,1,22,11.4700
1990,1,22,12.0500
1990,1,23,12.0100
1990,1,24,11.4900
1990,1,25,11.8900
1990,1,26,11.9300
1990,1,27,11.3100
1990,1,28,10.9300
1990,1,29,10.5000
1990,1,30,10.0700
1990,1,30,10.3300
1990,1,31,10.1000
1990,2,1,9.2900
1990,2,2,10.0100
1990,2,3,13.0300
1990,2,3,11.8500
1990,2,4,11.8700
1990,2,4,12.6200
1990,2,4,12.5500
1990,2,5,12.4800
1990,2,5,12.1900
1990,2,6,12.8400
1990,2,7,12.2400
1990,2,8,11.9400
1990,2,9,11.9100
1990,2,10,11.3400
1990,2,11,10.9200
1990,2,12,10.6600
1990,2,12,11.3000
1990,2,13,8.3800
1990,2,14,9.4000
1990,2,15,9.6200
1990,2,15,8.9800
1990,2,16,9.6500
1990,2,16,10.1300
1990,2,16,9.7300
1990,2,17,9.1500
1990,2,17,9.0700
1990,2,18,8.7900
1990,2,18,8.3800
1990,2,18,8.4000
1990,2,19,8.2500
1990,2,19,8.5800
1990,2,20,8.4100
1990,2,21,8.7900
1990,2,22,7.0300
1990,2,22,6.5900
1990,2,23,6.4600
1990,2,23,5.7400
1990,2,23,5.5300
1990,2,24,5.4200
1990,2,24,5.4300
1990,2,24,5.5300
1990,2,25,5.6600
1990,2,25,5.9400
1990,2,25,6.1000
1990,2,26,6.0400
1990,2,26,5.3900
1990,2,26,5.4700
1990,2,27,5.5700
1990,2,27,5.5300
1990,2,27,5.5700
1990,2,28,5.6000
1990,2,28,5.8300
1990,3,1,5.9000
1990,3,2,6.0600
1990,3,3,5.1300
1990,3,4,6.2700
1990,3,5,6.1800
1990,3,5,6.8800
1990,3,6,6.6200
1990,3,7,6.4300
1990,3,8,6.2600
1990,3,9,6.6300
1990,3,10,6.9700
1990,3,11,7.3800
1990,3,11,-999.0000
1990,3,12,7.2000
1990,3,12,7.5700
1990,3,12,7.8700
1990,3,13,7.6400
1990,3,13,7.2100
1990,3,13,7.2200
1990,3,14,7.2900
1990,3,15,7.1500
1990,3,16,7.4400
1990,3,17,8.3800
1990,3,18,7.2800
1990,3,19,6.9300
1990,3,19,6.5000
1990,3,20,6.8000
1990,3,21,6.9000
1990,3,22,6.8000
1990,3,23,6.8000
1990,3,24,6.3000
1990,3,25,6.2000
1990,3,26,6.0000
1990,3,26,5.6000
1990,3,27,5.5000
1990,3,28,5.4000
1990,3,29,5.1000
1990,3,30,5.4000
1990,3,31,5.4000
1990,4,1,6.3000
1990,4,2,7.6000
1990,4,2,8.2200
1990,4,3,7.5600
1990,4,4,7.5800
1990,4,5,7.6300
1990,4,6,7.5200
1990,4,7,7.2400
1990,4,8,7.1400
1990,4,9,7.7700
1990,4,9,7.6000
1990,4,10,7.3000
1990,4,11,8.8000
1990,4,11,10.4000
1990,4,11,10.7000
1990,4,12,8.8000
1990,4,13,9.4000
1990,4,14,9.0000
1990,4,15,8.9000
1990,4,16,9.2000
1990,4,16,9.9000
1990,4,17,9.1000
1990,4,18,8.3000
1990,4,19,8.2000
1990,4,20,7.4000
1990,4,21,8.1000
1990,4,22,8.3000
1990,4,23,8.0000
1990,4,23,7.6000
1990,4,24,6.7000
1990,4,25,6.4000
1990,4,26,5.7000
1990,4,27,5.3000
1990,4,28,5.3000
1990,4,29,4.6000
1990,4,30,4.7000
1990,4,30,5.2000
1990,5,1,4.8000
1990,5,2,4.5000
1990,5,3,4.5000
1990,5,4,4.9000
1990,5,5,8.9000
1990,5,6,10.7000
1990,5,6,9.8000
1990,5,6,8.5000
1990,5,7,8.1000
1990,5,7,8.2000
1990,5,7,10.1000
1990,5,8,8.1000
1990,5,8,17.5000
1990,5,9,22.3000
1990,5,10,23.5000
1990,5,11,22.2000
1990,5,12,20.0000
1990,5,13,27.0000
1990,5,13,26.5000
1990,5,14,25.8000
1990,5,14,15.4000
1990,5,15,12.5000
1990,5,16,13.3000
1990,5,16,12.1000
1990,5,16,12.8000
1990,5,17,12.8000
1990,5,17,12.3000
1990,5,17,11.2000
1990,5,18,11.3000
1990,5,18,10.7000
1990,5,18,10.2000
1990,5,19,9.5000
1990,5,20,9.1000
1990,5,21,9.3000
1990,5,21,7.5000
1990,5,22,8.5000
1990,5,23,7.6000
1990,5,24,6.6000
1990,5,25,7.0000
1990,5,26,6.7000
1990,5,27,9.6000
1990,5,28,9.4000
1990,5,28,9.3000
1990,5,29,10.3000
1990,5,30,10.3000
1990,5,31,10.2000
1990,6,1,9.8000
1990,6,2,9.7000
1990,6,3,9.2000
1990,6,4,9.5000
1990,6,4,10.4000
1990,6,5,9.5000
1990,6,6,8.4000
1990,6,7,7.8000
1990,6,8,8.9000
1990,6,9,11.6000
1990,6,10,12.7000
1990,6,10,11.3000
1990,6,10,10.9000
1990,6,11,10.7000
1990,6,11,9.8000
1990,6,11,9.4000
1990,6,11,9.4000
1990,6,12,8.6000
1990,6,12,8.3000
1990,6,12,8.3000
1990,6,13,8.4000
1990,6,13,7.9000
1990,6,13,8.2000
1990,6,14,8.0000
1990,6,15,6.9000
1990,6,17,6.1000
1990,6,17,6.7000
1990,6,18,6.4000
1990,6,18,6.7000
1990,6,19,6.6000
1990,6,20,7.1000
1990,6,21,7.1000
1990,6,22,7.1000
1990,6,23,6.8000
1990,6,24,6.6000
1990,6,25,6.4000
1990,6,25,6.3000
1990,6,26,6.3000
1990,6,27,6.0000
1990,6,28,5.9000
1990,6,29,6.1000
1990,6,30,6.6000
1990,7,1,6.7000
1990,7,2,7.2000
1990,7,2,6.6000
1990,7,3,4.8000
1990,7,4,5.7000
1990,7,5,6.0000
1990,7,6,5.7000
1990,7,7,5.1000
1990,7,8,4.4000
1990,7,9,4.1000
1990,7,9,3.9000
1990,7,10,4.0000
1990,7,11,4.0000
1990,7,12,4.4000
1990,7,13,7.1000
1990,7,14,6.7000
1990,7,15,7.8000
1990,7,16,7.4000
1990,7,16,7.9000
1990,7,17,9.4000
1990,7,18,11.0000
1990,7,19,11.4000
1990,7,20,11.4000
1990,7,21,10.7000
1990,7,22,9.9000
1990,7,23,8.9000
1990,7,23,7.9000
1990,7,23,5.7000
1990,7,24,6.0000
1990,7,24,5.9000
1990,7,24,5.7000
1990,7,25,5.6000
1990,7,25,5.8000
1990,7,25,6.0000
1990,7,26,6.2000
1990,7,27,6.0000
1990,7,28,5.7000
1990,7,29,5.3000
1990,7,30,4.7000
1990,7,30,4.6000
1990,7,31,4.3000
1990,8,1,4.0000
1990,8,2,4.0000
1990,8,3,3.9000
1990,8,4,3.6000
1990,8,5,3.5000
1990,8,6,3.7000
1990,8,7,3.8000
1990,8,8,3.7000
1990,8,9,3.5000
1990,8,10,2.7000
1990,8,11,2.2000
1990,8,12,1.9000
1990,8,13,1.9000
1990,8,13,2.1000
1990,8,14,2.3000
1990,8,15,1.3000
1990,8,16,1.4000
1990,8,17,2.5000
1990,8,18,1.9000
1990,8,19,1.8000
1990,8,20,1.9000
1990,8,20,2.1000
1990,8,21,2.5000
1990,8,22,3.6000
1990,8,23,3.3000
1990,8,24,3.1000
1990,8,25,2.8000
1990,8,26,3.0000
1990,8,27,2.7000
1990,8,27,2.6000
1990,8,28,2.2000
1990,8,29,2.2000
1990,8,30,2.2000
1990,8,31,2.0000
1990,9,1,2.0000
1990,9,2,2.0000
1990,9,3,2.1000
1990,9,3,2.1000
1990,9,4,1.8000
1990,9,5,1.8000
1990,9,6,1.5000
1990,9,7,1.7000
1990,9,8,1.8000
1990,9,9,1.5000
1990,9,10,1.2000
1990,9,10,1.3000
1990,9,11,1.5000
1990,9,12,1.7000
1990,9,13,1.0000
1990,9,14,1.0000
1990,9,15,1.1000
1990,9,16,1.4000
1990,9,17,1.8000
1990,9,17,1.9000
1990,9,18,1.5000
1990,9,19,1.9000
1990,9,20,1.9000
1990,9,21,1.9000
1990,9,22,1.7000
1990,9,23,1.7000
1990,9,24,1.7000
1990,9,24,1.9000
1990,9,25,2.0000
1990,9,26,1.9000
1990,9,27,1.9000
1990,9,28,1.9000
1990,9,29,2.0000
1990,9,30,2.0000
1990,10,1,1.9000
1990,10,1,1.7000
1990,10,1,1.8000
1990,10,2,1.7000
1990,10,3,1.5000
1990,10,4,1.5000
1990,10,5,1.5000
1990,10,6,1.4000
1990,10,7,1.4000
1990,10,8,1.5000
1990,10,8,1.4000
1990,10,9,1.1000
1990,10,10,4.8000
1990,10,11,5.5000
1990,10,12,5.3000
1990,10,12,5.3000
1990,10,12,5.3000
1990,10,13,5.4000
1990,10,13,5.5000
1990,10,14,5.2000
1990,10,15,5.1000
1990,10,15,5.4000
1990,10,16,5.2000
1990,10,17,4.8000
1990,10,18,5.2000
1990,10,19,5.6000
1990,10,20,4.5000
1990,10,21,4.7000
1990,10,22,4.8000
1990,10,22,4.9000
1990,10,23,4.7000
1990,10,24,4.5000
1990,10,25,4.5000
1990,10,26,4.3000
1990,10,27,4.3000
1990,10,28,4.3000
1990,10,29,4.0000
1990,10,29,4.4000
1990,10,30,4.3000
1990,10,31,4.3000
1990,11,1,4.3000
1990,11,2,4.0000
1990,11,3,4.0000
1990,11,4,3.7000
1990,11,5,3.7000
1990,11,5,3.9000
1990,11,6,6.0000
1990,11,7,5.4000
1990,11,8,4.4000
1990,11,9,4.6000
1990,11,10,4.0000
1990,11,11,4.2000
1990,11,12,4.2000
1990,11,12,4.2000
1990,11,13,4.2000
1990,11,14,4.2000
1990,11,15,4.1000
1990,11,16,4.0000
1990,11,17,3.9000
1990,11,18,3.8000
1990,11,19,3.7000
1990,11,19,3.7000
1990,11,20,3.6000
1990,11,21,3.7000
1990,11,22,3.7000
1990,11,23,3.7000
1990,11,24,3.6000
1990,11,25,3.7000
1990,11,26,3.7000
1990,11,26,3.5000
1990,11,27,3.5000
1990,11,28,5.3000
1990,11,29,5.3000
1990,11,30,4.8000
1990,12,1,4.6000
1990,12,2,5.1000
1990,12,3,6.6000
1990,12,4,6.5000
1990,12,5,6.8000
1990,12,6,6.7000
1990,12,7,7.0000
1990,12,8,7.2000
1990,12,9,7.2000
1990,12,10,7.1000
1990,12,10,7.0900
1990,12,11,6.7200
1990,12,12,6.5200
1990,12,13,6.1700
1990,12,14,5.8400
1990,12,15,5.9400
1990,12,16,6.6700
1990,12,17,6.0600
1990,12,18,5.7700
1990,12,18,6.4700
1990,12,19,7.2600
1990,12,20,7.0400
1990,12,20,7.0100
1990,12,21,7.2100
1990,12,22,6.8800
1990,12,22,6.4400
1990,12,23,6.5400
1990,12,24,5.9800
1990,12,24,5.8800
1990,12,25,5.7600
1990,12,26,5.7200
1990,12,26,5.7600
1990,12,27,5.8000
1990,12,28,5.8800
1990,12,28,5.8500
1990,12,29,5.6500
1990,12,30,4.9900
1990,12,30,3.4500
1990,12,31,3.0000
1991,1,1,2.9700
1991,1,1,3.0100
1991,1,2,3.0300
1991,1,2,2.8300
1991,1,3,2.8000
1991,1,3,2.9000
1991,1,3,3.0200
1991,1,4,3.1100
1991,1,4,3.0000
1991,1,4,3.1300
1991,1,5,3.0700
1991,1,5,3.1500
1991,1,5,3.0900
1991,1,6,3.2100
1991,1,6,3.1400
1991,1,6,3.1200
1991,1,7,3.1900
1991,1,7,3.2800
1991,1,7,3.3000
1991,1,8,3.5700
1991,1,9,3.9200
1991,1,10,3.9100
1991,1,11,3.9800
1991,1,12,4.3100
1991,1,13,4.1400
1991,1,14,4.3700
1991,1,14,4.2900
1991,1,15,4.8600
1991,1,16,4.8300
1991,1,16,5.0800
1991,1,16,5.2600
1991,1,17,5.0600
1991,1,18,5.2600
1991,1,19,5.3400
1991,1,20,5.6700
1991,1,21,5.7300
1991,1,21,5.8600
1991,1,22,5.9600
1991,1,23,5.7500
1991,1,24,5.7400
1991,1,25,5.7900
1991,1,26,5.7100
1991,1,27,5.4400
1991,1,28,5.7300
1991,1,28,5.7800
1991,1,29,5.7400
1991,1,30,5.6900
1991,1,31,5.5500
1991,2,1,5.3900
1991,2,2,5.4400
1991,2,3,5.4100
1991,2,4,5.4100
1991,2,4,5.8000
1991,2,11,5.5600
1991,2,12,5.5700
1991,2,13,5.2300
1991,2,14,5.3000
1991,2,15,5.1900
1991,2,16,5.4300
1991,2,17,5.0100
1991,2,18,4.9700
1991,2,18,5.1500
1991,2,19,6.0800
1991,2,19,6.4000
1991,2,20,6.4700
1991,2,20,6.6300
1991,2,20,6.1500
1991,2,21,5.6500
1991,2,22,5.4700
1991,2,23,5.6500
1991,2,24,5.6600
1991,2,25,5.6600
1991,2,25,5.5200
1991,2,26,5.4200
1991,2,27,5.4200
1991,2,28,5.4300
1991,3,1,5.3600
1991,3,2,5.3100
1991,3,3,5.2200
1991,3,4,5.5700
1991,3,4,5.2300
1991,3,5,4.9000
1991,3,6,4.8200
1991,3,7,4.5800
1991,3,8,4.6100
1991,3,9,4.6300
1991,3,10,4.7300
1991,3,11,4.6800
1991,3,11,4.5400
1991,3,12,4.4700
1991,3,13,4.6000
1991,3,14,4.4200
1991,3,15,4.3800
1991,3,16,4.1300
1991,3,17,3.9500
1991,3,18,3.6700
1991,3,19,3.7400
1991,3,19,3.6100
1991,3,20,3.5300
1991,3,25,2.8700
1991,3,26,3.7700
1991,3,27,3.9800
1991,3,28,4.3400
1991,3,29,4.4500
1991,3,30,4.5700
1991,3,31,4.7100
1991,4,1,4.7500
1991,4,1,5.0000
1991,4,8,3.9100
1991,4,9,4.9000
1991,4,10,5.6700
1991,4,11,4.9200
1991,4,12,4.2900
1991,4,13,4.2900
1991,4,14,5.2300
1991,4,15,6.0500
1991,4,15,5.1300
1991,4,16,4.4200
1991,4,17,5.6900
1991,4,17,6.5400
1991,4,18,6.7600
1991,4,18,6.7900
1991,4,18,6.5300
1991,4,19,6.2400
1991,4,19,5.9500
1991,4,19,5.6300
1991,4,20,6.6000
1991,4,20,6.5600
1991,4,20,6.5900
1991,4,21,6.3000
1991,4,21,6.8500
