year,month,day,nitrate(kg)
2003,3,24,351117.27
2003,3,25,213803.68
2003,3,26,176869.99
2003,3,27,138742.14
2003,3,28,118033.86
2003,3,29,123831.50
2003,3,30,200396.23
2003,3,31,202471.16
2003,4,1,159574.94
2003,4,2,123201.51
2003,4,3,99999.94
2003,4,4,93893.30
2003,4,5,547165.93
2003,4,6,847296.65
2003,4,7,717095.01
2003,4,8,765046.18
2003,4,9,707406.58
2003,4,10,518315.96
2003,4,11,372940.03
2003,4,12,244665.72
2003,4,13,182218.93
2003,4,14,144748.96
2003,4,15,93364.11
2003,4,16,48446.52
2003,4,17,58726.52
2003,4,18,62046.28
2003,4,19,42048.00
2003,4,20,39646.20
2003,4,21,36782.98
2003,4,22,31444.44
2003,4,23,25423.30
2003,4,24,26943.11
2003,4,25,18548.93
2003,4,26,18418.77
2003,4,27,18416.81
2003,4,28,18775.06
2003,4,29,15445.21
2003,4,30,15011.92
2003,5,1,14924.09
2003,5,2,29571.71
2003,5,3,96265.25
2003,5,4,88381.91
2003,5,5,308825.83
2003,5,6,1016115.79
2003,5,7,828229.70
2003,5,8,619978.35
2003,5,9,703989.54
2003,5,10,1461660.12
2003,5,11,1461014.22
2003,5,12,1051252.64
2003,5,13,894049.41
2003,5,14,701194.74
2003,5,15,520620.63
2003,5,16,397646.04
2003,5,17,264152.05
2003,5,18,221285.05
2003,5,19,145832.79
2003,5,20,121392.03
2003,5,21,98750.23
2003,5,22,83159.94
2003,5,23,71472.18
2003,5,24,67551.06
2003,5,25,44216.89
2003,5,26,38597.11
2003,5,27,35103.41
2003,5,28,28110.13
2003,5,29,24914.66
2003,5,30,21321.87
2003,5,31,26993.02
2003,6,1,40537.24
2003,6,2,30249.41
2003,6,3,22056.58
2003,6,4,24957.48
2003,6,5,20206.97
2003,6,6,25103.78
2003,6,7,19916.32
2003,6,8,18504.89
2003,6,9,19872.03
2003,6,10,12142.82
2003,6,11,15088.25
2003,6,12,21887.03
2003,6,13,71665.46
2003,6,14,181930.24
2003,6,15,388234.20
2003,6,16,364049.84
2003,6,17,371580.39
2003,6,18,535008.10
2003,6,19,521450.02
2003,6,20,342298.19
2003,6,21,238641.03
2003,6,22,150536.57
2003,6,23,102212.13
2003,6,24,70672.15
2003,6,25,67382.25
2003,6,26,42182.81
2003,6,27,32021.71
2003,6,28,27239.88
2003,6,29,31821.33
2003,6,30,26772.34
2003,7,1,19188.46
2003,7,2,17327.60
2003,7,3,27218.11
2003,7,4,47864.73
2003,7,5,48755.03
2003,7,6,138221.50
2003,7,7,321809.78
2003,7,8,516124.65
2003,7,9,646266.76
2003,7,10,561204.36
2003,7,11,418657.32
2003,7,12,317281.18
2003,7,13,241564.69
2003,7,14,178698.81
2003,7,15,135217.11
2003,7,16,67576.75
2003,7,17,41183.14
2003,7,18,17899.12
2003,7,19,8417.18
2003,7,20,6149.21
2003,7,21,6707.40
2003,7,22,58508.53
2003,7,23,112318.02
2003,7,24,104436.80
2003,7,25,61401.85
2003,7,26,37036.20
2003,7,27,30306.42
2003,7,28,34205.52
2003,7,29,39704.92
2003,7,30,39445.09
2003,7,31,22033.82
2003,8,1,15325.32
2003,8,2,39114.32
2003,8,3,152558.41
2003,8,4,189488.60
2003,8,5,214945.99
2003,8,6,168131.66
2003,8,7,105684.55
2003,8,8,64051.24
2003,8,9,49870.91
2003,8,10,42866.87
2003,8,11,29952.15
2003,8,12,26063.33
2003,8,13,18110.75
2003,8,14,22304.90
2003,8,15,17495.68
2003,8,16,15153.57
2003,8,17,9033.97
2003,8,18,4835.65
2003,8,19,3848.95
2003,8,20,3329.29
2003,8,21,2021.36
2003,8,22,1252.45
2003,8,23,1308.84
2003,8,24,71.73
2003,8,25,897.79
2003,8,26,861.19
2003,8,27,477.06
2003,8,28,1104.63
2003,8,29,0.00
2003,8,30,0.00
2003,8,31,0.00
2003,9,1,0.00
2003,9,2,16173.06
2003,9,3,86461.84
2003,9,4,104122.82
2003,9,5,84631.80
2003,9,6,46180.02
2003,9,7,36234.70
2003,9,8,29431.89
2003,9,9,20211.37
2003,9,10,12447.18
2003,9,11,7622.29
2003,9,12,6414.67
2003,9,13,4747.33
2003,9,14,3857.75
2003,9,15,3452.36
2003,9,16,2877.46
2003,9,17,2446.84
2003,9,18,1765.30
2003,9,19,1381.41
2003,9,20,873.94
2003,9,21,877.83
2003,9,22,1512.84
2003,9,23,4233.55
2003,9,24,6122.55
2003,9,25,6735.66
2003,9,26,9258.32
2003,9,27,72632.59
2003,9,28,215534.80
2003,9,29,177441.68
2003,9,30,110317.54
2003,10,1,73118.24
2003,10,2,54807.48
2003,10,3,38985.63
2003,10,4,28227.07
2003,10,5,19732.82
2003,10,6,17417.14
2003,10,7,15998.38
2003,10,8,14120.63
2003,10,9,13521.22
2003,10,10,10206.75
2003,10,11,8268.42
2003,10,12,9606.23
2003,10,13,9845.53
2003,10,14,11811.07
2003,10,15,35602.51
2003,10,16,95435.86
2003,10,17,75011.88
2003,10,18,82304.62
2003,10,19,61990.50
2003,10,20,47591.44
2003,10,21,42570.34
2003,10,22,34111.32
2003,10,23,27170.16
2003,10,24,20776.29
2003,10,25,18410.45
2003,10,26,23126.95
2003,10,27,24993.44
2003,10,28,23987.66
2003,10,29,27728.46
2003,10,30,27076.21
2003,10,31,24398.19
2003,11,1,21067.43
2003,11,2,22207.77
2003,11,3,19593.98
2003,11,4,17658.37
2003,11,5,14953.93
2003,11,6,13265.07
2003,11,7,12128.14
2003,11,8,10705.71
2003,11,9,10134.19
2003,11,10,9446.21
2003,11,11,11227.81
2003,11,12,11379.49
2003,11,13,13713.03
2003,11,14,9710.44
2003,11,15,7851.54
2003,11,16,11281.14
2003,11,17,12469.69
2003,11,18,11975.97
2003,11,19,22621.00
2003,11,20,46733.43
2003,11,21,45161.75
2003,11,22,80259.78
2003,11,23,51628.53
2003,11,24,48312.24
2003,11,25,69615.72
2003,11,26,87978.71
2003,11,27,66382.83
2003,11,28,135523.43
2003,11,29,283961.32
2003,11,30,290023.11
2003,12,1,249628.59
2003,12,2,171700.39
2003,12,3,121643.78
2003,12,4,107613.92
2003,12,5,75011.88
2003,12,6,68623.64
2003,12,7,61903.64
2003,12,8,55674.67
2003,12,9,55761.03
2003,12,10,87658.29
2003,12,11,341078.98
2003,12,12,353399.10
2003,12,13,259188.97
2003,12,14,175437.61
2003,12,15,93950.86
2003,12,16,80813.68
2003,12,17,73244.84
2003,12,18,72933.36
2003,12,19,76011.06
2003,12,20,66706.78
2003,12,21,49848.12
2003,12,22,40024.17
2003,12,23,64475.48
2003,12,24,292159.78
2003,12,25,385775.40
2003,12,26,331901.89
2003,12,27,236357.16
2003,12,28,177351.97
2003,12,29,144284.84
2003,12,30,164306.85
2003,12,31,203096.02
2004,1,1,182364.99
2004,1,2,132726.50
2004,1,3,88398.15
2004,1,4,129634.41
2004,1,5,234728.96
2004,1,6,390896.32
2004,1,7,337619.53
2004,1,8,250959.28
2004,1,9,182887.34
2004,1,10,124020.26
2004,1,11,55708.43
2004,1,12,42766.07
2004,1,13,38264.38
2004,1,14,34349.86
2004,1,15,28624.89
2004,1,16,27966.76
2004,1,17,24612.51
2004,1,18,21087.00
2004,1,19,18789.67
2004,1,20,18153.56
2004,1,21,16888.68
2004,1,22,14290.42
2004,1,23,13382.75
2004,1,24,12706.51
2004,1,25,11449.95
2004,1,26,10894.09
2004,1,27,10460.56
2004,1,28,9617.96
2004,1,29,8900.24
2004,1,30,8458.87
2004,1,31,7999.55
2004,2,1,7771.00
2004,2,2,7372.89
2004,2,3,6545.07
2004,2,4,6325.37
2004,2,5,6209.40
2004,2,6,6937.50
2004,2,7,7938.64
2004,2,8,9424.19
2004,2,9,12800.46
2004,2,10,16754.12
2004,2,11,13676.33
2004,2,12,12056.70
2004,2,13,10936.17
2004,2,14,9636.07
2004,2,15,8881.05
2004,2,16,9235.81
2004,2,17,10953.30
2004,2,18,11185.72
2004,2,19,12563.14
2004,2,20,12878.75
2004,2,21,29283.26
2004,2,22,81297.13
2004,2,23,99325.10
2004,2,24,103820.26
2004,2,25,83056.21
2004,2,26,70373.18
2004,2,27,67159.61
2004,2,28,68830.13
2004,2,29,70822.37
2004,3,1,68901.33
2004,3,2,203273.39
2004,3,3,296508.16
2004,3,4,296914.70
2004,3,5,440606.73
2004,3,6,511932.04
2004,3,7,380038.19
2004,3,8,268413.36
2004,3,9,184410.33
2004,3,10,126136.66
2004,3,11,101842.94
2004,3,12,80273.72
2004,3,13,64338.23
2004,3,14,47835.37
2004,3,15,38622.31
2004,3,16,33863.24
2004,3,17,31809.83
2004,3,18,27890.92
2004,3,19,29285.46
2004,3,20,33583.60
2004,3,21,40008.78
2004,3,22,54285.51
2004,3,23,59658.67
2004,3,24,58645.79
2004,3,25,54917.95
2004,3,26,60629.47
2004,3,27,73634.37
2004,3,28,116252.52
2004,3,29,135633.03
2004,3,30,98252.35
2004,3,31,85766.03
2004,4,1,76709.80
2004,4,2,65095.93
2004,4,3,62226.10
2004,4,4,44836.11
2004,4,5,38800.67
2004,4,6,34906.46
2004,4,7,24694.22
2004,4,8,20764.05
2004,4,9,17710.00
2004,4,10,18997.14
2004,4,11,14933.63
2004,4,12,12881.20
2004,4,13,11965.20
2004,4,14,11412.28
2004,4,15,9683.04
2004,4,16,9779.92
2004,4,17,9890.02
2004,4,18,10357.81
2004,4,19,10047.34
2004,4,20,5896.73
2004,4,21,7686.15
2004,4,22,7856.19
2004,4,23,13281.95
2004,4,24,13035.33
2004,4,25,12710.43
2004,4,26,13816.28
2004,4,27,13438.28
2004,4,28,7028.51
2004,4,29,5649.62
2004,4,30,5049.72
2004,5,1,4409.46
2004,5,2,11364.69
2004,5,3,22990.21
2004,5,4,34243.12
2004,5,5,31597.57
2004,5,6,26770.07
2004,5,7,24262.67
2004,5,8,37792.19
2004,5,9,98040.24
2004,5,10,75419.60
2004,5,11,79306.74
2004,5,12,81252.99
2004,5,13,84645.75
2004,5,14,125053.60
2004,5,15,115515.43
2004,5,16,102834.49
2004,5,17,87775.87
2004,5,18,57401.71
2004,5,19,76528.76
2004,5,20,134261.73
2004,5,21,104385.91
2004,5,22,307901.03
2004,5,23,458409.21
2004,5,24,759760.77
2004,5,25,593724.19
2004,5,26,343329.01
2004,5,27,183752.20
2004,5,28,139893.65
2004,5,29,95342.08
2004,5,30,94931.87
2004,5,31,424446.72
2004,6,1,725349.74
2004,6,2,608494.14
2004,6,3,405662.76
2004,6,4,239255.12
2004,6,5,158244.25
2004,6,6,94804.65
2004,6,7,74348.13
2004,6,8,53993.88
2004,6,9,26878.52
2004,6,10,23565.38
2004,6,11,47159.46
2004,6,12,390350.49
2004,6,13,792881.64
2004,6,14,850896.37
2004,6,15,855135.46
2004,6,16,647597.70
2004,6,17,526346.83
2004,6,18,364284.71
2004,6,19,256410.48
2004,6,20,165994.98
2004,6,21,164528.51
2004,6,22,77238.26
2004,6,23,57948.51
2004,6,24,41995.16
2004,6,25,30643.31
2004,6,26,22109.18
2004,6,27,15582.21
2004,6,28,14252.75
2004,6,29,12318.00
2004,6,30,9150.18
2004,7,1,7594.16
2004,7,2,6172.21
2004,7,3,4317.22
2004,7,4,4935.22
2004,7,5,4945.99
2004,7,6,4352.94
2004,7,7,6754.49
2004,7,8,3571.02
2004,7,9,2684.87
2004,7,10,948.05
2004,7,11,148.02
2004,7,12,0.00
2004,7,13,171.26
2004,7,14,330.29
2004,7,15,0.00
2004,7,16,67.23
2004,7,17,0.00
2004,7,18,0.00
2004,7,19,1738.29
2004,7,20,1413.14
2004,7,21,904.25
2004,7,22,515.98
2004,7,23,5737.21
2004,7,24,28478.09
2004,7,25,25121.40
2004,7,26,10580.20
2004,7,27,8233.69
2004,7,28,7282.46
2004,7,29,7608.10
2004,7,30,4670.99
2004,7,31,7537.89
2004,8,1,30241.09
2004,8,2,23319.74
2004,8,3,8869.31
2004,8,4,9404.89
2004,8,5,7336.29
2004,8,6,16435.09
2004,8,7,12928.47
2004,8,8,6167.05
2004,8,9,5489.13
2004,8,10,4258.99
2004,8,11,2489.04
2004,8,12,2180.95
2004,8,13,1785.51
2004,8,14,1243.32
2004,8,15,614.09
2004,8,16,717.53
2004,8,17,359.65
2004,8,18,67.28
2004,8,19,0.00
2004,8,20,195.09
2004,8,21,3065.06
2004,8,22,11726.91
2004,8,23,11800.43
2004,8,24,12133.53
2004,8,25,6442.80
2004,8,26,2389.81
2004,8,27,1557.00
2004,8,28,15677.63
2004,8,29,17737.64
2004,8,30,47189.72
2004,8,31,63708.72
2004,9,1,34738.14
2004,9,2,22723.76
2004,9,3,17317.81
2004,9,4,11661.34
2004,9,5,26844.52
2004,9,6,35783.56
2004,9,7,20609.92
2004,9,8,14287.98
2004,9,9,13237.91
2004,9,10,5942.48
2004,9,11,4512.46
2004,9,12,3759.65
2004,9,13,2785.84
2004,9,14,2551.87
2004,9,15,1978.74
2004,9,16,1533.95
2004,9,17,1296.49
2004,9,18,1315.06
2004,9,19,885.46
2004,9,20,815.15
2004,9,21,596.79
2004,9,22,450.07
2004,9,23,130.94
2004,9,24,0.00
2004,9,25,0.00
2004,9,26,0.00
2004,9,27,14.97
2004,9,28,0.00
2004,9,29,0.00
2004,9,30,0.00
2004,10,1,13.59
2004,10,2,0.00
2004,10,3,75.55
2004,10,4,0.00
2004,10,5,0.00
2004,10,6,0.00
2004,10,7,0.00
2004,10,8,0.00
2004,10,9,0.00
2004,10,10,0.00
2004,10,11,0.00
2004,10,12,0.00
2004,10,13,0.00
2004,10,14,0.00
2004,10,15,0.00
2004,10,16,0.00
2004,10,17,0.00
2004,10,18,0.00
2004,10,19,0.00
2004,10,20,0.00
2004,10,21,328.82
2004,10,22,502.04
2004,10,23,590.85
2004,10,24,834.28
2004,10,25,4052.13
2004,10,26,7600.27
2004,10,27,9198.86
2004,10,28,7719.42
2004,10,29,5066.85
2004,10,30,6018.57
2004,10,31,8807.66
2004,11,1,11791.25
2004,11,2,11581.09
2004,11,3,13670.95
2004,11,4,36255.50
2004,11,5,66362.03
2004,11,6,86620.62
2004,11,7,53235.44
2004,11,8,43822.50
2004,11,9,28783.42
2004,11,10,19346.02
2004,11,11,14313.91
2004,11,12,14180.33
2004,11,13,13547.16
2004,11,14,12955.82
2004,11,15,17706.33
2004,11,16,15392.85
2004,11,17,6636.57
2004,11,18,5822.94
2004,11,19,6607.90
2004,11,20,29257.08
2004,11,21,130538.05
2004,11,22,95052.24
2004,11,23,67147.38
2004,11,24,50584.33
2004,11,25,294997.81
2004,11,26,404134.47
2004,11,27,287031.77
2004,11,28,244495.68
2004,11,29,269338.17
2004,11,30,196352.04
2004,12,1,214075.01
2004,12,2,285972.41
2004,12,3,223610.52
2004,12,4,160999.57
2004,12,5,113146.92
2004,12,6,91084.02
2004,12,7,105544.17
2004,12,8,336906.52
2004,12,9,402695.68
2004,12,10,285729.87
2004,12,11,242551.02
2004,12,12,252403.61
2004,12,13,211761.33
2004,12,14,167799.09
2004,12,15,128335.23
2004,12,16,109069.41
2004,12,17,85608.61
2004,12,18,57642.09
2004,12,19,36201.10
2004,12,20,38531.64
2004,12,21,30141.69
2004,12,22,20198.04
2004,12,23,17090.65
2004,12,24,15337.07
2004,12,25,14180.33
2004,12,26,16049.51
2004,12,27,17116.21
2004,12,28,21373.25
2004,12,29,23761.10
2004,12,30,30433.98
2004,12,31,54234.91
2005,1,1,226303.95
2005,1,2,305640.39
2005,1,3,349860.71
2005,1,4,537146.73
2005,1,5,613881.98
2005,1,6,615182.58
2005,1,7,546250.92
2005,1,8,468215.07
2005,1,9,392780.42
2005,1,10,295235.61
2005,1,11,232231.50
2005,1,12,432791.16
2005,1,13,790927.64
2005,1,14,908465.83
2005,1,15,788272.13
2005,1,16,562671.33
2005,1,17,372422.01
2005,1,18,246785.67
2005,1,19,192941.52
2005,1,20,142686.99
2005,1,21,93329.85
2005,1,22,61292.59
2005,1,23,46553.61
2005,1,24,40300.90
2005,1,25,27032.17
2005,1,26,27457.87
2005,1,27,28331.30
2005,1,28,23917.68
2005,1,29,20538.97
2005,1,30,18290.57
2005,1,31,17028.14
2005,2,1,15017.06
2005,2,2,14390.73
2005,2,3,14099.59
2005,2,4,14224.37
2005,2,5,14265.96
2005,2,6,13891.63
2005,2,7,15152.60
2005,2,8,73500.23
2005,2,9,256465.12
2005,2,10,342221.53
2005,2,11,244578.86
2005,2,12,172943.25
2005,2,13,159751.33
2005,2,14,209769.04
2005,2,15,350720.92
2005,2,16,367461.99
2005,2,17,343569.59
2005,2,18,263994.85
2005,2,19,195148.33
2005,2,20,145451.12
2005,2,21,156427.67
2005,2,22,232852.44
2005,2,23,196674.99
2005,2,24,159648.58
2005,2,25,117978.57
2005,2,26,82915.53
2005,2,27,66017.31
2005,2,28,54991.59
2005,3,1,53818.46
2005,3,2,48442.12
2005,3,3,36894.30
2005,3,4,39115.54
2005,3,5,36581.14
2005,3,6,57421.52
2005,3,7,99855.84
2005,3,8,110205.81
2005,3,9,89840.06
2005,3,10,72516.38
2005,3,11,57371.61
2005,3,12,53995.34
2005,3,13,48050.66
2005,3,14,43284.01
2005,3,15,40286.96
2005,3,16,28976.46
2005,3,17,24830.25
2005,3,18,23408.06
2005,3,19,24806.77
2005,3,20,28563.48
2005,3,21,26034.95
2005,3,22,27427.05
2005,3,23,27432.92
2005,3,24,26053.05
2005,3,25,28172.03
2005,3,26,31805.92
2005,3,27,53203.63
2005,3,28,57370.63
2005,3,29,54414.81
2005,3,30,49394.81
2005,3,31,37872.93
2005,4,1,28917.25
2005,4,2,32230.64
2005,4,3,66167.53
2005,4,4,78505.59
2005,4,5,78799.18
2005,4,6,56611.95
2005,4,7,46614.04
2005,4,8,25616.58
2005,4,9,21983.91
2005,4,10,21322.36
2005,4,11,21805.80
2005,4,12,22548.09
2005,4,13,16901.89
2005,4,14,13211.49
2005,4,15,11424.27
2005,4,16,11802.26
2005,4,17,11853.64
2005,4,18,11058.50
2005,4,19,10153.03
2005,4,20,9141.86
2005,4,21,7929.83
2005,4,22,14359.42
2005,4,23,37259.33
2005,4,24,386558.30
2005,4,25,720495.74
2005,4,26,601364.83
2005,4,27,592263.59
2005,4,28,461171.39
2005,4,29,330844.97
2005,4,30,222877.77
2005,5,1,155565.25
2005,5,2,107210.72
2005,5,3,86460.37
2005,5,4,61291.27
2005,5,5,51045.27
2005,5,6,38780.61
2005,5,7,34236.83
2005,5,8,27629.38
2005,5,9,25720.07
2005,5,10,24005.27
2005,5,11,18753.70
2005,5,12,16323.53
2005,5,13,17307.05
2005,5,14,18635.78
2005,5,15,20808.09
2005,5,16,21072.69
2005,5,17,18198.82
2005,5,18,13089.65
2005,5,19,11563.48
2005,5,20,29114.69
2005,5,21,46076.77
2005,5,22,44281.48
2005,5,23,35923.25
2005,5,24,30224.94
2005,5,25,27160.98
2005,5,26,31907.11
2005,5,27,28266.71
2005,5,28,21725.56
2005,5,29,18542.57
2005,5,30,19986.78
2005,5,31,18341.95
2005,6,1,11780.24
2005,6,2,8359.93
2005,6,3,5730.85
2005,6,4,6178.08
2005,6,5,2598.41
2005,6,6,4782.19
2005,6,7,2467.61
2005,6,8,1115.15
2005,6,9,924.80
2005,6,10,648.83
2005,6,11,349.86
2005,6,12,334.69
2005,6,13,166.86
2005,6,14,515.25
2005,6,15,1674.92
2005,6,16,2714.72
2005,6,17,1384.27
2005,6,18,152.67
2005,6,19,0.00
2005,6,20,0.00
2005,6,21,0.00
2005,6,22,0.00
2005,6,23,0.00
2005,6,24,0.00
2005,6,25,0.00
2005,6,26,0.00
2005,6,27,23.89
2005,6,28,66.74
2005,6,29,46.61
2005,6,30,0.00
2005,7,1,98.35
2005,7,2,0.00
2005,7,3,0.00
2005,7,4,620.94
2005,7,5,248.38
2005,7,6,137.74
2005,7,7,93.17
2005,7,8,0.00
2005,7,9,325.66
2005,7,10,355.36
2005,7,11,0.00
2005,7,12,0.00
2005,7,13,0.00
2005,7,14,0.00
2005,7,15,0.00
2005,7,16,0.00
2005,7,17,0.00
2005,7,18,0.00
2005,7,19,822.90
2005,7,20,349.37
2005,7,21,2562.05
2005,7,22,5376.19
2005,7,23,6280.45
2005,7,24,10911.71
2005,7,25,3092.47
2005,7,26,1796.76
2005,7,27,4262.91
2005,7,28,63473.85
2005,7,29,52885.09
2005,7,30,30550.83
2005,7,31,21852.78
2005,8,1,14414.22
2005,8,2,10678.80
2005,8,3,8787.11
2005,8,4,5510.29
2005,8,5,2056.71
2005,8,6,1752.26
2005,8,7,1651.97
2005,8,8,1265.95
2005,8,9,1059.12
2005,8,10,1068.66
2005,8,11,905.57
2005,8,12,1184.14
2005,8,13,661.82
2005,8,14,587.76
2005,8,15,724.53
2005,8,16,1051.61
2005,8,17,857.28
2005,8,18,271.79
2005,8,19,256.74
2005,8,20,432.55
2005,8,21,283.70
2005,8,22,155.85
2005,8,23,134.07
2005,8,24,115.21
2005,8,25,70.61
2005,8,26,50.69
2005,8,27,145.62
2005,8,28,27.65
2005,8,29,733.65
2005,8,30,18.20
2005,8,31,28.48
2005,9,1,0.00
2005,9,2,0.00
2005,9,3,0.00
2005,9,4,56.59
2005,9,5,22.35
2005,9,6,30.61
2005,9,7,119.64
2005,9,8,0.00
2005,9,9,27.30
2005,9,10,24.04
2005,9,11,21.82
2005,9,12,7.45
2005,9,13,15.56
2005,9,14,0.00
2005,9,15,23.00
2005,9,16,22.83
2005,9,17,49.32
2005,9,18,62.83
2005,9,19,145.18
2005,9,20,98.96
2005,9,21,0.00
2005,9,22,0.00
2005,9,23,0.00
2005,9,24,9824.94
2005,9,25,13716.46
2005,9,26,30576.15
2005,9,27,164595.55
2005,9,28,182272.84
2005,9,29,147542.94
2005,9,30,92861.33
2005,10,1,58156.41
2005,10,2,38986.33
2005,10,3,31799.56
2005,10,4,21835.65
2005,10,5,18100.71
2005,10,6,19802.06
2005,10,7,12395.80
2005,10,8,8446.76
2005,10,9,6967.35
2005,10,10,5276.01
2005,10,11,5109.29
2005,10,12,4704.02
2005,10,13,3461.68
2005,10,14,3881.07
2005,10,15,5277.55
2005,10,16,2310.21
2005,10,17,1492.53
2005,10,18,2184.79
2005,10,19,2493.55
2005,10,20,1657.01
2005,10,21,1398.22
2005,10,22,1760.53
2005,10,23,1510.72
2005,10,24,1608.06
2005,10,25,2621.55
2005,10,26,16487.93
2005,10,27,28188.42
2005,10,28,25820.38
2005,10,29,26883.22
2005,10,30,12837.16
2005,10,31,10835.62
2005,11,1,13850.04
2005,11,2,12479.33
2005,11,3,11490.91
2005,11,4,10745.20
2005,11,5,8900.22
2005,11,6,12198.16
2005,11,7,5673.94
2005,11,8,13558.90
2005,11,9,12533.17
2005,11,10,8045.13
2005,11,11,7036.93
2005,11,12,10629.23
2005,11,13,15964.86
2005,11,14,11130.73
2005,11,15,14080.21
2005,11,16,108963.93
2005,11,17,323593.34
2005,11,18,302773.01
2005,11,19,234024.35
2005,11,20,160095.49
2005,11,21,81297.13
2005,11,22,58846.41
2005,11,23,50918.05
2005,11,24,57707.77
2005,11,25,37608.70
2005,11,26,32226.97
2005,11,27,28128.72
2005,11,28,45959.82
2005,11,29,323769.49
2005,11,30,523791.39
2005,12,1,397244.92
2005,12,2,243977.01
2005,12,3,150173.62
2005,12,4,107832.15
2005,12,5,78535.07
2005,12,6,73984.32
2005,12,7,49180.98
2005,12,8,38093.12
2005,12,9,29696.49
2005,12,10,18452.04
2005,12,11,16108.23
2005,12,12,16182.36
2005,12,13,15479.46
2005,12,14,15219.63
2005,12,15,12450.60
2005,12,16,11665.01
2005,12,17,11046.76
2005,12,18,11640.79
2005,12,19,12369.87
2005,12,20,11185.43
2005,12,21,11259.12
2005,12,22,10440.01
2005,12,23,10994.89
2005,12,24,10363.68
2005,12,25,23930.41
2005,12,26,94230.68
2005,12,27,276893.18
2005,12,28,518816.04
2005,12,29,897663.73
2005,12,30,1004039.68
2005,12,31,843542.63
2006,1,1,671848.11
2006,1,2,491831.83
2006,1,3,1068990.28
2006,1,4,619401.45
2006,1,5,465889.85
2006,1,6,344868.88
2006,1,7,259639.63
2006,1,8,183255.51
2006,1,9,134689.26
2006,1,10,108978.87
2006,1,11,89405.80
2006,1,12,82936.74
2006,1,13,83444.87
2006,1,14,122366.13
2006,1,15,185748.85
2006,1,16,161307.35
2006,1,17,131074.58
2006,1,18,214885.23
2006,1,19,276560.44
2006,1,20,320265.18
2006,1,21,264704.36
2006,1,22,246428.47
2006,1,23,198426.74
2006,1,24,166315.28
2006,1,25,131689.95
2006,1,26,102952.77
2006,1,27,75167.22
2006,1,28,62527.78
2006,1,29,75536.51
2006,1,30,173584.25
2006,1,31,168343.69
2006,2,1,146006.50
2006,2,2,108202.07
2006,2,3,127823.82
2006,2,4,273918.15
2006,2,5,364722.65
2006,2,6,325079.22
2006,2,7,249039.78
2006,2,8,165961.96
2006,2,9,137142.57
2006,2,10,113750.90
2006,2,11,91984.24
2006,2,12,67714.74
2006,2,13,58114.88
2006,2,14,48232.93
2006,2,15,47349.97
2006,2,16,46451.59
2006,2,17,166875.75
2006,2,18,281851.16
2006,2,19,211205.18
2006,2,20,161675.15
2006,2,21,129592.45
2006,2,22,120034.92
2006,2,23,85308.03
2006,2,24,106015.82
2006,2,25,58060.08
2006,2,26,39595.31
2006,2,27,34765.78
2006,2,28,32782.59
2006,3,1,33845.38
2006,3,2,26643.16
2006,3,3,21759.32
2006,3,4,18633.09
2006,3,5,15291.07
2006,3,6,13958.42
2006,3,7,13325.50
2006,3,8,13025.55
2006,3,9,17865.84
2006,3,10,33559.62
2006,3,11,93127.77
2006,3,12,190323.69
2006,3,13,375225.78
2006,3,14,388684.37
2006,3,15,311455.89
2006,3,16,216001.28
2006,3,17,178452.93
2006,3,18,143660.23
2006,3,19,119665.24
2006,3,20,95076.46
2006,3,21,69889.99
2006,3,22,56368.76
2006,3,23,43785.07
2006,3,24,33792.78
2006,3,25,28039.67
2006,3,26,23254.17
2006,3,27,24709.64
2006,3,28,21939.87
2006,3,29,27838.07
2006,3,30,20013.93
2006,3,31,18038.57
2006,4,1,21490.68
2006,4,2,22258.42
2006,4,3,37188.87
2006,4,4,149387.66
2006,4,5,195236.41
2006,4,6,157017.05
2006,4,7,106412.40
2006,4,8,69965.83
2006,4,9,67955.97
2006,4,10,61417.75
2006,4,11,52077.48
2006,4,12,46585.17
2006,4,13,35009.46
2006,4,14,24758.08
2006,4,15,28097.65
2006,4,16,30632.30
2006,4,17,57767.96
2006,4,18,73199.30
2006,4,19,93281.08
2006,4,20,90519.23
2006,4,21,71327.35
2006,4,22,50349.71
2006,4,23,44511.94
2006,4,24,37510.71
2006,4,25,32549.92
2006,4,26,27558.18
2006,4,27,20057.97
2006,4,28,19215.37
2006,4,29,17821.32
2006,4,30,15418.29
2006,5,1,14856.56
2006,5,2,17160.25
2006,5,3,39149.30
2006,5,4,91523.30
2006,5,5,53372.45
2006,5,6,25997.27
2006,5,7,18977.57
2006,5,8,18177.78
2006,5,9,15259.27
2006,5,10,16691.98
2006,5,11,77123.03
2006,5,12,240063.71
2006,5,13,397039.41
2006,5,14,647304.11
2006,5,15,890013.79
2006,5,16,985669.84
2006,5,17,784913.15
2006,5,18,698934.92
2006,5,19,697368.30
2006,5,20,505461.68
2006,5,21,342336.52
2006,5,22,231707.45
2006,5,23,155910.22
2006,5,24,89529.59
2006,5,25,98548.88
2006,5,26,163239.17
2006,5,27,230099.81
2006,5,28,221498.64
2006,5,29,163043.81
2006,5,30,117629.20
2006,5,31,67867.89
2006,6,1,47913.66
2006,6,2,63297.70
2006,6,3,49403.37
2006,6,4,52804.35
2006,6,5,79486.91
2006,6,6,70012.31
2006,6,7,48084.67
2006,6,8,38518.58
2006,6,9,71371.75
2006,6,10,90466.88
2006,6,11,81291.01
