year,month,day,nitrate(kg)
2006,6,12,62144.38
2006,6,13,38856.20
2006,6,14,37085.13
2006,6,15,29327.30
2006,6,16,16427.75
2006,6,17,16811.62
2006,6,18,11566.66
2006,6,19,10007.80
2006,6,20,12875.82
2006,6,21,22945.78
2006,6,22,86348.89
2006,6,23,129231.01
2006,6,24,124051.29
2006,6,25,81368.89
2006,6,26,83429.80
2006,6,27,54189.11
2006,6,28,31371.41
2006,6,29,23291.36
2006,6,30,18679.57
2006,7,1,15351.01
2006,7,2,11907.95
2006,7,3,10800.39
2006,7,4,13488.44
2006,7,5,20538.97
2006,7,6,22539.53
2006,7,7,19546.39
2006,7,8,13206.10
2006,7,9,8581.59
2006,7,10,7407.48
2006,7,11,8815.78
2006,7,12,10732.42
2006,7,13,45558.59
2006,7,14,54343.05
2006,7,15,112790.86
2006,7,16,76213.76
2006,7,17,66880.46
2006,7,18,64280.00
2006,7,19,53637.41
2006,7,20,36805.24
2006,7,21,29406.81
2006,7,22,20497.38
2006,7,23,13310.33
2006,7,24,11152.82
2006,7,25,9218.68
2006,7,26,9849.90
2006,7,27,10428.27
2006,7,28,20038.89
2006,7,29,33576.75
2006,7,30,21608.12
2006,7,31,24428.77
2006,8,1,17695.81
2006,8,2,12171.45
2006,8,3,10686.62
2006,8,4,8396.85
2006,8,5,7336.53
2006,8,6,6108.55
2006,8,7,5395.06
2006,8,8,2975.03
2006,8,9,1733.15
2006,8,10,1222.36
2006,8,11,1003.58
2006,8,12,1244.52
2006,8,13,745.52
2006,8,14,574.26
2006,8,15,241.72
2006,8,16,75.55
2006,8,17,0.00
2006,8,18,0.00
2006,8,19,0.00
2006,8,20,0.00
2006,8,21,0.00
2006,8,22,100.63
2006,8,23,107.76
2006,8,24,183.27
2006,8,25,220.20
2006,8,26,262.80
2006,8,27,423.84
2006,8,28,69.43
2006,8,29,624.37
2006,8,30,2448.53
2006,8,31,6507.39
2006,9,1,6087.56
2006,9,2,5441.18
2006,9,3,1614.74
2006,9,4,1091.78
2006,9,5,1222.06
2006,9,6,631.95
2006,9,7,244.27
2006,9,8,49.32
2006,9,9,0.00
2006,9,10,106.52
2006,9,11,255.86
2006,9,12,270.10
2006,9,13,2775.88
2006,9,14,5701.73
2006,9,15,4311.10
2006,9,16,3966.38
2006,9,17,6140.41
2006,9,18,5964.99
2006,9,19,6774.56
2006,9,20,5801.31
2006,9,21,6572.96
2006,9,22,4340.76
2006,9,23,4790.39
2006,9,24,4924.95
2006,9,25,3338.77
2006,9,26,2171.77
2006,9,27,2521.09
2006,9,28,2430.25
2006,9,29,2031.19
2006,9,30,1675.78
2006,10,1,1870.45
2006,10,2,2062.90
2006,10,3,4647.26
2006,10,4,6059.67
2006,10,5,18311.12
2006,10,6,15056.20
2006,10,7,13004.02
2006,10,8,8797.87
2006,10,9,8187.21
2006,10,10,6799.51
2006,10,11,6879.76
2006,10,12,7655.32
2006,10,13,8141.21
2006,10,14,9004.12
2006,10,15,6939.21
2006,10,16,5210.22
2006,10,17,36382.23
2006,10,18,342657.02
2006,10,19,323745.84
2006,10,20,270134.12
2006,10,21,216895.09
2006,10,22,139389.99
2006,10,23,110188.20
2006,10,24,74680.13
2006,10,25,59075.41
2006,10,26,44482.34
2006,10,27,33175.51
2006,10,28,129376.66
2006,10,29,250039.61
2006,10,30,210094.44
2006,10,31,156580.58
2006,11,1,98843.94
2006,11,2,71665.71
2006,11,3,49108.56
2006,11,4,47818.73
2006,11,5,37130.88
2006,11,6,29129.86
2006,11,7,30501.41
2006,11,8,55488.24
2006,11,9,50777.37
2006,11,10,47539.33
2006,11,11,44649.69
2006,11,12,37452.12
2006,11,13,37966.88
2006,11,14,40230.44
2006,11,15,30652.12
2006,11,16,65711.00
2006,11,17,293164.51
2006,11,18,298896.01
2006,11,19,242593.88
2006,11,20,171043.08
2006,11,21,122296.77
2006,11,22,98833.66
2006,11,23,69793.35
2006,11,24,57954.39
2006,11,25,49362.03
2006,11,26,37105.19
2006,11,27,30055.64
2006,11,28,22205.33
2006,11,29,28379.50
2006,11,30,24104.36
2006,12,1,115673.90
2006,12,2,367900.75
2006,12,3,391859.21
2006,12,4,331944.10
2006,12,5,306271.61
2006,12,6,209963.14
2006,12,7,169885.03
2006,12,8,120867.97
2006,12,9,82954.92
2006,12,10,61756.36
2006,12,11,44100.02
2006,12,12,33579.19
2006,12,13,55030.24
2006,12,14,117318.00
2006,12,15,121017.21
2006,12,16,88904.49
2006,12,17,72834.92
2006,12,18,60854.88
2006,12,19,60911.07
2006,12,20,67313.01
2006,12,21,56906.27
2006,12,22,103280.55
2006,12,23,259825.90
2006,12,24,228602.75
2006,12,25,175137.82
2006,12,26,211126.89
2006,12,27,309501.08
2006,12,28,238746.24
2006,12,29,188628.22
2006,12,30,133925.33
2006,12,31,113085.43
2007,1,1,314751.43
2007,1,2,420565.64
2007,1,3,234401.12
2007,1,4,172767.09
2007,1,5,205471.23
2007,1,6,338107.87
2007,1,7,423383.40
2007,1,8,297473.74
2007,1,9,318113.63
2007,1,10,215811.87
2007,1,11,138728.76
2007,1,12,98385.98
2007,1,13,105381.79
2007,1,14,198776.84
2007,1,15,320070.27
2007,1,16,346261.64
2007,1,17,296932.23
2007,1,18,234660.46
2007,1,19,175704.61
2007,1,20,133582.80
2007,1,21,106783.06
2007,1,22,76039.44
2007,1,23,51936.80
2007,1,24,42047.76
2007,1,25,31967.39
2007,1,26,26835.46
2007,1,27,27535.67
2007,1,28,28446.78
2007,1,29,21860.93
2007,1,30,20037.42
2007,1,31,17077.07
2007,2,1,16519.74
2007,2,2,15846.44
2007,2,3,14457.28
2007,2,4,13409.66
2007,2,5,12264.66
2007,2,6,11704.40
2007,2,7,11185.72
2007,2,8,10459.09
2007,2,9,10172.84
2007,2,10,9333.18
2007,2,11,9039.10
2007,2,12,8448.99
2007,2,13,8215.59
2007,2,14,7922.98
2007,2,15,7694.47
2007,2,16,7432.19
2007,2,17,7134.20
2007,2,18,6842.08
2007,2,19,6895.42
2007,2,20,6470.69
2007,2,21,6372.71
2007,2,22,6101.26
2007,2,23,5983.09
2007,2,24,6306.28
2007,2,25,6297.48
2007,2,26,6313.79
2007,2,27,15711.88
2007,2,28,43979.57
2007,3,1,55405.18
2007,3,2,82260.26
2007,3,3,147038.95
2007,3,4,150056.39
2007,3,5,155976.27
2007,3,6,122262.52
2007,3,7,88673.54
2007,3,8,78041.96
2007,3,9,60391.17
2007,3,10,52652.18
2007,3,11,80465.29
2007,3,12,95850.80
2007,3,13,97691.60
2007,3,14,94550.20
2007,3,15,179223.60
2007,3,16,337382.21
2007,3,17,321285.40
2007,3,18,252197.49
2007,3,19,194245.55
2007,3,20,148379.67
2007,3,21,126277.34
2007,3,22,110861.50
2007,3,23,101190.69
2007,3,24,200579.72
2007,3,25,328114.60
2007,3,26,272107.68
2007,3,27,204357.23
2007,3,28,139748.17
2007,3,29,114793.14
2007,3,30,98807.24
2007,3,31,71462.89
2007,4,1,53632.03
2007,4,2,45890.83
2007,4,3,54369.91
2007,4,4,47253.57
2007,4,5,26937.98
2007,4,6,32559.22
2007,4,7,20447.47
2007,4,8,17547.30
2007,4,9,14005.64
2007,4,10,16395.45
2007,4,11,15028.07
2007,4,12,113528.75
2007,4,13,260258.12
2007,4,14,209564.75
2007,4,15,166156.46
2007,4,16,118516.82
2007,4,17,106628.68
2007,4,18,90718.87
2007,4,19,63787.26
2007,4,20,52594.44
2007,4,21,38691.06
2007,4,22,30320.36
2007,4,23,25811.00
2007,4,24,20038.89
2007,4,25,20237.06
2007,4,26,222441.06
2007,4,27,585404.22
2007,4,28,538252.26
2007,4,29,409254.33
2007,4,30,305207.35
2007,5,1,207508.41
2007,5,2,242752.90
2007,5,3,224661.32
2007,5,4,129267.05
2007,5,5,80754.23
2007,5,6,47526.12
2007,5,7,30639.23
2007,5,8,35342.56
2007,5,9,22019.14
2007,5,10,35601.29
2007,5,11,43078.25
2007,5,12,29861.63
2007,5,13,18769.85
2007,5,14,14694.43
2007,5,15,11529.22
2007,5,16,10752.68
2007,5,17,6880.10
2007,5,18,8088.37
2007,5,19,6820.06
2007,5,20,4439.79
2007,5,21,3900.91
2007,5,22,2812.51
2007,5,23,2725.41
2007,5,24,1331.72
2007,5,25,1044.96
2007,5,26,2093.29
2007,5,27,1432.71
2007,5,28,830.12
2007,5,29,386.99
2007,5,30,118.00
2007,5,31,0.00
2007,6,1,0.00
2007,6,2,0.00
2007,6,3,21.82
2007,6,4,1451.14
2007,6,5,12028.32
2007,6,6,26958.04
2007,6,7,11037.46
2007,6,8,10180.18
2007,6,9,7447.85
2007,6,10,5328.31
2007,6,11,3987.91
2007,6,12,1911.56
2007,6,13,1069.40
2007,6,14,516.57
2007,6,15,661.01
2007,6,16,475.17
2007,6,17,554.88
2007,6,18,726.63
2007,6,19,933.61
2007,6,20,1028.78
2007,6,21,1024.53
2007,6,22,694.63
2007,6,23,618.40
2007,6,24,328.23
2007,6,25,286.22
2007,6,26,60.45
2007,6,27,29.36
2007,6,28,0.00
2007,6,29,0.00
2007,6,30,0.00
2007,7,1,0.00
2007,7,2,38.56
2007,7,3,0.00
2007,7,4,0.00
2007,7,5,28.62
2007,7,6,18.01
2007,7,7,0.00
2007,7,8,30.44
2007,7,9,0.00
2007,7,10,0.00
2007,7,11,0.00
2007,7,12,0.00
2007,7,13,0.00
2007,7,14,0.00
2007,7,15,16.81
2007,7,16,14.22
2007,7,17,17.42
2007,7,18,0.00
2007,7,19,0.00
2007,7,20,0.00
2007,7,21,0.00
2007,7,22,217.99
2007,7,23,140.40
2007,7,24,0.00
2007,7,25,59.60
2007,7,26,0.00
2007,7,27,0.00
2007,7,28,935.47
2007,7,29,258.60
2007,7,30,49.71
2007,7,31,0.00
2007,8,1,0.00
2007,8,2,0.00
2007,8,3,40.96
2007,8,4,10.32
2007,8,5,14.34
2007,8,6,22.72
2007,8,7,0.00
2007,8,8,335.18
2007,8,9,159.03
2007,8,10,144.35
2007,8,11,77.80
2007,8,12,78.53
2007,8,13,273.04
2007,8,14,303.47
2007,8,15,151.44
2007,8,16,72.91
2007,8,17,41.32
2007,8,18,42.57
2007,8,19,146.21
2007,8,20,38743.50
2007,8,21,410094.32
2007,8,22,687173.44
2007,8,23,890546.32
2007,8,24,810304.49
2007,8,25,519328.84
2007,8,26,357982.34
2007,8,27,214770.45
2007,8,28,149363.19
2007,8,29,87932.23
2007,8,30,46023.92
2007,8,31,32440.07
2007,9,1,24527.86
2007,9,2,17187.65
2007,9,3,16399.86
2007,9,4,13352.41
2007,9,5,6243.65
2007,9,6,6423.96
2007,9,7,4357.83
2007,9,8,4475.02
2007,9,9,6605.74
2007,9,10,25863.52
2007,9,11,27774.95
2007,9,12,35108.30
2007,9,13,50962.57
2007,9,14,36654.53
2007,9,15,23290.14
2007,9,16,14750.62
2007,9,17,11452.40
2007,9,18,13900.44
2007,9,19,8949.71
2007,9,20,8024.07
2007,9,21,5418.98
2007,9,22,4037.80
2007,9,23,3548.36
2007,9,24,3965.08
2007,9,25,3648.13
2007,9,26,5483.35
2007,9,27,4757.70
2007,9,28,3423.24
2007,9,29,2633.24
2007,9,30,2817.01
2007,10,1,3397.15
2007,10,2,2981.88
2007,10,3,2393.04
2007,10,4,2653.70
2007,10,5,1732.44
2007,10,6,1486.73
2007,10,7,1582.08
2007,10,8,1532.19
2007,10,9,1247.38
2007,10,10,814.51
2007,10,11,724.80
2007,10,12,462.99
2007,10,13,505.12
2007,10,14,419.24
2007,10,15,353.25
2007,10,16,305.87
2007,10,17,294.18
2007,10,18,382.40
2007,10,19,564.42
2007,10,20,402.66
2007,10,21,190.54
2007,10,22,190.59
2007,10,23,323.68
2007,10,24,118.61
2007,10,25,130.89
2007,10,26,529.93
2007,10,27,536.29
2007,10,28,1194.91
2007,10,29,859.27
2007,10,30,1160.56
2007,10,31,875.26
2007,11,1,934.39
2007,11,2,487.92
2007,11,3,571.84
2007,11,4,911.96
2007,11,5,1277.26
2007,11,6,1315.86
2007,11,7,537.66
2007,11,8,207.76
2007,11,9,190.12
2007,11,10,131.43
2007,11,11,131.53
2007,11,12,44.58
2007,11,13,482.95
2007,11,14,0.00
2007,11,15,0.00
2007,11,16,14800.29
2007,11,17,9883.41
2007,11,18,7890.19
2007,11,19,7201.73
2007,11,20,6423.96
2007,11,21,9414.41
2007,11,22,86914.45
2007,11,23,609378.99
2007,11,24,467158.15
2007,11,25,282202.24
2007,11,26,223538.35
2007,11,27,413470.59
2007,11,28,449562.41
2007,11,29,316840.80
2007,11,30,190093.71
2007,12,1,143481.63
2007,12,2,113084.21
2007,12,3,155293.11
2007,12,4,267207.20
2007,12,5,238452.65
2007,12,6,141378.56
2007,12,7,110788.59
2007,12,8,82755.28
2007,12,9,59446.55
2007,12,10,89380.60
2007,12,11,210309.73
2007,12,12,472160.58
2007,12,13,527937.51
2007,12,14,448111.59
2007,12,15,391069.78
2007,12,16,320128.99
2007,12,17,244850.43
2007,12,18,195373.42
2007,12,19,149497.75
2007,12,20,122913.80
2007,12,21,100061.11
2007,12,22,90628.59
2007,12,23,239399.47
2007,12,24,384718.48
2007,12,25,271841.01
2007,12,26,197643.83
2007,12,27,140746.37
2007,12,28,119857.54
2007,12,29,118648.93
2007,12,30,143388.66
2007,12,31,127711.03
2008,1,1,102800.04
2008,1,2,79217.54
2008,1,3,65763.84
2008,1,4,60470.20
2008,1,5,45227.32
2008,1,6,57101.02
2008,1,7,92818.64
2008,1,8,200065.94
2008,1,9,368510.76
2008,1,10,349646.06
2008,1,11,304010.98
2008,1,12,270082.74
2008,1,13,217508.36
2008,1,14,171250.22
2008,1,15,137164.59
2008,1,16,109728.73
2008,1,17,92744.63
2008,1,18,64907.54
2008,1,19,39184.29
2008,1,20,23359.86
2008,1,21,21345.52
2008,1,22,15944.31
2008,1,23,14390.73
2008,1,24,14053.11
2008,1,25,13348.49
2008,1,26,13138.09
2008,1,27,12294.02
2008,1,28,11907.87
2008,1,29,11816.94
2008,1,30,11394.91
2008,1,31,10654.82
2008,2,1,14953.45
2008,2,2,16874.00
2008,2,3,14128.95
2008,2,4,12497.09
2008,2,5,107680.95
2008,2,6,290951.18
2008,2,7,346998.05
2008,2,8,374741.36
2008,2,9,365934.52
2008,2,10,309941.47
2008,2,11,221013.48
2008,2,12,175393.49
2008,2,13,139271.08
2008,2,14,101728.44
2008,2,15,69725.09
2008,2,16,57309.47
2008,2,17,57391.67
2008,2,18,125129.90
2008,2,19,144623.37
2008,2,20,120041.85
2008,2,21,84091.11
2008,2,22,73025.27
2008,2,23,58368.35
2008,2,24,47059.31
2008,2,25,38424.87
2008,2,26,31058.00
2008,2,27,25189.90
2008,2,28,21250.43
2008,2,29,17223.86
2008,3,1,17724.92
2008,3,2,17688.71
2008,3,3,51323.85
2008,3,4,181264.85
2008,3,5,197650.36
2008,3,6,190803.22
2008,3,7,169924.18
2008,3,8,132848.83
2008,3,9,111849.91
2008,3,10,90645.47
2008,3,11,69225.25
2008,3,12,61972.15
2008,3,13,114230.42
2008,3,14,193483.03
2008,3,15,235162.01
2008,3,16,220259.94
2008,3,17,187048.55
2008,3,18,173589.14
2008,3,19,231166.76
2008,3,20,297412.57
2008,3,21,271732.54
2008,3,22,225602.03
2008,3,23,174313.33
2008,3,24,148385.38
2008,3,25,129545.96
2008,3,26,121274.10
2008,3,27,80674.47
2008,3,28,164461.80
2008,3,29,236886.84
2008,3,30,207944.72
2008,3,31,174597.13
2008,4,1,204268.33
2008,4,2,228849.85
2008,4,3,191829.15
2008,4,4,184797.70
2008,4,5,206023.34
2008,4,6,182736.87
2008,4,7,151266.62
2008,4,8,105324.90
2008,4,9,76894.27
2008,4,10,61204.90
2008,4,11,63297.70
2008,4,12,158932.96
2008,4,13,162060.90
2008,4,14,134713.12
2008,4,15,107154.94
2008,4,16,90337.21
2008,4,17,68400.27
2008,4,18,47488.69
2008,4,19,43234.59
2008,4,20,32393.83
2008,4,21,28908.69
2008,4,22,30497.98
2008,4,23,19630.80
2008,4,24,17591.83
2008,4,25,17434.76
2008,4,26,16003.02
2008,4,27,10843.69
2008,4,28,9747.14
2008,4,29,10226.67
2008,4,30,10352.91
2008,5,1,12019.03
2008,5,2,13413.57
2008,5,3,18936.95
2008,5,4,31736.93
2008,5,5,26718.76
2008,5,6,22664.55
2008,5,7,20262.02
2008,5,8,15229.91
2008,5,9,24353.17
2008,5,10,47507.53
2008,5,11,42815.00
2008,5,12,85840.41
2008,5,13,164409.61
2008,5,14,205296.71
2008,5,15,152330.88
2008,5,16,118293.20
2008,5,17,162941.66
2008,5,18,152959.65
2008,5,19,117493.91
2008,5,20,92658.27
2008,5,21,72277.59
2008,5,22,42952.01
2008,5,23,41052.00
2008,5,24,30861.05
2008,5,25,27521.24
2008,5,26,22460.63
2008,5,27,15300.74
2008,5,28,12833.74
2008,5,29,13359.26
2008,5,30,10868.16
2008,5,31,15598.36
2008,6,1,139668.24
2008,6,2,161609.51
2008,6,3,139930.84
2008,6,4,135830.59
2008,6,5,150229.28
2008,6,6,144706.14
2008,6,7,126436.86
2008,6,8,94549.22
2008,6,9,61320.71
2008,6,10,84886.73
2008,6,11,402451.23
2008,6,12,204305.85
2008,6,13,152325.50
2008,6,14,160788.68
2008,6,15,179827.57
2008,6,16,136711.97
2008,6,17,90930.26
2008,6,18,67551.80
2008,6,19,40877.07
2008,6,20,34298.00
2008,6,21,26072.62
2008,6,22,26792.89
2008,6,23,37953.83
2008,6,24,36525.36
2008,6,25,34680.64
2008,6,26,98040.24
2008,6,27,244975.21
2008,6,28,168886.83
2008,6,29,170024.49
2008,6,30,104868.21
2008,7,1,87292.69
2008,7,2,61345.33
2008,7,3,116641.64
2008,7,4,190817.90
2008,7,5,148345.42
2008,7,6,142684.05
2008,7,7,86790.33
2008,7,8,74765.27
2008,7,9,94708.01
2008,7,10,144379.53
2008,7,11,103800.69
2008,7,12,70280.21
2008,7,13,52385.99
2008,7,14,38795.28
2008,7,15,39164.72
2008,7,16,27752.93
2008,7,17,18341.95
2008,7,18,13039.00
2008,7,19,8147.08
2008,7,20,6000.95
2008,7,21,5684.85
2008,7,22,8723.74
2008,7,23,4936.20
2008,7,24,3252.37
2008,7,25,3848.19
2008,7,26,3284.28
2008,7,27,1999.63
2008,7,28,1451.80
2008,7,29,1309.92
2008,7,30,1134.30
2008,7,31,800.59
2008,8,1,374.08
2008,8,2,20.60
2008,8,3,0.00
2008,8,4,3.91
2008,8,5,25.35
2008,8,6,12.89
2008,8,7,16.83
2008,8,8,20.92
2008,8,9,16.83
2008,8,10,12.67
2008,8,11,12.92
2008,8,12,10.94
2008,8,13,9.03
2008,8,14,7.85
2008,8,15,9.44
2008,8,16,9.30
2008,8,17,0.00
2008,8,18,5.14
2008,8,19,0.00
2008,8,20,47.71
2008,8,21,8.15
2008,8,22,10.86
2008,8,23,17.17
2008,8,24,6.90
2008,8,25,8.81
2008,8,26,11.23
2008,8,27,6.04
2008,8,28,10.28
2008,8,29,5.26
2008,8,30,15.41
2008,8,31,0.00
2008,9,1,3.74
2008,9,2,21.73
2008,9,3,4.46
2008,9,4,2.94
2008,9,5,0.00
2008,9,6,7.34
2008,9,7,3.94
2008,9,8,3.57
2008,9,9,12.33
2008,9,10,5.19
2008,9,11,9.49
2008,9,12,8.22
2008,9,13,52.36
2008,9,14,3355.35
2008,9,15,29112.24
2008,9,16,18676.15
2008,9,17,17373.10
2008,9,18,8103.04
2008,9,19,6633.88
2008,9,20,4850.08
2008,9,21,4038.56
2008,9,22,2403.76
2008,9,23,1685.69
2008,9,24,1362.84
2008,9,25,898.09
2008,9,26,599.70
2008,9,27,562.00
2008,9,28,522.54
2008,9,29,428.13
2008,9,30,609.15
2008,10,1,663.12
2008,10,2,390.47
2008,10,3,282.38
2008,10,4,371.39
2008,10,5,371.29
2008,10,6,305.33
2008,10,7,271.28
2008,10,8,359.55
2008,10,9,340.12
2008,10,10,221.37
2008,10,11,199.05
2008,10,12,191.57
2008,10,13,165.96
2008,10,14,134.56
2008,10,15,104.13
2008,10,16,145.23
2008,10,17,65.03
2008,10,18,9.86
2008,10,19,13.11
2008,10,20,13.41
2008,10,21,52.48
2008,10,22,41.25
2008,10,23,0.00
2008,10,24,0.00
2008,10,25,13.36
2008,10,26,0.00
2008,10,27,149.53
2008,10,28,205.90
2008,10,29,318.40
2008,10,30,188.26
2008,10,31,206.10
2008,11,1,184.01
2008,11,2,337.63
2008,11,3,199.09
2008,11,4,821.56
2008,11,5,580.13
2008,11,6,416.38
2008,11,7,301.66
2008,11,8,273.04
2008,11,9,212.12
2008,11,10,182.32
2008,11,11,104.22
2008,11,12,133.48
2008,11,13,337.43
2008,11,14,376.58
2008,11,15,756.33
2008,11,16,56913.13
2008,11,17,133245.18
2008,11,18,67702.26
2008,11,19,46563.15
2008,11,20,22605.89
2008,11,21,16002.19
2008,11,22,17718.38
2008,11,23,15621.31
2008,11,24,10634.13
2008,11,25,11631.12
2008,11,26,8914.08
2008,11,27,8302.49
2008,11,28,10114.71
2008,11,29,10725.67
2008,11,30,10136.44
2008,12,1,13560.78
2008,12,2,8631.50
2008,12,3,6846.29
2008,12,4,9135.01
2008,12,5,5605.29
2008,12,6,4294.34
2008,12,7,4220.70
2008,12,8,5721.80
2008,12,9,9431.53
2008,12,10,92331.00
2008,12,11,266425.11
2008,12,12,123032.37
2008,12,13,82723.35
2008,12,14,50094.04
2008,12,15,41102.40
2008,12,16,39002.75
2008,12,17,35913.96
2008,12,18,28406.90
2008,12,19,20113.75
2008,12,20,26519.37
2008,12,21,38067.43
2008,12,22,56041.58
2008,12,23,39089.48
2008,12,24,29833.42
2008,12,25,26218.19
2008,12,26,58493.86
2008,12,27,109410.68
2008,12,28,261125.02
2008,12,29,533196.01
2008,12,30,412014.88
2008,12,31,344061.35
2009,1,1,256890.01
2009,1,2,209666.29
2009,1,3,157745.15
2009,1,4,127083.49
2009,1,5,91136.13
2009,1,6,66018.53
2009,1,7,44390.59
2009,1,8,26885.37
2009,1,9,18904.17
2009,1,10,15474.08
2009,1,11,13920.50
2009,1,12,12350.64
2009,1,13,11438.80
2009,1,14,10620.86
2009,1,15,10345.62
2009,1,16,9420.52
2009,1,17,9702.66
2009,1,18,9053.83
2009,1,19,8688.29
2009,1,20,8506.72
2009,1,21,8372.85
2009,1,22,7698.04
2009,1,23,7499.72
2009,1,24,7504.12
2009,1,25,7249.09
2009,1,26,6847.20
2009,1,27,7140.07
2009,1,28,7116.69
2009,1,29,6518.42
2009,1,30,5958.18
2009,1,31,5614.44
2009,2,1,5112.23
2009,2,2,4814.07
2009,2,3,4668.94
2009,2,4,4719.07
2009,2,5,4971.04
2009,2,6,4666.15
2009,2,7,4463.55
2009,2,8,4693.01
2009,2,9,14630.50
2009,2,10,37020.54
2009,2,11,91040.11
2009,2,12,200056.15
2009,2,13,523994.46
2009,2,14,594991.51
2009,2,15,448857.80
2009,2,16,355555.35
2009,2,17,301067.75
2009,2,18,223824.60
2009,2,19,191121.27
2009,2,20,146784.50
2009,2,21,108545.33
2009,2,22,77524.27
2009,2,23,59801.22
2009,2,24,46640.22
2009,2,25,42446.30
2009,2,26,39223.43
2009,2,27,75621.57
2009,2,28,195497.37
2009,3,1,173868.87
2009,3,2,145552.66
2009,3,3,111957.23
2009,3,4,76151.01
2009,3,5,59514.56
2009,3,6,50102.36
2009,3,7,42708.82
2009,3,8,124540.28
2009,3,9,417875.64
2009,3,10,479767.78
2009,3,11,558803.46
2009,3,12,531077.28
2009,3,13,438099.41
2009,3,14,290114.45
2009,3,15,233057.14
2009,3,16,201634.19
2009,3,17,156313.09
2009,3,18,106318.21
2009,3,19,80493.18
2009,3,20,65400.53
2009,3,21,51022.52
2009,3,22,42296.57
2009,3,23,33412.01
2009,3,24,25457.07
2009,3,25,26469.46
2009,3,26,22908.47
2009,3,27,19788.85
2009,3,28,16170.86
2009,3,29,19736.00
2009,3,30,21059.44
2009,3,31,26780.66
2009,4,1,28440.42
2009,4,2,23857.01
2009,4,3,26620.66
2009,4,4,31104.73
2009,4,5,56280.93
2009,4,6,196997.94
2009,4,7,503136.62
2009,4,8,412940.50
2009,4,9,297914.12
2009,4,10,223127.32
2009,4,11,185824.45
2009,4,12,145700.67
2009,4,13,106721.90
2009,4,14,102862.80
2009,4,15,301225.15
2009,4,16,334697.51
2009,4,17,261342.77
2009,4,18,199070.18
2009,4,19,150610.94
2009,4,20,145420.54
2009,4,21,247689.27
2009,4,22,223637.43
2009,4,23,163117.82
2009,4,24,129178.98
2009,4,25,96908.70
2009,4,26,72150.13
2009,4,27,54912.81
2009,4,28,50425.55
2009,4,29,36046.32
2009,4,30,39609.01
2009,5,1,73786.88
2009,5,2,113441.77
2009,5,3,114873.87
2009,5,4,127153.09
2009,5,5,91324.15
2009,5,6,66806.08
2009,5,7,62017.41
2009,5,8,71108.62
2009,5,9,87777.36
2009,5,10,81742.89
2009,5,11,69351.74
2009,5,12,40588.62
2009,5,13,31424.50
2009,5,14,48931.68
2009,5,15,140892.18
2009,5,16,150434.79
2009,5,17,99156.61
2009,5,18,90000.07
2009,5,19,75494.84
2009,5,20,63315.31
2009,5,21,47087.69
2009,5,22,35744.90
2009,5,23,35817.81
2009,5,24,27789.14
2009,5,25,20084.07
2009,5,26,21083.30
2009,5,27,28442.64
2009,5,28,75500.94
2009,5,29,91575.20
2009,5,30,85054.29
2009,5,31,57707.77
2009,6,1,48104.49
2009,6,2,38610.57
2009,6,3,79785.63
2009,6,4,86607.16
2009,6,5,64495.66
2009,6,6,45377.05
2009,6,7,41652.88
2009,6,8,34959.55
2009,6,9,33958.41
2009,6,10,29516.11
2009,6,11,36011.09
2009,6,12,58045.89
2009,6,13,138498.70
2009,6,14,108155.10
2009,6,15,78499.06
2009,6,16,55378.64
2009,6,17,36221.49
2009,6,18,24377.64
2009,6,19,118566.48
2009,6,20,531150.68
2009,6,21,311203.90
2009,6,22,187792.84
2009,6,23,129736.31
2009,6,24,86895.86
2009,6,25,85805.42
2009,6,26,74627.28
2009,6,27,54857.03
2009,6,28,47309.35
2009,6,29,36136.35
2009,6,30,24725.05
2009,7,1,16234.23
2009,7,2,14180.33
2009,7,3,10960.47
2009,7,4,8546.80
2009,7,5,8007.88
2009,7,6,6937.50
2009,7,7,5761.77
2009,7,8,4352.23
2009,7,9,4560.16
2009,7,10,3902.58
2009,7,11,4628.03
2009,7,12,4586.15
2009,7,13,3001.13
2009,7,14,3084.38
2009,7,15,2315.85
2009,7,16,1487.91
2009,7,17,897.79
2009,7,18,624.37
2009,7,19,282.87
2009,7,20,354.07
2009,7,21,256.20
2009,7,22,249.35
2009,7,23,406.28
2009,7,24,351.43
2009,7,25,305.70
2009,7,26,386.22
2009,7,27,151.12
2009,7,28,37.21
2009,7,29,19.99
2009,7,30,25.69
2009,7,31,0.00
2009,8,1,34.99
2009,8,2,190.10
2009,8,3,64.77
2009,8,4,0.00
2009,8,5,0.00
2009,8,6,0.00
2009,8,7,0.00
2009,8,8,0.00
2009,8,9,0.00
2009,8,10,7.34
2009,8,11,0.00
2009,8,12,17.84
2009,8,13,0.00
2009,8,14,12.48
2009,8,15,137.79
2009,8,16,16.88
2009,8,17,24.27
2009,8,18,186.92
2009,8,19,1215.95
2009,8,20,3148.74
2009,8,21,2611.96
2009,8,22,8172.77
2009,8,23,6089.52
2009,8,24,3714.14
2009,8,25,1854.38
2009,8,26,1036.66
2009,8,27,850.97
2009,8,28,623.73
2009,8,29,651.77
2009,8,30,513.78
2009,8,31,524.06
2009,9,1,677.99
2009,9,2,471.75
2009,9,3,436.35
2009,9,4,563.69
2009,9,5,544.68
2009,9,6,344.75
2009,9,7,162.53
2009,9,8,262.13
2009,9,9,225.55
2009,9,10,101.78
2009,9,11,229.15
