Year,Month,Day,Sediment(mg/L)
2002,2,18,14.6660
2002,2,18,15.9070
2002,2,19,14.9330
2002,2,20,14.5860
2002,2,21,97.4350
2002,2,22,75.9310
2002,2,23,39.9780
2002,2,24,28.3060
2002,2,25,25.7410
2002,2,25,41.2490
2002,2,26,28.6470
2002,2,27,39.7890
2002,2,28,39.5800
2002,3,1,20.7770
2002,3,2,15.5750
2002,3,3,90.4960
2002,3,3,204.9500
2002,3,3,107.5600
2002,3,4,296.8600
2002,3,4,383.0200
2002,3,5,339.4600
2002,3,5,265.6100
2002,3,6,242.1300
2002,3,6,229.1000
2002,3,6,184.7800
2002,3,7,155.7400
2002,3,7,124.7400
2002,3,8,93.0610
2002,3,9,55.4910
2002,3,9,195.8700
2002,3,10,220.3300
2002,3,10,197.8500
2002,3,10,207.9600
2002,3,11,222.2100
2002,3,11,372.2400
2002,3,11,231.3100
2002,3,12,162.4800
2002,3,12,349.7300
2002,3,12,267.5100
2002,3,13,137.3800
2002,3,13,133.6000
2002,3,13,114.6700
2002,3,14,94.7590
2002,3,14,92.3070
2002,3,15,82.2960
2002,3,16,57.4650
2002,3,17,64.3000
2002,3,18,37.9420
2002,3,18,40.1050
2002,3,19,39.7850
2002,3,20,35.1910
2002,3,21,34.7310
2002,3,22,36.9840
2002,3,23,54.0020
2002,3,24,23.4720
2002,3,25,45.9030
2002,3,26,25.5340
2002,4,2,220.1300
2002,4,2,185.4100
2002,4,2,181.3700
2002,4,3,172.8400
2002,4,3,168.4000
2002,4,3,194.7800
2002,4,4,196.7900
2002,4,4,169.4100
2002,4,4,143.1100
2002,4,5,131.9000
2002,4,5,128.2500
2002,4,5,115.8500
2002,4,6,84.8570
2002,4,6,88.1360
2002,4,6,112.3600
2002,4,7,168.7500
2002,4,8,60.3250
2002,4,8,91.2830
2002,4,8,132.2100
2002,4,9,275.0200
2002,4,9,276.5700
2002,4,9,328.2300
2002,4,10,353.4200
2002,4,10,269.7100
2002,4,10,284.0800
2002,4,11,326.1900
2002,4,11,280.8500
2002,4,11,252.5100
2002,4,12,233.7200
2002,4,12,214.3800
2002,4,12,170.5200
2002,4,13,334.7200
2002,4,13,224.3600
2002,4,13,346.2000
2002,4,14,425.6900
2002,4,14,410.0400
2002,4,14,345.8600
2002,4,15,380.3400
2002,4,15,412.0000
2002,4,15,335.2900
2002,4,16,284.8200
2002,4,16,266.8400
2002,4,16,235.7400
2002,4,17,215.6600
2002,4,17,200.0800
2002,4,17,172.2300
2002,4,18,141.1300
2002,4,18,136.0000
2002,4,18,128.5000
2002,4,19,88.4750
2002,4,19,82.4450
2002,4,20,65.5420
2002,4,21,59.1000
2002,4,22,45.7260
2002,4,22,45.4720
2002,4,23,36.3350
2002,4,24,33.7920
2002,4,25,35.7190
2002,4,26,42.5640
2002,4,27,42.3250
2002,4,28,56.0980
2002,4,29,32.4270
2002,4,29,41.9420
2002,4,30,40.1000
2002,5,1,51.0770
2002,5,2,33.7970
2002,5,3,237.4200
2002,5,3,190.7300
2002,5,4,106.8200
2002,5,4,88.4440
2002,5,4,90.3190
2002,5,5,73.1860
2002,5,5,74.5860
2002,5,5,83.5020
2002,5,6,106.0300
2002,5,6,77.9660
2002,5,7,50.8040
2002,5,8,64.1700
2002,5,9,63.0520
2002,5,10,59.9250
2002,5,11,48.1970
2002,5,12,119.9500
2002,5,13,124.5000
2002,5,13,239.2400
2002,5,13,406.5400
2002,5,14,369.3600
2002,5,14,351.1200
2002,5,14,347.5300
2002,5,15,345.6300
2002,5,15,332.2300
2002,5,15,309.2000
2002,5,16,281.4500
2002,5,16,262.6000
2002,5,16,221.7300
2002,5,20,107.7300
2002,5,20,91.1600
2002,5,21,84.6080
2002,5,21,64.1840
2002,5,21,54.5580
2002,5,22,46.8790
2002,5,23,46.7060
2002,5,24,33.2980
2002,5,25,32.0950
2002,5,27,37.3210
2002,5,28,39.5140
2002,5,28,43.6000
2002,5,29,61.2000
2002,5,30,17.2000
2002,6,3,30.1000
2002,6,4,29.5910
2002,6,5,43.8050
2002,6,6,137.0400
2002,6,7,84.4920
2002,6,8,48.1520
2002,6,9,38.2730
2002,6,10,28.2150
2002,6,10,35.7540
2002,6,11,42.2000
2002,6,12,35.6790
2002,6,13,75.2270
2002,6,14,66.8130
2002,6,15,53.7130
2002,6,16,24.6240
2002,6,17,22.4350
2002,6,17,31.3500
2002,6,18,34.1940
2002,6,19,49.3760
2002,6,20,35.1850
2002,6,21,53.6650
2002,6,22,33.4040
2002,6,23,38.5550
2002,6,24,28.5060
2002,6,24,50.1100
2002,6,25,39.3780
2002,6,26,37.0940
2002,6,27,31.5350
2002,6,28,34.1310
2002,6,29,48.0530
2002,6,30,57.5460
2002,7,1,39.3780
2002,7,1,87.9840
2002,7,2,59.7870
2002,7,3,48.4270
2002,7,4,36.3030
2002,7,5,48.1970
2002,7,6,29.8630
2002,7,7,17.7490
2002,7,8,22.1690
2002,7,8,38.3640
2002,7,9,40.2250
2002,7,10,50.8450
2002,7,11,48.4880
2002,7,12,23.1870
2002,7,13,27.2630
2002,7,14,4.0000
2002,7,15,18.2780
2002,7,15,20.9110
2002,7,16,23.1180
2002,7,17,30.1680
2002,7,18,27.5740
2002,7,19,16.6450
2002,7,20,16.9810
2002,7,21,20.0880
2002,7,22,34.5960
2002,7,22,37.8780
2002,7,23,27.3720
2002,7,24,24.0030
2002,7,25,31.6900
2002,7,26,24.6650
2002,7,27,35.6380
2002,7,28,31.4540
2002,7,29,24.0470
2002,7,29,25.1840
2002,7,30,24.7730
2002,7,31,25.8290
2002,8,1,36.4730
2002,8,2,30.0430
2002,8,3,33.3960
2002,8,4,44.1760
2002,8,5,29.2870
2002,8,5,47.8720
2002,8,6,44.6110
2002,8,7,48.1050
2002,8,8,21.2020
2002,8,9,30.6000
2002,8,10,33.2210
2002,8,11,32.7090
2002,8,12,27.0980
2002,8,12,36.3370
2002,8,13,26.0360
2002,8,14,36.0090
2002,8,15,30.2040
2002,8,16,36.4010
2002,8,17,31.1630
2002,8,18,28.3180
2002,8,19,28.0460
2002,8,19,33.3050
2002,8,20,32.2270
2002,8,21,24.7490
2002,8,22,36.6950
2002,8,23,35.8840
2002,8,24,33.7680
2002,8,25,43.1790
2002,8,26,37.9000
2002,8,27,42.7540
2002,8,29,16.2790
2002,9,2,20.8240
2002,9,2,25.6130
2002,9,3,35.3190
2002,9,4,27.7480
2002,9,5,18.7020
2002,9,6,32.7370
2002,9,7,27.4620
2002,9,8,23.7720
2002,9,9,16.2030
2002,9,9,13.3470
2002,9,10,13.6510
2002,9,11,22.3410
2002,9,12,23.4060
2002,9,13,21.5650
2002,9,14,27.4060
2002,9,15,27.2720
2002,9,16,24.7380
2002,9,16,27.0810
2002,9,17,21.6820
2002,9,18,24.1470
2002,9,19,23.6350
2002,9,20,25.3820
2002,9,21,27.0330
2002,9,22,26.0440
2002,9,23,23.8260
2002,9,23,25.0940
2002,9,24,18.9730
2002,9,25,29.2260
2002,9,26,24.2630
2002,9,30,27.2910
2002,10,1,29.3990
2002,10,2,28.3140
2002,10,3,33.2140
2002,10,4,27.5600
2002,10,5,29.6780
2002,10,6,30.5440
2002,10,7,28.1090
2002,10,7,29.9040
2002,10,8,27.7750
2002,10,9,38.8790
2002,10,10,33.5540
2002,10,11,31.4950
2002,10,12,29.2620
2002,10,13,29.9310
2002,10,14,26.6630
2002,10,14,27.8850
2002,10,15,28.5030
2002,10,17,23.6790
2002,10,18,22.1560
2002,10,19,23.9160
2002,10,20,17.0530
2002,10,21,20.2830
2002,10,21,-999.0000
2002,10,22,-999.0000
2002,10,23,-999.0000
2002,10,24,-999.0000
2002,10,25,-999.0000
2002,10,26,-999.0000
2002,10,27,-999.0000
2002,10,28,-999.0000
2002,10,28,23.0240
2002,10,31,11.3440
2002,11,1,10.0740
2002,11,2,10.7230
2002,11,3,8.6637
2002,11,4,9.3730
2002,11,4,7.1267
2002,11,5,6.8221
2002,11,6,6.9823
2002,11,7,5.9061
2002,11,8,16.1930
2002,11,9,11.4250
2002,11,10,16.7120
2002,11,11,18.6410
2002,11,11,21.8270
2002,11,12,19.3010
2002,11,13,22.2380
2002,11,14,23.6620
2002,11,15,18.8990
2002,11,16,10.7420
2002,11,17,12.2160
2002,11,18,12.3000
2002,11,18,13.3970
2002,11,19,11.5530
2002,11,20,10.5990
2002,11,21,10.3020
2002,11,22,11.0790
2002,11,23,6.9484
2002,11,24,6.5855
2002,11,25,8.5512
2002,11,25,8.0927
2002,11,26,8.7044
2002,11,27,9.1105
2002,11,28,8.3224
2002,11,29,17.4800
2002,11,30,10.1080
2002,12,1,8.1901
2002,12,2,8.4131
2002,12,2,9.2405
2002,12,3,9.8326
2002,12,4,9.6182
2002,12,5,8.6525
2002,12,6,-999.0000
2002,12,7,7.6264
2002,12,8,8.2706
2002,12,9,7.6072
2002,12,9,8.1200
2002,12,10,7.5970
2002,12,11,7.0376
2002,12,12,6.3589
2002,12,13,6.4958
2002,12,14,6.5261
2002,12,15,7.1095
2002,12,16,6.0224
2002,12,16,4.8903
2002,12,17,6.5217
2002,12,18,4.5547
2002,12,19,9.5342
2002,12,20,14.8660
2002,12,21,206.1900
2002,12,22,97.0740
2002,12,23,135.6300
2002,12,24,118.8600
2002,12,25,53.8570
2002,12,26,66.5460
2002,12,27,41.8890
2002,12,28,38.8880
2002,12,29,51.7870
2002,12,30,31.0400
2002,12,31,26.5300
2003,1,1,114.9500
2003,1,2,188.2200
2003,1,3,228.3800
2003,1,4,236.6100
2003,1,5,79.3460
2003,1,6,48.3870
2003,1,6,43.8000
2003,1,7,47.1000
2003,1,8,40.9000
2003,1,9,29.7000
2003,1,10,34.0000
2003,1,11,31.4000
2003,1,12,24.2000
2003,1,13,18.9700
2003,1,13,29.3800
2003,1,14,12.8960
2003,1,15,10.9920
2003,1,16,11.5250
2003,1,17,10.4700
2003,1,18,10.8980
2003,1,19,9.5744
2003,1,20,5.5197
2003,1,21,6.2063
2003,1,21,-999.0000
2003,1,22,6.4516
2003,1,23,7.1942
2003,1,24,6.9237
2003,1,25,5.2000
2003,1,26,5.9291
2003,1,27,5.8605
2003,1,27,6.2127
2003,1,28,15.9800
2003,1,29,5.0195
2003,1,30,6.2774
2003,1,31,7.3323
2003,2,1,6.1077
2003,2,2,4.9323
2003,2,3,10.0330
2003,2,3,4.7778
2003,2,4,6.4999
2003,2,5,9.9913
2003,2,6,22.0090
2003,2,7,11.8790
2003,2,8,10.9330
2003,2,9,19.4960
2003,2,10,17.0610
2003,2,10,17.9850
2003,2,11,18.1580
2003,2,12,15.3930
2003,2,13,13.2460
2003,2,14,11.7580
2003,2,15,11.6630
2003,2,16,11.2330
2003,2,17,10.1210
2003,2,17,17.9850
2003,2,18,18.1580
2003,2,19,15.3930
2003,2,20,13.2460
2003,2,21,11.7580
2003,2,22,11.6630
2003,2,23,33.9770
2003,2,23,11.2330
2003,2,23,16.2250
2003,2,24,10.1210
2003,2,24,12.9050
2003,2,24,17.2670
2003,2,25,16.8090
2003,2,25,24.8630
2003,2,25,20.0520
2003,2,26,14.7780
2003,2,27,19.1660
2003,2,28,21.3880
2003,3,1,26.6070
2003,3,2,22.1030
2003,3,3,21.2000
2003,3,3,20.4630
2003,3,4,16.2860
2003,3,5,13.5720
2003,3,6,12.1850
2003,3,7,10.4630
2003,3,8,15.9280
2003,3,9,9.8193
2003,3,10,35.9400
2003,3,11,40.5360
2003,3,12,93.4420
2003,3,13,79.1080
2003,3,14,115.9900
2003,3,14,188.6700
2003,3,14,204.8300
2003,3,15,173.4800
2003,3,15,255.0500
2003,3,15,266.2000
2003,3,16,355.9500
2003,3,16,498.4200
2003,3,17,197.7900
2003,3,17,164.2200
2003,3,18,144.1500
2003,3,18,135.6700
2003,3,18,111.0400
2003,3,19,108.4400
2003,3,19,105.4600
2003,3,20,62.4890
2003,3,21,70.6950
2003,3,22,57.9850
2003,3,23,55.8330
2003,3,24,60.0340
2003,3,24,70.2860
2003,3,25,55.2340
2003,3,26,54.3030
2003,3,27,33.3930
2003,3,28,77.1020
2003,3,29,30.5810
2003,3,30,36.5560
2003,3,31,30.1700
2003,3,31,48.8800
2003,4,1,66.6660
2003,4,2,55.2180
2003,4,3,46.7850
2003,4,4,34.4180
2003,4,4,47.4290
2003,4,5,336.9900
2003,4,5,339.9800
2003,4,5,369.0600
2003,4,6,372.3100
2003,4,6,481.2100
2003,4,6,453.5400
2003,4,7,380.5600
2003,4,7,321.6400
2003,4,7,275.9500
2003,4,8,225.5200
2003,4,8,192.5800
2003,4,8,184.1700
2003,4,9,143.4900
2003,4,9,141.7600
2003,4,9,120.1300
2003,4,10,107.1100
2003,4,10,119.1400
2003,4,12,62.0690
2003,4,13,44.2230
2003,4,14,40.4580
2003,4,14,50.3860
2003,4,15,130.5900
2003,4,16,43.3800
2003,4,17,74.9030
2003,4,18,25.6240
2003,4,19,25.0500
2003,4,20,57.8730
2003,4,21,30.1390
2003,4,22,20.2980
2003,4,22,20.6420
2003,4,23,23.8430
2003,4,24,29.2770
2003,4,25,25.2660
2003,4,26,22.9870
2003,4,27,26.0120
2003,4,28,31.2000
2003,4,28,25.8060
2003,4,29,18.7580
2003,4,30,18.6410
2003,5,1,21.3940
2003,5,2,23.0890
2003,5,3,96.5510
2003,5,4,36.3480
2003,5,5,34.2950
2003,5,5,205.2800
2003,5,5,286.6600
2003,5,6,408.7400
2003,5,6,461.5400
2003,5,6,488.6200
2003,5,7,456.3100
2003,5,7,338.4700
2003,5,7,280.2500
2003,5,8,233.2500
2003,5,8,218.3400
2003,5,8,175.3400
2003,5,9,147.6300
2003,5,9,242.4300
2003,5,9,275.2600
2003,5,10,384.3500
2003,5,10,242.4300
2003,5,10,275.2600
2003,5,11,384.3500
2003,5,12,413.2600
2003,5,13,355.6300
2003,5,13,267.8000
2003,5,14,231.9900
2003,5,15,168.9700
2003,5,15,144.4400
2003,5,18,-999.0000
2003,5,18,74.9260
2003,5,19,49.5500
2003,5,19,45.6040
2003,5,20,50.9690
2003,5,21,62.2670
2003,5,22,39.1330
2003,5,23,29.8400
2003,5,24,28.8960
2003,5,25,21.0760
2003,5,26,28.2870
2003,5,27,29.7910
2003,5,27,25.0380
2003,5,28,26.6390
2003,5,29,30.4600
2003,5,30,32.1660
2003,5,31,47.4900
2003,6,1,30.7320
2003,6,2,26.7560
2003,6,2,24.5410
2003,6,3,24.5390
2003,6,4,23.3360
2003,6,5,19.2100
2003,6,6,21.7200
2003,6,7,27.3670
2003,6,8,24.1710
2003,6,9,30.3320
2003,6,9,33.8270
2003,6,10,24.5130
2003,6,11,23.7160
2003,6,12,28.9850
2003,6,13,36.5200
2003,6,14,38.5230
2003,6,15,77.5300
2003,6,16,80.6930
2003,6,16,130.7400
2003,6,17,72.4260
2003,6,18,123.5200
2003,6,18,198.2300
2003,6,18,337.5900
2003,6,19,416.6000
2003,6,19,305.9600
2003,6,19,282.3600
2003,6,20,286.4700
2003,6,20,255.3100
2003,6,20,184.6200
2003,6,21,125.0000
2003,6,21,126.1500
2003,6,22,129.1600
2003,6,23,80.4770
2003,6,23,80.6030
2003,6,24,74.9220
2003,6,25,56.3870
2003,6,26,54.5540
2003,6,27,52.8870
2003,6,28,55.3970
2003,6,29,56.5370
2003,6,30,51.3380
2003,6,30,57.8510
2003,7,1,58.0060
2003,7,2,51.9960
2003,7,3,44.7690
2003,7,4,50.7380
2003,7,5,53.9160
2003,7,6,74.4040
2003,7,7,139.4600
2003,7,7,250.3200
2003,7,7,262.6600
2003,7,8,375.7200
2003,7,8,476.3600
2003,7,8,451.6100
2003,7,9,373.0500
2003,7,9,329.6600
2003,7,9,270.6700
2003,7,10,213.7500
2003,7,10,189.3900
2003,7,11,127.3700
2003,7,12,110.4800
2003,7,13,92.8520
2003,7,14,77.9670
2003,7,14,84.1000
2003,7,15,71.1000
2003,7,16,47.4000
2003,7,17,38.9000
2003,7,18,43.9000
2003,7,19,47.4000
2003,7,20,36.5000
2003,7,21,29.2000
2003,7,21,35.6120
2003,7,22,72.3840
2003,7,22,101.2900
2003,7,23,123.9300
2003,7,23,165.0300
2003,7,23,133.6900
2003,7,24,126.1800
2003,7,24,117.8800
2003,7,25,62.8040
2003,7,26,55.1880
2003,7,27,54.9110
2003,7,28,42.1970
2003,7,28,48.5250
2003,7,29,41.9320
2003,7,30,44.9260
2003,7,31,42.6290
2003,8,1,36.1110
2003,8,2,56.9240
2003,8,2,67.2000
2003,8,3,86.7940
2003,8,3,141.8200
2003,8,3,244.6100
2003,8,4,280.8800
2003,8,4,212.0500
2003,8,4,177.9500
2003,8,5,157.9000
2003,8,5,168.8200
2003,8,5,149.3700
2003,8,6,119.4200
2003,8,6,120.7500
2003,8,6,111.5800
2003,8,7,98.0110
2003,8,7,103.0400
2003,8,8,58.2240
2003,8,9,47.8930
2003,8,10,45.9750
2003,8,11,38.9580
2003,8,11,46.5000
2003,8,12,50.1000
2003,8,13,44.5000
2003,8,14,45.5000
2003,8,15,55.2000
2003,8,16,46.5000
2003,8,17,57.6000
2003,8,18,37.8000
2003,8,18,50.0420
2003,8,19,50.3810
2003,8,20,47.5320
2003,8,21,43.4310
2003,8,22,42.1220
2003,8,23,34.0220
2003,8,24,28.2280
2003,8,25,23.9810
2003,8,25,29.1770
2003,8,26,33.6030
2003,8,27,38.9200
2003,8,28,38.3450
2003,8,29,37.3840
2003,8,30,31.6550
2003,8,31,36.3060
2003,9,1,35.3420
2003,9,2,38.9960
2003,9,2,63.1920
2003,9,3,176.3800
2003,9,3,195.2100
2003,9,4,193.4200
2003,9,4,254.8700
2003,9,4,177.1400
2003,9,5,138.5500
2003,9,5,138.8700
2003,9,6,59.7640
2003,9,7,53.2790
2003,9,8,37.4520
2003,9,8,40.3030
2003,9,9,50.0370
2003,9,10,39.4610
2003,9,11,40.9420
2003,9,12,37.7100
2003,9,13,47.3140
2003,9,14,41.6220
2003,9,15,36.4750
2003,9,15,40.3020
2003,9,16,50.9170
2003,9,17,29.6130
2003,9,18,39.8050
2003,9,19,38.7660
2003,9,20,35.9640
2003,9,21,39.7070
2003,9,22,43.3250
2003,9,22,35.6840
2003,9,23,28.3900
2003,9,24,35.5360
2003,9,25,40.2980
2003,9,26,45.4120
2003,9,27,118.7300
2003,9,27,109.6800
2003,9,28,203.4300
2003,9,28,283.0600
2003,9,28,308.7300
2003,9,29,262.1500
2003,9,29,212.9800
2003,9,29,173.6400
2003,9,30,154.5800
2003,9,30,139.3100
2003,9,30,119.6800
2003,10,1,86.2440
2003,10,3,76.9760
2003,10,4,35.7460
2003,10,5,33.0020
2003,10,6,29.4430
2003,10,6,27.9280
2003,10,7,28.5600
2003,10,8,26.6900
2003,10,9,24.4700
2003,10,14,27.8940
2003,10,15,36.6740
2003,10,16,46.0810
2003,10,17,50.0400
2003,10,18,41.1640
2003,10,19,40.0460
2003,10,20,28.8800
2003,10,20,30.7820
2003,10,21,33.1300
2003,10,22,30.0750
2003,10,23,22.6070
2003,10,24,19.4380
2003,10,25,22.0960
2003,10,26,22.3590
2003,10,27,17.2170
2003,10,27,20.1880
2003,10,28,18.4640
2003,10,29,20.7680
2003,10,30,17.9330
2003,10,31,33.8560
2003,11,1,22.2590
2003,11,2,19.6070
2003,11,3,19.7000
2003,11,3,21.6620
2003,11,4,33.0530
2003,11,5,23.2400
2003,11,6,17.7390
2003,11,7,16.1170
2003,11,8,14.6320
2003,11,9,11.3810
2003,11,10,12.0000
2003,11,10,7.9331
2003,11,11,15.6650
2003,11,12,19.2780
2003,11,13,29.2840
2003,11,14,23.6550
2003,11,15,16.6660
2003,11,16,11.1000
2003,11,17,11.8000
2003,11,17,10.5340
2003,11,18,13.5860
2003,11,19,19.1320
2003,11,20,31.8730
2003,11,21,24.7130
2003,11,21,34.8870
2003,11,22,33.0560
2003,11,22,39.1920
2003,11,23,27.7200
2003,11,24,48.5000
2003,11,24,51.4470
2003,11,25,26.9770
2003,11,26,22.6770
2003,11,27,27.1470
2003,11,28,100.0000
2003,11,29,96.5430
2003,11,30,129.6100
2003,11,30,172.9200
2003,11,30,180.6300
2003,12,1,153.5100
2003,12,1,146.2100
2003,12,1,133.5200
2003,12,2,108.7000
2003,12,2,106.8200
2003,12,2,68.5030
2003,12,3,48.5390
2003,12,3,44.8780
2003,12,4,37.4200
2003,12,5,42.5150
2003,12,6,24.6030
2003,12,6,24.6030
2003,12,7,19.9180
2003,12,8,18.4480
2003,12,8,20.6940
2003,12,9,16.9260
2003,12,11,117.7000
2003,12,11,146.8700
2003,12,12,176.3900
2003,12,12,176.7100
2003,12,12,146.7300
2003,12,24,161.6100
2003,12,25,121.5800
2003,12,25,83.4570
2003,12,26,77.5400
2003,12,27,66.1330
2003,12,27,61.3770
2003,12,28,96.4820
2003,12,29,96.8260
2003,12,29,64.4750
2003,12,30,74.5110
2003,12,31,66.9240
2003,12,31,65.3620
2004,1,1,51.2630
2004,1,2,49.6580
2004,1,2,60.6000
2004,1,5,56.2690
2004,1,5,169.1100
2004,1,11,61.5550
2004,1,12,70.0000
2004,1,13,67.8860
2004,1,14,53.5640
2004,1,15,45.0900
2004,1,16,29.4890
2004,1,17,19.2160
2004,1,18,17.1160
2004,1,19,11.9780
2004,1,20,10.0190
2004,1,20,10.6670
2004,1,21,7.8353
2004,1,22,7.7738
2004,1,23,5.9293
2004,1,24,6.0241
2004,1,25,4.9946
2004,1,26,4.0574
2004,1,27,4.6328
2004,1,28,3.5897
2004,2,3,22.2400
2004,2,4,4.5307
2004,2,5,2.6656
2004,2,6,2.1862
2004,2,7,1.2798
2004,2,9,3.3695
2004,2,10,3.0303
2004,2,11,5.4161
2004,2,12,5.1012
2004,2,13,3.6347
2004,2,14,4.9026
2004,2,15,4.4740
2004,2,16,4.9713
2004,2,16,2.9783
2004,2,17,3.5176
2004,2,18,4.0322
2004,2,19,6.8530
2004,2,20,9.3023
2004,2,21,19.6610
2004,2,22,44.8390
2004,2,23,45.7800
2004,2,23,78.5040
2004,2,23,81.0330
2004,2,24,66.7370
2004,2,24,57.8760
2004,2,25,51.9600
2004,2,26,44.4920
2004,2,27,32.0530
2004,2,28,26.6170
2004,2,29,27.5490
2004,3,1,28.5810
2004,3,1,27.1580
2004,3,2,101.8300
2004,3,2,154.5100
2004,3,3,169.0200
2004,3,3,160.7200
2004,3,3,179.8100
2004,3,4,164.4800
2004,3,4,132.5000
2004,3,5,233.4700
2004,3,5,226.1200
2004,3,6,220.9000
2004,3,6,256.2700
2004,3,6,264.8300
2004,3,7,246.8000
2004,3,7,216.1900
2004,3,7,199.9300
2004,3,8,195.1400
2004,3,8,189.4900
2004,3,9,132.4400
2004,3,10,71.1550
2004,3,11,63.2610
2004,3,12,60.1960
2004,3,13,35.1380
2004,3,14,79.4550
2004,3,15,33.0130
2004,3,15,27.2870
2004,3,16,73.0760
2004,3,17,19.9730
2004,3,18,17.8630
2004,3,19,16.4240
2004,3,20,16.7060
2004,3,21,23.7640
2004,3,22,25.2260
2004,3,22,28.6080
2004,3,23,68.3290
2004,3,24,35.0130
2004,3,25,45.4450
2004,3,26,61.3340
2004,3,27,47.6000
2004,3,28,43.5090
2004,3,29,52.7370
2004,3,29,68.6440
2004,3,30,61.4010
2004,3,31,42.2960
2004,4,1,34.9600
2004,4,2,52.9070
2004,4,3,38.3900
2004,4,4,45.3660
2004,4,5,29.8730
2004,4,5,25.1900
2004,4,6,34.1770
2004,4,7,27.3430
2004,4,9,38.3320
2004,4,10,36.6450
2004,4,11,46.9280
2004,4,12,108.0100
2004,4,12,66.5740
2004,4,13,40.2170
2004,4,14,37.0320
2004,4,15,42.1200
2004,4,16,46.5900
2004,4,17,32.4750
2004,4,18,55.1020
2004,4,19,50.7550
2004,4,19,64.5510
2004,4,20,37.7960
2004,4,21,39.0750
2004,4,22,26.2250
2004,4,23,28.2380
2004,4,24,28.3450
2004,4,25,28.4800
2004,4,26,26.3460
2004,4,26,21.0990
2004,4,27,21.8350
2004,4,28,50.1520
2004,4,29,38.8540
2004,4,30,27.9330
2004,5,1,20.5880
2004,5,18,-999.0000
2004,5,19,-999.0000
2004,5,20,-999.0000
2004,5,21,-999.0000
2004,5,22,-999.0000
2004,5,23,-999.0000
2004,5,23,-999.0000
2004,5,23,-999.0000
2004,5,24,504.2100
2004,5,25,499.6300
2004,5,25,542.4500
2004,5,25,472.9200
2004,5,26,391.3100
2004,5,26,339.9000
2004,5,26,284.1400
2004,5,27,208.1300
2004,5,27,151.9900
2004,5,27,143.0600
2004,5,28,110.8100
2004,5,28,101.9800
2004,5,28,95.3130
2004,5,29,78.8140
2004,5,29,100.1400
2004,5,29,80.8750
2004,5,30,79.8720
2004,5,30,76.1560
2004,5,30,116.7200
2004,5,31,146.3100
2004,5,31,223.2700
2004,5,31,368.0400
2004,6,1,745.8000
2004,6,1,573.8000
2004,6,2,455.5300
2004,6,2,403.1700
2004,6,2,341.5500
2004,6,3,284.5000
2004,6,3,258.9700
2004,6,3,246.3000
2004,6,4,220.2200
2004,6,4,198.0300
2004,6,5,117.2500
2004,6,6,76.8370
2004,6,7,72.6010
2004,6,7,70.8030
2004,6,8,63.4710
2004,6,9,60.9010
2004,6,10,72.6010
2004,6,10,81.9670
2004,6,10,71.3280
2004,6,11,67.0020
2004,6,11,111.8000
2004,6,11,97.0660
2004,6,12,127.7300
2004,6,12,201.6800
2004,6,12,217.3000
2004,6,13,356.8200
2004,6,13,396.0900
2004,6,13,547.8700
2004,6,14,352.7300
2004,6,14,344.5000
2004,6,14,323.1500
2004,6,15,280.8000
2004,6,15,269.4200
2004,6,16,153.3700
2004,6,17,139.9600
2004,6,17,250.9600
2004,6,18,115.3100
2004,6,18,106.5700
2004,6,19,101.7000
2004,6,20,85.2500
2004,6,21,65.0000
2004,6,21,54.1940
2004,6,22,-999.0000
2004,6,23,34.6300
2004,6,24,36.0770
2004,6,25,32.3200
2004,6,26,35.8230
2004,6,27,25.9010
2004,6,28,26.9050
2004,6,28,64.1530
2004,6,29,36.2360
2004,6,30,50.6240
2004,7,1,41.1000
2004,7,2,39.7630
2004,7,3,42.2170
2004,7,4,44.6400
2004,7,5,30.0550
2004,7,5,32.4150
2004,7,6,35.0600
2004,7,7,49.3190
2004,7,8,41.5730
2004,7,9,41.1790
2004,7,10,43.2680
2004,7,11,46.7290
2004,7,12,37.1680
2004,7,12,38.9720
2004,7,13,47.0070
2004,7,14,38.2740
2004,7,15,40.0960
2004,7,16,54.0350
2004,7,17,45.4740
2004,7,18,41.5090
2004,7,19,30.6310
2004,7,19,41.9490
2004,7,20,37.0130
2004,7,21,34.3320
2004,7,22,36.6880
2004,7,23,51.4470
2004,7,24,95.0830
2004,7,25,71.9940
2004,7,26,54.2790
2004,7,26,50.0410
2004,7,27,78.1900
2004,7,28,61.3830
2004,7,29,61.0940
2004,7,30,49.6680
2004,7,31,57.6680
2004,8,1,79.3020
2004,8,2,63.9680
2004,8,2,59.4300
2004,8,9,55.4730
2004,8,10,51.0340
2004,8,11,53.9050
2004,8,12,38.2310
2004,8,13,37.4760
2004,8,14,42.0580
2004,8,15,34.6100
2004,8,16,31.4210
2004,8,16,36.2000
2004,8,17,31.6550
2004,8,18,38.0060
2004,8,19,37.5450
2004,8,20,47.2380
2004,8,21,37.6670
2004,8,22,45.5620
2004,8,23,45.7450
2004,8,23,40.7570
2004,8,24,46.1530
2004,8,25,49.0250
2004,8,26,41.5220
2004,8,27,41.0270
2004,8,28,72.8160
2004,8,28,104.7000
2004,8,29,78.8370
2004,8,29,82.0420
2004,8,29,73.1530
2004,8,30,60.8940
2004,8,30,146.3900
2004,8,31,127.0700
2004,9,1,97.4560
2004,9,2,83.9040
2004,9,3,72.4630
2004,9,4,71.3120
2004,9,5,83.1270
2004,9,6,87.8760
2004,9,6,96.1950
