Year,Month,Day,Sediment(mg/L)
1988,3,10,72.2000
1988,3,12,112.0000
1988,3,14,74.0000
1988,3,15,46.7000
1988,3,16,40.9000
1988,3,17,35.3000
1988,3,18,34.1000
1988,3,19,35.8000
1988,3,20,23.2000
1988,3,21,22.2000
1988,3,22,20.7000
1988,3,23,96.8000
1988,3,24,127.4000
1988,3,24,208.2000
1988,3,25,244.1000
1988,3,25,283.5000
1988,3,25,256.8000
1988,3,25,261.9000
1988,3,28,252.2000
1988,3,29,175.8000
1988,3,30,154.8000
1988,3,31,106.7000
1988,4,1,69.6000
1988,4,2,62.9000
1988,4,3,80.2000
1988,4,4,180.4000
1988,4,4,359.5000
1988,4,5,260.0000
1988,4,5,614.1000
1988,4,6,497.7000
1988,4,6,303.3000
1988,4,7,300.5000
1988,4,7,331.6000
1988,4,8,472.6000
1988,4,8,433.8000
1988,4,9,385.2000
1988,4,9,325.1000
1988,4,10,289.8000
1988,4,10,260.0000
1988,4,11,225.1000
1988,4,11,211.9000
1988,4,11,194.0000
1988,4,12,132.9000
1988,4,13,100.5000
1988,4,14,88.6000
1988,4,15,72.2000
1988,4,16,63.1000
1988,4,17,131.4000
1988,4,18,49.1000
1988,4,18,72.0000
1988,4,19,53.1000
1988,4,20,52.3000
1988,4,21,42.1000
1988,4,22,61.5000
1988,4,23,73.3000
1988,4,24,42.7000
1988,4,25,30.0000
1988,4,25,30.5000
1988,4,26,41.4000
1988,4,27,50.8000
1988,4,28,24.1000
1988,4,29,44.3000
1988,4,30,51.4000
1988,5,1,62.1000
1988,5,2,50.9000
1988,5,2,49.1000
1988,5,3,74.0000
1988,5,4,52.3000
1988,5,5,44.3000
1988,5,6,36.4000
1988,5,7,36.5000
1988,5,8,39.7000
1988,5,9,72.6000
1988,5,9,51.7000
1988,5,10,25.3000
1988,5,11,26.1000
1988,5,12,36.2000
1988,5,13,44.8000
1988,5,14,34.4000
1988,5,15,43.1000
1988,5,16,32.3000
1988,5,16,35.8000
1988,5,17,33.4000
1988,5,18,43.6000
1988,5,19,67.1000
1988,5,20,24.6000
1988,5,21,17.7000
1988,5,22,28.6000
1988,5,23,28.1000
1988,5,23,26.5000
1988,5,24,26.1000
1988,5,25,29.5000
1988,5,26,34.7000
1988,5,27,34.6000
1988,5,28,34.0000
1988,5,29,51.5000
1988,5,30,36.0000
1988,5,31,42.9000
1988,5,31,30.8000
1988,6,1,49.6000
1988,6,2,74.6000
1988,6,3,67.6000
1988,6,4,40.9000
1988,6,5,51.6000
1988,6,6,40.6000
1988,6,6,43.9000
1988,6,7,46.9000
1988,6,8,101.0000
1988,6,9,62.7000
1988,6,10,43.7000
1988,6,11,42.5000
1988,6,12,46.3000
1988,6,13,40.3000
1988,6,13,41.9000
1988,6,14,45.8000
1988,6,15,47.8000
1988,6,16,52.2000
1988,6,17,41.6000
1988,6,18,35.0000
1988,6,19,38.9000
1988,6,20,45.1000
1988,6,20,35.2000
1988,6,21,28.8000
1988,6,22,41.2000
1988,6,23,53.7000
1988,6,24,31.8000
1988,6,25,51.6000
1988,6,26,57.9000
1988,6,27,31.1000
1988,6,27,33.7000
1988,6,28,52.0000
1988,6,29,33.0000
1988,6,30,60.7000
1988,7,1,57.8000
1988,7,2,46.4000
1988,7,3,37.6000
1988,7,4,43.4000
1988,7,5,28.9000
1988,7,5,30.9000
1988,7,6,23.5000
1988,7,7,33.0000
1988,7,8,29.2000
1988,7,9,34.7000
1988,7,10,25.6000
1988,7,11,29.7000
1988,7,11,23.1000
1988,7,12,33.0000
1988,7,13,31.8000
1988,7,14,32.5000
1988,7,15,46.7000
1988,7,16,40.1000
1988,7,17,43.7000
1988,7,18,31.7000
1988,7,18,19.5000
1988,7,19,33.2000
1988,7,20,33.6000
1988,7,21,27.8000
1988,7,22,13.8000
1988,7,23,26.1000
1988,7,24,23.3000
1988,7,25,41.8000
1988,7,26,-999.0000
1988,7,26,24.7000
1988,7,27,-999.0000
1988,7,27,38.2000
1988,7,28,-999.0000
1988,7,28,35.5000
1988,7,29,-999.0000
1988,7,29,34.1000
1988,7,30,-999.0000
1988,7,30,62.9000
1988,7,31,26.9000
1988,8,1,39.5000
1988,8,2,40.3000
1988,8,3,31.7000
1988,8,8,37.5000
1988,8,9,41.7000
1988,8,10,28.8000
1988,8,11,31.8000
1988,8,12,34.7000
1988,8,13,36.4000
1988,8,14,61.4000
1988,8,15,43.4000
1988,8,15,25.1000
1988,8,16,31.6000
1988,8,17,30.3000
1988,8,18,60.5000
1988,8,19,48.1000
1988,8,20,41.8000
1988,8,21,70.8000
1988,8,22,60.0000
1988,8,22,65.0000
1988,8,23,134.6000
1988,8,24,112.0000
1988,8,25,81.0000
1988,8,26,60.5000
1988,8,27,76.0000
1988,8,28,74.0000
1988,8,29,57.0000
1988,8,29,55.0000
1988,8,30,44.9000
1988,8,31,121.9000
1988,9,1,147.4000
1988,9,2,135.2000
1988,9,3,72.2000
1988,9,3,77.2000
1988,9,3,174.5000
1988,9,4,153.2000
1988,9,4,107.7000
1988,9,4,32.4000
1988,9,5,21.1000
1988,9,5,123.1000
1988,9,6,53.4000
1988,9,7,58.9000
1988,9,8,51.3000
1988,9,9,51.3000
1988,9,10,54.2000
1988,9,11,87.9000
1988,9,12,76.1000
1988,9,12,91.3000
1988,9,13,42.0000
1988,9,14,50.4000
1988,9,15,89.9000
1988,9,16,83.5000
1988,9,17,151.8000
1988,9,18,124.5000
1988,9,19,74.7000
1988,9,19,60.8000
1988,9,20,50.1000
1988,9,21,46.6000
1988,9,22,60.6000
1988,9,23,78.7000
1988,9,24,109.2000
1988,9,25,80.2000
1988,9,26,61.8000
1988,9,26,29.3000
1988,9,27,45.9000
1988,9,28,67.0000
1988,9,29,57.6000
1988,9,30,45.5000
1988,10,1,60.9000
1988,10,2,49.5000
1988,10,3,42.4000
1988,10,3,39.7000
1988,10,4,39.0000
1988,10,5,41.9000
1988,10,6,31.1000
1988,10,7,29.9000
1988,10,8,35.1000
1988,10,9,33.9000
1988,10,10,47.4000
1988,10,10,36.3000
1988,10,11,27.7000
1988,10,12,26.6000
1988,10,13,32.8000
1988,10,14,29.2000
1988,10,15,34.0000
1988,10,17,32.9000
1988,10,18,92.6000
1988,10,18,319.9000
1988,10,18,198.8000
1988,10,19,160.8000
1988,10,19,235.0000
1988,10,19,158.7000
1988,10,20,570.3000
1988,10,20,647.3000
1988,10,20,568.0000
1988,10,21,415.3000
1988,10,21,277.6000
1988,10,21,223.0000
1988,10,22,186.2000
1988,10,22,189.8000
1988,10,22,154.7000
1988,10,23,139.3000
1988,10,23,135.0000
1988,10,23,126.3000
1988,10,24,104.0000
1988,10,24,102.8000
1988,10,24,95.2000
1988,10,25,78.5000
1988,10,26,80.1000
1988,10,27,72.3000
1988,10,28,80.1000
1988,10,29,67.8000
1988,10,30,54.8000
1988,10,31,48.9000
1988,11,1,37.5000
1988,11,1,44.5000
1988,11,1,45.1000
1988,11,2,42.4000
1988,11,3,50.0000
1988,11,4,60.2000
1988,11,4,55.1000
1988,11,5,56.5000
1988,11,5,95.3000
1988,11,5,152.1000
1988,11,6,156.3000
1988,11,6,116.6000
1988,11,6,75.5000
1988,11,7,63.3000
1988,11,7,73.5000
1988,11,7,79.6000
1988,11,8,63.9000
1988,11,9,70.3000
1988,11,10,209.9000
1988,11,10,140.3000
1988,11,11,92.0000
1988,11,12,161.2000
1988,11,13,126.6000
1988,11,14,94.9000
1988,11,14,100.6000
1988,11,15,112.4000
1988,11,15,82.7000
1988,11,15,87.6000
1988,11,16,120.0000
1988,11,16,229.6000
1988,11,16,156.4000
1988,11,17,181.3000
1988,11,17,158.0000
1988,11,17,126.1000
1988,11,18,107.4000
1988,11,18,84.2000
1988,11,18,81.5000
1988,11,19,83.2000
1988,11,19,75.8000
1988,11,21,347.1000
1988,11,22,262.5000
1988,11,22,278.4000
1988,11,22,298.5000
1988,11,23,251.6000
1988,11,23,162.3000
1988,11,24,98.5000
1988,11,25,89.3000
1988,11,26,96.1000
1988,11,27,108.4000
1988,11,28,77.0000
1988,11,28,79.4000
1988,11,29,56.0000
1988,11,30,54.8000
1988,12,1,43.9000
1988,12,2,47.0000
1988,12,3,38.1000
1988,12,4,30.1000
1988,12,5,27.6000
1988,12,5,27.5000
1988,12,6,69.5000
1988,12,7,24.9000
1988,12,8,19.4000
1988,12,9,18.1000
1988,12,10,20.8000
1988,12,11,15.7000
1988,12,12,15.8000
1988,12,12,22.1000
1988,12,13,13.3000
1988,12,14,12.7000
1988,12,15,9.8000
1988,12,16,8.9000
1988,12,17,8.4000
1988,12,18,7.0000
1988,12,19,7.2000
1988,12,19,6.6000
1988,12,20,6.7000
1988,12,21,7.5000
1988,12,22,6.0000
1988,12,23,45.0000
1988,12,24,13.7000
1988,12,25,14.5000
1988,12,26,14.3000
1988,12,27,13.4000
1988,12,29,115.0000
1988,12,29,92.9000
1988,12,30,89.7000
1988,12,30,128.5000
1988,12,31,64.6000
1989,1,1,31.0000
1989,1,2,37.4000
1989,1,3,28.6000
1989,1,3,32.7000
1989,1,4,22.9000
1989,1,5,20.3000
1989,1,6,20.0000
1989,1,7,86.6000
1989,1,8,514.1000
1989,1,8,512.5000
1989,1,8,821.2000
1989,1,9,1041.3000
1989,1,9,884.1000
1989,1,9,642.7000
1989,1,10,527.7000
1989,1,10,242.9000
1989,1,10,395.3000
1989,1,11,399.4000
1989,1,11,369.1000
1989,1,12,297.4000
1989,1,12,209.6000
1989,1,13,124.3000
1989,1,14,96.6000
1989,1,15,63.6000
1989,1,16,67.2000
1989,1,16,71.6000
1989,1,17,61.0000
1989,1,18,50.9000
1989,1,19,50.3000
1989,1,20,36.6000
1989,1,21,31.1000
1989,1,22,25.5000
1989,1,23,22.5000
1989,1,24,20.9000
1989,1,25,34.4000
1989,1,26,111.4000
1989,1,27,123.8000
1989,1,27,211.7000
1989,1,28,196.1000
1989,1,28,523.4000
1989,1,28,323.7000
1989,1,29,165.1000
1989,1,30,138.4000
1989,1,30,132.7000
1989,1,31,125.3000
1989,2,1,131.5000
1989,2,2,64.6000
1989,2,3,52.6000
1989,2,4,-999.0000
1989,2,5,31.6000
1989,2,6,35.2000
1989,2,6,26.3000
1989,2,7,30.2000
1989,2,8,27.8000
1989,2,9,18.5000
1989,2,10,88.8000
1989,2,11,15.1000
1989,2,12,21.0000
1989,2,14,29.8000
1989,2,14,13.7000
1989,2,15,10.7000
1989,2,16,9.9000
1989,2,17,10.6000
1989,2,18,9.7000
1989,2,19,9.5000
1989,2,20,8.6000
1989,2,20,166.4000
1989,2,21,17.0000
1989,2,22,12.6000
1989,2,23,13.7000
1989,2,24,14.8000
1989,2,25,15.6000
1989,2,26,14.2000
1989,2,27,12.9000
1989,2,27,16.1000
1989,2,28,17.9000
1989,3,1,16.5000
1989,3,2,37.5000
1989,3,3,13.4000
1989,3,4,12.0000
1989,3,5,16.3000
1989,3,6,40.6000
1989,3,6,27.6000
1989,3,7,23.5000
1989,3,8,12.2000
1989,3,9,13.5000
1989,3,10,12.5000
1989,3,11,16.8000
1989,3,12,20.3000
1989,3,13,14.7000
1989,3,13,19.9000
1989,3,14,36.0000
1989,3,15,46.5000
1989,3,16,50.5000
1989,3,17,70.7000
1989,3,18,133.2000
1989,3,19,76.5000
1989,3,20,149.5000
1989,3,20,163.4000
1989,3,21,88.2000
1989,3,22,80.5000
1989,3,23,97.2000
1989,3,24,96.1000
1989,3,25,103.1000
1989,3,26,119.3000
1989,3,27,154.1000
1989,3,27,218.0000
1989,3,28,241.0000
1989,3,29,159.2000
1989,3,30,101.0000
1989,3,31,91.7000
1989,4,1,106.1000
1989,4,2,107.4000
1989,4,3,162.6000
1989,4,3,373.3000
1989,4,3,357.6000
1989,4,4,557.7000
1989,4,4,740.6000
1989,4,4,799.9000
1989,4,5,860.8000
1989,4,5,806.4000
1989,4,6,636.9000
1989,4,7,996.8000
1989,4,8,286.4000
1989,4,9,210.1000
1989,4,10,176.2000
1989,4,10,143.9000
1989,4,11,105.3000
1989,4,12,103.6000
1989,4,13,82.0000
1989,4,14,118.5000
1989,4,15,84.3000
1989,4,16,80.2000
1989,4,17,59.5000
1989,4,17,63.1000
1989,4,18,55.8000
1989,4,19,48.4000
1989,4,20,61.7000
1989,4,21,240.5000
1989,4,22,71.0000
1989,4,23,66.4000
1989,4,24,62.9000
1989,4,24,225.2000
1989,4,25,84.1000
1989,4,26,59.9000
1989,4,27,121.8000
1989,4,28,97.5000
1989,4,29,78.7000
1989,4,30,118.2000
1989,5,1,143.7000
1989,5,1,136.7000
1989,5,2,91.8000
1989,5,3,83.4000
1989,5,4,74.8000
1989,5,5,71.9000
1989,5,6,59.6000
1989,5,7,72.4000
1989,5,8,59.6000
1989,5,9,93.7000
1989,5,10,54.4000
1989,5,11,52.5000
1989,5,12,50.9000
1989,5,13,53.5000
1989,5,14,46.6000
1989,5,15,48.0000
1989,5,15,50.4000
1989,5,16,55.1000
1989,5,17,56.1000
1989,5,18,32.2000
1989,5,19,23.1000
1989,5,20,31.3000
1989,5,21,45.8000
1989,5,22,38.0000
1989,5,22,40.8000
1989,5,22,34.9000
1989,5,23,42.4000
1989,5,24,36.1000
1989,5,25,70.0000
1989,5,26,177.8000
1989,5,26,290.3000
1989,5,26,450.1000
1989,5,27,494.3000
1989,5,27,721.8000
1989,5,27,1180.8000
1989,5,28,942.2000
1989,5,28,876.0000
1989,5,28,793.1000
1989,5,29,776.6000
1989,5,29,750.7000
1989,5,29,647.9000
1989,5,30,596.3000
1989,5,30,564.0000
1989,5,30,459.9000
1989,5,31,505.0000
1989,6,1,441.4000
1989,6,2,543.5000
1989,6,3,837.4000
1989,6,4,630.9000
1989,6,5,574.7000
1989,6,5,555.5000
1989,6,6,441.0000
1989,6,7,339.8000
1989,6,8,236.5000
1989,6,9,191.9000
1989,6,10,130.3000
1989,6,11,87.9000
1989,6,12,78.6000
1989,6,12,80.2000
1989,6,13,77.2000
1989,6,14,103.2000
1989,6,19,70.9000
1989,6,20,72.1000
1989,6,21,100.0000
1989,6,22,60.1000
1989,6,23,80.2000
1989,6,24,104.2000
1989,6,25,77.7000
1989,6,26,77.6000
1989,6,26,88.7000
1989,6,27,59.8000
1989,6,28,70.2000
1989,6,29,71.9000
1989,6,30,75.8000
1989,7,1,69.0000
1989,7,2,64.5000
1989,7,3,81.8000
1989,7,3,75.6000
1989,7,4,82.5000
1989,7,5,83.3000
1989,7,6,64.8000
1989,7,7,55.7000
1989,7,8,59.3000
1989,7,9,66.0000
1989,7,10,83.6000
1989,7,10,50.6000
1989,7,11,41.9000
1989,7,12,61.1000
1989,7,13,59.6000
1989,7,14,60.7000
1989,7,15,63.0000
1989,7,16,55.8000
1989,7,17,64.8000
1989,7,17,55.9000
1989,7,18,51.4000
1989,7,19,54.0000
1989,7,20,59.4000
1989,7,21,54.0000
1989,7,22,62.8000
1989,7,24,89.4000
1989,7,24,85.5000
1989,7,25,96.9000
1989,7,26,73.0000
1989,7,27,52.6000
1989,7,28,83.9000
1989,7,29,84.3000
1989,7,30,82.2000
1989,7,31,81.6000
1989,7,31,81.8000
1989,8,1,86.1000
1989,8,2,103.3000
1989,8,3,65.2000
1989,8,4,35.4000
1989,8,5,54.3000
1989,8,6,42.4000
1989,8,7,49.4000
1989,8,7,52.8000
1989,8,8,65.1000
1989,8,9,75.6000
1989,8,10,70.9000
1989,8,11,55.4000
1989,8,12,65.2000
1989,8,13,73.6000
1989,8,14,63.1000
1989,8,14,74.5000
1989,8,15,71.3000
1989,8,16,53.0000
1989,8,17,60.7000
1989,8,18,74.8000
1989,8,19,58.7000
1989,8,20,67.1000
1989,8,21,68.3000
1989,8,22,54.9000
1989,8,22,77.9000
1989,8,23,67.6000
1989,8,24,80.9000
1989,8,25,65.9000
1989,8,26,62.5000
1989,8,27,67.2000
1989,8,28,64.7000
1989,8,28,77.3000
1989,8,29,74.6000
1989,8,30,83.3000
1989,8,31,123.5000
1989,9,1,121.5000
1989,9,2,65.9000
1989,9,3,67.1000
1989,9,4,62.6000
1989,9,4,73.5000
1989,9,5,77.0000
1989,9,6,72.9000
1989,9,7,75.0000
1989,9,8,113.8000
1989,9,9,97.5000
1989,9,10,76.9000
1989,9,11,65.5000
1989,9,11,75.7000
1989,9,12,71.2000
1989,9,13,63.0000
1989,9,14,61.8000
1989,9,15,71.5000
1989,9,16,97.6000
1989,9,17,106.5000
1989,9,18,89.9000
1989,9,18,131.2000
1989,9,19,63.5000
1989,9,20,122.5000
1989,9,21,91.1000
1989,9,22,75.3000
1989,9,23,77.3000
1989,9,24,70.1000
1989,9,25,82.4000
1989,9,25,82.4000
1989,9,26,83.7000
1989,9,27,66.4000
1989,9,28,73.1000
1989,9,29,52.9000
1989,9,30,67.8000
1989,10,1,59.5000
1989,10,2,65.0000
1989,10,2,58.8000
1989,10,3,58.2000
1989,10,4,57.6000
1989,10,5,52.7000
1989,10,6,42.5000
1989,10,7,46.8000
1989,10,8,89.1000
1989,10,9,62.0000
1989,10,9,77.6000
1989,10,10,62.0000
1989,10,10,68.6000
1989,10,11,58.1000
1989,10,12,44.6000
1989,10,13,51.5000
1989,10,14,69.0000
1989,10,15,79.7000
1989,10,16,82.7000
1989,10,16,67.7000
1989,10,17,71.0000
1989,10,18,62.0000
1989,10,19,50.6000
1989,10,20,33.8000
1989,10,21,28.1000
1989,10,22,44.5000
1989,10,23,45.2000
1989,10,23,46.8000
1989,10,24,57.4000
1989,10,25,60.6000
1989,10,26,55.7000
1989,10,27,46.5000
1989,10,28,65.0000
1989,10,29,69.3000
1989,10,30,60.5000
1989,10,30,36.6000
1989,10,31,30.9000
1989,11,1,32.7000
1989,11,2,22.0000
1989,11,3,19.3000
1989,11,4,21.6000
1989,11,5,25.4000
1989,11,6,30.6000
1989,11,6,44.6000
1989,11,7,40.7000
1989,11,8,34.7000
1989,11,9,32.5000
1989,11,10,25.8000
1989,11,11,24.8000
1989,11,12,20.8000
1989,11,13,32.0000
1989,11,13,34.4000
1989,11,14,41.7000
1989,11,15,96.9000
1989,11,16,76.6000
1989,11,17,64.0000
1989,11,18,77.3000
1989,11,19,54.9000
1989,11,20,55.7000
1989,11,20,71.1000
1989,11,21,49.1000
1989,11,22,40.6000
1989,11,23,35.3000
1989,11,24,31.3000
1989,11,25,25.5000
1989,11,26,19.6000
1989,11,27,19.5000
1989,11,27,25.4000
1989,11,28,29.9000
1989,11,29,25.7000
1989,11,30,22.8000
1989,12,1,18.1000
1989,12,2,29.2000
1989,12,3,18.6000
1989,12,4,13.7000
1989,12,4,14.9000
1989,12,5,12.8000
1989,12,6,9.3000
1989,12,7,8.9000
1989,12,8,7.9000
1989,12,9,8.2000
1989,12,10,8.1000
1989,12,11,7.5000
1989,12,11,4.5000
1989,12,12,4.6000
1989,12,13,8.7000
1989,12,14,3.4000
1989,12,15,3.9000
1989,12,16,5.0000
1989,12,17,3.4000
1989,12,18,4.8000
1989,12,18,6.1000
1989,12,19,7.9000
1989,12,20,8.3000
1989,12,21,8.4000
1989,12,22,11.1000
1989,12,23,6.1000
1989,12,24,7.5000
1989,12,25,6.3000
1989,12,26,8.1000
1989,12,27,7.8000
1989,12,28,5.3000
1989,12,29,5.9000
1989,12,30,6.0000
1989,12,31,7.3000
1990,1,1,8.2000
1990,1,2,8.3000
1990,1,2,7.3000
1990,1,3,14.3000
1990,1,4,115.2000
1990,1,4,256.6000
1990,1,5,104.2000
1990,1,6,73.9000
1990,1,7,125.8000
1990,1,8,120.9000
1990,1,8,137.5000
1990,1,9,101.0000
1990,1,10,90.0000
1990,1,11,133.1000
1990,1,12,120.0000
1990,1,13,59.9000
1990,1,14,58.3000
1990,1,15,57.9000
1990,1,16,39.1000
1990,1,17,63.7000
1990,1,18,229.8000
1990,1,19,896.4000
1990,1,20,440.7000
1990,1,20,354.1000
1990,1,21,231.5000
1990,1,21,201.1000
1990,1,22,175.9000
1990,1,22,165.4000
1990,1,23,131.3000
1990,1,24,124.6000
1990,1,25,85.7000
1990,1,26,98.4000
1990,1,27,65.0000
1990,1,28,62.4000
1990,1,29,64.7000
1990,1,30,41.6000
1990,1,30,44.0000
1990,1,31,38.0000
1990,2,1,44.7000
1990,2,2,250.5000
1990,2,3,524.9000
1990,2,3,592.4000
1990,2,4,727.1000
1990,2,4,787.9000
1990,2,4,688.3000
1990,2,5,627.8000
1990,2,5,586.6000
1990,2,6,409.7000
1990,2,7,269.2000
1990,2,8,215.1000
1990,2,9,165.0000
1990,2,10,123.7000
1990,2,11,112.7000
1990,2,12,78.7000
1990,2,12,94.3000
1990,2,13,132.7000
1990,2,14,125.4000
1990,2,15,133.0000
1990,2,15,285.1000
1990,2,16,279.5000
1990,2,16,310.5000
1990,2,16,328.3000
1990,2,17,537.3000
1990,2,17,581.2000
1990,2,18,580.8000
1990,2,18,500.5000
1990,2,18,472.0000
1990,2,19,413.7000
1990,2,19,316.4000
1990,2,20,155.8000
1990,2,21,1091.4000
1990,2,22,848.0000
1990,2,22,1523.3000
1990,2,23,2079.6000
1990,2,23,2454.1000
1990,2,23,2411.6000
1990,2,24,2004.4000
1990,2,24,1832.3000
1990,2,24,1584.3000
1990,2,25,1250.7000
1990,2,25,851.3000
1990,2,25,652.7000
1990,2,26,539.0000
1990,2,26,436.4000
1990,2,26,346.3000
1990,2,27,249.3000
1990,2,27,249.6000
1990,2,27,220.7000
1990,2,28,192.3000
1990,2,28,154.5000
1990,3,1,125.5000
1990,3,2,121.4000
1990,3,3,80.4000
1990,3,4,65.1000
1990,3,5,58.9000
1990,3,5,62.8000
1990,3,6,99.1000
1990,3,7,58.7000
1990,3,8,46.2000
1990,3,9,348.2000
1990,3,10,180.2000
1990,3,11,163.6000
1990,3,11,244.7000
1990,3,12,208.8000
1990,3,12,226.3000
1990,3,12,275.0000
1990,3,13,271.2000
1990,3,13,322.1000
1990,3,13,323.4000
1990,3,14,229.3000
1990,3,15,249.3000
1990,3,16,220.0000
1990,3,17,252.0000
1990,3,18,205.8000
1990,3,19,137.7000
1990,3,19,124.1000
1990,3,20,84.6000
1990,3,21,84.0000
1990,3,22,121.1000
1990,3,23,58.7000
1990,3,24,43.5000
1990,3,25,57.1000
1990,3,26,42.9000
1990,3,26,42.9000
1990,3,27,44.4000
1990,3,28,50.3000
1990,3,29,58.7000
1990,3,30,54.4000
1990,3,31,63.9000
1990,4,1,87.9000
1990,4,2,119.5000
1990,4,2,101.3000
1990,4,3,70.4000
1990,4,4,64.3000
1990,4,5,80.9000
1990,4,6,58.1000
1990,4,7,45.8000
1990,4,8,44.6000
1990,4,9,66.9000
1990,4,9,76.0000
1990,4,10,215.6000
1990,4,11,383.5000
1990,4,11,316.7000
1990,4,11,310.0000
1990,4,12,341.9000
1990,4,13,214.0000
1990,4,14,188.7000
1990,4,15,140.7000
1990,4,16,97.0000
1990,4,16,262.7000
1990,4,17,111.8000
1990,4,18,91.3000
1990,4,19,95.1000
1990,4,20,90.6000
1990,4,21,116.8000
1990,4,22,174.1000
1990,4,23,187.3000
1990,4,23,140.0000
1990,4,24,194.2000
1990,4,25,212.0000
1990,4,26,136.9000
1990,4,27,123.5000
1990,4,28,185.6000
1990,4,29,155.6000
1990,4,30,195.9000
1990,4,30,240.5000
1990,5,1,171.1000
1990,5,2,249.3000
1990,5,3,75.6000
1990,5,4,88.0000
1990,5,5,136.7000
1990,5,6,157.2000
1990,5,6,167.6000
1990,5,6,166.5000
1990,5,7,199.6000
1990,5,7,205.2000
1990,5,7,224.1000
1990,5,8,178.7000
1990,5,8,184.1000
1990,5,9,135.7000
1990,5,10,147.2000
1990,5,11,83.8000
1990,5,12,72.9000
1990,5,13,149.3000
1990,5,13,155.5000
1990,5,14,190.1000
1990,5,14,220.8000
1990,5,15,288.1000
1990,5,16,276.5000
1990,5,16,758.7000
1990,5,16,591.3000
1990,5,17,656.4000
1990,5,17,747.7000
1990,5,17,801.2000
1990,5,18,897.3000
1990,5,18,817.9000
1990,5,18,834.3000
1990,5,19,575.7000
1990,5,20,444.7000
1990,5,21,349.9000
1990,5,21,374.6000
1990,5,22,276.0000
1990,5,23,224.2000
1990,5,24,583.6000
1990,5,25,126.0000
1990,5,26,134.4000
1990,5,27,228.6000
1990,5,28,237.4000
1990,5,28,211.6000
1990,5,29,150.8000
1990,5,30,105.4000
1990,5,31,78.8000
1990,6,1,82.7000
1990,6,2,92.3000
1990,6,3,187.2000
1990,6,4,232.4000
1990,6,4,231.0000
1990,6,5,162.4000
1990,6,6,202.0000
1990,6,7,151.0000
1990,6,8,159.8000
1990,6,9,295.3000
1990,6,10,329.4000
1990,6,10,328.8000
1990,6,10,349.5000
1990,6,11,329.9000
1990,6,11,464.8000
1990,6,11,408.7000
1990,6,11,444.1000
1990,6,12,469.0000
1990,6,12,516.9000
1990,6,12,474.7000
1990,6,13,444.7000
1990,6,13,379.1000
1990,6,13,311.7000
1990,6,14,203.9000
1990,6,15,189.0000
1990,6,17,157.3000
1990,6,17,183.1000
1990,6,18,148.2000
1990,6,18,139.6000
1990,6,19,138.8000
1990,6,20,122.6000
1990,6,21,109.5000
1990,6,22,92.7000
1990,6,23,91.8000
1990,6,24,118.7000
1990,6,25,85.6000
1990,6,25,86.5000
1990,6,26,80.2000
1990,6,27,76.8000
1990,6,28,92.5000
1990,6,29,104.0000
1990,6,30,109.0000
1990,7,1,111.9000
1990,7,2,106.9000
1990,7,2,93.5000
1990,7,3,91.0000
1990,7,4,85.4000
1990,7,5,72.3000
1990,7,6,75.6000
1990,7,7,65.1000
1990,7,8,84.9000
1990,7,9,71.0000
1990,7,9,154.7000
1990,7,10,80.7000
1990,7,11,87.0000
1990,7,12,109.6000
1990,7,13,122.8000
1990,7,14,126.8000
1990,7,15,217.0000
1990,7,16,236.4000
1990,7,16,175.5000
1990,7,17,125.1000
1990,7,18,95.3000
1990,7,19,89.6000
1990,7,20,82.4000
1990,7,21,85.6000
1990,7,22,139.8000
1990,7,23,369.1000
1990,7,23,493.2000
1990,7,23,831.3000
1990,7,24,860.8000
1990,7,24,718.6000
1990,7,24,610.2000
1990,7,25,540.5000
1990,7,25,445.8000
1990,7,25,391.6000
1990,7,26,198.9000
1990,7,27,126.4000
1990,7,28,105.4000
1990,7,29,93.0000
1990,7,30,91.9000
1990,7,30,93.3000
1990,7,31,78.5000
1990,8,1,79.7000
1990,8,2,73.3000
1990,8,3,75.4000
1990,8,4,67.6000
1990,8,5,61.1000
1990,8,6,77.5000
1990,8,7,69.0000
1990,8,8,73.7000
1990,8,9,62.9000
1990,8,10,59.5000
1990,8,11,58.6000
1990,8,12,62.7000
1990,8,13,62.1000
1990,8,13,64.3000
1990,8,14,80.1000
1990,8,15,75.5000
1990,8,16,99.7000
1990,8,17,86.9000
1990,8,18,87.6000
1990,8,19,96.1000
1990,8,20,92.4000
1990,8,20,93.6000
1990,8,21,109.0000
1990,8,22,116.4000
1990,8,23,93.9000
1990,8,24,105.7000
1990,8,25,96.6000
1990,8,26,81.8000
1990,8,27,71.5000
1990,8,27,60.1000
1990,8,28,68.7000
1990,8,29,66.5000
1990,8,30,60.3000
1990,8,31,73.0000
1990,9,1,72.9000
1990,9,2,68.5000
1990,9,3,66.7000
1990,9,3,74.1000
1990,9,4,62.1000
1990,9,5,89.3000
1990,9,6,57.3000
1990,9,7,69.9000
1990,9,8,81.0000
1990,9,9,58.2000
1990,9,10,59.9000
1990,9,10,75.7000
1990,9,11,95.2000
1990,9,12,80.3000
1990,9,13,71.3000
1990,9,14,72.5000
1990,9,15,59.7000
1990,9,16,62.0000
1990,9,17,58.3000
1990,9,17,66.0000
1990,9,18,56.9000
1990,9,19,72.4000
1990,9,20,79.0000
1990,9,21,67.8000
1990,9,22,68.8000
1990,9,23,59.6000
1990,9,24,51.4000
1990,9,24,61.5000
