year,month,day,sediment(t)
2003,5,25,136.64
2003,5,26,160.56
2003,5,27,141.52
2003,5,28,108.84
2003,5,29,115.51
2003,5,30,118.04
2003,5,31,217.27
2003,6,1,157.89
2003,6,2,110.44
2003,6,3,95.46
2003,6,4,115.33
2003,6,5,80.37
2003,6,6,112.66
2003,6,7,134.58
2003,6,8,112.95
2003,6,9,163.25
2003,6,10,84.56
2003,6,11,106.18
2003,6,12,178.70
2003,6,13,381.52
2003,6,14,781.33
2003,6,15,2826.27
2003,6,16,3310.63
2003,6,17,1807.39
2003,6,18,9141.03
2003,6,19,15980.96
2003,6,20,8767.47
2003,6,21,3164.45
2003,6,22,2325.75
2003,6,23,928.09
2003,6,24,603.06
2003,6,25,420.76
2003,6,26,256.26
2003,6,27,201.85
2003,6,28,188.39
2003,6,29,200.57
2003,6,30,176.31
2003,7,1,163.20
2003,7,2,132.30
2003,7,3,194.96
2003,7,4,453.09
2003,7,5,460.36
2003,7,6,1947.77
2003,7,7,9843.49
2003,7,8,32427.30
2003,7,9,33657.74
2003,7,10,20909.79
2003,7,11,11592.26
2003,7,12,8676.54
2003,7,13,6179.00
2003,7,14,4381.42
2003,7,15,2852.80
2003,7,16,1033.27
2003,7,17,516.78
2003,7,18,316.84
2003,7,19,218.02
2003,7,20,126.81
2003,7,21,116.55
2003,7,22,2273.25
2003,7,23,6031.92
2003,7,24,4567.89
2003,7,25,1488.91
2003,7,26,783.12
2003,7,27,632.76
2003,7,28,500.51
2003,7,29,517.05
2003,7,30,557.27
2003,7,31,396.32
2003,8,1,256.21
2003,8,2,868.52
2003,8,3,7872.88
2003,8,4,14991.05
2003,8,5,12540.89
2003,8,6,7429.69
2003,8,7,4599.13
2003,8,8,1695.15
2003,8,9,1218.61
2003,8,10,1059.57
2003,8,11,616.78
2003,8,12,492.74
2003,8,13,342.95
2003,8,14,453.07
2003,8,15,490.23
2003,8,16,317.41
2003,8,17,246.61
2003,8,18,126.80
2003,8,19,140.52
2003,8,20,125.59
2003,8,21,86.07
2003,8,22,73.27
2003,8,23,73.00
2003,8,24,50.62
2003,8,25,36.16
2003,8,26,52.62
2003,8,27,59.89
2003,8,28,98.50
2003,8,29,203.05
2003,8,30,126.24
2003,8,31,87.85
2003,9,1,168.61
2003,9,2,1412.56
2003,9,3,10363.99
2003,9,4,12037.25
2003,9,5,6380.04
2003,9,6,1430.00
2003,9,7,975.02
2003,9,8,573.55
2003,9,9,503.14
2003,9,10,305.08
2003,9,11,201.34
2003,9,12,144.85
2003,9,13,145.85
2003,9,14,109.98
2003,9,15,96.74
2003,9,16,110.99
2003,9,17,65.28
2003,9,18,81.71
2003,9,19,90.77
2003,9,20,49.89
2003,9,21,50.52
2003,9,22,80.22
2003,9,23,116.69
2003,9,24,282.56
2003,9,25,476.20
2003,9,26,793.28
2003,9,27,3492.63
2003,9,28,16018.47
2003,9,29,11639.92
2003,9,30,4991.69
2003,10,1,2152.22
2003,10,2,1473.75
2003,10,3,1020.73
2003,10,4,351.57
2003,10,5,230.11
2003,10,6,176.86
2003,10,7,148.83
2003,10,8,122.76
2003,10,9,109.56
2003,10,10,26.43
2003,10,11,26.36
2003,10,12,49.87
2003,10,13,63.52
2003,10,14,110.56
2003,10,15,384.03
2003,10,16,956.04
2003,10,17,1285.48
2003,10,18,791.59
2003,10,19,586.87
2003,10,20,343.75
2003,10,21,324.22
2003,10,22,239.14
2003,10,23,137.72
2003,10,24,91.78
2003,10,25,94.60
2003,10,26,122.53
2003,10,27,114.85
2003,10,28,105.71
2003,10,29,126.01
2003,10,30,111.88
2003,10,31,193.00
2003,11,1,118.72
2003,11,2,113.69
2003,11,3,108.78
2003,11,4,168.20
2003,11,5,104.05
2003,11,6,69.01
2003,11,7,60.33
2003,11,8,51.19
2003,11,9,38.70
2003,11,10,32.92
2003,11,11,59.02
2003,11,12,72.16
2003,11,13,136.13
2003,11,14,78.13
2003,11,15,46.08
2003,11,16,43.18
2003,11,17,50.27
2003,11,18,59.17
2003,11,19,161.49
2003,11,20,591.09
2003,11,21,484.11
2003,11,22,644.29
2003,11,23,328.24
2003,11,24,612.54
2003,11,25,401.29
2003,11,26,429.98
2003,11,27,419.09
2003,11,28,2025.76
2003,11,29,3944.53
2003,11,30,7171.32
2003,12,1,5935.73
2003,12,2,2802.69
2003,12,3,962.20
2003,12,4,680.22
2003,12,5,531.52
2003,12,6,284.71
2003,12,7,211.49
2003,12,8,187.22
2003,12,9,163.57
2003,12,10,611.68
2003,12,11,7055.45
2003,12,12,9579.15
2003,12,13,4543.36
2003,12,14,2334.36
2003,12,15,766.19
2003,12,16,586.25
2003,12,17,470.64
2003,12,18,439.02
2003,12,19,466.79
2003,12,20,362.17
2003,12,21,223.82
2003,12,22,160.66
2003,12,23,396.12
2003,12,24,9331.21
2003,12,25,7323.91
2003,12,26,4515.03
2003,12,27,2573.69
2003,12,28,2596.55
2003,12,29,1906.08
2003,12,30,2132.87
2003,12,31,2346.44
2004,1,1,1642.98
2004,1,2,1348.77
2004,1,3,826.98
2004,1,4,1463.16
2004,1,5,4907.51
2004,1,6,9476.83
2004,1,7,6960.57
2004,1,8,4610.04
2004,1,9,3090.25
2004,1,10,1724.63
2004,1,11,692.75
2004,1,12,650.79
2004,1,13,564.70
2004,1,14,393.14
2004,1,15,286.82
2004,1,16,165.94
2004,1,17,94.03
2004,1,18,71.19
2004,1,19,43.96
2004,1,20,35.43
2004,1,21,24.92
2004,1,22,20.92
2004,1,23,14.51
2004,1,24,14.15
2004,1,25,11.00
2004,1,26,8.74
2004,1,27,9.52
2004,1,28,6.85
2004,1,29,7.89
2004,1,30,8.56
2004,1,31,8.89
2004,2,1,9.30
2004,2,2,9.45
2004,2,3,34.82
2004,2,4,6.87
2004,2,5,3.91
2004,2,6,3.64
2004,2,7,2.44
2004,2,8,11.66
2004,2,9,9.89
2004,2,10,11.86
2004,2,11,17.23
2004,2,12,13.73
2004,2,13,8.89
2004,2,14,11.27
2004,2,15,10.95
2004,2,16,9.72
2004,2,17,9.47
2004,2,18,11.84
2004,2,19,21.80
2004,2,20,31.86
2004,2,21,168.84
2004,2,22,1107.99
2004,2,23,2293.94
2004,2,24,2103.63
2004,2,25,1563.62
2004,2,26,1110.30
2004,2,27,631.28
2004,2,28,567.20
2004,2,29,521.68
2004,3,1,510.70
2004,3,2,4546.87
2004,3,3,8144.78
2004,3,4,6284.94
2004,3,5,11975.07
2004,3,6,16580.25
2004,3,7,12704.74
2004,3,8,8469.22
2004,3,9,4050.30
2004,3,10,1488.43
2004,3,11,1154.60
2004,3,12,899.84
2004,3,13,428.98
2004,3,14,730.92
2004,3,15,223.51
2004,3,16,488.08
2004,3,17,126.56
2004,3,18,109.26
2004,3,19,101.26
2004,3,20,114.03
2004,3,21,200.58
2004,3,22,291.08
2004,3,23,932.82
2004,3,24,495.98
2004,3,25,490.32
2004,3,26,651.25
2004,3,27,682.44
2004,3,28,895.23
2004,3,29,1573.93
2004,3,30,1045.54
2004,3,31,692.28
2004,4,1,521.75
2004,4,2,634.26
2004,4,3,442.38
2004,4,4,422.88
2004,4,5,238.45
2004,4,6,271.75
2004,4,7,145.83
2004,4,8,216.99
2004,4,9,177.25
2004,4,10,189.17
2004,4,11,205.51
2004,4,12,320.35
2004,4,13,168.25
2004,4,14,150.40
2004,4,15,158.70
2004,4,16,180.10
2004,4,17,129.51
2004,4,18,226.48
2004,4,19,238.38
2004,4,20,108.19
2004,4,21,160.61
2004,4,22,104.58
2004,4,23,180.32
2004,4,24,166.44
2004,4,25,189.53
2004,4,26,181.08
2004,4,27,191.78
2004,4,28,279.76
2004,4,29,238.60
2004,4,30,164.02
2004,5,1,135.50
2004,5,2,187.99
2004,5,3,0.00
2004,5,4,3883.81
2004,5,5,3355.26
2004,5,6,1472.00
2004,5,7,835.19
2004,5,8,1257.51
2004,5,9,6255.39
2004,5,10,2486.40
2004,5,11,1898.91
2004,5,12,1252.45
2004,5,13,988.19
2004,5,14,1749.50
2004,5,15,1246.36
2004,5,16,970.35
2004,5,17,702.01
2004,5,18,569.49
2004,5,19,1302.76
2004,5,20,1822.80
2004,5,21,1306.95
2004,5,22,9062.86
2004,5,23,19297.73
2004,5,24,31949.87
2004,5,25,31135.07
2004,5,26,14573.54
2004,5,27,4185.62
2004,5,28,1939.77
2004,5,29,1120.93
2004,5,30,1161.10
2004,5,31,9805.21
2004,6,1,60695.72
2004,6,2,33182.42
2004,6,3,14556.12
2004,6,4,6548.98
2004,6,5,2366.60
2004,6,6,939.94
2004,6,7,717.48
2004,6,8,493.81
2004,6,9,242.87
2004,6,10,257.91
2004,6,11,611.94
2004,6,12,6687.83
2004,6,13,37765.09
2004,6,14,38777.92
2004,6,15,33923.05
2004,6,16,18461.35
2004,6,17,19176.10
2004,6,18,7654.12
2004,6,19,4901.68
2004,6,20,2753.13
2004,6,21,1412.88
2004,6,22,1122.25
2004,6,23,471.07
2004,6,24,387.48
2004,6,25,264.10
2004,6,26,224.37
2004,6,27,122.30
2004,6,28,196.05
2004,6,29,145.39
2004,6,30,168.44
2004,7,1,128.71
2004,7,2,115.77
2004,7,3,105.35
2004,7,4,134.33
2004,7,5,101.64
2004,7,6,119.23
2004,7,7,287.18
2004,7,8,166.81
2004,7,9,178.32
2004,7,10,164.08
2004,7,11,138.33
2004,7,12,111.77
2004,7,13,161.01
2004,7,14,126.41
2004,7,15,140.28
2004,7,16,121.10
2004,7,17,120.16
2004,7,18,233.58
2004,7,19,217.53
2004,7,20,137.64
2004,7,21,94.08
2004,7,22,99.63
2004,7,23,843.32
2004,7,24,2791.53
2004,7,25,1063.88
2004,7,26,356.04
2004,7,27,453.37
2004,7,28,369.44
2004,7,29,384.14
2004,7,30,209.01
2004,7,31,334.38
2004,8,1,1480.36
2004,8,2,922.31
2004,8,3,345.59
2004,8,4,388.04
2004,8,5,298.39
2004,8,6,890.20
2004,8,7,679.53
2004,8,8,277.29
2004,8,9,214.44
2004,8,10,169.81
2004,8,11,124.23
2004,8,12,85.96
2004,8,13,75.18
2004,8,14,58.75
2004,8,15,42.51
2004,8,16,51.62
2004,8,17,45.54
2004,8,18,51.14
2004,8,19,55.57
2004,8,20,102.40
2004,8,21,240.52
2004,8,22,580.76
2004,8,23,576.70
2004,8,24,408.76
2004,8,25,250.68
2004,8,26,150.35
2004,8,27,148.56
2004,8,28,966.33
2004,8,29,715.72
2004,8,30,2439.32
2004,8,31,4818.73
2004,9,1,2129.21
2004,9,2,1412.31
2004,9,3,794.24
2004,9,4,577.50
2004,9,5,1974.78
2004,9,6,2319.27
2004,9,7,1198.40
2004,9,8,1127.12
2004,9,9,787.14
2004,9,10,336.19
2004,9,11,222.36
2004,9,12,181.79
2004,9,13,102.56
2004,9,14,111.10
2004,9,15,88.01
2004,9,16,85.20
2004,9,17,103.26
2004,9,18,70.34
2004,9,19,55.94
2004,9,20,40.13
2004,9,21,35.45
2004,9,22,31.63
2004,9,23,37.09
2004,9,24,48.18
2004,9,25,31.22
2004,9,26,57.34
2004,9,27,36.53
2004,9,28,34.67
2004,9,29,42.18
2004,9,30,62.99
2004,10,1,79.97
2004,10,2,86.01
2004,10,3,51.37
2004,10,4,29.13
2004,10,5,22.72
2004,10,6,23.39
2004,10,7,26.38
2004,10,8,40.18
2004,10,9,20.88
2004,10,10,13.58
2004,10,11,17.17
2004,10,12,23.45
2004,10,13,23.87
2004,10,14,40.33
2004,10,15,42.65
2004,10,16,54.59
2004,10,17,22.29
2004,10,18,10.80
2004,10,19,16.42
2004,10,20,72.87
2004,10,21,127.83
2004,10,22,112.17
2004,10,23,56.54
2004,10,24,54.79
2004,10,25,135.53
2004,10,26,158.09
2004,10,27,115.12
2004,10,28,85.42
2004,10,29,104.95
2004,10,30,128.84
2004,10,31,95.14
2004,11,1,74.87
2004,11,2,68.84
2004,11,3,75.02
2004,11,4,288.12
2004,11,5,455.50
2004,11,6,757.14
2004,11,7,377.00
2004,11,8,321.11
2004,11,9,218.14
2004,11,10,179.99
2004,11,11,139.15
2004,11,12,113.84
2004,11,13,68.91
2004,11,14,43.57
2004,11,15,54.19
2004,11,16,50.18
2004,11,17,29.78
2004,11,18,26.69
2004,11,19,45.35
2004,11,20,189.80
2004,11,21,1253.76
2004,11,22,1268.92
2004,11,23,698.72
2004,11,24,1088.46
2004,11,25,7201.71
2004,11,26,27205.04
2004,11,27,13281.73
2004,11,28,6074.79
2004,11,29,5088.79
2004,11,30,3046.18
2004,12,1,3813.28
2004,12,2,4648.26
2004,12,3,5778.07
2004,12,4,2974.63
2004,12,5,1462.31
2004,12,6,953.44
2004,12,7,1291.72
2004,12,8,13171.94
2004,12,9,18174.99
2004,12,10,8730.52
2004,12,11,6507.06
2004,12,12,7010.94
2004,12,13,4820.23
2004,12,14,2982.62
2004,12,15,1733.68
2004,12,16,1246.27
2004,12,17,761.09
2004,12,18,338.20
2004,12,19,128.50
2004,12,20,146.48
2004,12,21,87.25
2004,12,22,22.26
2004,12,23,7.57
2004,12,24,62.96
2004,12,25,45.69
2004,12,26,45.45
2004,12,27,50.40
2004,12,28,56.63
2004,12,29,61.99
2004,12,30,96.85
2004,12,31,293.11
2005,1,1,4909.47
2005,1,2,8576.58
2005,1,3,9700.10
2005,1,4,4681.15
2005,1,5,5925.57
2005,1,6,5947.91
2005,1,7,4821.27
2005,1,8,3686.00
2005,1,9,2730.04
2005,1,10,1700.11
2005,1,11,1256.45
2005,1,12,3864.87
2005,1,13,12730.26
2005,1,14,18548.32
2005,1,15,16156.81
2005,1,16,18457.14
2005,1,17,11300.52
2005,1,18,29000.24
2005,1,19,9852.64
2005,1,20,3267.33
2005,1,21,1376.68
2005,1,22,629.68
2005,1,23,327.11
2005,1,24,202.12
2005,1,25,106.35
2005,1,26,78.68
2005,1,27,75.03
2005,1,28,78.67
2005,1,29,49.06
2005,1,30,38.99
2005,1,31,35.33
2005,2,1,38.29
2005,2,2,29.36
2005,2,3,18.98
2005,2,4,25.72
2005,2,5,22.68
2005,2,6,18.95
2005,2,7,31.55
2005,2,8,2686.46
2005,2,9,12753.52
2005,2,10,14823.60
2005,2,11,7728.55
2005,2,12,3431.45
2005,2,13,2445.48
2005,2,14,6094.23
2005,2,15,20537.84
2005,2,16,16402.25
2005,2,17,12536.02
2005,2,18,6698.92
2005,2,19,3547.01
2005,2,20,2052.72
2005,2,21,3153.89
2005,2,22,5521.30
2005,2,23,4737.48
2005,2,24,3244.42
2005,2,25,2117.48
2005,2,26,995.40
2005,2,27,630.24
2005,2,28,493.60
2005,3,1,489.41
2005,3,2,386.18
2005,3,3,212.84
2005,3,4,161.31
2005,3,5,168.95
2005,3,6,845.17
2005,3,7,1652.61
2005,3,8,1977.39
2005,3,9,1368.72
2005,3,10,1221.05
2005,3,11,638.07
2005,3,12,655.96
2005,3,13,415.16
2005,3,14,334.66
2005,3,15,261.38
2005,3,16,159.85
2005,3,17,133.04
2005,3,18,144.69
2005,3,19,129.71
2005,3,20,166.47
2005,3,21,144.02
2005,3,22,222.44
2005,3,23,773.16
2005,3,24,272.40
2005,3,25,285.86
2005,3,26,271.67
2005,3,27,719.29
2005,3,28,1031.42
2005,3,29,602.20
2005,3,30,513.32
2005,3,31,1208.12
2005,4,1,300.44
2005,4,2,294.81
2005,4,3,1000.87
2005,4,4,1008.96
2005,4,5,673.17
2005,4,6,489.95
2005,4,7,530.16
2005,4,8,318.84
2005,4,9,207.88
2005,4,10,214.09
2005,4,11,244.39
2005,4,12,267.96
2005,4,13,389.16
2005,4,14,158.17
2005,4,15,116.84
2005,4,16,125.05
2005,4,17,112.53
2005,4,18,93.96
2005,4,19,148.15
2005,4,20,124.44
2005,4,21,121.75
2005,4,22,205.65
2005,4,23,709.85
2005,4,24,9933.24
2005,4,25,18590.50
2005,4,26,11820.70
2005,4,27,11671.44
2005,4,28,6397.11
2005,4,29,3841.76
2005,4,30,2221.29
2005,5,1,1471.74
2005,5,2,909.23
2005,5,3,551.64
2005,5,4,295.11
2005,5,5,236.77
2005,5,6,189.71
2005,5,7,190.87
2005,5,8,177.83
2005,5,9,203.93
2005,5,10,180.87
2005,5,11,268.84
2005,5,12,147.81
2005,5,13,83.51
2005,5,14,126.15
2005,5,15,142.55
2005,5,16,119.95
2005,5,17,143.06
2005,5,18,119.53
2005,5,19,115.70
2005,5,20,370.53
2005,5,21,321.36
2005,5,22,332.93
2005,5,23,289.42
2005,5,24,168.24
2005,5,25,265.64
2005,5,26,305.82
2005,5,27,492.28
2005,5,28,261.34
2005,5,29,293.67
2005,5,30,306.16
2005,5,31,234.70
2005,6,1,175.78
2005,6,2,182.95
2005,6,3,173.66
2005,6,4,185.13
2005,6,5,137.43
2005,6,6,134.52
2005,6,7,138.47
2005,6,8,87.91
2005,6,9,106.08
2005,6,10,118.69
2005,6,11,91.33
2005,6,12,92.13
2005,6,13,108.63
2005,6,14,122.68
2005,6,15,179.85
2005,6,16,149.71
2005,6,17,174.37
2005,6,18,96.60
2005,6,19,80.34
2005,6,20,82.83
2005,6,21,69.87
2005,6,22,72.87
2005,6,23,73.33
2005,6,24,29.18
2005,6,25,28.23
2005,6,26,18.31
2005,6,27,17.68
2005,6,28,35.53
2005,6,29,90.91
2005,6,30,40.70
2005,7,1,78.74
2005,7,2,68.02
2005,7,3,89.04
2005,7,4,109.15
2005,7,5,70.23
2005,7,6,57.03
2005,7,7,50.72
2005,7,8,27.81
2005,7,9,42.73
2005,7,10,33.62
2005,7,11,29.09
2005,7,12,35.84
2005,7,13,36.52
2005,7,14,41.12
2005,7,15,29.33
2005,7,16,28.03
2005,7,17,83.69
2005,7,18,163.18
2005,7,19,201.80
2005,7,20,173.70
2005,7,21,295.60
2005,7,22,217.60
2005,7,23,180.33
2005,7,24,217.47
2005,7,25,187.79
2005,7,26,72.95
2005,7,27,189.30
2005,7,28,1036.21
2005,7,29,550.66
2005,7,30,371.30
2005,7,31,197.11
2005,8,1,156.88
2005,8,2,174.24
2005,8,3,115.74
2005,8,4,63.78
2005,8,5,17.32
2005,8,6,19.43
2005,8,7,20.12
2005,8,8,23.47
2005,8,9,20.66
2005,8,10,33.37
2005,8,11,51.25
2005,8,12,40.91
2005,8,13,29.60
2005,8,14,29.16
2005,8,15,41.28
2005,8,16,75.59
2005,8,17,94.96
2005,8,18,40.26
2005,8,19,53.99
2005,8,20,42.68
2005,8,21,27.45
2005,8,22,18.51
2005,8,23,25.58
2005,8,24,23.03
2005,8,25,23.06
2005,8,26,21.02
2005,8,27,16.32
2005,8,28,16.81
2005,8,29,11.62
2005,8,30,17.58
2005,8,31,18.26
2005,9,1,28.61
2005,9,2,136.29
2005,9,3,154.67
2005,9,4,82.43
2005,9,5,63.47
2005,9,6,24.98
2005,9,7,19.93
2005,9,8,38.58
2005,9,9,26.44
2005,9,10,20.92
2005,9,11,16.77
2005,9,12,13.10
2005,9,13,14.03
2005,9,14,27.34
2005,9,15,19.46
2005,9,16,21.18
2005,9,17,19.31
2005,9,18,29.76
2005,9,19,61.71
2005,9,20,53.91
2005,9,21,20.53
2005,9,22,18.79
2005,9,23,92.54
2005,9,24,353.68
2005,9,25,200.81
2005,9,26,554.20
2005,9,27,3093.89
2005,9,28,2675.30
2005,9,29,1514.04
2005,9,30,735.41
2005,10,1,556.11
2005,10,2,298.96
2005,10,3,203.98
2005,10,4,144.31
2005,10,5,121.05
2005,10,6,146.84
2005,10,7,89.75
2005,10,8,63.54
2005,10,9,52.47
2005,10,10,28.74
2005,10,11,27.00
2005,10,12,24.80
2005,10,13,17.27
2005,10,14,20.53
2005,10,15,30.49
2005,10,16,14.34
2005,10,17,9.29
2005,10,18,14.21
2005,10,19,12.99
2005,10,20,13.16
2005,10,21,11.69
2005,10,22,14.69
2005,10,23,11.66
2005,10,24,9.72
2005,10,25,13.93
2005,10,26,101.55
2005,10,27,233.01
2005,10,28,188.95
2005,10,29,151.33
2005,10,30,60.10
2005,10,31,57.59
2005,11,1,54.66
2005,11,2,54.84
2005,11,3,56.78
2005,11,4,41.52
2005,11,5,30.88
2005,11,6,37.22
2005,11,7,17.99
2005,11,8,34.39
2005,11,9,48.76
2005,11,10,30.89
2005,11,11,17.24
2005,11,12,28.58
2005,11,13,82.75
2005,11,14,37.81
2005,11,15,64.39
2005,11,16,956.83
2005,11,17,6951.95
2005,11,18,5188.59
2005,11,19,2057.02
2005,11,20,910.87
2005,11,21,511.66
2005,11,22,321.86
2005,11,23,213.15
2005,11,24,270.52
2005,11,25,183.63
2005,11,26,102.23
2005,11,27,85.80
2005,11,28,120.00
2005,11,29,5489.56
2005,11,30,13275.84
2005,12,1,8222.35
2005,12,2,3551.61
2005,12,3,1671.56
2005,12,4,1054.45
2005,12,5,730.59
2005,12,6,560.67
2005,12,7,301.80
2005,12,8,218.21
2005,12,9,148.49
2005,12,10,80.39
2005,12,11,65.71
2005,12,12,69.37
2005,12,13,66.74
2005,12,14,62.72
2005,12,15,52.44
2005,12,16,42.77
2005,12,17,44.82
2005,12,18,35.28
2005,12,19,33.25
2005,12,20,38.26
2005,12,21,37.98
2005,12,22,22.18
2005,12,23,17.25
2005,12,24,12.73
2005,12,25,35.65
2005,12,26,153.93
2005,12,27,5938.05
2005,12,28,9086.07
2005,12,29,25185.47
2005,12,30,31146.50
2005,12,31,22630.85
2006,1,1,14840.01
2006,1,2,8493.26
2006,1,3,12562.19
2006,1,4,13626.85
2006,1,5,8000.43
2006,1,6,4775.27
2006,1,7,2999.08
2006,1,8,1703.15
2006,1,9,1087.46
2006,1,10,789.51
2006,1,11,592.37
2006,1,12,548.84
2006,1,13,565.72
2006,1,14,1053.97
2006,1,15,2210.03
2006,1,16,2348.01
2006,1,17,1260.72
2006,1,18,3561.95
2006,1,19,4350.76
2006,1,20,5560.75
2006,1,21,4799.41
2006,1,22,2757.60
2006,1,23,2073.79
2006,1,24,2138.59
2006,1,25,1368.94
2006,1,26,834.86
2006,1,27,447.54
2006,1,28,311.60
2006,1,29,463.18
2006,1,30,2346.48
2006,1,31,3740.87
2006,2,1,2353.17
2006,2,2,1272.20
2006,2,3,1627.73
2006,2,4,5774.74
2006,2,5,15361.25
2006,2,6,10811.34
2006,2,7,4773.51
2006,2,8,2387.87
2006,2,9,1534.74
2006,2,10,988.03
2006,2,11,574.85
2006,2,12,395.20
2006,2,13,420.65
2006,2,14,223.88
2006,2,15,192.02
2006,2,16,463.16
2006,2,17,9982.40
2006,2,18,18095.40
2006,2,19,16357.19
2006,2,20,8066.36
2006,2,21,4949.09
2006,2,22,3002.22
2006,2,23,1417.95
2006,2,24,905.39
2006,2,25,602.71
2006,2,26,358.76
2006,2,27,273.73
2006,2,28,201.47
2006,3,1,212.98
2006,3,2,55.05
2006,3,3,151.78
2006,3,4,68.50
2006,3,5,30.89
2006,3,6,103.91
2006,3,7,34.45
2006,3,8,75.17
2006,3,9,248.34
2006,3,10,473.71
2006,3,11,974.23
2006,3,12,8117.87
2006,3,13,21063.41
2006,3,14,17744.57
2006,3,15,13145.94
2006,3,16,9235.48
2006,3,17,6623.20
2006,3,18,3367.46
2006,3,19,2424.48
2006,3,20,1522.86
2006,3,21,1501.70
2006,3,22,531.42
2006,3,23,347.73
2006,3,24,269.36
2006,3,25,145.65
2006,3,26,115.05
2006,3,27,136.30
2006,3,28,155.08
2006,3,29,154.37
2006,3,30,139.25
2006,3,31,363.74
2006,4,1,251.90
2006,4,2,215.04
2006,4,3,806.23
2006,4,4,4187.72
2006,4,5,7641.55
2006,4,6,3223.47
2006,4,7,1487.66
2006,4,8,917.28
2006,4,9,589.89
2006,4,10,399.78
2006,4,11,358.81
2006,4,12,381.22
2006,4,13,239.33
2006,4,14,147.81
2006,4,15,150.13
2006,4,16,175.53
2006,4,17,739.27
2006,4,18,1704.90
2006,4,19,2113.36
2006,4,20,1597.62
2006,4,21,1011.14
2006,4,22,602.32
2006,4,23,458.67
2006,4,24,374.28
2006,4,25,298.06
2006,4,26,235.84
2006,4,27,165.73
2006,4,28,155.93
2006,4,29,129.03
2006,4,30,126.94
2006,5,1,111.41
2006,5,2,117.26
2006,5,3,360.22
2006,5,4,812.63
2006,5,5,402.75
2006,5,6,208.12
2006,5,7,135.58
2006,5,8,125.93
2006,5,9,341.09
2006,5,10,101.87
2006,5,11,601.90
2006,5,12,4242.67
2006,5,13,10370.42
2006,5,14,10343.38
2006,5,15,11662.34
2006,5,16,12737.22
2006,5,17,9678.64
2006,5,18,8575.88
2006,5,19,8303.02
2006,5,20,6398.27
2006,5,21,3811.11
2006,5,22,1905.22
2006,5,23,837.58
2006,5,24,488.61
2006,5,25,845.17
2006,5,26,4092.63
2006,5,27,3041.92
2006,5,28,2085.24
2006,5,29,1160.48
2006,5,30,979.29
2006,5,31,496.58
2006,6,1,544.66
2006,6,2,636.03
2006,6,3,530.78
2006,6,4,441.78
2006,6,5,801.38
2006,6,6,536.55
2006,6,7,239.43
2006,6,8,309.44
2006,6,9,648.88
2006,6,10,744.37
2006,6,11,733.18
2006,6,12,516.70
2006,6,13,328.18
2006,6,14,334.26
2006,6,15,228.73
2006,6,16,167.94
2006,6,17,177.02
2006,6,18,149.56
2006,6,19,120.00
2006,6,20,138.95
2006,6,21,315.25
2006,6,22,1582.79
2006,6,23,1654.49
2006,6,24,1463.11
2006,6,25,1019.22
2006,6,26,1253.43
2006,6,27,795.63
2006,6,28,426.23
2006,6,29,306.03
2006,6,30,268.79
2006,7,1,211.81
2006,7,2,159.48
2006,7,3,157.30
2006,7,4,308.06
2006,7,5,300.66
2006,7,6,388.13
2006,7,7,454.77
2006,7,8,251.89
2006,7,9,208.04
2006,7,10,174.18
2006,7,11,168.42
2006,7,12,210.79
2006,7,13,1127.88
2006,7,14,1480.13
2006,7,15,4391.06
2006,7,16,2493.21
2006,7,17,2079.38
2006,7,18,2127.94
2006,7,19,1405.82
2006,7,20,803.03
2006,7,21,525.95
2006,7,22,372.17
2006,7,23,209.22
2006,7,24,181.45
2006,7,25,186.05
2006,7,26,217.82
2006,7,27,217.11
2006,7,28,484.09
2006,7,29,1277.67
2006,7,30,753.99
2006,7,31,634.11
2006,8,1,620.21
2006,8,2,359.63
2006,8,3,210.09
2006,8,4,250.83
2006,8,5,236.27
2006,8,6,200.30
2006,8,7,174.29
2006,8,8,200.32
2006,8,9,72.20
2006,8,10,46.37
2006,8,11,48.94
2006,8,12,67.49
2006,8,13,34.72
2006,8,14,53.72
2006,8,15,47.91
2006,8,16,23.45
2006,8,17,31.39
2006,8,18,22.68
2006,8,19,43.75
2006,8,20,37.37
2006,8,21,24.31
2006,8,22,36.25
2006,8,23,39.09
2006,8,24,37.85
2006,8,25,32.06
2006,8,26,27.93
2006,8,27,41.51
2006,8,28,37.41
2006,8,29,187.50
2006,8,30,224.65
2006,8,31,246.10
2006,9,1,297.55
2006,9,2,277.32
2006,9,3,128.11
2006,9,4,103.35
2006,9,5,109.82
2006,9,6,82.48
2006,9,7,72.63
2006,9,8,62.35
2006,9,9,53.16
2006,9,10,63.19
2006,9,11,50.18
2006,9,12,42.87
2006,9,13,146.16
2006,9,14,214.74
2006,9,15,208.09
2006,9,16,170.85
2006,9,17,155.88
2006,9,18,138.12
2006,9,19,114.09
2006,9,20,81.92
2006,9,21,88.08
2006,9,22,69.49
2006,9,23,83.35
2006,9,24,87.62
2006,9,25,54.51
2006,9,26,41.85
2006,9,27,68.45
2006,9,28,56.80
2006,9,29,69.96
2006,9,30,72.43
2006,10,1,72.88
2006,10,2,41.87
2006,10,3,128.42
2006,10,4,158.34
2006,10,5,601.03
2006,10,6,389.85
2006,10,7,298.82
2006,10,8,236.63
2006,10,9,168.92
2006,10,10,131.66
2006,10,11,164.83
2006,10,12,140.41
2006,10,13,148.75
2006,10,14,95.29
2006,10,15,72.60
2006,10,16,61.51
2006,10,17,1196.12
