year,month,day,TN(kg)
2003,3,13,123859.15
2003,3,14,156179.34
2003,3,15,262870.25
2003,3,16,557780.14
2003,3,17,680001.50
2003,3,18,593215.14
2003,3,19,511062.12
2003,3,20,459781.54
2003,3,21,509654.88
2003,3,22,514232.15
2003,3,23,503988.57
2003,3,24,390982.48
2003,3,25,232424.79
2003,3,26,200300.76
2003,3,27,156930.73
2003,3,28,134594.85
2003,3,29,141609.36
2003,3,30,226477.02
2003,3,31,229412.16
2003,4,1,181907.76
2003,4,2,139022.30
2003,4,3,111866.83
2003,4,4,104076.38
2003,4,5,695648.21
2003,4,6,1128751.22
2003,4,7,930995.40
2003,4,8,924259.87
2003,4,9,829383.78
2003,4,10,590970.04
2003,4,11,435964.72
2003,4,12,268059.43
2003,4,13,203783.57
2003,4,14,159294.41
2003,4,15,105129.89
2003,4,16,53778.94
2003,4,17,64906.96
2003,4,18,68429.85
2003,4,19,45783.89
2003,4,20,45016.29
2003,4,21,42483.15
2003,4,22,37289.67
2003,4,23,29643.30
2003,4,24,31770.84
2003,4,25,21906.63
2003,4,26,21960.20
2003,4,27,22101.68
2003,4,28,22256.64
2003,4,29,18408.33
2003,4,30,18330.85
2003,5,1,19053.58
2003,5,2,37579.78
2003,5,3,121606.75
2003,5,4,111333.19
2003,5,5,384824.90
2003,5,6,1303549.98
2003,5,7,1029442.10
2003,5,8,740528.44
2003,5,9,835044.66
2003,5,10,1787557.54
2003,5,11,1882769.49
2003,5,12,1445558.54
2003,5,13,1222361.82
2003,5,14,927251.12
2003,5,15,655668.00
2003,5,16,494323.28
2003,5,17,326345.36
2003,5,18,260956.14
2003,5,19,166042.08
2003,5,20,139991.65
2003,5,21,112685.27
2003,5,22,94395.38
2003,5,23,81489.97
2003,5,24,78521.59
2003,5,25,52365.89
2003,5,26,44882.77
2003,5,27,41194.62
2003,5,28,34165.25
2003,5,29,30813.79
2003,5,30,27180.06
2003,5,31,34349.77
2003,6,1,46875.75
2003,6,2,36353.12
2003,6,3,27980.34
2003,6,4,32171.92
2003,6,5,26179.53
2003,6,6,34313.86
2003,6,7,33006.35
2003,6,8,32057.38
2003,6,9,27527.73
2003,6,10,17986.90
2003,6,11,23166.96
2003,6,12,32828.69
2003,6,13,88481.77
2003,6,14,215132.00
2003,6,15,449990.78
2003,6,16,404206.50
2003,6,17,404234.05
2003,6,18,608014.04
2003,6,19,621939.28
2003,6,20,396519.14
2003,6,21,269524.51
2003,6,22,172366.17
2003,6,23,115608.60
2003,6,24,81047.60
2003,6,25,76960.53
2003,6,26,48918.43
2003,6,27,36333.00
2003,6,28,31855.36
2003,6,29,36114.20
2003,6,30,30271.32
2003,7,1,22118.78
2003,7,2,19819.11
2003,7,3,32508.00
2003,7,4,66737.36
2003,7,5,62253.60
2003,7,6,186496.94
2003,7,7,404466.47
2003,7,8,663166.70
2003,7,9,822674.42
2003,7,10,702962.92
2003,7,11,521910.95
2003,7,12,397096.25
2003,7,13,309415.75
2003,7,14,237209.82
2003,7,15,184689.73
2003,7,16,93626.50
2003,7,17,57244.56
2003,7,18,27115.72
2003,7,19,14746.17
2003,7,20,11891.95
2003,7,21,12066.48
2003,7,22,100430.49
2003,7,23,169417.53
2003,7,24,148343.30
2003,7,25,87761.97
2003,7,26,52883.72
2003,7,27,43169.93
2003,7,28,46160.34
2003,7,29,51773.00
2003,7,30,51544.07
2003,7,31,31720.34
2003,8,1,23442.78
2003,8,2,55978.26
2003,8,3,222259.47
2003,8,4,312986.89
2003,8,5,338060.52
2003,8,6,255456.62
2003,8,7,158229.44
2003,8,8,94440.65
2003,8,9,75844.50
2003,8,10,65710.76
2003,8,11,45868.65
2003,8,12,35996.90
2003,8,13,25439.82
2003,8,14,33377.69
2003,8,15,28721.33
2003,8,16,23740.60
2003,8,17,13289.78
2003,8,18,7748.01
2003,8,19,6406.82
2003,8,20,6102.91
2003,8,21,4404.58
2003,8,22,3283.50
2003,8,23,3984.03
2003,8,24,1858.44
2003,8,25,2051.53
2003,8,26,2370.79
2003,8,27,2346.66
2003,8,28,4269.77
2003,8,29,10551.99
2003,8,30,8221.66
2003,8,31,5294.37
2003,9,1,11397.12
2003,9,2,51213.31
2003,9,3,184738.27
2003,9,4,189014.68
2003,9,5,141493.79
2003,9,6,74677.63
2003,9,7,55722.75
2003,9,8,46191.84
2003,9,9,32131.05
2003,9,10,22153.66
2003,9,11,14412.04
2003,9,12,12018.47
2003,9,13,8930.22
2003,9,14,7618.01
2003,9,15,7001.35
2003,9,16,6386.44
2003,9,17,5714.36
2003,9,18,5082.01
2003,9,19,6289.39
2003,9,20,3186.55
2003,9,21,2782.08
2003,9,22,4952.06
2003,9,23,9513.15
2003,9,24,17643.27
2003,9,25,25376.88
2003,9,26,41197.76
2003,9,27,123073.25
2003,9,28,330203.34
2003,9,29,278310.72
2003,9,30,167891.47
2003,10,1,103336.28
2003,10,2,80730.32
2003,10,3,55764.03
2003,10,4,39950.65
2003,10,5,26985.16
2003,10,6,24083.13
2003,10,7,22620.24
2003,10,8,19498.43
2003,10,9,18971.80
2003,10,10,14197.87
2003,10,11,11481.21
2003,10,12,13216.62
2003,10,13,13535.91
2003,10,14,16688.49
2003,10,15,49964.98
2003,10,16,126977.41
2003,10,17,105314.63
2003,10,18,107690.22
2003,10,19,84434.57
2003,10,20,62873.71
2003,10,21,55317.96
2003,10,22,43741.21
2003,10,23,34265.46
2003,10,24,25881.11
2003,10,25,22874.34
2003,10,26,29167.91
2003,10,27,32235.70
2003,10,28,30951.52
2003,10,29,35142.94
2003,10,30,33919.50
2003,10,31,29830.78
2003,11,1,26320.95
2003,11,2,28410.88
2003,11,3,25102.91
2003,11,4,23459.18
2003,11,5,19364.45
2003,11,6,17114.66
2003,11,7,15675.25
2003,11,8,13811.06
2003,11,9,13328.50
2003,11,10,12363.47
2003,11,11,14471.81
2003,11,12,14954.68
2003,11,13,17630.78
2003,11,14,12474.29
2003,11,15,10020.39
2003,11,16,14614.14
2003,11,17,16003.06
2003,11,18,14847.59
2003,11,19,28290.60
2003,11,20,62276.01
2003,11,21,60722.25
2003,11,22,99951.96
2003,11,23,63988.59
2003,11,24,62484.77
2003,11,25,87882.41
2003,11,26,110820.94
2003,11,27,84492.99
2003,11,28,167992.33
2003,11,29,349476.72
2003,11,30,374046.70
2003,12,1,318173.69
2003,12,2,215514.58
2003,12,3,146518.44
2003,12,4,128295.06
2003,12,5,92148.35
2003,12,6,81810.26
2003,12,7,73708.87
2003,12,8,65030.31
2003,12,9,65040.37
2003,12,10,105928.75
2003,12,11,417457.74
2003,12,12,444669.59
2003,12,13,313211.25
2003,12,14,212674.75
2003,12,15,114392.72
2003,12,16,98636.26
2003,12,17,89294.51
2003,12,18,89005.16
2003,12,19,92892.13
2003,12,20,81659.27
2003,12,21,61288.85
2003,12,22,49155.31
2003,12,23,78972.11
2003,12,24,381690.01
2003,12,25,486559.22
2003,12,26,405362.84
2003,12,27,287090.18
2003,12,28,213863.87
2003,12,29,174390.86
2003,12,30,195267.53
2003,12,31,247965.16
2004,1,1,220527.03
2004,1,2,162909.86
2004,1,3,109182.08
2004,1,4,160460.09
2004,1,5,309792.15
2004,1,6,486537.91
2004,1,7,420972.40
2004,1,8,313367.08
2004,1,9,227891.71
2004,1,10,154264.54
2004,1,11,75946.91
2004,1,12,53483.62
2004,1,13,46570.24
2004,1,14,43352.02
2004,1,15,34951.62
2004,1,16,33493.15
2004,1,17,29321.67
2004,1,18,24952.12
2004,1,19,22065.38
2004,1,20,20787.54
2004,1,21,19414.99
2004,1,22,16506.11
2004,1,23,15342.69
2004,1,24,14614.37
2004,1,25,13050.31
2004,1,26,12601.41
2004,1,27,11926.89
2004,1,28,10986.80
2004,1,29,10363.04
2004,1,30,9875.69
2004,1,31,9369.62
2004,2,1,9101.91
2004,2,2,8690.85
2004,2,3,8095.37
2004,2,4,7631.09
2004,2,5,7444.67
2004,2,6,8246.31
2004,2,7,9384.96
2004,2,8,11500.09
2004,2,9,15661.48
2004,2,10,20022.74
2004,2,11,16518.79
2004,2,12,15146.77
2004,2,13,14212.87
2004,2,14,11788.20
2004,2,15,11174.47
2004,2,16,11755.78
2004,2,17,13677.63
2004,2,18,13733.78
2004,2,19,15354.39
2004,2,20,16502.61
2004,2,21,39763.40
2004,2,22,120668.16
2004,2,23,158962.61
2004,2,24,159259.27
2004,2,25,142387.23
2004,2,26,108297.34
2004,2,27,93806.81
2004,2,28,95516.19
2004,2,29,93767.69
2004,3,1,88168.96
2004,3,2,252419.08
2004,3,3,365646.51
2004,3,4,361165.09
2004,3,5,528212.17
2004,3,6,619111.53
2004,3,7,462759.26
2004,3,8,331421.14
2004,3,9,231757.60
2004,3,10,154223.51
2004,3,11,124551.36
2004,3,12,98210.49
2004,3,13,75701.80
2004,3,14,57352.76
2004,3,15,45840.09
2004,3,16,40762.13
2004,3,17,37878.41
2004,3,18,33114.35
2004,3,19,34249.81
2004,3,20,41210.21
2004,3,21,47304.06
2004,3,22,63996.34
2004,3,23,75463.44
2004,3,24,73545.22
2004,3,25,65539.01
2004,3,26,68656.77
2004,3,27,88263.96
2004,3,28,137492.78
2004,3,29,163458.55
2004,3,30,118016.91
2004,3,31,102822.67
2004,4,1,92353.23
2004,4,2,78074.35
2004,4,3,72799.93
2004,4,4,54943.35
2004,4,5,47054.04
2004,4,6,43279.24
2004,4,7,30601.64
2004,4,8,27024.46
2004,4,9,24472.63
2004,4,10,26801.45
2004,4,11,21690.11
2004,4,12,18388.74
2004,4,13,17103.96
2004,4,14,16193.25
2004,4,15,14671.50
2004,4,16,14646.31
2004,4,17,14661.16
2004,4,18,15144.18
2004,4,19,14844.21
2004,4,20,9367.78
2004,4,21,12588.84
2004,4,22,12414.77
2004,4,23,20973.34
2004,4,24,20318.09
2004,4,25,21603.74
2004,4,26,24006.36
2004,4,27,25874.40
2004,4,28,15594.37
2004,4,29,14746.74
2004,4,30,13688.27
2004,5,1,13394.87
2004,5,2,21459.83
2004,5,3,43412.18
2004,5,4,64660.93
2004,5,5,59665.36
2004,5,6,46518.46
2004,5,7,39874.83
2004,5,8,57474.83
2004,5,9,140480.78
2004,5,10,103632.41
2004,5,11,107550.84
2004,5,12,106046.75
2004,5,13,109074.62
2004,5,14,159942.93
2004,5,15,145257.70
2004,5,16,129311.75
2004,5,17,110375.92
2004,5,18,74713.56
2004,5,19,98394.32
2004,5,20,159819.35
2004,5,21,122369.99
2004,5,22,373301.55
2004,5,23,629188.37
2004,5,24,910274.51
2004,5,25,780407.19
2004,5,26,464345.31
2004,5,27,220931.04
2004,5,28,164162.87
2004,5,29,111432.02
2004,5,30,114251.99
2004,5,31,525140.16
2004,6,1,1038767.98
2004,6,2,827668.15
2004,6,3,535303.44
2004,6,4,296619.98
2004,6,5,186712.06
2004,6,6,111250.50
2004,6,7,87573.19
2004,6,8,64103.33
2004,6,9,32139.38
2004,6,10,28228.33
2004,6,11,55162.59
2004,6,12,452886.08
2004,6,13,1054805.48
2004,6,14,1114012.99
2004,6,15,1119931.52
2004,6,16,818849.97
2004,6,17,655436.71
2004,6,18,523041.78
2004,6,19,347682.01
2004,6,20,201990.71
2004,6,21,192386.93
2004,6,22,95922.73
2004,6,23,73795.94
2004,6,24,54656.00
2004,6,25,40629.76
2004,6,26,31578.54
2004,6,27,22300.51
2004,6,28,20758.20
2004,6,29,18824.07
2004,6,30,15118.42
2004,7,1,12534.34
2004,7,2,11254.39
2004,7,3,8444.28
2004,7,4,9302.30
2004,7,5,9504.11
2004,7,6,10008.70
2004,7,7,17190.19
2004,7,8,10772.43
2004,7,9,10470.98
2004,7,10,9439.51
2004,7,11,6901.76
2004,7,12,7378.64
2004,7,13,8084.84
2004,7,14,6955.19
2004,7,15,7765.35
2004,7,16,4318.30
2004,7,17,5436.42
2004,7,18,11543.07
2004,7,19,12955.65
2004,7,20,6604.20
2004,7,21,5320.84
2004,7,22,4481.71
2004,7,23,30022.00
2004,7,24,71280.37
2004,7,25,44605.26
2004,7,26,18519.44
2004,7,27,15216.09
2004,7,28,14885.12
2004,7,29,14018.40
2004,7,30,9365.97
2004,7,31,14489.56
2004,8,1,55120.92
2004,8,2,41341.72
2004,8,3,16632.68
2004,8,4,18012.18
2004,8,5,14365.62
2004,8,6,32436.97
2004,8,7,26041.90
2004,8,8,12972.13
2004,8,9,10306.80
2004,8,10,8334.65
2004,8,11,5435.80
2004,8,12,5195.15
2004,8,13,4091.02
2004,8,14,2920.83
2004,8,15,2484.73
2004,8,16,2653.11
2004,8,17,2425.31
2004,8,18,2208.42
2004,8,19,2861.12
2004,8,20,3203.80
2004,8,21,11544.44
2004,8,22,29801.64
2004,8,23,28997.71
2004,8,24,20831.58
2004,8,25,12093.55
2004,8,26,7577.15
2004,8,27,6396.73
2004,8,28,28795.13
2004,8,29,29310.23
2004,8,30,80404.92
2004,8,31,120352.60
2004,9,1,62895.69
2004,9,2,43860.22
2004,9,3,32412.81
2004,9,4,20933.72
2004,9,5,55256.94
2004,9,6,65359.17
2004,9,7,37674.93
2004,9,8,28984.59
2004,9,9,25800.44
2004,9,10,11505.08
2004,9,11,8357.41
2004,9,12,7111.64
2004,9,13,4942.78
2004,9,14,5095.32
2004,9,15,4068.55
2004,9,16,3462.65
2004,9,17,3312.24
2004,9,18,3716.66
2004,9,19,2920.96
2004,9,20,2717.01
2004,9,21,2378.28
2004,9,22,1825.57
2004,9,23,1652.69
2004,9,24,2146.39
2004,9,25,1920.49
2004,9,26,1764.89
2004,9,27,1539.23
2004,9,28,1680.42
2004,9,29,2329.48
2004,9,30,2978.53
2004,10,1,4490.02
2004,10,2,4845.67
2004,10,3,2647.65
2004,10,4,2191.66
2004,10,5,1871.58
2004,10,6,1938.27
2004,10,7,2280.58
2004,10,8,1871.58
2004,10,9,1587.07
2004,10,10,1066.94
2004,10,11,1151.40
2004,10,12,1360.34
2004,10,13,1569.29
2004,10,14,2569.54
2004,10,15,2640.67
2004,10,16,3014.09
2004,10,17,2027.18
2004,10,18,1226.98
2004,10,19,2307.25
2004,10,20,7468.55
2004,10,21,9958.07
2004,10,22,7601.92
2004,10,23,4667.85
2004,10,24,4890.12
2004,10,25,11780.75
2004,10,26,12669.87
2004,10,27,6712.81
2004,10,28,5156.86
2004,10,29,4845.67
2004,10,30,5334.68
2004,10,31,5334.68
2004,11,1,5290.23
2004,11,2,5423.59
2004,11,3,5957.06
2004,11,4,16848.70
2004,11,5,29128.47
2004,11,6,50640.16
2004,11,7,38340.46
2004,11,8,35833.79
2004,11,9,28202.90
2004,11,10,23191.67
2004,11,11,17849.09
2004,11,12,16756.29
2004,11,13,15420.64
2004,11,14,14449.26
2004,11,15,19791.85
2004,11,16,17849.09
2004,11,17,8317.43
2004,11,18,7261.06
2004,11,19,8366.00
2004,11,20,35941.02
2004,11,21,118872.50
2004,11,22,103451.86
2004,11,23,65721.47
2004,11,24,55333.09
2004,11,25,213447.05
2004,11,26,362995.93
2004,11,27,301892.52
2004,11,28,250139.51
2004,11,29,253014.68
2004,11,30,194617.44
2004,12,1,212862.83
2004,12,2,272160.33
2004,12,3,228067.32
2004,12,4,164208.47
2004,12,5,115402.06
2004,12,6,92899.42
2004,12,7,107647.77
2004,12,8,343621.43
2004,12,9,402918.93
2004,12,10,279762.58
2004,12,11,241751.36
2004,12,12,250874.05
2004,12,13,208301.48
2004,12,14,164208.47
2004,12,15,125589.07
2004,12,16,106735.50
2004,12,17,83776.73
2004,12,18,56408.65
2004,12,19,35426.46
2004,12,20,37707.13
2004,12,21,29496.71
2004,12,22,19765.83
2004,12,23,16724.94
2004,12,24,17460.77
2004,12,25,16158.75
2004,12,26,18282.74
2004,12,27,19624.44
2004,12,28,24345.64
2004,12,29,26705.99
2004,12,30,35578.50
2004,12,31,63402.71
2005,1,1,264558.09
2005,1,2,357305.46
2005,1,3,409000.72
2005,1,4,627945.35
2005,1,5,717651.83
2005,1,6,719172.27
2005,1,7,638588.49
2005,1,8,547361.56
2005,1,9,459175.53
2005,1,10,345141.87
2005,1,11,273204.80
2005,1,12,512555.63
2005,1,13,945214.90
2005,1,14,1094595.59
2005,1,15,965292.73
2005,1,16,699013.28
2005,1,17,462664.29
2005,1,18,306584.77
2005,1,19,239693.55
2005,1,20,177261.74
2005,1,21,115944.79
2005,1,22,76144.51
2005,1,23,57871.22
2005,1,24,51269.05
2005,1,25,33574.52
2005,1,26,33976.81
2005,1,27,34395.37
2005,1,28,29018.64
2005,1,29,25378.29
2005,1,30,22395.16
2005,1,31,22296.58
2005,2,1,18565.66
2005,2,2,18297.03
2005,2,3,16866.27
2005,2,4,18218.42
2005,2,5,17489.73
2005,2,6,17613.26
2005,2,7,18716.14
2005,2,8,97051.17
2005,2,9,345610.99
2005,2,10,473486.50
2005,2,11,331661.44
2005,2,12,232383.29
2005,2,13,210366.89
2005,2,14,270212.41
2005,2,15,487572.93
2005,2,16,502677.67
2005,2,17,475218.28
2005,2,18,353109.16
2005,2,19,248532.13
2005,2,20,190030.62
2005,2,21,200183.80
2005,2,22,299432.83
2005,2,23,257977.00
2005,2,24,202471.51
2005,2,25,150284.62
2005,2,26,101418.89
2005,2,27,80465.49
2005,2,28,66894.50
2005,3,1,65504.38
2005,3,2,59036.41
2005,3,3,44069.32
2005,3,4,46245.80
2005,3,5,43190.13
2005,3,6,65704.77
2005,3,7,118657.99
2005,3,8,133238.57
2005,3,9,112361.64
2005,3,10,90857.59
2005,3,11,74404.67
2005,3,12,66145.64
2005,3,13,61287.42
2005,3,14,52141.66
2005,3,15,48797.22
2005,3,16,34242.06
2005,3,17,29766.98
2005,3,18,27613.85
2005,3,19,29230.32
2005,3,20,33766.93
2005,3,21,31923.14
2005,3,22,35373.27
2005,3,23,36779.84
2005,3,24,34652.26
2005,3,25,37819.74
2005,3,26,43048.52
2005,3,27,70686.99
2005,3,28,73580.14
2005,3,29,69318.82
2005,3,30,61037.87
2005,3,31,47278.53
2005,4,1,36656.56
2005,4,2,40476.99
2005,4,3,83591.28
2005,4,4,97725.75
2005,4,5,95248.50
2005,4,6,70014.25
2005,4,7,58551.04
2005,4,8,31989.41
2005,4,9,27967.13
2005,4,10,27033.60
2005,4,11,27228.25
2005,4,12,29972.86
2005,4,13,24287.82
2005,4,14,19297.14
2005,4,15,16723.83
2005,4,16,17142.78
2005,4,17,17417.36
2005,4,18,16012.71
2005,4,19,15024.54
2005,4,20,14056.18
2005,4,21,12495.45
2005,4,22,22814.33
2005,4,23,58128.99
2005,4,24,509738.28
2005,4,25,941995.97
2005,4,26,769467.12
2005,4,27,755878.96
2005,4,28,575215.83
2005,4,29,406112.20
2005,4,30,272681.55
2005,5,1,188713.32
2005,5,2,129525.16
2005,5,3,103112.61
2005,5,4,72869.84
2005,5,5,60396.92
2005,5,6,45645.73
2005,5,7,42390.93
2005,5,8,35628.38
2005,5,9,33433.54
2005,5,10,31794.83
2005,5,11,25233.74
2005,5,12,22048.89
2005,5,13,22826.81
2005,5,14,25098.94
2005,5,15,29145.00
2005,5,16,29006.17
2005,5,17,26167.35
2005,5,18,19524.76
2005,5,19,18724.05
2005,5,20,39747.40
2005,5,21,63652.60
2005,5,22,60568.16
2005,5,23,49985.36
2005,5,24,41519.71
2005,5,25,37265.51
2005,5,26,43470.44
2005,5,27,36858.00
2005,5,28,28447.44
2005,5,29,25267.16
2005,5,30,26335.93
2005,5,31,26523.07
2005,6,1,21549.99
2005,6,2,19021.80
2005,6,3,17435.66
2005,6,4,17289.73
2005,6,5,12291.23
2005,6,6,12558.53
2005,6,7,8310.44
2005,6,8,6632.27
2005,6,9,7452.93
2005,6,10,8762.27
2005,6,11,6152.15
2005,6,12,5780.95
2005,6,13,6403.94
2005,6,14,7153.07
2005,6,15,11396.25
2005,6,16,10607.84
2005,6,17,8853.25
2005,6,18,5787.57
2005,6,19,5203.21
2005,6,20,4715.42
2005,6,21,4105.54
2005,6,22,3640.28
2005,6,23,3290.36
2005,6,24,1865.86
2005,6,25,1576.47
2005,6,26,1463.20
2005,6,27,1200.75
2005,6,28,1252.59
2005,6,29,2937.84
2005,6,30,2489.99
2005,7,1,4718.94
2005,7,2,3939.45
2005,7,3,4225.71
2005,7,4,6471.92
2005,7,5,3429.66
2005,7,6,2247.95
2005,7,7,1907.80
2005,7,8,2208.27
2005,7,9,2292.91
2005,7,10,2047.00
2005,7,11,1911.77
2005,7,12,1741.37
2005,7,13,1850.16
2005,7,14,1841.27
2005,7,15,1950.69
2005,7,16,1799.58
2005,7,17,4417.80
2005,7,18,10724.69
2005,7,19,15322.96
2005,7,20,8504.17
2005,7,21,15922.64
2005,7,22,21889.39
2005,7,23,18664.61
2005,7,24,24430.12
2005,7,25,8186.92
2005,7,26,5804.86
2005,7,27,11706.41
2005,7,28,91219.51
2005,7,29,68695.81
2005,7,30,42149.20
2005,7,31,29826.06
2005,8,1,19767.07
2005,8,2,15594.80
2005,8,3,13318.48
2005,8,4,8353.84
2005,8,5,3287.39
2005,8,6,2996.27
2005,8,7,2943.24
2005,8,8,2386.08
2005,8,9,2267.17
2005,8,10,2565.93
2005,8,11,2478.84
2005,8,12,2948.77
2005,8,13,2104.78
2005,8,14,1836.41
2005,8,15,2150.33
2005,8,16,3599.68
2005,8,17,3899.76
2005,8,18,1954.64
2005,8,19,2005.16
2005,8,20,2225.74
2005,8,21,1969.45
2005,8,22,1212.23
2005,8,23,1184.53
2005,8,24,1517.44
2005,8,25,1023.38
2005,8,26,1309.89
2005,8,27,1157.25
2005,8,28,1115.86
2005,8,29,1570.56
2005,8,30,873.49
2005,8,31,1327.79
2005,9,1,1671.93
2005,9,2,8089.97
2005,9,3,8286.10
2005,9,4,3230.49
2005,9,5,2588.06
2005,9,6,1998.82
2005,9,7,1337.15
2005,9,8,2057.55
2005,9,9,1538.10
2005,9,10,1209.69
2005,9,11,1008.78
2005,9,12,855.19
2005,9,13,867.33
2005,9,14,1365.63
2005,9,15,1011.84
2005,9,16,1250.97
2005,9,17,1409.65
2005,9,18,1581.80
2005,9,19,3574.32
2005,9,20,2824.03
2005,9,21,2430.53
2005,9,22,2259.99
2005,9,23,9582.00
2005,9,24,18812.63
2005,9,25,20623.54
2005,9,26,44440.85
2005,9,27,211469.75
2005,9,28,226141.69
2005,9,29,180362.18
2005,9,30,114995.28
2005,10,1,73583.28
2005,10,2,48864.28
2005,10,3,39413.90
2005,10,4,27070.34
2005,10,5,22168.05
2005,10,6,24766.22
2005,10,7,15721.74
2005,10,8,10886.78
2005,10,9,9128.64
2005,10,10,6756.96
2005,10,11,6499.32
2005,10,12,6037.09
2005,10,13,4442.68
2005,10,14,5040.12
2005,10,15,6955.39
2005,10,16,3088.35
2005,10,17,1959.24
2005,10,18,2965.28
2005,10,19,3416.98
2005,10,20,2313.22
2005,10,21,1986.67
2005,10,22,2509.17
2005,10,23,2146.52
2005,10,24,2310.30
2005,10,25,3805.50
2005,10,26,22940.42
2005,10,27,40473.56
2005,10,28,42239.16
2005,10,29,35929.05
2005,10,30,18936.83
2005,10,31,14070.12
2005,11,1,16624.29
2005,11,2,14906.76
2005,11,3,13945.86
2005,11,4,13376.50
2005,11,5,10841.32
2005,11,6,14670.72
2005,11,7,6748.83
2005,11,8,16289.19
2005,11,9,14854.75
2005,11,10,9694.45
2005,11,11,8299.09
2005,11,12,12796.52
2005,11,13,19925.47
2005,11,14,13863.61
2005,11,15,17511.82
2005,11,16,131796.76
2005,11,17,398812.44
2005,11,18,358572.46
2005,11,19,268976.40
2005,11,20,179708.38
2005,11,21,94031.37
2005,11,22,68866.39
2005,11,23,60101.65
2005,11,24,68103.85
2005,11,25,44072.64
2005,11,26,37236.56
2005,11,27,32712.58
2005,11,28,53065.86
2005,11,29,405501.03
2005,11,30,726359.39
2005,12,1,480879.57
2005,12,2,294823.99
2005,12,3,178992.18
2005,12,4,127577.13
2005,12,5,93371.38
2005,12,6,88460.93
2005,12,7,58283.96
2005,12,8,45530.74
2005,12,9,35396.02
2005,12,10,21989.42
2005,12,11,18298.98
2005,12,12,18467.20
2005,12,13,18024.24
2005,12,14,17629.58
2005,12,15,14710.55
2005,12,16,14146.57
2005,12,17,13194.89
2005,12,18,13593.16
2005,12,19,14298.55
2005,12,20,13038.97
2005,12,21,12947.84
2005,12,22,12225.95
2005,12,23,12577.48
2005,12,24,11937.31
2005,12,25,27466.09
2005,12,26,108140.59
2005,12,27,346074.39
2005,12,28,605827.57
2005,12,29,1048212.46
2005,12,30,1172428.90
2005,12,31,985014.61
2006,1,1,784524.91
2006,1,2,575667.24
2006,1,3,1254695.24
2006,1,4,729884.29
2006,1,5,548990.78
2006,1,6,408972.47
2006,1,7,310379.15
2006,1,8,221004.87
2006,1,9,163671.60
2006,1,10,132428.87
2006,1,11,108644.08
2006,1,12,100783.01
2006,1,13,101725.60
2006,1,14,149015.97
2006,1,15,226202.67
2006,1,16,198363.96
2006,1,17,155972.24
2006,1,18,263924.79
2006,1,19,338007.07
2006,1,20,393728.46
2006,1,21,330110.02
2006,1,22,311897.40
2006,1,23,246823.42
2006,1,24,204270.55
2006,1,25,161505.61
2006,1,26,127080.99
2006,1,27,92783.57
2006,1,28,77473.08
2006,1,29,94470.28
2006,1,30,205817.10
2006,1,31,208707.38
2006,2,1,180275.23
2006,2,2,131021.83
2006,2,3,162022.10
2006,2,4,346990.88
2006,2,5,492837.20
2006,2,6,427773.99
2006,2,7,318803.03
2006,2,8,209596.56
2006,2,9,168902.81
2006,2,10,135315.42
2006,2,11,108027.74
2006,2,12,78739.32
2006,2,13,67936.91
2006,2,14,55241.14
2006,2,15,54172.97
2006,2,16,53665.06
2006,2,17,231543.53
2006,2,18,392092.44
2006,2,19,314620.94
2006,2,20,220592.85
2006,2,21,168691.55
2006,2,22,148814.49
2006,2,23,102030.14
2006,2,24,119558.00
2006,2,25,67691.40
2006,2,26,46214.09
2006,2,27,40290.24
2006,2,28,37831.58
2006,3,1,38958.22
2006,3,2,31127.91
2006,3,3,25320.50
2006,3,4,21525.13
2006,3,5,17301.54
2006,3,6,16034.87
2006,3,7,15569.27
2006,3,8,15237.47
2006,3,9,21817.47
2006,3,10,40966.86
2006,3,11,112757.21
2006,3,12,249427.18
2006,3,13,520054.01
2006,3,14,535725.35
2006,3,15,438873.14
2006,3,16,307293.82
2006,3,17,262082.61
2006,3,18,196952.11
2006,3,19,165227.43
2006,3,20,122332.66
2006,3,21,88058.50
2006,3,22,68695.75
2006,3,23,53469.24
2006,3,24,41926.48
2006,3,25,34226.52
2006,3,26,29083.61
2006,3,27,29579.65
2006,3,28,26524.43
2006,3,29,33583.95
2006,3,30,24521.31
2006,3,31,23483.75
2006,4,1,29244.95
2006,4,2,30315.46
2006,4,3,52244.39
2006,4,4,197052.74
2006,4,5,237443.26
2006,4,6,181808.21
2006,4,7,128013.23
2006,4,8,85063.66
2006,4,9,80102.04
2006,4,10,71469.57
2006,4,11,61050.69
2006,4,12,55151.35
2006,4,13,40614.01
2006,4,14,29174.70
2006,4,15,33145.41
2006,4,16,36600.29
2006,4,17,70745.10
2006,4,18,104115.42
2006,4,19,120341.23
2006,4,20,112648.29
2006,4,21,89123.93
2006,4,22,61227.28
2006,4,23,53209.64
2006,4,24,44936.61
2006,4,25,39004.61
2006,4,26,33713.02
2006,4,27,23996.82
2006,4,28,23847.65
2006,4,29,22504.97
2006,4,30,19496.43
2006,5,1,19133.69
2006,5,2,22433.35
2006,5,3,53569.75
2006,5,4,114930.32
2006,5,5,71147.66
2006,5,6,36820.91
2006,5,7,26352.13
2006,5,8,24254.25
2006,5,9,19659.88
2006,5,10,21606.57
2006,5,11,89636.31
2006,5,12,305172.23
2006,5,13,487502.81
2006,5,14,755917.72
2006,5,15,1028624.49
2006,5,16,1136927.36
2006,5,17,913301.47
2006,5,18,807208.69
2006,5,19,808040.59
