year,month,day,TN(kg)
2006,5,20,596958.56
2006,5,21,405610.24
2006,5,22,267308.29
2006,5,23,178092.98
2006,5,24,101049.35
2006,5,25,114833.96
2006,5,26,198813.23
2006,5,27,271364.00
2006,5,28,256426.16
2006,5,29,183676.35
2006,5,30,133133.14
2006,5,31,77441.73
2006,6,1,56051.93
2006,6,2,75542.79
2006,6,3,58942.80
2006,6,4,65532.54
2006,6,5,99403.02
2006,6,6,84442.37
2006,6,7,56567.88
2006,6,8,47201.72
2006,6,9,85833.30
2006,6,10,105824.19
2006,6,11,96398.16
2006,6,12,72840.88
2006,6,13,45402.21
2006,6,14,42484.27
2006,6,15,34075.31
2006,6,16,20493.69
2006,6,17,21633.48
2006,6,18,15481.18
2006,6,19,13833.31
2006,6,20,17328.66
2006,6,21,29191.30
2006,6,22,109125.30
2006,6,23,159197.01
2006,6,24,152563.60
2006,6,25,103106.31
2006,6,26,101808.83
2006,6,27,65131.60
2006,6,28,38105.84
2006,6,29,28754.02
2006,6,30,22997.16
2006,7,1,21302.72
2006,7,2,16200.25
2006,7,3,14860.94
2006,7,4,18335.99
2006,7,5,29578.36
2006,7,6,31778.63
2006,7,7,30442.36
2006,7,8,21443.05
2006,7,9,16073.65
2006,7,10,11707.18
2006,7,11,13188.83
2006,7,12,16172.75
2006,7,13,68836.45
2006,7,14,82342.08
2006,7,15,171704.42
2006,7,16,115227.05
2006,7,17,100787.46
2006,7,18,91847.19
2006,7,19,80900.77
2006,7,20,52641.29
2006,7,21,40283.44
2006,7,22,29954.32
2006,7,23,19439.53
2006,7,24,16243.96
2006,7,25,14618.52
2006,7,26,15388.67
2006,7,27,16844.00
2006,7,28,31460.14
2006,7,29,58436.04
2006,7,30,39996.63
2006,7,31,39347.38
2006,8,1,28898.07
2006,8,2,19191.58
2006,8,3,16173.21
2006,8,4,15110.60
2006,8,5,11607.61
2006,8,6,11722.44
2006,8,7,10769.97
2006,8,8,8947.01
2006,8,9,4750.41
2006,8,10,3456.86
2006,8,11,2951.11
2006,8,12,3283.85
2006,8,13,2873.55
2006,8,14,3310.45
2006,8,15,2301.57
2006,8,16,1651.62
2006,8,17,1991.28
2006,8,18,2170.72
2006,8,19,2375.73
2006,8,20,1870.96
2006,8,21,1938.27
2006,8,22,2222.90
2006,8,23,2399.91
2006,8,24,2224.07
2006,8,25,1828.22
2006,8,26,1625.33
2006,8,27,2300.30
2006,8,28,2288.53
2006,8,29,5530.74
2006,8,30,11461.16
2006,8,31,16868.84
2006,9,1,17982.49
2006,9,2,15664.46
2006,9,3,7106.86
2006,9,4,4549.53
2006,9,5,4351.03
2006,9,6,3230.95
2006,9,7,3798.13
2006,9,8,2749.92
2006,9,9,2619.13
2006,9,10,2632.35
2006,9,11,1934.38
2006,9,12,1859.11
2006,9,13,8052.78
2006,9,14,13718.09
2006,9,15,12553.03
2006,9,16,10289.93
2006,9,17,11489.11
2006,9,18,10384.60
2006,9,19,10510.74
2006,9,20,8703.75
2006,9,21,9079.33
2006,9,22,6356.75
2006,9,23,7314.76
2006,9,24,7638.45
2006,9,25,5376.36
2006,9,26,3578.71
2006,9,27,4591.59
2006,9,28,5132.61
2006,9,29,4903.82
2006,9,30,4217.67
2006,10,1,4848.13
2006,10,2,6528.31
2006,10,3,10048.38
2006,10,4,13568.49
2006,10,5,36859.61
2006,10,6,28148.90
2006,10,7,22799.88
2006,10,8,15875.90
2006,10,9,14796.46
2006,10,10,11951.64
2006,10,11,12078.68
2006,10,12,12136.24
2006,10,13,12253.21
2006,10,14,12762.88
2006,10,15,9927.22
2006,10,16,7710.91
2006,10,17,49686.39
2006,10,18,471274.79
2006,10,19,477602.10
2006,10,20,360438.83
2006,10,21,286558.87
2006,10,22,177283.68
2006,10,23,135464.18
2006,10,24,90174.91
2006,10,25,72757.32
2006,10,26,54676.93
2006,10,27,41138.37
2006,10,28,156712.03
2006,10,29,323888.56
2006,10,30,270376.27
2006,10,31,198132.54
2006,11,1,120989.90
2006,11,2,87108.06
2006,11,3,59571.73
2006,11,4,56799.34
2006,11,5,45392.68
2006,11,6,35147.07
2006,11,7,36625.15
2006,11,8,65833.94
2006,11,9,60303.79
2006,11,10,56377.92
2006,11,11,53319.55
2006,11,12,45388.48
2006,11,13,45895.45
2006,11,14,47484.20
2006,11,15,38051.64
2006,11,16,84424.94
2006,11,17,380785.98
2006,11,18,396844.60
2006,11,19,311868.08
2006,11,20,219132.01
2006,11,21,154917.90
2006,11,22,120220.06
2006,11,23,84048.03
2006,11,24,70475.52
2006,11,25,59484.09
2006,11,26,44304.98
2006,11,27,35931.35
2006,11,28,27459.86
2006,11,29,32678.63
2006,11,30,29168.98
2006,12,1,177523.23
2006,12,2,585568.79
2006,12,3,675433.15
2006,12,4,522714.93
2006,12,5,438989.31
2006,12,6,286241.45
2006,12,7,226664.92
2006,12,8,161313.69
2006,12,9,110354.19
2006,12,10,77455.71
2006,12,11,57655.14
2006,12,12,43079.54
2006,12,13,69657.18
2006,12,14,144708.05
2006,12,15,152494.90
2006,12,16,111441.08
2006,12,17,91385.83
2006,12,18,76117.74
2006,12,19,73718.45
2006,12,20,81903.56
2006,12,21,71290.92
2006,12,22,148763.86
2006,12,23,309351.35
2006,12,24,296796.18
2006,12,25,228253.89
2006,12,26,270008.28
2006,12,27,392354.03
2006,12,28,330338.92
2006,12,29,256406.76
2006,12,30,174578.41
2006,12,31,125510.81
2007,1,1,746036.72
2007,1,2,688559.42
2007,1,3,334573.55
2007,1,4,272096.72
2007,1,5,308854.86
2007,1,6,522069.37
2007,1,7,667729.56
2007,1,8,565730.91
2007,1,9,528263.20
2007,1,10,376735.52
2007,1,11,226679.91
2007,1,12,158281.18
2007,1,13,169227.02
2007,1,14,313500.73
2007,1,15,532024.05
2007,1,16,608429.09
2007,1,17,500420.52
2007,1,18,384778.27
2007,1,19,282502.68
2007,1,20,203672.68
2007,1,21,149261.98
2007,1,22,103862.64
2007,1,23,68453.41
2007,1,24,54166.52
2007,1,25,40742.76
2007,1,26,34158.09
2007,1,27,33521.23
2007,1,28,34824.58
2007,1,29,26328.53
2007,1,30,23933.16
2007,1,31,20608.94
2007,2,1,19555.63
2007,2,2,18908.43
2007,2,3,16939.37
2007,2,4,16237.75
2007,2,5,14602.00
2007,2,6,13842.68
2007,2,7,13208.55
2007,2,8,12403.37
2007,2,9,12051.59
2007,2,10,11048.84
2007,2,11,10826.54
2007,2,12,10127.11
2007,2,13,9993.53
2007,2,14,9408.54
2007,2,15,9327.77
2007,2,16,9284.76
2007,2,17,8775.66
2007,2,18,8317.19
2007,2,19,8599.17
2007,2,20,8207.92
2007,2,21,8071.54
2007,2,22,7992.29
2007,2,23,7562.63
2007,2,24,7679.40
2007,2,25,7677.85
2007,2,26,7816.93
2007,2,27,20180.47
2007,2,28,59251.85
2007,3,1,77025.65
2007,3,2,152478.38
2007,3,3,281766.75
2007,3,4,323834.73
2007,3,5,284835.48
2007,3,6,198502.34
2007,3,7,137945.24
2007,3,8,117945.92
2007,3,9,89376.44
2007,3,10,76321.92
2007,3,11,111662.67
2007,3,12,132464.82
2007,3,13,139536.17
2007,3,14,123849.71
2007,3,15,246288.67
2007,3,16,455599.57
2007,3,17,469081.27
2007,3,18,378503.22
2007,3,19,289237.35
2007,3,20,213830.35
2007,3,21,174535.16
2007,3,22,145444.20
2007,3,23,125122.05
2007,3,24,250502.70
2007,3,25,449885.16
2007,3,26,384260.72
2007,3,27,286273.63
2007,3,28,187931.34
2007,3,29,155519.38
2007,3,30,131885.62
2007,3,31,92083.94
2007,4,1,70376.46
2007,4,2,58231.55
2007,4,3,66389.92
2007,4,4,57149.18
2007,4,5,32624.05
2007,4,6,38931.15
2007,4,7,24973.82
2007,4,8,21846.12
2007,4,9,18333.49
2007,4,10,20323.63
2007,4,11,19760.71
2007,4,12,145931.74
2007,4,13,352511.32
2007,4,14,292254.10
2007,4,15,223155.21
2007,4,16,154007.01
2007,4,17,134657.66
2007,4,18,111105.08
2007,4,19,79111.79
2007,4,20,61668.61
2007,4,21,45335.04
2007,4,22,37210.94
2007,4,23,32528.27
2007,4,24,25906.96
2007,4,25,26141.03
2007,4,26,298488.21
2007,4,27,809458.87
2007,4,28,751317.88
2007,4,29,591539.16
2007,4,30,404390.60
2007,5,1,259720.20
2007,5,2,326094.55
2007,5,3,269677.26
2007,5,4,150177.90
2007,5,5,100608.05
2007,5,6,59648.63
2007,5,7,36893.17
2007,5,8,42327.91
2007,5,9,27561.36
2007,5,10,46924.02
2007,5,11,55510.94
2007,5,12,38262.95
2007,5,13,25454.49
2007,5,14,20888.34
2007,5,15,18589.50
2007,5,16,16087.19
2007,5,17,10206.38
2007,5,18,12386.63
2007,5,19,10341.04
2007,5,20,7015.65
2007,5,21,6784.56
2007,5,22,5199.42
2007,5,23,5547.44
2007,5,24,3200.32
2007,5,25,3650.53
2007,5,26,8161.45
2007,5,27,7443.24
2007,5,28,4548.14
2007,5,29,3328.97
2007,5,30,4626.37
2007,5,31,2666.92
2007,6,1,2692.57
2007,6,2,5967.21
2007,6,3,2300.41
2007,6,4,13042.95
2007,6,5,22564.90
2007,6,6,34897.63
2007,6,7,15492.77
2007,6,8,13778.11
2007,6,9,9923.39
2007,6,10,7401.04
2007,6,11,5864.02
2007,6,12,3416.44
2007,6,13,2056.00
2007,6,14,1025.04
2007,6,15,1288.40
2007,6,16,883.65
2007,6,17,1021.74
2007,6,18,1301.98
2007,6,19,1544.92
2007,6,20,1760.07
2007,6,21,2921.75
2007,6,22,1682.14
2007,6,23,1987.14
2007,6,24,1724.52
2007,6,25,1516.76
2007,6,26,1544.53
2007,6,27,1666.70
2007,6,28,2841.68
2007,6,29,2551.98
2007,6,30,2010.56
2007,7,1,1681.73
2007,7,2,1696.84
2007,7,3,1935.40
2007,7,4,1943.16
2007,7,5,1641.45
2007,7,6,1469.53
2007,7,7,1287.30
2007,7,8,1253.18
2007,7,9,1062.98
2007,7,10,3671.82
2007,7,11,1672.58
2007,7,12,881.76
2007,7,13,723.89
2007,7,14,458.21
2007,7,15,954.13
2007,7,16,442.84
2007,7,17,615.56
2007,7,18,793.37
2007,7,19,1349.50
2007,7,20,1199.56
2007,7,21,3411.25
2007,7,22,3461.43
2007,7,23,2218.20
2007,7,24,1709.01
2007,7,25,1346.63
2007,7,26,1450.70
2007,7,27,2005.09
2007,7,28,3749.75
2007,7,29,2760.21
2007,7,30,1787.73
2007,7,31,2155.03
2007,8,1,2248.33
2007,8,2,1355.45
2007,8,3,941.71
2007,8,4,703.05
2007,8,5,968.10
2007,8,6,1381.49
2007,8,7,2650.98
2007,8,8,5295.18
2007,8,9,4815.34
2007,8,10,4142.78
2007,8,11,3549.02
2007,8,12,4633.56
2007,8,13,4507.41
2007,8,14,4662.21
2007,8,15,2711.28
2007,8,16,2328.09
2007,8,17,2211.17
2007,8,18,1226.37
2007,8,19,1864.26
2007,8,20,88280.19
2007,8,21,1034121.17
2007,8,22,1734260.05
2007,8,23,1733174.43
2007,8,24,1722730.83
2007,8,25,1133539.50
2007,8,26,643669.58
2007,8,27,331375.91
2007,8,28,223365.86
2007,8,29,130845.02
2007,8,30,66504.57
2007,8,31,49008.24
2007,9,1,40499.63
2007,9,2,28729.21
2007,9,3,30756.52
2007,9,4,25584.70
2007,9,5,14298.53
2007,9,6,18813.03
2007,9,7,15308.14
2007,9,8,14611.29
2007,9,9,18464.37
2007,9,10,55541.50
2007,9,11,57379.52
2007,9,12,49311.72
2007,9,13,63133.44
2007,9,14,47691.26
2007,9,15,31003.01
2007,9,16,20932.01
2007,9,17,16669.15
2007,9,18,18608.89
2007,9,19,12039.12
2007,9,20,11443.17
2007,9,21,8340.77
2007,9,22,6556.43
2007,9,23,5859.68
2007,9,24,6846.81
2007,9,25,6642.80
2007,9,26,9294.53
2007,9,27,7615.95
2007,9,28,5547.22
2007,9,29,4411.19
2007,9,30,4568.01
2007,10,1,5589.13
2007,10,2,4743.77
2007,10,3,3939.59
2007,10,4,4555.42
2007,10,5,3422.34
2007,10,6,3382.83
2007,10,7,3467.56
2007,10,8,3673.76
2007,10,9,3052.10
2007,10,10,2665.14
2007,10,11,2339.53
2007,10,12,1589.03
2007,10,13,1721.84
2007,10,14,1249.97
2007,10,15,1198.85
2007,10,16,1481.13
2007,10,17,1851.59
2007,10,18,2572.40
2007,10,19,3729.15
2007,10,20,3142.27
2007,10,21,1616.38
2007,10,22,1721.21
2007,10,23,2839.15
2007,10,24,2631.36
2007,10,25,4342.20
2007,10,26,4753.17
2007,10,27,5068.60
2007,10,28,4731.28
2007,10,29,3094.46
2007,10,30,3875.08
2007,10,31,3156.58
2007,11,1,3583.07
2007,11,2,2579.51
2007,11,3,2206.82
2007,11,4,2498.90
2007,11,5,3419.15
2007,11,6,3609.12
2007,11,7,2187.88
2007,11,8,1471.43
2007,11,9,1420.92
2007,11,10,1104.24
2007,11,11,1251.98
2007,11,12,1781.48
2007,11,13,3112.63
2007,11,14,12619.25
2007,11,15,22474.53
2007,11,16,27826.00
2007,11,17,19672.86
2007,11,18,14579.61
2007,11,19,11787.26
2007,11,20,9923.10
2007,11,21,13531.40
2007,11,22,125050.39
2007,11,23,713159.30
2007,11,24,559645.60
2007,11,25,339322.42
2007,11,26,260128.00
2007,11,27,482914.07
2007,11,28,532640.74
2007,11,29,382023.73
2007,11,30,234803.34
2007,12,1,171373.70
2007,12,2,131798.64
2007,12,3,185064.50
2007,12,4,325682.93
2007,12,5,276332.64
2007,12,6,178288.38
2007,12,7,137895.21
2007,12,8,99372.27
2007,12,9,71026.18
2007,12,10,106842.81
2007,12,11,250904.59
2007,12,12,586795.56
2007,12,13,699478.84
2007,12,14,610490.81
2007,12,15,519513.12
2007,12,16,421190.40
2007,12,17,309979.98
2007,12,18,246769.23
2007,12,19,186987.64
2007,12,20,149270.40
2007,12,21,118214.23
2007,12,22,105520.56
2007,12,23,279389.10
2007,12,24,502904.91
2007,12,25,379005.93
2007,12,26,264937.57
2007,12,27,187541.08
2007,12,28,155603.78
2007,12,29,151139.01
2007,12,30,183382.47
2007,12,31,160115.58
2008,1,1,126736.12
2008,1,2,96978.85
2008,1,3,79989.68
2008,1,4,71968.56
2008,1,5,52948.41
2008,1,6,67871.46
2008,1,7,108820.14
2008,1,8,252169.69
2008,1,9,575734.06
2008,1,10,630722.22
2008,1,11,554402.24
2008,1,12,448704.05
2008,1,13,355753.76
2008,1,14,262339.16
2008,1,15,202101.68
2008,1,16,154655.13
2008,1,17,129837.20
2008,1,18,84379.81
2008,1,19,50119.29
2008,1,20,29746.49
2008,1,21,25906.48
2008,1,22,19959.67
2008,1,23,17462.70
2008,1,24,17249.31
2008,1,25,16534.31
2008,1,26,15915.44
2008,1,27,15076.14
2008,1,28,14716.57
2008,1,29,14068.32
2008,1,30,13577.11
2008,1,31,12772.11
2008,2,1,17632.54
2008,2,2,20114.46
2008,2,3,17161.54
2008,2,4,15418.59
2008,2,5,163878.43
2008,2,6,703646.20
2008,2,7,749972.20
2008,2,8,829647.98
2008,2,9,728554.18
2008,2,10,550414.52
2008,2,11,366461.97
2008,2,12,272307.37
2008,2,13,218685.99
2008,2,14,151597.99
2008,2,15,100178.19
2008,2,16,77167.02
2008,2,17,74867.17
2008,2,18,208368.43
2008,2,19,237041.99
2008,2,20,194392.67
2008,2,21,126461.23
2008,2,22,102678.11
2008,2,23,80134.36
2008,2,24,63866.70
2008,2,25,52181.26
2008,2,26,42147.87
2008,2,27,34044.53
2008,2,28,28368.55
2008,2,29,22708.59
2008,3,1,22650.95
2008,3,2,22629.76
2008,3,3,71221.10
2008,3,4,285669.90
2008,3,5,325809.02
2008,3,6,301704.03
2008,3,7,253441.62
2008,3,8,186435.62
2008,3,9,150605.36
2008,3,10,119336.86
2008,3,11,92294.62
2008,3,12,77408.15
2008,3,13,160294.83
2008,3,14,312096.08
2008,3,15,356266.20
2008,3,16,315100.26
2008,3,17,258834.18
2008,3,18,220789.09
2008,3,19,321083.06
2008,3,20,444095.08
2008,3,21,418793.51
2008,3,22,333084.47
2008,3,23,247805.50
2008,3,24,205656.34
2008,3,25,174145.74
2008,3,26,157138.74
2008,3,27,102636.22
2008,3,28,242567.65
2008,3,29,388634.36
2008,3,30,333433.93
2008,3,31,267683.06
2008,4,1,302161.32
2008,4,2,354749.93
2008,4,3,276299.75
2008,4,4,250034.65
2008,4,5,280356.67
2008,4,6,239866.94
2008,4,7,197552.07
2008,4,8,140789.30
2008,4,9,101332.38
2008,4,10,77820.02
2008,4,11,81934.73
2008,4,12,223998.12
2008,4,13,235505.02
2008,4,14,187805.32
2008,4,15,148026.04
2008,4,16,125671.03
2008,4,17,92919.73
2008,4,18,62126.30
2008,4,19,55772.62
2008,4,20,43392.15
2008,4,21,38786.51
2008,4,22,40189.91
2008,4,23,27862.04
2008,4,24,26337.48
2008,4,25,27506.86
2008,4,26,25186.18
2008,4,27,18263.79
2008,4,28,17220.34
2008,4,29,19997.85
2008,4,30,21160.24
2008,5,1,23455.83
2008,5,2,27153.15
2008,5,3,37362.94
2008,5,4,54823.85
2008,5,5,49005.03
2008,5,6,43213.33
2008,5,7,34499.40
2008,5,8,23273.01
2008,5,9,36007.91
2008,5,10,70921.25
2008,5,11,74431.74
2008,5,12,117262.86
2008,5,13,228669.79
2008,5,14,268120.16
2008,5,15,209337.47
2008,5,16,155594.69
2008,5,17,212839.98
2008,5,18,197130.05
2008,5,19,147330.68
2008,5,20,114182.05
2008,5,21,88242.55
2008,5,22,53114.30
2008,5,23,51313.44
2008,5,24,38228.69
2008,5,25,35567.82
2008,5,26,30508.72
2008,5,27,22259.08
2008,5,28,19361.93
2008,5,29,22931.72
2008,5,30,17777.61
2008,5,31,26434.16
2008,6,1,238442.34
2008,6,2,244387.06
2008,6,3,190039.24
2008,6,4,177553.13
2008,6,5,192749.99
2008,6,6,178019.48
2008,6,7,150703.42
2008,6,8,112337.85
2008,6,9,73343.32
2008,6,10,100650.12
2008,6,11,469426.79
2008,6,12,241161.07
2008,6,13,178554.98
2008,6,14,189774.94
2008,6,15,211230.38
2008,6,16,156341.60
2008,6,17,105412.69
2008,6,18,78212.68
2008,6,19,48105.80
2008,6,20,40159.30
2008,6,21,30259.69
2008,6,22,35083.81
2008,6,23,45337.12
2008,6,24,43547.61
2008,6,25,41311.97
2008,6,26,124359.39
2008,6,27,308522.13
2008,6,28,231753.44
2008,6,29,221572.50
2008,6,30,128372.50
2008,7,1,105553.79
2008,7,2,74180.59
2008,7,3,150648.77
2008,7,4,238275.76
2008,7,5,186825.68
2008,7,6,177287.58
2008,7,7,107431.00
2008,7,8,92997.16
2008,7,9,118103.05
2008,7,10,213220.74
2008,7,11,142359.88
2008,7,12,100868.96
2008,7,13,70309.91
2008,7,14,54819.96
2008,7,15,54305.57
2008,7,16,36950.61
2008,7,17,26372.84
2008,7,18,19121.31
2008,7,19,12912.95
2008,7,20,9097.61
2008,7,21,9037.65
2008,7,22,14224.12
2008,7,23,8134.30
2008,7,24,5706.05
2008,7,25,6619.31
2008,7,26,5872.90
2008,7,27,3719.18
2008,7,28,2850.47
2008,7,29,3719.52
2008,7,30,3370.96
2008,7,31,3425.79
2008,8,1,3451.75
2008,8,2,1833.41
2008,8,3,1708.77
2008,8,4,2352.00
2008,8,5,1971.20
2008,8,6,1641.59
2008,8,7,2307.72
2008,8,8,2969.34
2008,8,9,2308.40
2008,8,10,1866.64
2008,8,11,1761.87
2008,8,12,1411.42
2008,8,13,1167.48
2008,8,14,1012.79
2008,8,15,1240.06
2008,8,16,1262.25
2008,8,17,1150.54
2008,8,18,977.56
2008,8,19,1024.22
2008,8,20,1148.41
2008,8,21,1005.35
2008,8,22,1431.61
2008,8,23,1019.07
2008,8,24,784.18
2008,8,25,614.41
2008,8,26,456.45
2008,8,27,675.19
2008,8,28,598.35
2008,8,29,593.03
2008,8,30,539.83
2008,8,31,524.26
2008,9,1,443.58
2008,9,2,509.19
2008,9,3,575.30
2008,9,4,371.24
2008,9,5,533.69
2008,9,6,513.56
2008,9,7,475.55
2008,9,8,633.45
2008,9,9,760.50
2008,9,10,664.32
2008,9,11,571.98
2008,9,12,897.35
2008,9,13,2856.58
2008,9,14,8925.51
2008,9,15,41507.24
2008,9,16,29625.04
2008,9,17,25181.75
2008,9,18,13157.09
2008,9,19,10558.51
2008,9,20,8321.65
2008,9,21,6931.35
2008,9,22,5110.28
2008,9,23,3935.76
2008,9,24,3473.22
2008,9,25,2369.41
2008,9,26,1750.76
2008,9,27,1770.40
2008,9,28,1480.91
2008,9,29,1291.71
2008,9,30,1827.86
2008,10,1,1792.06
2008,10,2,1112.52
2008,10,3,839.55
2008,10,4,1030.42
2008,10,5,1039.62
2008,10,6,984.93
2008,10,7,893.40
2008,10,8,1266.84
2008,10,9,1210.03
2008,10,10,824.73
2008,10,11,803.07
2008,10,12,1109.60
2008,10,13,1017.44
2008,10,14,983.98
2008,10,15,902.77
2008,10,16,1492.17
2008,10,17,1535.57
2008,10,18,1293.59
2008,10,19,1749.10
2008,10,20,1472.87
2008,10,21,1386.81
2008,10,22,881.63
2008,10,23,559.44
2008,10,24,833.34
2008,10,25,1329.95
2008,10,26,2138.81
2008,10,27,1766.10
2008,10,28,1635.90
2008,10,29,1839.39
2008,10,30,1085.51
2008,10,31,1057.29
2008,11,1,1016.28
2008,11,2,1118.50
2008,11,3,1230.58
2008,11,4,5420.50
2008,11,5,2722.99
2008,11,6,2182.78
2008,11,7,1577.69
2008,11,8,1483.74
2008,11,9,1100.89
2008,11,10,1022.83
2008,11,11,548.81
2008,11,12,710.27
2008,11,13,1767.51
2008,11,14,1751.59
2008,11,15,2798.43
2008,11,16,73138.53
2008,11,17,154557.31
2008,11,18,77008.67
2008,11,19,53295.11
2008,11,20,28187.07
2008,11,21,19494.96
2008,11,22,21112.44
2008,11,23,18300.75
2008,11,24,12645.81
2008,11,25,13740.56
2008,11,26,10471.09
2008,11,27,9938.79
2008,11,28,11723.77
2008,11,29,12227.72
2008,11,30,11536.99
2008,12,1,15476.78
2008,12,2,10524.49
2008,12,3,8280.11
2008,12,4,10635.92
2008,12,5,6732.56
2008,12,6,5338.53
2008,12,7,5066.93
2008,12,8,6819.74
2008,12,9,11468.49
2008,12,10,109092.70
2008,12,11,304055.50
2008,12,12,144449.73
2008,12,13,95849.43
2008,12,14,57451.44
2008,12,15,47433.64
2008,12,16,44387.59
2008,12,17,41010.55
2008,12,18,32346.12
2008,12,19,22975.60
2008,12,20,29526.06
2008,12,21,42874.76
2008,12,22,65360.91
2008,12,23,46493.81
2008,12,24,36105.30
2008,12,25,29618.65
2008,12,26,67196.19
2008,12,27,134776.73
2008,12,28,383657.08
2008,12,29,768030.47
2008,12,30,568812.54
2008,12,31,447597.45
2009,1,1,330626.01
2009,1,2,261498.76
2009,1,3,189804.14
2009,1,4,153326.76
2009,1,5,111084.00
2009,1,6,79378.75
2009,1,7,52110.02
2009,1,8,31833.25
2009,1,9,22685.35
2009,1,10,18247.00
2009,1,11,16621.93
2009,1,12,14439.52
2009,1,13,13327.03
2009,1,14,12736.55
2009,1,15,12279.14
2009,1,16,11208.55
2009,1,17,11394.76
2009,1,18,10835.20
2009,1,19,10216.15
2009,1,20,10128.96
2009,1,21,9851.17
2009,1,22,9117.47
2009,1,23,8903.35
2009,1,24,9177.07
2009,1,25,8691.08
2009,1,26,8179.47
2009,1,27,8266.72
2009,1,28,8376.07
2009,1,29,7605.02
2009,1,30,7119.89
2009,1,31,6802.88
2009,2,1,6140.50
2009,2,2,5892.27
2009,2,3,5550.89
2009,2,4,5569.36
2009,2,5,5989.01
2009,2,6,5636.80
2009,2,7,5289.71
2009,2,8,5652.21
2009,2,9,19476.48
2009,2,10,62052.80
2009,2,11,181634.93
2009,2,12,526804.83
2009,2,13,1286516.56
2009,2,14,1169739.64
2009,2,15,768508.43
2009,2,16,577383.17
2009,2,17,457672.75
2009,2,18,351756.04
2009,2,19,267168.50
2009,2,20,214131.62
2009,2,21,149256.34
2009,2,22,104545.61
2009,2,23,82238.44
2009,2,24,63616.56
2009,2,25,56224.65
2009,2,26,53005.66
2009,2,27,117587.46
2009,2,28,309561.19
2009,3,1,267463.03
2009,3,2,231029.99
2009,3,3,165562.02
2009,3,4,107103.70
2009,3,5,83101.13
2009,3,6,69812.88
2009,3,7,58664.44
2009,3,8,255461.02
2009,3,9,899402.53
2009,3,10,843036.85
2009,3,11,1077547.34
2009,3,12,985072.49
2009,3,13,748985.05
2009,3,14,466618.44
2009,3,15,356505.97
2009,3,16,286772.77
2009,3,17,218450.70
2009,3,18,141866.70
2009,3,19,103546.71
2009,3,20,81920.15
2009,3,21,63134.11
2009,3,22,52440.22
2009,3,23,41496.75
2009,3,24,33383.81
2009,3,25,33694.77
2009,3,26,29434.76
2009,3,27,25293.13
2009,3,28,21874.06
2009,3,29,27220.22
2009,3,30,29748.38
2009,3,31,40786.16
2009,4,1,48020.55
2009,4,2,35348.30
2009,4,3,37438.77
2009,4,4,46068.52
2009,4,5,80519.25
2009,4,6,274765.30
2009,4,7,679257.99
2009,4,8,537355.39
2009,4,9,387312.63
2009,4,10,288177.16
2009,4,11,229916.19
2009,4,12,176231.98
2009,4,13,130710.71
2009,4,14,128685.53
2009,4,15,370667.49
2009,4,16,401167.79
2009,4,17,326038.29
2009,4,18,242764.17
2009,4,19,185705.93
2009,4,20,173447.05
2009,4,21,298447.86
2009,4,22,285089.60
2009,4,23,222428.58
2009,4,24,163042.71
2009,4,25,118145.43
2009,4,26,86511.67
2009,4,27,67368.29
2009,4,28,60464.32
2009,4,29,45617.63
2009,4,30,49767.92
2009,5,1,91468.84
2009,5,2,137796.86
2009,5,3,140167.85
2009,5,4,153695.54
2009,5,5,115953.41
2009,5,6,85088.14
2009,5,7,79005.79
2009,5,8,87575.73
2009,5,9,109852.26
2009,5,10,105693.17
2009,5,11,91166.37
2009,5,12,69402.43
2009,5,13,51479.11
2009,5,14,70545.67
2009,5,15,192340.11
2009,5,16,203539.09
2009,5,17,130640.95
2009,5,18,116985.27
2009,5,19,105377.53
2009,5,20,87934.86
2009,5,21,60557.66
2009,5,22,45669.18
2009,5,23,45240.53
2009,5,24,35519.74
2009,5,25,26518.94
2009,5,26,27384.89
2009,5,27,36509.27
2009,5,28,95935.61
2009,5,29,116757.80
2009,5,30,108558.43
2009,5,31,73366.73
2009,6,1,59676.81
2009,6,2,48686.50
2009,6,3,100258.28
2009,6,4,109650.45
2009,6,5,86820.63
2009,6,6,58688.75
2009,6,7,53526.70
2009,6,8,43364.62
2009,6,9,39467.60
2009,6,10,35528.23
2009,6,11,41799.44
2009,6,12,67364.63
2009,6,13,165652.15
2009,6,14,125502.46
2009,6,15,92764.58
2009,6,16,67576.65
2009,6,17,43386.45
2009,6,18,30220.45
2009,6,19,144329.55
2009,6,20,612562.79
2009,6,21,357363.22
2009,6,22,223612.45
2009,6,23,158045.67
2009,6,24,108334.36
2009,6,25,106029.68
2009,6,26,91097.43
2009,6,27,67233.35
2009,6,28,58935.82
2009,6,29,45367.49
2009,6,30,30488.78
2009,7,1,20270.84
2009,7,2,18420.36
2009,7,3,14622.63
2009,7,4,11718.69
2009,7,5,11304.11
2009,7,6,10140.63
2009,7,7,8425.89
2009,7,8,6705.04
2009,7,9,8473.91
2009,7,10,6722.57
2009,7,11,7925.59
2009,7,12,7323.11
2009,7,13,5608.56
2009,7,14,6516.48
2009,7,15,6338.69
2009,7,16,4044.63
2009,7,17,2786.97
2009,7,18,2766.65
2009,7,19,2524.01
2009,7,20,2794.53
2009,7,21,2643.58
2009,7,22,3578.39
2009,7,23,3740.93
2009,7,24,2511.44
2009,7,25,2576.17
2009,7,26,3678.92
2009,7,27,2307.02
2009,7,28,2069.63
2009,7,29,3116.01
2009,7,30,4561.60
