Year,Month,Day,TP(mg/L)
1975,1,10,0.8700
1975,1,10,1.0500
1975,1,11,1.2900
1975,1,11,1.1200
1975,1,11,1.0800
1975,1,12,1.0400
1975,1,12,1.0400
1975,1,12,0.9100
1975,1,12,0.9000
1975,1,13,0.6800
1975,1,13,0.9900
1975,1,13,0.8200
1975,1,14,0.6500
1975,1,15,0.5720
1975,1,16,0.5030
1975,1,17,0.3820
1975,1,18,0.3300
1975,1,19,0.3220
1975,1,20,0.2780
1975,1,21,0.2600
1975,1,22,0.2200
1975,1,23,0.2000
1975,1,24,0.2000
1975,1,25,0.1900
1975,1,26,0.1900
1975,1,27,0.1900
1975,1,28,0.2500
1975,1,29,0.3100
1975,1,30,0.4800
1975,1,31,0.8000
1975,2,1,0.8000
1975,2,2,0.7200
1975,2,3,0.6700
1975,2,5,0.4500
1975,2,6,0.4300
1975,2,7,0.4400
1975,2,8,0.3780
1975,2,9,0.3300
1975,2,10,0.3100
1975,2,11,0.1600
1975,2,12,0.2000
1975,2,13,0.1900
1975,2,14,0.2000
1975,2,15,0.2000
1975,2,16,0.2000
1975,2,17,0.1900
1975,2,21,0.3770
1975,2,22,0.3960
1975,2,23,0.4060
1975,2,24,0.9110
1975,2,25,1.1200
1975,2,26,1.1100
1975,2,27,0.8860
1975,2,28,0.7270
1975,3,1,0.6030
1975,3,2,-999.0000
1975,3,3,0.4180
1975,3,4,0.3400
1975,3,6,0.2550
1975,3,7,0.2270
1975,3,8,0.2310
1975,3,9,0.2240
1975,3,10,0.2500
1975,3,11,0.3000
1975,3,12,0.2500
1975,3,13,0.2200
1975,3,14,0.2300
1975,3,15,0.2100
1975,3,16,0.2100
1975,3,17,0.2000
1975,3,20,0.1700
1975,3,21,0.2600
1975,3,22,0.3400
1975,3,23,0.3000
1975,3,24,0.3350
1975,3,26,-999.0000
1975,3,27,-999.0000
1975,3,28,-999.0000
1975,3,29,-999.0000
1975,3,30,-999.0000
1975,3,31,-999.0000
1975,4,1,0.5630
1975,4,1,0.5270
1975,4,2,0.4430
1975,4,2,0.4570
1975,4,2,0.4850
1975,4,3,0.4850
1975,4,3,0.4570
1975,4,3,0.4220
1975,4,3,0.3590
1975,4,4,0.4080
1975,4,4,0.4010
1975,4,4,0.3450
1975,4,4,0.3020
1975,4,5,0.2950
1975,4,5,0.2460
1975,4,5,0.2460
1975,4,5,0.2100
1975,4,6,0.1270
1975,4,6,0.2110
1975,4,6,0.2390
1975,4,6,0.2250
1975,4,7,0.2110
1975,4,7,0.2110
1975,4,7,0.2180
1975,4,7,0.2250
1975,4,8,0.2110
1975,4,8,0.2000
1975,4,8,0.4100
1975,4,8,0.2400
1975,4,8,0.2300
1975,4,9,0.2300
1975,4,9,0.2200
1975,4,9,0.2200
1975,4,9,0.2200
1975,4,10,0.2100
1975,4,10,0.2000
1975,4,10,0.2000
1975,4,10,0.2000
1975,4,11,0.2000
1975,4,11,0.1900
1975,4,11,0.1900
1975,4,11,0.1900
1975,4,12,0.1800
1975,4,12,0.1800
1975,4,12,0.1900
1975,4,12,0.2000
1975,4,13,0.1800
1975,4,13,0.1800
1975,4,13,0.1800
1975,4,13,0.1900
1975,4,14,0.1900
1975,4,14,0.1900
1975,4,14,0.2000
1975,4,14,0.1900
1975,4,15,0.1800
1975,4,15,0.1650
1975,4,16,0.1600
1975,4,17,0.1550
1975,4,18,0.2000
1975,4,19,0.2700
1975,4,20,0.2050
1975,4,21,0.2050
1975,4,22,0.2400
1975,4,22,0.1900
1975,4,22,0.2200
1975,4,23,0.2400
1975,4,23,0.2200
1975,4,23,0.2300
1975,4,23,0.2300
1975,4,24,0.2600
1975,4,24,0.2400
1975,4,24,0.4900
1975,4,24,0.2500
1975,4,25,0.3900
1975,4,25,0.2600
1975,4,25,0.3600
1975,4,25,0.3600
1975,4,26,0.4500
1975,4,26,0.4100
1975,4,26,0.5000
1975,4,26,0.4900
1975,4,27,0.3500
1975,4,27,0.4300
1975,4,27,0.4200
1975,4,27,0.3700
1975,4,28,0.2900
1975,4,28,0.3400
1975,4,28,0.3200
1975,4,28,0.2900
1975,4,29,0.2900
1975,4,29,-999.0000
1975,4,30,-999.0000
1975,5,1,-999.0000
1975,5,2,-999.0000
1975,5,3,-999.0000
1975,5,4,-999.0000
1975,5,5,-999.0000
1975,5,6,-999.0000
1975,5,6,0.2950
1975,5,7,0.4730
1975,5,8,0.3980
1975,5,9,0.3410
1975,5,10,0.3120
1975,5,11,0.3020
1975,5,12,0.2930
1975,5,15,-999.0000
1975,5,16,-999.0000
1975,5,17,-999.0000
1975,5,18,-999.0000
1975,5,19,-999.0000
1975,5,20,-999.0000
1975,5,20,0.2650
1975,5,20,0.2910
1975,5,20,0.2980
1975,5,21,0.3180
1975,5,21,0.5900
1975,5,21,0.3970
1975,5,21,0.4000
1975,5,22,0.3910
1975,5,22,0.4970
1975,5,22,0.4570
1975,5,22,0.5720
1975,5,23,0.7350
1975,5,23,0.8940
1975,5,23,0.9470
1975,5,23,1.0400
1975,5,24,0.9680
1975,5,24,1.1800
1975,5,24,1.0300
1975,5,24,1.0400
1975,5,25,0.7340
1975,5,25,0.7050
1975,5,25,0.6400
1975,5,25,0.8900
1975,5,26,0.4760
1975,5,26,0.4900
1975,5,26,0.5070
1975,5,26,0.5800
1975,5,27,0.6350
1975,5,27,0.5210
1975,5,27,0.5230
1975,5,27,0.5080
1975,5,28,0.4910
1975,5,28,0.6330
1975,5,28,0.4810
1975,5,28,0.4310
1975,5,29,0.4420
1975,5,29,0.4050
1975,5,29,0.3740
1975,5,29,-999.0000
1975,5,30,0.3920
1975,5,30,0.3930
1975,5,30,0.3640
1975,5,30,0.3320
1975,5,31,0.3530
1975,5,31,0.3770
1975,5,31,0.3150
1975,5,31,0.3110
1975,6,1,0.3490
1975,6,1,0.3300
1975,6,1,0.3190
1975,6,1,0.3250
1975,6,2,0.3580
1975,6,2,0.3440
1975,6,2,0.4220
1975,6,2,0.3310
1975,6,3,0.3630
1975,6,3,0.3590
1975,6,3,0.3490
1975,6,3,0.3680
1975,6,4,0.3980
1975,6,4,0.3830
1975,6,4,0.3630
1975,6,4,0.3690
1975,6,5,0.3970
1975,6,5,0.3700
1975,6,5,0.3860
1975,6,5,0.4140
1975,6,6,0.4610
1975,6,6,0.4770
1975,6,6,0.4830
1975,6,7,0.4660
1975,6,7,0.4270
1975,6,7,0.3900
1975,6,7,0.4180
1975,6,8,0.4280
1975,6,8,0.4140
1975,6,8,0.3630
1975,6,8,0.3540
1975,6,9,0.3610
1975,6,9,0.3600
1975,6,9,0.5200
1975,6,9,0.5200
1975,6,9,0.3540
1975,6,10,0.3500
1975,6,10,0.3500
1975,6,10,0.3410
1975,6,10,0.3320
1975,6,11,0.3540
1975,6,11,0.3270
1975,6,11,0.3450
1975,6,11,0.3320
1975,6,12,0.3810
1975,6,12,0.3320
1975,6,12,0.3320
1975,6,12,0.3270
1975,6,13,0.3450
1975,6,13,0.3540
1975,6,13,0.3540
1975,6,13,0.3320
1975,6,14,0.3500
1975,6,14,0.3230
1975,6,14,0.3450
1975,6,14,0.3270
1975,6,15,0.3680
1975,6,15,0.3720
1975,6,15,0.3590
1975,6,15,0.3810
1975,6,16,0.4530
1975,6,16,1.4500
1975,6,17,1.2800
1975,6,18,0.8950
1975,6,19,0.5900
1975,6,20,0.5100
1975,6,21,0.3720
1975,6,22,0.5100
1975,6,23,0.2840
1975,6,24,0.3620
1975,6,25,0.3570
1975,6,26,0.3480
1975,6,27,0.3900
1975,6,28,0.5050
1975,6,29,0.4700
1975,6,30,0.4700
1975,7,1,0.4610
1975,7,1,0.3720
1975,7,2,0.3520
1975,7,3,0.3120
1975,7,4,0.3280
1975,7,5,0.3480
1975,7,6,0.3160
1975,7,7,0.3280
1975,7,8,0.2800
1975,7,8,0.5050
1975,7,9,0.5200
1975,7,10,0.3640
1975,7,11,0.3760
1975,7,12,0.3720
1975,7,13,0.3480
1975,7,14,0.3480
1975,7,15,0.3280
1975,7,15,0.3080
1975,7,16,0.2720
1975,7,16,0.2800
1975,7,17,0.2680
1975,7,17,0.3000
1975,7,18,0.2520
1975,7,18,0.3080
1975,7,19,0.2880
1975,7,19,0.6450
1975,7,20,0.3720
1975,7,20,0.3600
1975,7,21,0.3600
1975,7,21,0.3720
1975,7,22,0.3800
1975,7,22,0.5300
1975,7,22,0.5100
1975,7,23,0.3400
1975,7,24,0.5150
1975,7,25,0.3400
1975,7,26,0.3600
1975,7,27,0.3920
1975,7,28,0.3280
1975,7,29,0.2400
1975,7,29,0.2760
1975,7,30,0.2560
1975,7,31,0.2240
1975,8,1,0.2040
1975,8,2,0.1840
1975,8,3,0.2240
1975,8,4,0.2500
1975,8,5,0.2280
1975,8,5,0.3040
1975,8,6,0.2910
1975,8,7,0.3020
1975,8,8,0.2830
1975,8,9,0.2800
1975,8,10,0.2590
1975,8,11,0.3060
1975,8,12,0.2360
1975,9,2,-999.0000
1975,9,3,-999.0000
1975,9,4,-999.0000
1975,9,5,-999.0000
1975,9,6,0.3600
1975,9,6,0.4900
1975,9,6,0.4900
1975,9,7,0.5100
1975,9,7,0.4500
1975,9,7,0.4700
1975,9,7,0.4700
1975,9,8,0.4500
1975,9,8,0.5100
1975,9,8,0.5800
1975,9,8,0.4900
1975,9,9,0.3600
1975,9,9,0.3600
1975,9,9,0.3600
1975,9,9,0.3500
1975,9,10,0.3800
1975,9,10,0.4200
1975,9,10,0.4900
1975,9,10,0.4300
1975,9,11,0.4600
1975,9,11,0.5200
1975,9,11,0.5500
1975,9,11,0.5800
1975,9,12,0.4500
1975,9,12,0.5000
1975,9,12,0.5200
1975,9,12,0.5800
1975,9,13,0.5600
1975,9,15,0.5300
1975,9,16,0.3750
1975,9,17,0.3800
1975,9,18,0.4300
1975,9,19,0.4000
1975,9,20,0.3600
1975,9,21,0.3900
1975,9,22,0.3600
1975,9,22,0.5000
1975,9,23,0.5600
1975,9,24,0.6500
1975,9,25,0.4700
1975,9,26,0.5200
1975,9,27,0.4700
1975,9,28,0.4400
1975,9,29,0.4000
1975,9,29,0.3600
1975,9,30,0.3400
1975,10,1,0.3300
1975,10,2,0.3400
1975,10,3,0.3300
1975,10,4,0.3200
1975,10,5,0.3400
1975,10,6,0.3400
1975,10,6,0.2860
1975,10,7,0.2950
1975,10,8,0.2900
1975,10,9,0.2780
1975,10,10,0.2890
1975,10,11,0.2630
1975,10,12,0.2780
1975,10,13,0.2880
1975,10,13,0.2380
1975,10,13,0.1940
1975,10,13,0.2320
1975,10,14,0.2320
1975,10,14,0.1660
1975,10,14,0.2180
1975,10,14,0.2790
1975,10,15,0.2190
1975,10,15,0.1860
1975,10,15,0.2070
1975,10,15,0.2170
1975,10,16,0.2030
1975,10,16,0.2250
1975,10,16,0.2260
1975,10,16,0.3010
1975,10,17,0.2310
1975,10,17,0.2880
1975,10,17,0.2810
1975,10,17,0.2810
1975,10,18,0.2870
1975,10,18,0.2780
1975,10,18,0.2740
1975,10,18,0.2250
1975,10,19,0.2810
1975,10,19,0.2970
1975,10,19,0.3490
1975,10,19,0.2500
1975,10,20,0.2720
1975,10,20,0.2800
1975,10,21,0.3000
1975,10,22,0.2900
1975,10,23,0.3300
1975,10,24,0.4800
1975,10,25,0.4400
1975,10,26,0.3800
1975,10,27,0.3400
1975,10,27,0.3750
1975,10,28,0.3520
1975,10,29,0.3520
1975,10,30,0.3280
1975,10,31,0.2850
1975,11,1,0.2990
1975,11,2,0.3120
1975,11,3,0.3300
1975,11,3,0.3120
1975,11,4,0.3170
1975,11,5,0.3250
1975,11,6,0.3150
1975,11,7,0.3190
1975,11,8,0.3110
1975,11,9,0.3100
1975,11,10,0.3180
1975,11,10,-999.0000
1975,11,11,0.2950
1975,11,12,0.2520
1975,11,13,0.2210
1975,11,14,0.2480
1975,11,15,0.2200
1975,11,16,0.1880
1975,11,17,0.1950
1975,11,24,0.5880
1975,11,25,0.5600
1975,11,26,0.7500
1975,11,27,1.0600
1975,11,28,1.0000
1975,11,29,0.5880
1975,11,30,0.7100
1975,12,1,0.7400
1975,12,1,0.2750
1975,12,2,0.4370
1975,12,3,0.4350
1975,12,4,0.3950
1975,12,5,0.4010
1975,12,6,0.4010
1975,12,7,0.2810
1975,12,8,0.2630
1975,12,8,0.2600
1975,12,9,0.2960
1975,12,10,0.2540
1975,12,11,0.2540
1975,12,12,0.2850
1975,12,13,0.2570
1975,12,14,0.2800
1975,12,14,0.2820
1975,12,15,0.2760
1975,12,15,0.7190
1975,12,15,0.9360
1975,12,15,1.1100
1975,12,15,1.1400
1975,12,16,1.4200
1975,12,16,1.7200
1975,12,16,1.8200
1975,12,16,1.8800
1975,12,17,1.8200
1975,12,17,1.7200
1975,12,17,1.5900
1975,12,17,1.4800
1975,12,18,1.3500
1975,12,18,1.2100
1975,12,18,1.1800
1975,12,18,1.1700
1975,12,19,0.9920
1975,12,19,0.8520
1975,12,19,0.7980
1975,12,19,0.7580
1975,12,20,0.7580
1975,12,20,0.6260
1975,12,20,0.6960
1975,12,20,0.6330
1975,12,21,0.6120
1975,12,21,0.5200
1975,12,21,0.4730
1975,12,21,0.4440
1975,12,22,0.4210
1975,12,22,0.3600
1975,12,23,0.3200
1975,12,24,0.2900
1975,12,25,0.2700
1975,12,26,0.2500
1975,12,27,0.2400
1975,12,28,0.2400
1975,12,29,0.2400
1975,12,29,0.3100
1975,12,30,0.2500
1975,12,31,0.2400
1976,1,1,0.2700
1976,1,2,0.2100
1976,1,3,0.2700
1976,1,4,0.2700
1976,1,5,0.2520
1976,1,6,0.2560
1976,1,7,0.2190
1976,1,8,0.2150
1976,1,9,0.2250
1976,1,10,0.2200
1976,1,11,0.2180
1976,1,12,0.2170
1976,1,13,0.1610
1976,1,14,0.1500
1976,1,15,0.1500
1976,1,16,0.1650
1976,1,17,0.1630
1976,1,18,0.1860
1976,1,19,0.1930
1976,1,19,0.2970
1976,1,20,0.2840
1976,1,21,0.2660
1976,1,22,0.2490
1976,1,23,0.2430
1976,1,24,0.2370
1976,1,25,0.2490
1976,1,25,0.2570
1976,1,26,0.2540
1976,1,26,0.2510
1976,1,26,0.2510
1976,1,26,0.1950
1976,1,27,0.2300
1976,1,27,0.2430
1976,1,27,0.2820
1976,1,27,0.2690
1976,1,28,0.2630
1976,1,28,0.2780
1976,1,28,0.3250
1976,1,28,0.3460
1976,1,29,0.4130
1976,1,29,0.4290
1976,1,29,0.5140
1976,1,29,0.4410
1976,1,30,0.4440
1976,1,30,0.4080
1976,1,30,0.4630
1976,1,30,0.3510
1976,1,31,0.3540
1976,1,31,0.3070
1976,1,31,0.4060
1976,1,31,0.3320
1976,2,1,0.3220
1976,2,1,0.2590
1976,2,1,0.3030
1976,2,1,0.2590
1976,2,2,0.2630
1976,2,2,0.2130
1976,2,2,0.2540
1976,2,2,0.2090
1976,2,3,0.2140
1976,2,3,0.2040
1976,2,4,0.1930
1976,2,5,0.2040
1976,2,6,0.2180
1976,2,7,0.2160
1976,2,8,0.2180
1976,2,9,0.2280
1976,2,9,0.2290
1976,2,9,0.2090
1976,2,9,0.2220
1976,2,10,0.1770
1976,2,10,0.1800
1976,2,10,0.2150
1976,2,10,0.4080
1976,2,11,0.2470
1976,2,11,0.3170
1976,2,11,0.3050
1976,2,11,0.3310
1976,2,12,0.3950
1976,2,12,0.4020
1976,2,12,0.4910
1976,2,13,0.5330
1976,2,13,0.6850
1976,2,13,0.7130
1976,2,13,0.8540
1976,2,14,0.7270
1976,2,14,0.8340
1976,2,14,0.8930
1976,2,14,0.8730
1976,2,15,0.8920
1976,2,15,0.5310
1976,2,15,0.8250
1976,2,15,0.5700
1976,2,16,0.5840
1976,2,16,0.8320
1976,2,16,0.7530
1976,2,16,0.9020
1976,2,17,1.0100
1976,2,17,0.9430
1976,2,17,1.1000
1976,2,17,0.9770
1976,2,18,0.9250
1976,2,18,0.9590
1976,2,18,1.1400
1976,2,19,0.9810
1976,2,19,0.9410
1976,2,19,0.9070
1976,2,19,0.8970
1976,2,20,0.8240
1976,2,20,0.7920
1976,2,20,0.7270
1976,2,20,0.7100
1976,2,21,0.6970
1976,2,21,0.5800
1976,2,21,0.5930
1976,2,21,0.5680
1976,2,22,0.5660
1976,2,22,0.5140
1976,2,22,0.5080
1976,2,22,0.5120
1976,2,23,0.4860
1976,2,23,0.4750
1976,2,24,0.4630
1976,2,25,0.4030
1976,2,26,0.3550
1976,2,27,0.3550
1976,2,28,0.2930
1976,2,29,0.2920
1976,3,1,0.2880
1976,3,1,0.2650
1976,3,2,0.2250
1976,3,2,0.2430
1976,3,3,0.2550
1976,3,3,0.2350
1976,3,3,0.2660
1976,3,3,0.7240
1976,3,4,0.9510
1976,3,4,0.8400
1976,3,4,0.9010
1976,3,4,0.9000
1976,3,5,0.9050
1976,3,5,0.9250
1976,3,5,1.0600
1976,3,5,1.0200
1976,3,6,1.0400
1976,3,6,0.9250
1976,3,6,0.8940
1976,3,6,0.8620
1976,3,7,0.8390
1976,3,7,0.7420
1976,3,7,0.7100
1976,3,7,0.7020
1976,3,8,0.6970
1976,3,8,0.4390
1976,3,9,0.4390
1976,3,10,0.3570
1976,3,11,0.3240
1976,3,12,0.2750
1976,3,13,0.2660
1976,3,14,0.2390
1976,3,15,0.2090
1976,3,15,0.2390
1976,3,16,0.2030
1976,3,17,0.2090
1976,3,18,0.1960
1976,3,19,0.1700
1976,3,20,0.1860
1976,3,21,0.2400
1976,3,22,0.2210
1976,3,22,0.2680
1976,3,23,0.2280
1976,3,24,0.2330
1976,3,25,0.2090
1976,3,26,0.2340
1976,3,27,0.2020
1976,3,28,0.2950
1976,3,29,0.2440
1976,3,29,0.3200
1976,3,30,0.2080
1976,3,31,0.1940
1976,4,1,0.1970
1976,4,2,0.1750
1976,4,3,0.1790
1976,4,4,0.1790
1976,4,5,0.1680
1976,4,5,0.1770
1976,4,6,0.1730
1976,4,7,0.1820
1976,4,8,0.1970
1976,4,9,0.1550
1976,4,10,0.1580
1976,4,11,0.1780
1976,4,12,0.1530
1976,4,13,0.1640
1976,4,14,0.1750
1976,4,15,0.2360
1976,4,16,0.1860
1976,4,17,0.2130
1976,4,18,0.2050
1976,4,19,0.1730
1976,4,19,0.1420
1976,4,20,0.1920
1976,4,21,0.1870
1976,4,22,0.1790
1976,4,23,0.1510
1976,4,24,0.1630
1976,4,25,0.1790
1976,4,26,0.2200
1976,4,26,0.0830
1976,4,27,0.1170
1976,4,28,0.1150
1976,4,29,0.1520
1976,4,30,0.1820
1976,5,1,0.1620
1976,5,2,0.2910
1976,5,3,0.1890
1976,5,3,0.3540
1976,5,4,0.2550
1976,5,5,0.2440
1976,5,6,0.3010
1976,5,7,0.1870
1976,5,8,0.2230
1976,5,9,0.2630
1976,5,10,0.3290
1976,5,10,0.4220
1976,5,11,0.2800
1976,5,12,0.2520
1976,5,13,0.3680
1976,5,14,0.4100
1976,5,15,0.3870
1976,5,16,0.4220
1976,5,17,0.4190
1976,5,17,0.3530
1976,5,17,0.3090
1976,5,17,0.2750
1976,5,18,0.3000
1976,5,18,0.4900
1976,5,18,0.5160
1976,5,18,0.6920
1976,5,19,0.4850
1976,5,19,0.4700
1976,5,20,0.3050
1976,5,21,0.3220
1976,5,22,0.3460
1976,5,23,-999.0000
1976,5,24,0.3540
1976,5,24,0.3640
1976,5,25,0.2450
1976,5,26,0.2400
1976,5,27,0.2320
1976,5,28,0.2500
1976,5,29,0.2740
1976,5,30,0.2580
1976,5,31,0.2610
1976,5,31,0.2340
1976,5,31,0.3000
1976,5,31,0.2500
1976,6,1,0.2780
1976,6,1,0.2620
1976,6,1,0.2920
1976,6,1,0.2470
1976,6,2,0.3020
1976,6,2,0.2860
1976,6,2,0.2760
1976,6,2,0.2420
1976,6,3,0.2350
1976,6,3,0.2440
1976,6,3,0.2700
1976,6,3,0.2260
1976,6,4,0.2650
1976,6,4,0.2180
1976,6,4,0.2600
1976,6,4,0.2600
1976,6,5,0.2560
1976,6,5,0.3070
1976,6,5,0.2800
1976,6,5,0.2620
1976,6,6,0.2440
1976,6,6,0.2620
1976,6,6,0.2740
1976,6,7,0.2600
1976,6,7,0.2660
1976,6,7,0.2860
1976,6,7,0.3190
1976,6,8,0.3050
1976,6,8,0.3890
1976,6,8,0.3060
1976,6,8,0.2650
1976,6,9,0.2880
1976,6,9,0.2990
1976,6,9,0.3010
1976,6,9,0.3070
1976,6,10,0.3640
1976,6,10,0.3570
1976,6,10,0.3640
1976,6,10,0.3700
1976,6,11,0.2920
1976,6,11,0.3410
1976,6,11,0.3230
1976,6,11,0.3570
1976,6,12,0.3290
1976,6,12,0.3950
1976,6,12,0.4550
1976,6,12,0.3950
1976,6,13,0.3560
1976,6,13,0.5690
1976,6,13,0.4560
1976,6,13,0.3780
1976,6,14,0.3510
1976,6,14,0.3150
1976,6,15,0.2870
1976,6,16,0.2670
1976,6,17,0.2810
1976,6,18,0.2880
1976,6,19,0.3080
1976,6,20,0.2990
1976,6,21,0.2970
1976,6,21,0.3100
1976,6,21,0.3200
1976,6,22,0.3530
1976,6,22,0.2950
1976,6,23,0.3500
1976,6,23,0.3240
1976,6,24,0.3670
1976,6,24,0.3790
1976,6,25,0.3520
1976,6,25,0.3320
1976,6,26,0.5170
1976,6,26,0.3380
1976,6,27,0.3050
1976,6,27,0.2970
1976,6,28,0.3040
1976,6,28,0.3130
1976,6,28,0.3090
1976,6,29,0.3000
1976,6,29,0.2670
1976,6,30,0.2760
1976,6,30,0.2770
1976,7,1,0.2780
1976,7,1,0.3210
1976,7,2,0.2880
1976,7,2,0.3470
1976,7,3,0.3210
1976,7,3,0.3410
1976,7,4,0.3520
1976,7,4,0.3480
1976,7,5,0.3640
1976,7,5,0.3580
1976,7,5,0.3690
1976,7,6,0.3650
1976,7,6,0.3390
1976,7,7,0.3250
1976,7,7,0.3650
1976,7,8,0.3050
1976,7,8,0.3180
1976,7,9,0.2650
1976,7,9,0.3140
1976,7,10,0.2610
1976,7,10,0.3190
1976,7,11,0.3330
1976,7,11,0.3000
1976,7,12,0.2860
1976,7,12,0.1420
1976,7,13,0.1120
1976,7,13,0.1060
1976,7,14,0.0610
1976,7,14,0.0590
1976,7,15,0.0490
1976,7,15,0.0610
1976,7,16,0.0750
1976,7,16,0.0780
1976,7,17,0.0520
1976,7,17,0.0650
1976,7,18,0.0630
1976,7,18,0.0460
1976,7,19,0.0310
1976,7,19,0.0480
1976,7,19,0.5520
1976,7,20,0.2350
1976,7,20,0.2420
1976,7,21,0.2530
1976,7,21,0.3220
1976,7,22,0.2500
1976,7,22,0.2700
1976,7,23,0.2760
1976,7,23,0.2340
1976,7,23,0.3100
1976,7,23,0.2630
1976,7,24,0.2460
1976,7,24,0.2870
1976,7,24,0.2860
1976,7,24,0.2940
1976,7,25,0.2980
1976,7,25,0.3160
1976,7,25,0.3310
1976,7,25,0.3310
1976,7,26,0.3230
1976,7,26,0.3420
1976,7,26,0.3210
1976,7,27,0.3020
1976,7,27,0.2900
1976,7,28,0.2750
1976,7,28,0.3130
1976,7,29,0.2500
1976,7,29,0.2950
1976,7,30,0.2430
1976,7,30,0.2640
1976,7,31,0.2350
1976,7,31,0.2640
1976,8,1,0.2790
1976,8,1,0.2670
1976,8,2,0.2640
1976,8,2,0.2420
1976,8,2,0.2230
1976,8,3,0.2490
1976,8,3,0.2700
1976,8,3,0.2460
1976,8,3,0.1990
1976,8,4,0.1750
1976,8,4,0.1720
1976,8,4,0.1720
1976,8,4,0.1960
1976,8,5,0.2160
1976,8,5,0.2400
1976,8,5,0.2270
1976,8,5,0.2450
1976,8,6,0.2440
1976,8,6,0.2430
1976,8,6,0.2410
1976,8,6,0.2330
1976,8,7,0.2910
1976,8,7,0.2590
1976,8,7,0.2990
1976,8,7,0.2890
1976,8,8,0.3190
1976,8,8,0.3070
1976,8,8,0.2700
1976,8,9,0.2990
1976,8,30,0.3250
1976,8,31,0.3150
1976,9,1,0.3120
1976,9,2,0.2900
1976,9,3,0.2950
1976,9,4,0.3190
1976,9,5,0.3310
1976,9,6,0.3790
1976,9,6,0.3250
1976,9,7,0.3580
1976,9,8,0.3400
1976,9,9,0.3170
1976,9,10,0.3410
1976,9,11,0.3960
1976,9,12,0.4420
1976,9,13,0.4420
1976,9,13,0.3980
1976,9,14,0.3520
1976,9,14,0.3290
1976,9,15,0.3620
1976,9,15,0.3540
1976,9,16,0.3590
1976,9,16,0.3410
1976,9,17,0.3870
1976,9,17,0.3170
1976,9,18,0.3670
1976,9,18,0.3290
1976,9,19,0.3290
1976,9,19,0.3300
1976,9,20,0.2860
1976,9,20,0.2830
1976,9,20,0.2880
1976,9,21,0.3000
1976,9,21,0.2920
1976,9,22,0.3130
1976,9,22,0.2900
1976,9,23,0.2840
1976,9,23,0.3180
1976,9,24,0.3140
1976,9,25,0.3070
1976,9,25,0.3350
1976,9,26,0.3000
1976,9,26,0.3670
1976,9,27,0.3130
1976,9,27,0.3100
1976,9,27,0.3800
1976,9,28,0.3440
1976,9,28,0.3300
1976,9,29,0.2850
1976,9,29,0.3070
1976,9,30,0.3520
1976,9,30,0.3250
1976,10,1,0.3130
1976,10,1,0.3020
1976,10,2,0.3230
1976,10,2,0.3040
1976,10,3,0.3060
1976,10,3,0.3100
1976,10,4,0.3220
1976,10,4,0.2950
1976,10,4,0.2690
1976,10,5,0.3300
1976,10,6,0.3720
1976,10,7,0.3630
1976,10,8,0.3300
1976,10,9,0.2900
1976,10,10,0.3130
1976,10,11,0.3070
1976,10,11,0.2990
1976,10,12,0.3110
1976,10,13,0.2710
1976,10,14,0.2700
1976,10,15,0.2690
1976,10,16,0.2350
1976,10,17,0.2220
1976,10,18,0.2390
1976,10,18,0.2040
1976,10,19,0.2250
1976,10,20,0.3710
1976,10,21,0.3250
1976,10,21,0.3600
1976,10,22,0.3300
1976,10,22,0.3180
1976,10,22,0.2850
1976,10,23,0.2350
1976,10,24,0.2350
1976,10,25,0.2430
1976,10,25,0.2360
1976,10,26,0.1990
1976,10,27,0.1840
1976,10,28,0.2110
1976,10,29,0.2240
1976,10,30,0.2380
1976,10,31,0.2390
1976,11,1,0.2330
1976,11,1,0.2820
1976,11,2,0.2610
1976,11,3,0.2520
1976,11,4,0.2560
1976,11,5,0.2170
1976,11,6,0.2140
1976,11,7,0.2050
1976,11,8,0.1990
1976,11,8,0.1970
1976,11,9,0.2020
1976,11,10,0.2140
1976,11,11,0.1320
1976,11,12,0.1870
1976,11,13,0.1760
1976,11,14,0.1840
1976,11,15,0.1670
1976,11,15,0.1880
1976,11,16,0.1820
1976,11,17,0.1850
1976,11,18,0.1740
1976,11,19,0.2040
1976,11,20,0.1990
1976,11,21,0.1730
1976,11,22,0.1570
1976,11,22,0.1630
1976,11,23,0.1750
1976,11,24,0.1740
1976,11,25,0.1850
1976,11,26,0.1910
1976,11,27,0.1880
1976,11,28,0.1920
1976,11,29,0.1840
1976,11,29,0.2250
1976,11,30,0.2780
1976,12,1,0.2400
1976,12,2,0.2200
1976,12,3,0.2070
1976,12,4,0.2170
1976,12,5,0.2170
1976,12,6,0.2190
1976,12,6,0.2240
1976,12,7,0.2070
1976,12,8,0.2030
1976,12,9,0.2130
1976,12,10,0.2040
1976,12,11,0.2030
1976,12,12,0.2100
1976,12,13,0.2160
1976,12,13,0.1670
1976,12,14,0.1680
1976,12,15,0.1860
1976,12,16,0.1810
1976,12,17,0.2110
1976,12,18,0.2280
1976,12,19,0.2410
1976,12,20,0.2520
1976,12,20,0.2350
1976,12,21,0.2390
1976,12,22,0.2260
1976,12,23,0.2370
1976,12,24,0.2280
1976,12,25,0.2340
1976,12,26,0.2260
1976,12,27,0.2290
1976,12,27,0.2170
1976,12,28,0.2940
1976,12,29,0.2520
1976,12,30,0.2510
1976,12,31,0.2430
