Year,Month,Day,TP(mg/L)
1983,8,4,0.1850
1983,8,5,0.1820
1983,8,6,0.1840
1983,8,7,0.1440
1983,8,8,0.1590
1983,8,8,0.1590
1983,8,9,0.1460
1983,8,10,0.1430
1983,8,11,0.1380
1983,8,12,0.1840
1983,8,13,0.1640
1983,8,14,0.1900
1983,8,15,0.1850
1983,8,15,0.2160
1983,8,16,0.1770
1983,8,17,0.1780
1983,8,18,0.1710
1983,8,19,0.1680
1983,8,20,0.1430
1983,8,21,0.1810
1983,8,22,0.1840
1983,8,22,0.1800
1983,8,23,0.2020
1983,8,24,0.2010
1983,8,25,0.1610
1983,8,26,0.4510
1983,8,27,0.5780
1983,8,28,0.6720
1983,8,29,0.6940
1983,8,29,0.7870
1983,8,30,0.6610
1983,8,30,0.7690
1983,8,31,0.5690
1983,8,31,0.7440
1983,9,1,0.6760
1983,9,1,0.7350
1983,9,2,0.5300
1983,9,3,0.3570
1983,9,4,0.5520
1983,9,5,0.6470
1983,9,5,0.5950
1983,9,6,0.5450
1983,9,7,0.4890
1983,9,8,0.3370
1983,9,9,0.4600
1983,9,10,0.5020
1983,9,11,0.5100
1983,9,12,0.4170
1983,9,12,0.2060
1983,9,13,0.1830
1983,9,14,0.1940
1983,9,15,0.1820
1983,9,16,0.1780
1983,9,17,0.1720
1983,9,18,0.1880
1983,9,19,0.1730
1983,9,19,0.1790
1983,9,20,0.1930
1983,9,21,0.1880
1983,9,22,0.2160
1983,9,23,0.1930
1983,9,24,0.2070
1983,9,25,0.2080
1983,9,26,0.2020
1983,9,26,0.1650
1983,9,27,0.1710
1983,9,28,0.1740
1983,9,29,0.1710
1983,9,30,0.1890
1983,10,1,0.1600
1983,10,2,0.1720
1983,10,3,0.1790
1983,10,3,0.1970
1983,10,4,0.1870
1983,10,5,0.1830
1983,10,6,0.1820
1983,10,7,0.1940
1983,10,8,0.1810
1983,10,9,0.1890
1983,10,10,0.2020
1983,10,10,0.1940
1983,10,11,0.1750
1983,10,12,0.1700
1983,10,13,0.1830
1983,10,14,0.1910
1983,10,15,0.1870
1983,10,16,0.2370
1983,10,17,0.2000
1983,10,17,0.1730
1983,10,18,0.1800
1983,10,19,0.1830
1983,10,20,0.1810
1983,10,21,0.1680
1983,10,22,0.1690
1983,10,23,0.1930
1983,10,24,0.2910
1983,10,24,0.2530
1983,10,25,0.1980
1983,10,26,0.2080
1983,10,27,0.2240
1983,10,28,0.2460
1983,10,29,0.2380
1983,10,30,0.2120
1983,10,31,0.2010
1983,10,31,0.2130
1983,11,1,0.2100
1983,11,2,0.2040
1983,11,3,0.1940
1983,11,4,0.1840
1983,11,5,0.1800
1983,11,6,0.1980
1983,11,7,0.2220
1983,11,7,0.2030
1983,11,8,0.2130
1983,11,9,0.1960
1983,11,10,0.1880
1983,11,11,0.2050
1983,11,12,0.2810
1983,11,12,0.3140
1983,11,12,0.3150
1983,11,13,0.3080
1983,11,13,0.2300
1983,11,14,0.2300
1983,11,14,0.2190
1983,11,15,0.2820
1983,11,15,0.3090
1983,11,16,0.4180
1983,11,16,0.5770
1983,11,17,0.5570
1983,11,17,0.6230
1983,11,18,0.6260
1983,11,19,0.5310
1983,11,20,0.4880
1983,11,20,0.4390
1983,11,21,0.4260
1983,11,21,0.4230
1983,11,22,0.3830
1983,11,23,0.3680
1983,11,24,0.3970
1983,11,24,0.4110
1983,11,24,0.5460
1983,11,24,0.5560
1983,11,25,0.4880
1983,11,25,0.3790
1983,11,26,0.3580
1983,11,27,0.3280
1983,11,28,0.3570
1983,11,28,0.6690
1983,11,28,0.6490
1983,11,28,0.7860
1983,11,29,0.8300
1983,11,29,0.8380
1983,11,29,0.8820
1983,11,29,0.9950
1983,11,30,1.0270
1983,11,30,1.0280
1983,11,30,0.9500
1983,11,30,0.8700
1983,12,1,0.8260
1983,12,1,0.7820
1983,12,1,0.7560
1983,12,1,0.7010
1983,12,2,0.5450
1983,12,3,0.3980
1983,12,4,0.3610
1983,12,5,0.3400
1983,12,5,0.3300
1983,12,6,0.4890
1983,12,7,0.5980
1983,12,8,0.5340
1983,12,9,0.4440
1983,12,10,0.3810
1983,12,11,0.3350
1983,12,12,0.4510
1983,12,12,0.4420
1983,12,13,0.4930
1983,12,14,0.4490
1983,12,15,0.4030
1983,12,16,0.3560
1983,12,17,0.3080
1983,12,18,0.2640
1983,12,19,0.2440
1983,12,19,0.2180
1983,12,20,0.2100
1983,12,21,0.2090
1983,12,22,0.1970
1983,12,23,0.1840
1983,12,24,0.1850
1983,12,25,0.1770
1983,12,26,0.1800
1983,12,27,0.1710
1983,12,28,0.1550
1983,12,29,0.1550
1983,12,30,0.1690
1983,12,31,0.1780
1984,1,1,0.1830
1984,1,2,0.1960
1984,1,3,0.1840
1984,1,4,0.1850
1984,1,5,0.1770
1984,1,6,0.1690
1984,1,7,0.1650
1984,1,8,0.1730
1984,1,9,0.1840
1984,1,9,0.1500
1984,1,10,0.1680
1984,1,11,0.1750
1984,1,12,0.1760
1984,1,13,0.1700
1984,1,14,0.1900
1984,1,15,0.1890
1984,1,16,0.1910
1984,1,16,0.1490
1984,1,17,0.1790
1984,1,18,0.1770
1984,1,19,0.1840
1984,1,20,0.1790
1984,1,21,0.1850
1984,1,22,0.1650
1984,1,23,0.1620
1984,1,23,0.1990
1984,1,24,0.1970
1984,1,25,0.2090
1984,1,26,0.2230
1984,1,27,0.2230
1984,1,28,0.2180
1984,1,29,0.2330
1984,1,30,0.2530
1984,1,30,0.2340
1984,1,31,0.2180
1984,2,1,0.1960
1984,2,2,0.2400
1984,2,3,0.2970
1984,2,4,0.3530
1984,2,5,0.4020
1984,2,6,0.4100
1984,2,6,0.3210
1984,2,7,0.3490
1984,2,8,0.3520
1984,2,9,0.3260
1984,2,10,0.3600
1984,2,11,0.3380
1984,2,11,0.3900
1984,2,12,0.4230
1984,2,12,0.4780
1984,2,13,0.4970
1984,2,15,0.5130
1984,2,15,0.4490
1984,2,16,0.3270
1984,2,17,0.2850
1984,2,18,0.2320
1984,2,19,0.2170
1984,2,20,0.1980
1984,2,20,0.1900
1984,2,21,0.1790
1984,2,22,0.1660
1984,2,23,0.1570
1984,2,24,0.1570
1984,2,25,0.1500
1984,2,26,0.1480
1984,2,27,0.2640
1984,2,27,0.2400
1984,2,28,0.1610
1984,2,29,0.1520
1984,3,1,0.1490
1984,3,2,0.1520
1984,3,3,0.1510
1984,3,4,0.1570
1984,3,5,0.1530
1984,3,5,0.1530
1984,3,6,0.1270
1984,3,7,0.1170
1984,3,9,0.1240
1984,3,9,0.1240
1984,3,10,0.1250
1984,3,11,0.1280
1984,3,12,0.1430
1984,3,12,0.1290
1984,3,13,0.1280
1984,3,14,0.1230
1984,3,15,0.1480
1984,3,16,0.2760
1984,3,16,0.3620
1984,3,16,0.3880
1984,3,17,0.3870
1984,3,18,0.6390
1984,3,19,0.4430
1984,3,20,0.4120
1984,3,20,0.5690
1984,3,21,0.5460
1984,3,21,0.4900
1984,3,21,0.4950
1984,3,21,0.4590
1984,3,22,0.4440
1984,3,22,0.4450
1984,3,23,0.4240
1984,3,24,0.3560
1984,3,25,0.2910
1984,3,26,0.2540
1984,3,26,0.2350
1984,3,27,0.3140
1984,3,28,0.3650
1984,3,30,0.2880
1984,3,31,0.2390
1984,4,1,0.2030
1984,4,2,0.1900
1984,4,2,0.1620
1984,4,3,0.1680
1984,4,4,0.1920
1984,4,5,0.3230
1984,4,6,0.3320
1984,4,6,0.6240
1984,4,7,0.6180
1984,4,7,0.5950
1984,4,7,0.5600
1984,4,7,0.4970
1984,4,8,0.4600
1984,4,8,0.4540
1984,4,9,0.4100
1984,4,9,0.7540
1984,4,10,0.3560
1984,4,11,0.2970
1984,4,12,0.2580
1984,4,13,0.2240
1984,4,14,0.2480
1984,4,15,0.2830
1984,4,15,0.5180
1984,4,16,0.4670
1984,4,16,0.4630
1984,4,16,0.4640
1984,4,16,0.1290
1984,4,17,0.3410
1984,4,17,0.4450
1984,4,17,0.6100
1984,4,18,0.5530
1984,4,18,0.4840
1984,4,19,0.4220
1984,4,19,0.4180
1984,4,20,0.3980
1984,4,20,0.3650
1984,4,21,0.3480
1984,4,21,0.3390
1984,4,22,0.3040
1984,4,22,0.3520
1984,4,22,1.1940
1984,4,23,1.1170
1984,4,23,1.2610
1984,4,23,1.2840
1984,4,23,1.1540
1984,4,24,1.2440
1984,4,24,1.1760
1984,4,24,1.1400
1984,4,24,1.0370
1984,4,25,1.0080
1984,4,25,0.9670
1984,4,25,0.9610
1984,4,25,0.9590
1984,4,26,0.9200
1984,4,26,0.8800
1984,4,26,0.8290
1984,4,26,0.7600
1984,4,27,0.6920
1984,4,27,0.7470
1984,4,27,1.3470
1984,4,27,1.1000
1984,4,28,0.8630
1984,4,28,0.5860
1984,4,29,0.4120
1984,4,30,0.4940
1984,4,30,0.4340
1984,5,1,0.3560
1984,5,2,0.3280
1984,5,3,0.2610
1984,5,4,0.2200
1984,5,5,0.2150
1984,5,6,0.2250
1984,5,7,0.2190
1984,5,7,0.1960
1984,5,8,0.1910
1984,5,9,0.1760
1984,5,10,0.2010
1984,5,11,0.1790
1984,5,12,0.1680
1984,5,13,0.1620
1984,5,14,0.1510
1984,5,14,0.1330
1984,5,15,0.1270
1984,5,16,0.1410
1984,5,17,0.1280
1984,5,18,0.1420
1984,5,19,0.1190
1984,5,20,0.1220
1984,5,21,0.4290
1984,5,21,0.5000
1984,5,22,0.4540
1984,5,22,0.5630
1984,5,23,0.5660
1984,5,23,0.5890
1984,5,24,0.4280
1984,5,25,0.4290
1984,5,26,0.4660
1984,5,27,0.4310
1984,5,28,0.4890
1984,5,29,0.6200
1984,5,30,0.5340
1984,5,30,0.4610
1984,5,31,0.4610
1984,6,1,0.4730
1984,6,2,0.3830
1984,6,3,0.3980
1984,6,4,0.3270
1984,6,4,0.2110
1984,6,5,0.1800
1984,6,6,0.1470
1984,6,7,0.1700
1984,6,8,0.1530
1984,6,9,0.1190
1984,6,10,0.1280
1984,6,11,0.1080
1984,6,11,0.1440
1984,6,12,0.1540
1984,6,13,0.1630
1984,6,14,0.1450
1984,6,15,0.1440
1984,6,16,0.1270
1984,6,17,0.1680
1984,6,18,0.1680
1984,6,18,0.1650
1984,6,19,0.1630
1984,6,20,0.1670
1984,6,21,0.1820
1984,6,22,0.1830
1984,6,23,0.1720
1984,6,24,0.1720
1984,6,25,0.1650
1984,6,25,0.1710
1984,6,26,0.1770
1984,6,27,0.2130
1984,6,28,0.2150
1984,6,29,0.2050
1984,6,30,0.1920
1984,7,1,0.2150
1984,7,2,0.1890
1984,7,2,0.1670
1984,7,3,0.1770
1984,7,4,0.1620
1984,7,5,0.1690
1984,7,6,0.1540
1984,7,7,0.1550
1984,7,8,0.1390
1984,7,9,0.1620
1984,7,9,0.1490
1984,7,10,0.1200
1984,7,11,0.1480
1984,7,12,0.1330
1984,7,13,0.1350
1984,7,14,0.1340
1984,7,15,0.1480
1984,7,16,0.1480
1984,7,16,0.1540
1984,7,17,0.1870
1984,7,18,0.1850
1984,7,19,0.1680
1984,7,20,0.1840
1984,7,21,0.1900
1984,7,22,0.1630
1984,7,23,0.2260
1984,7,23,0.1820
1984,7,24,0.1720
1984,7,25,0.1790
1984,7,26,0.1940
1984,7,27,0.1590
1984,7,28,0.1550
1984,7,29,0.1740
1984,7,30,0.1620
1984,7,30,0.1650
1984,7,31,0.1380
1984,8,1,0.1570
1984,8,2,0.1630
1984,8,3,0.1540
1984,8,4,0.1450
1984,8,5,0.1430
1984,8,6,0.1720
1984,8,7,0.2010
1984,8,8,0.1940
1984,8,8,0.2080
1984,8,8,0.2940
1984,8,8,0.2930
1984,8,9,0.3350
1984,8,9,0.2630
1984,8,9,0.2520
1984,8,9,0.2440
1984,8,10,0.3070
1984,8,11,0.2320
1984,8,12,0.2070
1984,8,13,0.1970
1984,8,13,0.1680
1984,8,14,0.1710
1984,8,15,0.1340
1984,8,16,0.1170
1984,8,17,0.1430
1984,8,18,0.1540
1984,8,19,0.1660
1984,8,20,0.1380
1984,8,20,0.1720
1984,8,21,0.1520
1984,8,22,0.1480
1984,8,23,0.1550
1984,8,24,0.1490
1984,8,25,0.1490
1984,8,26,0.1610
1984,8,27,0.1680
1984,8,27,0.1600
1984,8,28,0.1800
1984,8,29,0.1850
1984,8,30,0.1950
1984,8,31,0.1430
1984,9,1,0.1610
1984,9,2,0.1880
1984,9,3,0.1320
1984,9,3,0.1460
1984,9,4,0.1560
1984,9,5,0.1650
1984,9,6,0.1410
1984,9,7,0.1460
1984,9,8,0.1490
1984,9,9,0.1520
1984,9,10,0.1530
1984,9,10,0.1890
1984,9,11,0.1930
1984,9,12,0.1870
1984,9,13,0.2230
1984,9,14,0.2540
1984,9,15,0.2390
1984,9,16,0.2450
1984,9,17,0.2150
1984,9,17,0.2260
1984,9,18,0.2190
1984,9,19,0.2310
1984,9,20,0.2090
1984,9,21,0.2050
1984,9,22,0.2090
1984,9,23,0.2050
1984,9,24,0.2090
1984,9,24,0.2130
1984,9,25,0.2290
1984,9,26,0.2420
1984,9,27,0.2420
1984,9,28,0.2200
1984,9,29,0.2300
1984,9,30,0.2190
1984,10,1,0.2200
1984,10,1,0.2220
1984,10,2,0.2340
1984,10,3,0.2220
1984,10,4,0.2030
1984,10,5,0.2240
1984,10,6,0.2730
1984,10,7,0.1970
1984,10,8,0.1990
1984,10,8,0.1900
1984,10,9,0.2210
1984,10,10,0.2430
1984,10,11,0.2210
1984,10,12,0.2850
1984,10,13,0.2640
1984,10,14,0.2580
1984,10,15,0.2390
1984,10,15,0.2620
1984,10,16,0.2570
1984,10,17,0.2650
1984,10,18,0.2330
1984,10,19,0.2570
1984,10,20,0.2530
1984,10,21,0.2620
1984,10,22,0.2810
1984,10,22,0.3720
1984,10,23,0.2880
1984,10,24,0.3020
1984,10,25,0.3100
1984,10,26,0.3330
1984,10,27,0.5170
1984,10,28,0.2730
1984,10,29,0.2670
1984,10,29,0.2140
1984,10,30,0.2090
1984,10,31,0.2140
1984,11,1,0.2160
1984,11,2,0.2070
1984,11,3,0.1920
1984,11,4,0.1800
1984,11,5,0.1880
1984,11,5,0.1770
1984,11,6,0.1840
1984,11,7,0.1780
1984,11,8,0.1750
1984,11,9,0.1840
1984,11,10,0.2150
1984,11,11,0.1750
1984,11,12,0.2240
1984,11,12,0.2370
1984,11,13,0.2670
1984,11,14,0.3060
1984,11,15,0.3110
1984,11,16,0.2990
1984,11,17,0.2840
1984,11,18,0.2530
1984,11,19,0.2280
1984,11,19,0.2590
1984,11,20,0.2470
1984,11,21,0.3830
1984,11,22,0.2220
1984,11,23,0.1980
1984,11,24,0.1940
1984,11,25,0.1840
1984,11,26,0.1770
1984,11,26,0.1810
1984,11,27,0.1790
1984,11,28,0.1840
1984,11,29,0.1640
1984,11,30,0.1610
1984,12,1,0.1640
1984,12,2,0.1700
1984,12,3,0.1810
1984,12,3,0.1750
1984,12,4,0.1690
1984,12,5,0.1460
1984,12,6,0.1570
1984,12,7,0.1430
1984,12,8,0.1430
1984,12,9,0.1610
1984,12,10,0.1570
1984,12,11,0.1300
1984,12,12,0.1490
1984,12,13,0.1600
1984,12,14,0.1840
1984,12,15,0.2240
1984,12,16,0.2280
1984,12,17,0.2080
1984,12,17,0.2810
1984,12,18,0.2760
1984,12,19,0.2500
1984,12,20,0.2450
1984,12,21,0.2250
1984,12,22,0.2480
1984,12,23,0.2410
1984,12,24,0.2360
1984,12,25,0.2340
1984,12,26,0.2380
1984,12,27,0.2130
1984,12,28,0.2320
1984,12,29,0.2220
1984,12,30,0.2810
1984,12,30,0.4950
1984,12,31,0.4960
1985,1,2,0.9620
1985,1,3,0.9730
1985,1,3,0.8130
1985,1,3,0.9320
1985,1,3,0.8230
1985,1,4,0.7060
1985,1,4,0.5020
1985,1,4,0.6860
1985,1,5,0.5850
1985,1,6,0.4910
1985,1,7,0.4070
1985,1,7,0.3520
1985,1,8,0.3520
1985,1,9,0.3000
1985,1,10,0.2810
1985,1,11,0.2510
1985,1,12,0.2340
1985,1,13,0.2090
1985,1,14,0.2020
1985,1,14,0.1370
1985,1,15,0.1460
1985,1,16,0.1240
1985,1,17,0.1240
1985,1,18,0.1280
1985,1,19,0.1370
1985,1,20,0.1310
1985,1,21,0.1350
1985,1,28,0.1620
1985,1,29,0.1670
1985,1,30,0.1730
1985,1,31,0.1700
1985,2,1,0.1700
1985,2,2,0.1640
1985,2,3,0.1700
1985,2,4,0.1630
1985,2,4,0.1610
1985,2,5,0.1840
1985,2,6,0.1880
1985,2,7,0.1890
1985,2,8,0.1870
1985,2,9,0.1910
1985,2,10,0.1920
1985,2,11,0.1800
1985,2,18,0.1780
1985,2,19,0.1830
1985,2,20,0.1940
1985,2,21,0.1930
1985,2,22,0.2270
1985,2,22,0.2700
1985,2,23,0.3110
1985,2,23,0.5520
1985,2,23,0.6780
1985,2,23,1.2610
1985,2,24,1.4900
1985,2,24,-999.0000
1985,2,24,-999.0000
1985,2,24,-999.0000
1985,2,25,-999.0000
1985,2,25,-999.0000
1985,2,25,-999.0000
1985,2,25,-999.0000
1985,2,26,-999.0000
1985,2,26,-999.0000
1985,2,26,-999.0000
1985,2,26,-999.0000
1985,2,27,-999.0000
1985,2,27,-999.0000
1985,2,27,-999.0000
1985,2,27,-999.0000
1985,2,28,-999.0000
1985,2,28,-999.0000
1985,2,28,-999.0000
1985,2,28,-999.0000
1985,3,1,-999.0000
1985,3,1,-999.0000
1985,3,2,-999.0000
1985,3,2,-999.0000
1985,3,3,-999.0000
1985,3,4,-999.0000
1985,3,4,0.4170
1985,3,5,0.3940
1985,3,5,0.4390
1985,3,6,0.4750
1985,3,6,0.5000
1985,3,6,0.5420
1985,3,6,0.5510
1985,3,7,0.5060
1985,3,7,0.4870
1985,3,8,0.4590
1985,3,8,0.4190
1985,3,9,0.3240
1985,3,10,0.2440
1985,3,11,0.2220
1985,3,11,0.1830
1985,3,12,0.2170
1985,3,13,0.2320
1985,3,14,0.1890
1985,3,15,0.1990
1985,3,16,0.3760
1985,3,17,0.2080
1985,3,18,0.1620
1985,3,18,0.1550
1985,3,19,0.1610
1985,3,20,0.1610
1985,3,21,0.1840
1985,3,22,0.1710
1985,3,23,0.1460
1985,3,24,0.1430
1985,3,25,0.1450
1985,3,25,0.1200
1985,3,26,0.1220
1985,3,27,0.1350
1985,3,28,0.1180
1985,3,28,0.1660
1985,3,28,0.3050
1985,3,29,0.8200
1985,3,29,0.7190
1985,3,29,0.8590
1985,3,29,0.8500
1985,3,30,1.0390
1985,3,30,1.1280
1985,3,30,1.1710
1985,3,30,1.0790
1985,3,31,1.0270
1985,3,31,0.8230
1985,3,31,1.0180
1985,3,31,1.0640
1985,4,1,1.2650
1985,4,1,1.1220
1985,4,1,1.3870
1985,4,1,1.0190
1985,4,2,0.8820
1985,4,2,0.7590
1985,4,2,0.6900
1985,4,2,0.6180
1985,4,3,0.5760
1985,4,3,0.5480
1985,4,3,0.5130
1985,4,3,0.5180
1985,4,4,0.4310
1985,4,5,0.3600
1985,4,6,0.4450
1985,4,7,0.5730
1985,4,7,0.5850
1985,4,8,0.5530
1985,4,8,0.5120
1985,4,8,0.5770
1985,4,8,0.5240
1985,4,9,0.5090
1985,4,9,0.5090
1985,4,9,0.5090
1985,4,9,0.5810
1985,4,10,0.4410
1985,4,10,0.3830
1985,4,11,0.3010
1985,4,12,0.2850
1985,4,13,0.2300
1985,4,14,0.1980
1985,4,15,0.1790
1985,4,15,0.1540
1985,4,16,0.2120
1985,4,17,0.2210
1985,4,18,0.1740
1985,4,19,0.1850
1985,4,20,0.1460
1985,4,21,-999.0000
1985,4,22,0.1390
1985,4,23,0.1680
1985,4,24,0.1500
1985,4,25,0.1280
1985,4,26,0.1270
1985,4,27,0.1360
1985,4,28,0.1720
1985,4,29,0.1000
1985,4,29,0.0860
1985,4,30,0.0840
1985,5,1,0.0910
1985,5,2,0.0980
1985,5,3,0.0800
1985,5,4,0.1250
1985,5,5,0.1380
1985,5,6,0.1250
1985,5,6,0.1230
1985,5,7,0.1230
1985,5,8,0.1190
1985,5,9,0.1420
1985,5,10,0.1280
1985,5,11,0.1220
1985,5,12,0.1160
1985,5,13,0.1120
1985,5,13,0.1320
1985,5,14,0.1290
1985,5,15,0.1510
1985,5,16,0.2190
1985,5,17,0.1500
1985,5,18,0.1330
1985,5,19,0.1610
1985,5,20,0.1650
1985,5,20,0.1640
1985,5,21,0.1470
1985,5,21,0.1510
1985,5,21,0.1550
1985,5,21,0.1550
1985,5,22,0.1580
1985,5,23,0.1220
1985,5,24,0.1330
1985,5,25,0.1450
1985,5,26,0.1700
1985,5,27,0.1710
1985,5,28,0.2170
1985,5,29,0.1730
1985,5,30,0.2480
1985,5,31,0.3030
1985,6,1,0.3610
1985,6,2,0.3080
1985,6,3,0.3720
1985,6,3,0.3090
1985,6,4,0.2900
1985,6,5,0.1830
1985,6,6,0.1780
1985,6,7,0.1930
1985,6,8,0.1930
1985,6,9,0.2190
1985,6,10,0.2550
1985,6,10,0.2200
1985,6,11,0.2090
1985,6,12,0.1920
1985,6,13,0.1860
1985,6,14,0.1830
1985,6,15,0.2200
1985,6,16,0.2500
1985,6,17,0.2320
1985,6,17,0.1460
1985,6,18,0.1650
1985,6,19,0.2370
1985,6,20,0.3320
1985,6,21,0.2910
1985,6,22,0.2090
1985,6,23,0.2020
1985,6,24,0.2370
1985,6,25,0.2310
1985,6,26,0.2840
1985,6,27,0.2650
1985,6,28,0.2840
1985,6,29,0.1990
1985,6,30,0.2560
1985,7,1,0.2710
1985,7,2,0.1360
1985,7,3,0.1210
1985,7,4,0.1630
1985,7,5,0.1900
1985,7,6,0.1750
1985,7,7,0.1270
1985,7,8,0.1690
1985,7,8,0.1440
1985,7,9,0.1220
1985,7,10,0.1390
1985,7,11,0.1220
1985,7,12,0.1440
1985,7,13,0.1440
1985,7,14,0.1330
1985,7,15,0.1250
1985,7,15,0.1410
1985,7,16,0.1550
1985,7,17,0.2280
1985,7,18,0.2210
1985,7,19,0.2130
1985,7,20,0.2400
1985,7,21,0.2160
1985,7,22,0.2020
1985,7,23,0.3540
1985,7,23,0.1350
1985,7,24,0.1640
1985,7,25,0.1600
1985,7,26,0.1870
1985,7,27,0.1330
1985,7,28,0.1470
1985,7,29,0.1790
1985,7,29,0.2910
1985,7,30,0.2120
1985,7,31,0.2820
1985,8,1,0.2980
1985,8,2,0.2140
1985,8,3,0.1840
1985,8,4,0.1750
1985,8,5,0.2120
1985,8,5,0.2630
1985,8,6,0.2580
1985,8,7,0.2360
1985,8,8,0.1810
1985,8,9,0.1730
1985,8,10,0.2040
1985,8,11,0.1970
1985,8,12,0.1870
1985,8,12,0.0250
1985,8,13,0.0300
1985,8,14,0.0330
1985,8,15,0.0300
1985,8,16,0.0810
1985,8,17,0.1680
1985,8,18,0.1530
1985,8,19,0.1660
1985,8,19,0.1640
1985,8,20,0.1410
1985,8,21,0.1530
1985,8,22,0.1030
1985,8,23,0.1250
1985,8,24,0.1500
1985,8,25,0.1320
1985,8,26,0.1250
1985,8,26,0.1300
1985,8,27,0.1560
1985,8,28,0.1320
1985,8,29,0.1390
1985,8,30,0.1140
1985,8,31,0.1230
1985,9,1,0.1550
1985,9,2,0.1370
1985,9,2,0.1240
1985,9,3,0.1270
1985,9,4,0.1280
1985,9,5,0.1150
1985,9,6,0.1220
1985,9,7,0.1180
1985,9,8,0.1090
1985,9,9,0.1250
1985,9,9,0.1100
1985,9,10,0.1300
1985,9,11,0.1660
1985,9,12,0.1760
1985,9,13,0.1620
1985,9,14,0.1360
1985,9,15,0.1570
1985,9,16,0.1470
1985,9,16,0.1540
1985,9,17,0.1620
1985,9,18,0.1540
1985,9,19,0.1370
1985,9,20,0.5030
1985,9,21,0.2590
1985,9,22,0.2340
1985,9,23,0.2000
1985,9,23,0.1880
1985,9,24,0.2360
1985,9,25,0.1890
1985,9,26,0.1940
1985,9,27,0.1850
1985,9,28,0.1780
1985,9,29,0.1750
1985,9,30,0.1680
1985,9,30,0.1940
1985,10,1,0.1710
1985,10,2,0.1490
1985,10,3,0.1600
1985,10,4,0.7030
1985,10,5,0.2010
1985,10,6,0.1560
1985,10,7,0.1450
1985,10,7,0.1410
1985,10,8,0.1750
1985,10,9,0.1870
1985,10,10,0.1680
1985,10,11,0.1830
1985,10,12,0.1760
1985,10,13,0.1570
1985,10,14,0.1680
1985,10,14,0.1680
1985,10,15,0.1790
1985,10,16,0.2150
1985,10,17,0.2460
1985,10,18,0.2150
1985,10,19,0.2310
1985,10,19,0.5300
1985,10,19,0.4350
1985,10,19,0.4710
1985,10,20,0.4800
1985,10,20,0.5260
1985,10,20,0.4990
1985,10,20,0.4710
1985,10,21,0.4550
1985,10,21,0.4390
1985,10,22,0.4380
1985,10,22,0.4350
1985,10,22,0.4280
1985,10,22,0.3660
1985,10,23,0.3030
1985,10,24,0.2860
1985,10,25,0.3230
1985,10,26,0.3520
1985,10,27,0.2950
1985,10,28,0.2790
1985,10,28,0.2710
1985,10,29,0.2870
1985,10,30,0.2870
1985,10,31,0.2980
1985,11,1,0.2870
1985,11,2,0.2820
1985,11,3,0.2290
1985,11,4,0.2140
1985,11,4,0.2070
1985,11,5,0.1860
1985,11,6,0.2140
1985,11,7,0.2360
1985,11,8,0.2230
1985,11,9,0.1710
1985,11,10,0.1880
1985,11,11,0.1710
1985,11,11,0.1890
1985,11,12,0.2240
1985,11,13,0.3450
1985,11,14,0.3820
1985,11,15,0.2660
1985,11,16,0.2600
1985,11,16,0.4810
1985,11,16,0.5470
1985,11,17,0.5620
1985,11,17,0.6690
1985,11,17,0.7520
1985,11,17,0.8010
1985,11,18,0.8150
1985,11,18,0.7560
1985,11,18,0.7910
1985,11,19,0.8430
1985,11,20,0.7180
1985,11,20,0.7850
1985,11,20,0.8130
1985,11,20,0.7570
1985,11,21,0.7250
1985,11,21,0.6790
1985,11,21,0.6030
1985,11,22,0.5020
1985,11,23,0.6620
1985,11,24,0.3310
1985,11,25,0.2780
1985,11,25,0.4160
1985,11,26,0.3330
1985,11,27,0.4420
1985,11,28,0.6000
1985,11,29,0.6600
1985,11,29,0.7330
1985,11,29,0.6680
1985,11,29,0.7020
1985,11,30,0.6720
1985,11,30,0.6660
1985,11,30,0.5880
1985,12,1,0.3830
1985,12,2,0.3430
1985,12,2,1.0700
1985,12,3,0.6670
1985,12,3,0.4860
1985,12,3,0.4480
1985,12,4,0.3150
1985,12,5,0.2920
1985,12,6,0.2720
1985,12,7,0.2460
1985,12,8,0.2080
1985,12,9,0.1940
1985,12,9,0.2650
1985,12,10,0.2990
1985,12,11,0.2810
1985,12,11,0.4560
1985,12,11,0.6670
1985,12,12,0.7170
1985,12,13,0.6720
1985,12,13,0.6360
1985,12,13,0.6060
1985,12,13,0.6390
1985,12,14,0.5140
1985,12,15,0.3920
1985,12,16,0.3340
1985,12,16,0.3200
1985,12,17,0.3040
1985,12,18,0.2690
1985,12,19,0.2580
1985,12,20,0.2560
1985,12,21,0.2410
1985,12,22,0.2360
1985,12,23,0.2240
1985,12,24,0.2060
1985,12,25,0.1950
1985,12,26,0.1830
1985,12,27,0.1900
1985,12,28,0.1860
1985,12,30,0.1660
1986,1,6,0.1520
1986,1,7,0.1460
1986,1,8,0.1540
1986,1,9,0.1640
1986,1,10,0.1720
1986,1,11,0.1860
1986,1,12,0.1900
1986,1,13,0.1900
1986,1,13,0.1800
1986,1,14,0.1680
1986,1,15,0.1600
1986,1,16,0.1590
1986,1,17,0.1600
1986,1,18,0.1990
1986,1,19,0.2680
1986,1,20,0.2720
1986,1,20,0.2670
1986,1,21,0.3610
1986,1,22,0.2830
1986,1,22,0.2890
1986,1,23,0.2540
1986,1,24,0.2290
1986,1,25,0.2200
1986,1,26,0.1960
