year,month,day,flow (cms)
1985,9,30,12.1479072
1985,10,1,13.9318656
1985,10,2,9.5710784
1985,10,3,9.061376
1985,10,4,9.9675136
1985,10,5,14.4132512
1985,10,6,10.3639488
1985,10,7,17.414832
1985,10,8,15.007904
1985,10,9,12.8558272
1985,10,10,13.4221632
1985,10,11,10.8170176
1985,10,12,9.2312768
1985,10,13,12.884144
1985,10,14,18.8873056
1985,10,15,38.794016
1985,10,16,82.401888
1985,10,17,77.304864
1985,10,18,84.100896
1985,10,19,215.774016
1985,10,20,272.124448
1985,10,21,217.756192
1985,10,22,167.635456
1985,10,23,125.443424
1985,10,24,100.807808
1985,10,25,81.552384
1985,10,26,65.12864
1985,10,27,56.6336
1985,10,28,43.89104
1985,10,29,39.64352
1985,10,30,37.378176
1985,10,31,31.431648
1985,11,1,30.582144
1985,11,2,34.546496
1985,11,3,28.0902656
1985,11,4,30.582144
1985,11,5,33.98016
1985,11,6,35.112832
1985,11,7,38.22768
1985,11,8,35.112832
1985,11,9,34.263328
1985,11,10,39.360352
1985,11,11,55.21776
1985,11,12,70.225664
1985,11,13,113.833536
1985,11,14,197.934432
1985,11,15,204.447296
1985,11,16,302.98976
1985,11,17,580.4944
1985,11,18,532.35584
1985,11,19,656.94976
1985,11,20,767.38528
1985,11,21,682.43488
1985,11,22,532.35584
1985,11,23,376.61344
1985,11,24,285.99968
1985,11,25,225.968064
1985,11,26,226.5344
1985,11,27,467.2272
1985,11,28,682.43488
1985,11,29,741.90016
1985,11,30,628.63296
1985,12,1,603.14784
1985,12,2,515.36576
1985,12,3,424.752
1985,12,4,339.8016
1985,12,5,311.4848
1985,12,6,243.52448
1985,12,7,192.55424
1985,12,8,141.584
1985,12,9,127.4256
1985,12,10,135.637472
1985,12,11,356.79168
1985,12,12,940.11776
1985,12,13,988.25632
1985,12,14,716.41504
1985,12,15,538.0192
1985,12,16,424.752
1985,12,17,339.8016
1985,12,18,198.2176
1985,12,19,113.2672
1985,12,20,86.36624
1985,12,21,76.45536
1985,12,22,67.96032
1985,12,23,59.46528
1985,12,24,56.6336
1985,12,25,53.80192
1985,12,26,50.97024
1985,12,27,48.13856
1985,12,28,45.30688
1985,12,29,45.30688
1985,12,30,42.4752
1985,12,31,42.4752
1986,1,1,39.64352
1986,1,2,39.64352
1986,1,3,39.64352
1986,1,4,39.64352
1986,1,5,36.81184
1986,1,6,36.81184
1986,1,7,36.81184
1986,1,8,36.81184
1986,1,9,36.81184
1986,1,10,36.81184
1986,1,11,36.81184
1986,1,12,33.98016
1986,1,13,33.98016
1986,1,14,33.98016
1986,1,15,33.98016
1986,1,16,33.98016
1986,1,17,33.98016
1986,1,18,70.792
1986,1,19,130.25728
1986,1,20,234.179936
1986,1,21,305.82144
1986,1,22,277.50464
1986,1,23,263.629408
1986,1,24,220.587872
1986,1,25,170.183968
1986,1,26,147.813696
1986,1,27,118.93056
1986,1,28,90.61376
1986,1,29,70.792
1986,1,30,62.29696
1986,1,31,59.46528
1986,2,1,56.6336
1986,2,2,56.6336
1986,2,3,59.46528
1986,2,4,101.94048
1986,2,5,467.2272
1986,2,6,917.46432
1986,2,7,855.16736
1986,2,8,622.9696
1986,2,9,481.3856
1986,2,10,368.1184
1986,2,11,226.5344
1986,2,12,152.91072
1986,2,13,113.2672
1986,2,14,96.27712
1986,2,15,90.61376
1986,2,16,87.78208
1986,2,17,87.78208
1986,2,18,84.9504
1986,2,19,424.752
1986,2,20,934.4544
1986,2,21,1019.4048
1986,2,22,849.504
1986,2,23,668.27648
1986,2,24,521.02912
1986,2,25,413.42528
1986,2,26,345.46496
1986,2,27,297.3264
1986,2,28,245.223488
1986,3,1,191.704736
1986,3,2,155.459232
1986,3,3,139.884992
1986,3,4,134.787968
1986,3,5,135.92064
1986,3,6,305.82144
1986,3,7,458.73216
1986,3,8,376.61344
1986,3,9,291.66304
1986,3,10,297.3264
1986,3,11,489.88064
1986,3,12,574.83104
1986,3,13,883.48416
1986,3,14,996.75136
1986,3,15,846.67232
1986,3,16,631.46464
1986,3,17,467.2272
1986,3,18,362.45504
1986,3,19,532.35584
1986,3,20,849.504
1986,3,21,747.56352
1986,3,22,563.50432
1986,3,23,404.93024
1986,3,24,300.15808
1986,3,25,246.639328
1986,3,26,197.084928
1986,3,27,160.556256
1986,3,28,132.239456
1986,3,29,112.984032
1986,3,30,97.409792
1986,3,31,80.136544
1986,4,1,85.516736
1986,4,2,80.70288
1986,4,3,67.677152
1986,4,4,72.20784
1986,4,5,103.639488
1986,4,6,103.922656
1986,4,7,113.2672
1986,4,8,102.506816
1986,4,9,85.233568
1986,4,10,70.792
1986,4,11,62.29696
1986,4,12,56.6336
1986,4,13,56.6336
1986,4,14,59.46528
1986,4,15,79.28704
1986,4,16,53.80192
1986,4,17,67.96032
1986,4,18,67.96032
1986,4,19,56.6336
1986,4,20,65.12864
1986,4,21,169.9008
1986,4,22,368.1184
1986,4,23,339.8016
1986,4,24,254.8512
1986,4,25,192.55424
1986,4,26,147.24736
1986,4,27,130.25728
1986,4,28,107.60384
1986,4,29,87.78208
1986,4,30,76.45536
1986,5,1,86.649408
1986,5,2,118.93056
1986,5,3,195.669088
1986,5,4,161.688928
1986,5,5,120.629568
1986,5,6,94.294944
1986,5,7,97.69296
1986,5,8,75.03952
1986,5,9,86.649408
1986,5,10,84.667232
1986,5,11,72.491008
1986,5,12,71.641504
1986,5,13,58.615776
1986,5,14,51.536576
1986,5,15,47.855392
1986,5,16,52.102912
1986,5,17,46.439552
1986,5,18,95.710784
1986,5,19,163.954272
1986,5,20,169.051296
1986,5,21,155.459232
1986,5,22,134.5048
1986,5,23,112.700864
1986,5,24,86.36624
1986,5,25,76.45536
1986,5,26,62.29696
1986,5,27,67.393984
1986,5,28,62.580128
1986,5,29,62.580128
1986,5,30,80.419712
1986,5,31,84.100896
1986,6,1,96.27712
1986,6,2,68.243488
1986,6,3,63.146464
1986,6,4,52.102912
1986,6,5,62.013792
1986,6,6,265.045248
1986,6,7,311.4848
1986,6,8,339.8016
1986,6,9,368.1184
1986,6,10,311.4848
1986,6,11,274.389792
1986,6,12,294.49472
1986,6,13,238.993792
1986,6,14,180.094848
1986,6,15,157.15824
1986,6,16,218.322528
1986,6,17,308.65312
1986,6,18,242.674976
1986,6,19,173.298816
1986,6,20,171.31664
1986,6,21,250.320512
1986,6,22,215.20768
1986,6,23,171.033472
1986,6,24,127.4256
1986,6,25,93.728608
1986,6,26,88.065248
1986,6,27,73.62368
1986,6,28,65.978144
1986,6,29,169.9008
1986,6,30,283.168
1986,7,1,141.584
1986,7,2,92.312768
1986,7,3,226.5344
1986,7,4,283.168
1986,7,5,212.659168
1986,7,6,127.708768
1986,7,7,93.162272
1986,7,8,73.906848
1986,7,9,70.225664
1986,7,10,59.748448
1986,7,11,103.35632
1986,7,12,208.694816
1986,7,13,515.36576
1986,7,14,571.99936
1986,7,15,317.14816
1986,7,16,379.44512
1986,7,17,804.19712
1986,7,18,843.84064
1986,7,19,620.13792
1986,7,20,385.10848
1986,7,21,250.60368
1986,7,22,176.98
1986,7,23,115.815712
1986,7,24,86.932576
1986,7,25,62.013792
1986,7,26,50.120736
1986,7,27,254.8512
1986,7,28,169.9008
1986,7,29,104.205824
1986,7,30,97.976128
1986,7,31,83.53456
1986,8,1,81.269216
1986,8,2,109.01968
1986,8,3,117.797888
1986,8,4,70.225664
1986,8,5,49.837568
1986,8,6,39.64352
1986,8,7,33.98016
1986,8,8,34.829664
1986,8,9,34.829664
1986,8,10,47.005888
1986,8,11,55.500928
1986,8,12,61.447456
1986,8,13,59.46528
1986,8,14,49.5544
1986,8,15,38.22768
1986,8,16,28.599968
1986,8,17,32.56432
1986,8,18,34.829664
1986,8,19,30.582144
1986,8,20,30.298976
1986,8,21,22.5968064
1986,8,22,20.8694816
1986,8,23,21.2942336
1986,8,24,11.5249376
1986,8,25,11.1285024
1986,8,26,24.0975968
1986,8,27,99.675136
1986,8,28,115.532544
1986,8,29,77.8712
1986,8,30,64.845472
1986,8,31,51.819744
1986,9,1,37.661344
1986,9,2,31.14848
1986,9,3,23.5312608
1986,9,4,22.5684896
1986,9,5,29.449472
1986,9,6,47.572224
1986,9,7,52.952416
1986,9,8,33.413824
1986,9,9,26.2496736
1986,9,10,23.36136
1986,9,11,18.4625536
1986,9,12,48.421728
1986,9,13,58.615776
1986,9,14,76.172192
1986,9,15,63.429632
1986,9,16,41.342528
1986,9,17,27.3540288
1986,9,18,28.599968
1986,9,19,25.0037344
1986,9,20,28.599968
1986,9,21,28.0053152
1986,9,22,28.883136
1986,9,23,28.599968
1986,9,24,19.680176
1986,9,25,26.051456
1986,9,26,129.124608
1986,9,27,351.12832
1986,9,28,387.94016
1986,9,29,311.4848
1986,9,30,201.615616
1986,10,1,192.55424
1986,10,2,413.42528
1986,10,3,685.26656
1986,10,4,1025.06816
1986,10,5,945.78112
1986,10,6,747.56352
1986,10,7,549.34592
1986,10,8,387.94016
1986,10,9,294.49472
1986,10,10,237.294784
1986,10,11,196.518592
1986,10,12,152.061216
1986,10,13,120.629568
1986,10,14,172.73248
1986,10,15,236.162112
1986,10,16,208.411648
1986,10,17,162.255264
1986,10,18,125.443424
1986,10,19,103.35632
1986,10,20,78.720704
1986,10,21,70.792
1986,10,22,61.164288
1986,10,23,50.403904
1986,10,24,52.952416
1986,10,25,48.421728
1986,10,26,52.102912
1986,10,27,54.368256
1986,10,28,68.526656
1986,10,29,78.154368
1986,10,30,70.225664
1986,10,31,64.562304
1986,11,1,56.067264
1986,11,2,52.669248
1986,11,3,52.38608
1986,11,4,46.156384
1986,11,5,43.324704
1986,11,6,42.4752
1986,11,7,41.05936
1986,11,8,43.041536
1986,11,9,42.758368
1986,11,10,29.166304
1986,11,11,35.962336
1986,11,12,33.98016
1986,11,13,33.130656
1986,11,14,29.166304
1986,11,15,39.926688
1986,11,16,31.997984
1986,11,17,22.65344
1986,11,18,19.8500768
1986,11,19,25.6550208
1986,11,20,42.758368
1986,11,21,79.853376
1986,11,22,247.488832
1986,11,23,271.84128
1986,11,24,220.587872
1986,11,25,167.635456
1986,11,26,164.520608
1986,11,27,387.94016
1986,11,28,535.18752
1986,11,29,438.9104
1986,11,30,297.3264
1986,12,1,230.215584
1986,12,2,234.746272
1986,12,3,438.9104
1986,12,4,478.55392
1986,12,5,382.2768
1986,12,6,285.99968
1986,12,7,217.189856
1986,12,8,187.174048
1986,12,9,244.657152
1986,12,10,404.93024
1986,12,11,436.07872
1986,12,12,334.13824
1986,12,13,223.136384
1986,12,14,164.520608
1986,12,15,129.690944
1986,12,16,112.134528
1986,12,17,95.710784
1986,12,18,88.348416
1986,12,19,78.154368
1986,12,20,80.136544
1986,12,21,72.491008
1986,12,22,76.45536
1986,12,23,68.809824
1986,12,24,64.562304
1986,12,25,73.62368
1986,12,26,62.580128
1986,12,27,75.889024
1986,12,28,76.45536
1986,12,29,69.942496
1986,12,30,66.261312
1986,12,31,60.88112
1987,1,1,63.7128
1987,1,2,51.536576
1987,1,3,59.46528
1987,1,4,52.952416
1987,1,5,48.988064
1987,1,6,53.518752
1987,1,7,47.855392
1987,1,8,51.253408
1987,1,9,45.590048
1987,1,10,52.669248
1987,1,11,48.421728
1987,1,12,42.758368
1987,1,13,45.023712
1987,1,14,40.493024
1987,1,15,64.845472
1987,1,16,137.053312
1987,1,17,172.166144
1987,1,18,162.255264
1987,1,19,122.328576
1987,1,20,101.090976
1987,1,21,86.083072
1987,1,22,73.906848
1987,1,23,56.916768
1987,1,24,44.457376
1987,1,25,55.21776
1987,1,26,49.271232
1987,1,27,54.085088
1987,1,28,53.235584
1987,1,29,53.235584
1987,1,30,48.421728
1987,1,31,49.271232
1987,2,1,48.988064
1987,2,2,68.526656
1987,2,3,90.61376
1987,2,4,164.23744
1987,2,5,269.575936
1987,2,6,291.66304
1987,2,7,279.769984
1987,2,8,297.3264
1987,2,9,274.389792
1987,2,10,229.36608
1987,2,11,174.431488
1987,2,12,134.787968
1987,2,13,120.3464
1987,2,14,101.94048
1987,2,15,104.77216
1987,2,16,87.78208
1987,2,17,80.136544
1987,2,18,68.526656
1987,2,19,59.748448
1987,2,20,55.500928
1987,2,21,61.447456
1987,2,22,52.669248
1987,2,23,42.4752
1987,2,24,52.952416
1987,2,25,45.873216
1987,2,26,39.360352
1987,2,27,43.607872
1987,2,28,55.500928
1987,3,1,100.52464
1987,3,2,245.506656
1987,3,3,319.97984
1987,3,4,268.443264
1987,3,5,212.092832
1987,3,6,193.97008
1987,3,7,213.225504
1987,3,8,197.084928
1987,3,9,162.255264
1987,3,10,127.708768
1987,3,11,105.904832
1987,3,12,88.065248
1987,3,13,70.792
1987,3,14,65.978144
1987,3,15,56.067264
1987,3,16,61.447456
1987,3,17,65.12864
1987,3,18,55.784096
1987,3,19,58.898944
1987,3,20,53.518752
1987,3,21,56.916768
1987,3,22,51.253408
1987,3,23,45.30688
1987,3,24,54.368256
1987,3,25,57.483104
1987,3,26,50.120736
1987,3,27,45.30688
1987,3,28,46.439552
1987,3,29,46.72272
1987,3,30,55.500928
1987,3,31,123.744416
1987,4,1,151.211712
1987,4,2,154.32656
1987,4,3,133.372128
1987,4,4,132.522624
1987,4,5,137.619648
1987,4,6,176.98
1987,4,7,191.704736
1987,4,8,211.809664
1987,4,9,182.077024
1987,4,10,133.938464
1987,4,11,108.170176
1987,4,12,102.223648
1987,4,13,80.136544
1987,4,14,84.100896
1987,4,15,82.11872
1987,4,16,89.481088
1987,4,17,181.22752
1987,4,18,190.572064
1987,4,19,154.32656
1987,4,20,113.2672
1987,4,21,92.595936
1987,4,22,77.304864
1987,4,23,82.685056
1987,4,24,71.641504
1987,4,25,75.03952
1987,4,26,72.774176
1987,4,27,64.845472
1987,4,28,57.766272
1987,4,29,50.97024
1987,4,30,39.64352
1987,5,1,42.192032
1987,5,2,44.457376
1987,5,3,88.914752
1987,5,4,302.98976
1987,5,5,233.330432
1987,5,6,162.255264
1987,5,7,105.338496
1987,5,8,83.251392
1987,5,9,62.29696
1987,5,10,56.067264
1987,5,11,50.403904
1987,5,12,41.625696
1987,5,13,39.926688
1987,5,14,43.89104
1987,5,15,40.493024
1987,5,16,34.263328
1987,5,17,36.528672
1987,5,18,43.041536
1987,5,19,174.14832
1987,5,20,410.5936
1987,5,21,300.15808
1987,5,22,196.235424
1987,5,23,103.639488
1987,5,24,88.348416
1987,5,25,77.588032
1987,5,26,70.508832
1987,5,27,60.031616
1987,5,28,73.057344
1987,5,29,56.067264
1987,5,30,55.500928
1987,5,31,55.500928
1987,6,1,74.473184
1987,6,2,108.736512
1987,6,3,149.229536
1987,6,4,210.110656
1987,6,5,225.968064
1987,6,6,162.255264
1987,6,7,115.249376
1987,6,8,74.756352
1987,6,9,59.182112
1987,6,10,60.031616
1987,6,11,87.498912
1987,6,12,86.083072
1987,6,13,87.215744
1987,6,14,143.283008
1987,6,15,125.160256
1987,6,16,89.19792
1987,6,17,56.067264
1987,6,18,42.4752
1987,6,19,35.112832
1987,6,20,29.449472
1987,6,21,36.528672
1987,6,22,79.570208
1987,6,23,99.958304
1987,6,24,93.162272
1987,6,25,73.62368
1987,6,26,55.784096
1987,6,27,43.89104
1987,6,28,31.431648
1987,6,29,34.546496
1987,6,30,36.245504
1987,7,1,50.97024
1987,7,2,88.631584
1987,7,3,158.57408
1987,7,4,215.20768
1987,7,5,224.552224
1987,7,6,238.427456
1987,7,7,181.793856
1987,7,8,170.467136
1987,7,9,200.199776
1987,7,10,154.043392
1987,7,11,100.241472
1987,7,12,92.0296
1987,7,13,142.99984
1987,7,14,171.31664
1987,7,15,173.015648
1987,7,16,161.972096
1987,7,17,128.84144
1987,7,18,73.057344
1987,7,19,62.29696
1987,7,20,41.05936
1987,7,21,33.413824
1987,7,22,27.7221472
1987,7,23,28.883136
1987,7,24,24.6072992
1987,7,25,20.6429472
1987,7,26,14.4698848
1987,7,27,12.2328576
1987,7,28,11.043552
1987,7,29,13.167312
1987,7,30,13.1956288
1987,7,31,12.0063232
1987,8,1,9.7976128
1987,8,2,14.7530528
1987,8,3,9.5993952
1987,8,4,9.2312768
1987,8,5,12.8275104
1987,8,6,15.4892896
1987,8,7,11.32672
1987,8,8,10.3073152
1987,8,9,10.8453344
1987,8,10,11.1568192
1987,8,11,8.9764256
1987,8,12,13.875232
1987,8,13,14.2716672
1987,8,14,11.4116704
1987,8,15,10.0807808
1987,8,16,8.919792
1987,8,17,8.0419712
1987,8,18,7.7588032
1987,8,19,6.7677152
1987,8,20,5.7199936
1987,8,21,4.6156384
1987,8,22,9.5427616
1987,8,23,8.211872
1987,8,24,6.1730624
1987,8,25,5.0687072
1987,8,26,7.928704
1987,8,27,21.7189856
1987,8,28,46.156384
1987,8,29,105.338496
1987,8,30,88.631584
1987,8,31,62.013792
1987,9,1,45.30688
1987,9,2,39.360352
1987,9,3,33.413824
1987,9,4,24.0126464
1987,9,5,20.7562144
1987,9,6,17.414832
1987,9,7,15.007904
1987,9,8,13.5637472
1987,9,9,13.3938464
1987,9,10,10.1374144
1987,9,11,10.7320672
1987,9,12,13.1389952
1987,9,13,12.9124608
1987,9,14,9.6843456
1987,9,15,11.7231552
1987,9,16,21.7473024
1987,9,17,26.9575936
1987,9,18,32.281152
1987,9,19,26.4478912
1987,9,20,21.379184
1987,9,21,20.0482944
1987,9,22,15.4043392
1987,9,23,16.8768128
1987,9,24,15.7441408
1987,9,25,10.194048
1987,9,26,8.8348416
1987,9,27,10.1090976
1987,9,28,9.2879104
1987,9,29,7.8437536
1987,9,30,9.2595936
1987,10,1,7.4473184
1987,10,2,10.4488992
1987,10,3,5.946528
1987,10,4,5.1536576
1987,10,5,7.362368
1987,10,6,9.061376
1987,10,7,13.025728
1987,10,8,13.8185984
1987,10,9,9.769296
1987,10,10,7.4756352
1987,10,11,8.4384064
1987,10,12,9.3728608
1987,10,13,10.760384
1987,10,14,10.2223648
1987,10,15,11.4116704
1987,10,16,10.1657312
1987,10,17,11.4116704
1987,10,18,8.49504
1987,10,19,6.0031616
1987,10,20,6.8809824
1987,10,21,11.8647392
1987,10,22,7.220784
1987,10,23,6.8243488
1987,10,24,8.211872
1987,10,25,9.0896928
1987,10,26,8.6932576
1987,10,27,19.6235424
1987,10,28,31.14848
1987,10,29,26.617792
1987,10,30,36.528672
1987,10,31,20.9827488
1987,11,1,20.8694816
1987,11,2,18.5191872
1987,11,3,22.511856
1987,11,4,16.3104768
1987,11,5,20.8411648
1987,11,6,11.0152352
1987,11,7,9.9958304
1987,11,8,15.0928544
1987,11,9,23.3330432
1987,11,10,22.1720544
1987,11,11,21.379184
1987,11,12,41.625696
1987,11,13,39.926688
1987,11,14,27.0142272
1987,11,15,14.6681024
1987,11,16,11.2700864
1987,11,17,15.5176064
1987,11,18,16.6502784
1987,11,19,7.8720704
1987,11,20,8.5233568
1987,11,21,12.9407776
1987,11,22,9.7126624
1987,11,23,11.1285024
1987,11,24,8.919792
1987,11,25,18.8873056
1987,11,26,91.746432
1987,11,27,118.93056
1987,11,28,130.823616
1987,11,29,120.629568
1987,11,30,145.548352
1987,12,1,177.829504
1987,12,2,154.609728
1987,12,3,119.780064
1987,12,4,145.548352
1987,12,5,134.221632
1987,12,6,104.205824
1987,12,7,89.764256
1987,12,8,89.481088
1987,12,9,122.045408
1987,12,10,157.441408
1987,12,11,182.926528
1987,12,12,181.793856
1987,12,13,164.520608
1987,12,14,144.698848
1987,12,15,261.647232
1987,12,16,665.4448
1987,12,17,631.46464
1987,12,18,450.23712
1987,12,19,317.14816
1987,12,20,314.31648
1987,12,21,461.56384
1987,12,22,455.90048
1987,12,23,362.45504
1987,12,24,269.575936
1987,12,25,223.136384
1987,12,26,208.694816
1987,12,27,191.421568
1987,12,28,178.962176
1987,12,29,173.581984
1987,12,30,217.756192
1987,12,31,215.490848
1988,1,1,165.936448
1988,1,2,122.611744
1988,1,3,90.61376
1988,1,4,76.45536
1988,1,5,63.7128
1988,1,6,56.6336
1988,1,7,60.88112
1988,1,8,65.12864
1988,1,9,55.21776
1988,1,10,48.13856
1988,1,11,43.89104
1988,1,12,39.64352
1988,1,13,35.396
1988,1,14,32.56432
1988,1,15,29.73264
1988,1,16,26.90096
1988,1,17,25.1736352
1988,1,18,60.031616
1988,1,19,95.144448
1988,1,20,105.338496
1988,1,21,128.84144
1988,1,22,181.510688
1988,1,23,138.469152
1988,1,24,103.35632
1988,1,25,82.11872
1988,1,26,66.54448
1988,1,27,53.80192
1988,1,28,45.30688
1988,1,29,40.209856
1988,1,30,48.704896
1988,1,31,73.340512
1988,2,1,148.096864
1988,2,2,227.383904
1988,2,3,331.30656
1988,2,4,274.67296
1988,2,5,225.684896
1988,2,6,135.637472
1988,2,7,97.976128
1988,2,8,81.552384
1988,2,9,72.20784
1988,2,10,65.12864
1988,2,11,59.46528
1988,2,12,55.21776
1988,2,13,52.38608
1988,2,14,49.5544
1988,2,15,48.13856
1988,2,16,63.146464
1988,2,17,79.28704
1988,2,18,126.859264
1988,2,19,148.946368
1988,2,20,206.71264
1988,2,21,297.3264
1988,2,22,376.61344
1988,2,23,481.3856
1988,2,24,538.0192
1988,2,25,481.3856
1988,2,26,257.68288
1988,2,27,184.0592
1988,2,28,158.57408
1988,2,29,141.584
1988,3,1,119.213728
1988,3,2,103.35632
1988,3,3,92.0296
1988,3,4,83.53456
1988,3,5,76.45536
1988,3,6,70.225664
1988,3,7,79.570208
1988,3,8,82.11872
1988,3,9,153.477056
1988,3,10,305.82144
1988,3,11,322.81152
1988,3,12,273.823456
1988,3,13,252.01952
1988,3,14,239.560128
1988,3,15,207.845312
1988,3,16,170.467136
1988,3,17,132.522624
1988,3,18,111.285024
1988,3,19,91.746432
1988,3,20,86.083072
1988,3,21,91.746432
1988,3,22,77.588032
1988,3,23,77.304864
1988,3,24,97.69296
1988,3,25,416.25696
1988,3,26,543.68256
1988,3,27,455.90048
1988,3,28,336.96992
1988,3,29,252.585856
1988,3,30,200.482944
1988,3,31,154.32656
1988,4,1,126.576096
1988,4,2,119.496896
1988,4,3,127.991936
1988,4,4,260.51456
1988,4,5,501.20736
1988,4,6,382.2768
1988,4,7,467.2272
1988,4,8,648.45472
1988,4,9,563.50432
1988,4,10,472.89056
1988,4,11,351.12832
1988,4,12,263.912576
1988,4,13,206.71264
1988,4,14,162.8216
1988,4,15,120.3464
1988,4,16,100.807808
1988,4,17,77.304864
1988,4,18,74.190016
1988,4,19,58.04944
1988,4,20,61.447456
1988,4,21,49.837568
1988,4,22,50.120736
1988,4,23,62.29696
1988,4,24,42.192032
1988,4,25,43.041536
1988,4,26,45.590048
1988,4,27,44.174208
1988,4,28,39.077184
1988,4,29,40.493024
1988,4,30,35.962336
1988,5,1,33.130656
1988,5,2,36.81184
1988,5,3,30.015808
1988,5,4,34.829664
1988,5,5,33.98016
1988,5,6,33.130656
1988,5,7,33.413824
1988,5,8,31.997984
1988,5,9,39.360352
1988,5,10,36.81184
1988,5,11,29.166304
1988,5,12,43.041536
1988,5,13,41.908864
1988,5,14,31.997984
1988,5,15,35.396
1988,5,16,35.396
1988,5,17,28.0619488
1988,5,18,23.1348256
1988,5,19,24.3807648
1988,5,20,20.3031456
1988,5,21,17.8679008
1988,5,22,18.5191872
1988,5,23,21.8888864
1988,5,24,56.6336
1988,5,25,53.80192
1988,5,26,43.607872
1988,5,27,40.209856
1988,5,28,30.865312
1988,5,29,22.087104
1988,5,30,20.104928
1988,5,31,20.812848
1988,6,1,15.9706752
1988,6,2,11.8647392
1988,6,3,12.3744416
1988,6,4,10.477216
1988,6,5,13.5637472
1988,6,6,11.2417696
1988,6,7,11.3833536
1988,6,8,5.6350432
1988,6,9,3.822768
1988,6,10,6.2013792
1988,6,11,6.3429632
1988,6,12,8.2685056
1988,6,13,7.4473184
1988,6,14,5.6916768
1988,6,15,6.0597952
1988,6,16,6.088112
1988,6,17,3.2281152
1988,6,18,4.9837568
1988,6,19,7.2774176
1988,6,20,7.2491008
1988,6,21,5.4085088
1988,6,22,3.681184
1988,6,23,5.380192
1988,6,24,1.699008
1988,6,25,5.238608
1988,6,26,6.37128
1988,6,27,1.41584
1988,6,28,1.0477216
1988,6,29,0.70792
1988,6,30,0.4813856
1988,7,1,1.132672
1988,7,2,1.982176
1988,7,3,2.4918784
1988,7,4,2.5768288
1988,7,5,2.4918784
1988,7,6,2.4918784
1988,7,7,2.7467296
1988,7,8,2.7184128
1988,7,9,2.7467296
1988,7,10,3.1431648
1988,7,11,4.813856
1988,7,12,3.1997984
1988,7,13,3.0015808
1988,7,14,3.9360352
1988,7,15,4.8704896
1988,7,16,1.41584
1988,7,17,2.548512
1988,7,18,2.265344
1988,7,19,4.7289056
1988,7,20,6.8526656
1988,7,21,31.14848
1988,7,22,25.1736352
1988,7,23,23.927696
1988,7,24,27.4956128
1988,7,25,30.582144
1988,7,26,20.388096
1988,7,27,16.706912
1988,7,28,18.1793856
1988,7,29,17.1033472
1988,7,30,15.149488
1988,7,31,22.5684896
1988,8,1,18.264336
1988,8,2,37.661344
1988,8,3,31.714816
1988,8,4,20.5579968
1988,8,5,16.28216
1988,8,6,11.751472
1988,8,7,9.5427616
1988,8,8,7.5605856
1988,8,9,8.0986048
1988,8,10,9.6843456
1988,8,11,10.5904832
1988,8,12,10.4488992
1988,8,13,15.7724576
1988,8,14,17.0183968
1988,8,15,13.8469152
1988,8,16,11.893056
1988,8,17,13.5637472
1988,8,18,12.7991936
1988,8,19,11.3550368
1988,8,20,9.91088
1988,8,21,10.0241472
1988,8,22,12.884144
1988,8,23,20.52968
1988,8,24,22.7383904
1988,8,25,18.972256
1988,8,26,23.3330432
1988,8,27,15.0645376
1988,8,28,16.0273088
1988,8,29,16.7918624
1988,8,30,13.9318656
1988,8,31,16.9334464
1988,9,1,15.0362208
1988,9,2,15.6308736
1988,9,3,22.8799744
1988,9,4,26.3629408
1988,9,5,29.73264
1988,9,6,27.467296
1988,9,7,27.5522464
1988,9,8,22.7100736
1988,9,9,18.1793856
1988,9,10,13.1106784
1988,9,11,11.8647392
1988,9,12,11.9780064
1988,9,13,14.583152
1988,9,14,10.5904832
1988,9,15,9.4011776
1988,9,16,7.928704
1988,9,17,11.893056
1988,9,18,8.5516736
1988,9,19,7.3906848
1988,9,20,17.7263168
1988,9,21,15.4609728
1988,9,22,16.3671104
1988,9,23,24.8904672
1988,9,24,17.1599808
1988,9,25,14.2716672
1988,9,26,15.0645376
1988,9,27,12.7991936
1988,9,28,9.2595936
1988,9,29,10.0807808
1988,9,30,11.5815712
1988,10,1,12.1479072
1988,10,2,11.609888
1988,10,3,9.20296
1988,10,4,13.8185984
1988,10,5,16.99008
1988,10,6,13.0823616
1988,10,7,15.0645376
1988,10,8,12.9690944
1988,10,9,11.609888
1988,10,10,15.8857248
1988,10,11,11.4116704
1988,10,12,15.5459232
1988,10,13,32.281152
1988,10,14,31.997984
1988,10,15,13.45048
1988,10,16,9.061376
1988,10,17,11.5249376
1988,10,18,213.225504
1988,10,19,305.82144
1988,10,20,225.968064
1988,10,21,148.380032
1988,10,22,114.399872
1988,10,23,76.172192
1988,10,24,70.225664
1988,10,25,66.54448
1988,10,26,53.518752
1988,10,27,43.607872
1988,10,28,43.89104
1988,10,29,34.546496
1988,10,30,30.015808
1988,10,31,26.19304
1988,11,1,30.298976
1988,11,2,25.768288
1988,11,3,20.1332448
1988,11,4,21.3225504
1988,11,5,48.13856
1988,11,6,133.08896
1988,11,7,147.24736
1988,11,8,163.671104
1988,11,9,163.671104
1988,11,10,182.360192
1988,11,11,241.259136
1988,11,12,247.488832
1988,11,13,224.835392
1988,11,14,231.631424
1988,11,15,205.013632
1988,11,16,179.245344
1988,11,17,139.318656
1988,11,18,130.823616
1988,11,19,132.522624
1988,11,20,120.912736
