year,month,day,DRP(kg)
2003,5,23,640.72
2003,5,24,630.09
2003,5,25,422.07
2003,5,26,299.70
2003,5,27,91.63
2003,5,28,11.85
2003,5,29,7.58
2003,5,30,5.50
2003,5,31,3.20
2003,6,1,77.35
2003,6,2,4.31
2003,6,3,21.78
2003,6,4,5.93
2003,6,5,37.63
2003,6,6,26.63
2003,6,7,43.67
2003,6,8,72.06
2003,6,9,22.90
2003,6,10,121.29
2003,6,11,196.24
2003,6,12,330.19
2003,6,13,681.92
2003,6,14,1569.73
2003,6,15,517.65
2003,6,16,1728.65
2003,6,17,1704.43
2003,6,18,4322.77
2003,6,19,4626.10
2003,6,20,3164.69
2003,6,21,2475.87
2003,6,22,2211.23
2003,6,23,1410.46
2003,6,24,1057.67
2003,6,25,1002.90
2003,6,26,605.97
2003,6,27,483.19
2003,6,28,432.57
2003,6,29,425.35
2003,6,30,399.32
2003,7,1,341.28
2003,7,2,274.29
2003,7,3,354.49
2003,7,4,75.90
2003,7,5,149.42
2003,7,6,251.31
2003,7,7,3814.04
2003,7,8,8655.97
2003,7,9,11054.65
2003,7,10,11737.57
2003,7,11,10885.09
2003,7,12,10586.51
2003,7,13,9103.59
2003,7,14,6747.84
2003,7,15,4895.10
2003,7,16,3182.65
2003,7,17,1806.74
2003,7,18,671.22
2003,7,19,289.77
2003,7,20,194.55
2003,7,21,314.33
2003,7,22,2858.67
2003,7,23,4970.82
2003,7,24,5128.26
2003,7,25,3126.99
2003,7,26,1765.25
2003,7,27,1546.43
2003,7,28,1445.46
2003,7,29,1559.84
2003,7,30,1503.38
2003,7,31,1107.27
2003,8,1,698.86
2003,8,2,1214.71
2003,8,3,4959.40
2003,8,4,8453.25
2003,8,5,10618.23
2003,8,6,8858.60
2003,8,7,6569.83
2003,8,8,4498.14
2003,8,9,3211.08
2003,8,10,3618.33
2003,8,11,1913.33
2003,8,12,1131.05
2003,8,13,893.98
2003,8,14,776.69
2003,8,15,603.91
2003,8,16,443.69
2003,8,17,274.02
2003,8,18,197.47
2003,8,19,185.20
2003,8,20,154.84
2003,8,21,81.65
2003,8,22,40.70
2003,8,23,59.43
2003,8,24,44.65
2003,8,25,32.78
2003,8,26,28.18
2003,8,27,10.93
2003,8,28,11.05
2003,8,29,27.16
2003,8,30,26.72
2003,8,31,25.89
2003,9,1,81.10
2003,9,2,1506.72
2003,9,3,5756.68
2003,9,4,6690.04
2003,9,5,6057.61
2003,9,6,3416.84
2003,9,7,2399.18
2003,9,8,1909.75
2003,9,9,1364.52
2003,9,10,1020.51
2003,9,11,590.60
2003,9,12,431.74
2003,9,13,273.74
2003,9,14,201.34
2003,9,15,202.86
2003,9,16,125.56
2003,9,17,91.04
2003,9,18,45.16
2003,9,19,11.00
2003,9,20,6.52
2003,9,21,9.03
2003,9,22,32.49
2003,9,23,242.92
2003,9,24,435.73
2003,9,25,141.80
2003,9,26,73.37
2003,9,27,1931.26
2003,9,28,4163.65
2003,9,29,5658.76
2003,9,30,4301.66
2003,10,1,2977.14
2003,10,2,1942.73
2003,10,3,1721.20
2003,10,4,1197.93
2003,10,5,819.30
2003,10,6,730.90
2003,10,7,477.35
2003,10,8,394.64
2003,10,9,305.35
2003,10,10,301.58
2003,10,11,250.36
2003,10,12,283.30
2003,10,13,298.54
2003,10,14,178.36
2003,10,15,935.09
2003,10,16,1375.52
2003,10,17,3912.43
2003,10,18,2663.36
2003,10,19,2746.34
2003,10,20,2328.87
2003,10,21,1827.10
2003,10,22,1292.10
2003,10,23,953.39
2003,10,24,737.09
2003,10,25,641.37
2003,10,26,794.65
2003,10,27,914.69
2003,10,28,774.59
2003,10,29,719.61
2003,10,30,673.16
2003,10,31,539.84
2003,11,1,561.09
2003,11,2,677.83
2003,11,3,450.79
2003,11,4,299.23
2003,11,5,325.49
2003,11,6,304.59
2003,11,7,280.74
2003,11,8,219.01
2003,11,9,207.44
2003,11,10,129.97
2003,11,11,172.94
2003,11,12,217.86
2003,11,13,271.94
2003,11,14,188.92
2003,11,15,140.72
2003,11,16,174.66
2003,11,17,193.57
2003,11,18,138.49
2003,11,19,340.16
2003,11,20,637.95
2003,11,21,870.74
2003,11,22,1687.24
2003,11,23,1071.65
2003,11,24,1067.61
2003,11,25,1343.23
2003,11,26,1788.02
2003,11,27,1477.40
2003,11,28,2118.95
2003,11,29,4093.95
2003,11,30,5413.07
2003,12,1,5085.74
2003,12,2,4127.72
2003,12,3,3004.53
2003,12,4,2528.56
2003,12,5,1585.25
2003,12,6,1373.63
2003,12,7,1166.93
2003,12,8,1029.31
2003,12,9,1013.75
2003,12,10,1781.59
2003,12,11,4973.51
2003,12,12,7135.06
2003,12,13,5267.83
2003,12,14,3585.36
2003,12,15,1925.88
2003,12,16,1654.93
2003,12,17,1506.41
2003,12,18,1466.53
2003,12,19,1514.30
2003,12,20,1304.98
2003,12,21,949.82
2003,12,22,756.13
2003,12,23,1176.69
2003,12,24,7563.82
2003,12,25,9940.86
2003,12,26,7767.67
2003,12,27,5205.51
2003,12,28,2836.56
2003,12,29,2469.74
2003,12,30,2430.25
2003,12,31,2630.49
2004,1,1,2256.33
2004,1,2,1803.12
2004,1,3,1520.33
2004,1,4,2232.13
2004,1,5,4330.95
2004,1,6,7217.97
2004,1,7,6591.81
2004,1,8,5160.73
2004,1,9,3975.37
2004,1,10,2836.35
2004,1,11,1219.96
2004,1,12,1074.73
2004,1,13,993.21
2004,1,14,927.74
2004,1,15,821.85
2004,1,16,688.76
2004,1,17,578.86
2004,1,18,468.74
2004,1,19,408.82
2004,1,20,403.15
2004,1,21,369.58
2004,1,22,285.54
2004,1,23,246.37
2004,1,24,234.40
2004,1,25,210.94
2004,1,26,193.98
2004,1,27,187.43
2004,1,28,168.70
2004,1,29,154.99
2004,1,30,142.70
2004,1,31,132.04
2004,2,1,128.27
2004,2,2,116.52
2004,2,3,91.91
2004,2,4,93.59
2004,2,5,93.36
2004,2,6,99.99
2004,2,7,117.55
2004,2,8,123.35
2004,2,9,147.97
2004,2,10,200.81
2004,2,11,170.48
2004,2,12,137.25
2004,2,13,117.92
2004,2,14,97.28
2004,2,15,80.25
2004,2,16,119.52
2004,2,17,146.94
2004,2,18,162.06
2004,2,19,149.17
2004,2,20,379.85
2004,2,21,733.37
2004,2,22,3839.99
2004,2,23,6619.81
2004,2,24,6911.22
2004,2,25,6888.25
2004,2,26,5390.29
2004,2,27,3810.96
2004,2,28,3624.77
2004,2,29,2660.57
2004,3,1,2160.50
2004,3,2,3047.33
2004,3,3,3650.81
2004,3,4,3049.57
2004,3,5,3340.38
2004,3,6,4748.39
2004,3,7,4486.48
2004,3,8,3538.48
2004,3,9,2679.00
2004,3,10,1744.58
2004,3,11,1471.06
2004,3,12,1088.25
2004,3,13,900.98
2004,3,14,607.14
2004,3,15,464.43
2004,3,16,416.11
2004,3,17,359.92
2004,3,18,260.56
2004,3,19,222.57
2004,3,20,165.87
2004,3,21,132.52
2004,3,22,53.53
2004,3,23,24.57
2004,3,24,158.73
2004,3,25,8.63
2004,3,26,4.25
2004,3,27,28.67
2004,3,28,59.67
2004,3,29,599.07
2004,3,30,575.55
2004,3,31,564.68
2004,4,1,695.46
2004,4,2,564.64
2004,4,3,433.28
2004,4,4,276.85
2004,4,5,204.40
2004,4,6,128.02
2004,4,7,49.07
2004,4,8,91.39
2004,4,9,16.65
2004,4,10,21.17
2004,4,11,18.83
2004,4,12,18.90
2004,4,13,30.35
2004,4,14,20.73
2004,4,15,13.88
2004,4,16,11.65
2004,4,17,12.02
2004,4,18,11.78
2004,4,19,10.34
2004,4,20,6.30
2004,4,21,7.40
2004,4,22,8.37
2004,4,23,12.13
2004,4,24,14.68
2004,4,25,13.97
2004,4,26,14.12
2004,4,27,19.32
2004,4,28,27.89
2004,4,29,17.81
2004,4,30,14.42
2004,5,1,16.16
2004,5,2,18.32
2004,5,3,37.06
2004,5,4,55.20
2004,5,5,50.93
2004,5,6,44.06
2004,5,7,47.85
2004,5,8,65.44
2004,5,9,384.00
2004,5,10,421.12
2004,5,11,503.82
2004,5,12,561.37
2004,5,13,666.66
2004,5,14,1083.11
2004,5,15,1088.83
2004,5,16,969.30
2004,5,17,827.36
2004,5,18,733.98
2004,5,19,1073.89
2004,5,20,153.58
2004,5,21,200.32
2004,5,22,253.22
2004,5,23,4146.14
2004,5,24,5493.85
2004,5,25,5939.30
2004,5,26,3332.82
2004,5,27,2558.72
2004,5,28,2405.01
2004,5,29,1544.89
2004,5,30,1568.29
2004,5,31,4568.82
2004,6,1,8923.14
2004,6,2,9408.02
2004,6,3,6130.10
2004,6,4,3725.05
2004,6,5,2478.62
2004,6,6,1341.94
2004,6,7,1116.22
2004,6,8,792.01
2004,6,9,407.56
2004,6,10,351.77
2004,6,11,684.10
2004,6,12,3530.40
2004,6,13,8201.72
2004,6,14,12088.89
2004,6,15,12805.45
2004,6,16,14011.22
2004,6,17,10782.02
2004,6,18,8610.37
2004,6,19,5990.94
2004,6,20,3778.49
2004,6,21,2611.36
2004,6,22,2051.69
2004,6,23,1922.10
2004,6,24,1138.49
2004,6,25,757.50
2004,6,26,395.21
2004,6,27,226.18
2004,6,28,114.97
2004,6,29,75.43
2004,6,30,8.65
2004,7,1,0.00
2004,7,2,145.89
2004,7,3,90.14
2004,7,4,76.98
2004,7,5,6.51
2004,7,6,40.23
2004,7,7,43.73
2004,7,8,23.15
2004,7,9,21.65
2004,7,10,23.93
2004,7,11,30.43
2004,7,12,4.11
2004,7,13,2.06
2004,7,14,28.40
2004,7,15,33.94
2004,7,16,10.53
2004,7,17,24.57
2004,7,18,62.46
2004,7,19,94.11
2004,7,20,147.64
2004,7,21,155.09
2004,7,22,73.32
2004,7,23,616.34
2004,7,24,1312.34
2004,7,25,1567.87
2004,7,26,663.14
2004,7,27,604.77
2004,7,28,634.36
2004,7,29,589.79
2004,7,30,303.40
2004,7,31,595.49
2004,8,1,1663.26
2004,8,2,1097.97
2004,8,3,603.87
2004,8,4,650.83
2004,8,5,507.93
2004,8,6,1113.79
2004,8,7,856.19
2004,8,8,402.73
2004,8,9,381.15
2004,8,10,315.43
2004,8,11,184.14
2004,8,12,165.48
2004,8,13,130.40
2004,8,14,74.60
2004,8,15,25.91
2004,8,16,36.49
2004,8,17,29.92
2004,8,18,13.19
2004,8,19,12.29
2004,8,20,15.61
2004,8,21,226.05
2004,8,22,565.95
2004,8,23,520.69
2004,8,24,634.13
2004,8,25,318.56
2004,8,26,89.07
2004,8,27,17.02
2004,8,28,826.34
2004,8,29,1636.45
2004,8,30,3255.03
2004,8,31,3962.83
2004,9,1,2608.64
2004,9,2,1560.36
2004,9,3,1674.79
2004,9,4,1182.33
2004,9,5,3732.10
2004,9,6,3432.20
2004,9,7,2160.61
2004,9,8,1784.57
2004,9,9,1679.25
2004,9,10,780.30
2004,9,11,623.23
2004,9,12,473.53
2004,9,13,318.74
2004,9,14,316.58
2004,9,15,243.80
2004,9,16,169.88
2004,9,17,135.00
2004,9,18,180.11
2004,9,19,108.24
2004,9,20,96.23
2004,9,21,66.03
2004,9,22,36.54
2004,9,23,10.48
2004,9,24,6.91
2004,9,25,3.07
2004,9,26,3.30
2004,9,27,4.24
2004,9,28,67.88
2004,9,29,14.61
2004,9,30,15.90
2004,10,1,37.20
2004,10,2,28.00
2004,10,3,23.04
2004,10,4,12.91
2004,10,5,9.06
2004,10,6,6.61
2004,10,7,5.90
2004,10,8,5.05
2004,10,9,5.68
2004,10,10,4.70
2004,10,11,2.95
2004,10,12,5.32
2004,10,13,3.97
2004,10,14,8.48
2004,10,15,8.86
2004,10,16,36.33
2004,10,17,17.52
2004,10,18,9.12
2004,10,19,21.46
2004,10,20,53.43
2004,10,21,140.84
2004,10,22,64.01
2004,10,23,17.47
2004,10,24,5.11
2004,10,25,50.89
2004,10,26,84.37
2004,10,27,80.91
2004,10,28,27.81
2004,10,29,4.80
2004,10,30,64.40
2004,10,31,4.99
2004,11,1,65.22
2004,11,2,104.47
2004,11,3,155.07
2004,11,4,551.71
2004,11,5,857.12
2004,11,6,1291.31
2004,11,7,1282.39
2004,11,8,999.32
2004,11,9,695.60
2004,11,10,505.61
2004,11,11,407.84
2004,11,12,384.89
2004,11,13,307.34
2004,11,14,297.84
2004,11,15,345.15
2004,11,16,281.24
2004,11,17,146.81
2004,11,18,115.43
2004,11,19,136.04
2004,11,20,387.44
2004,11,21,1525.74
2004,11,22,1478.94
2004,11,23,1104.48
2004,11,24,804.57
2004,11,25,2147.18
2004,11,26,3812.71
2004,11,27,3551.93
2004,11,28,3185.68
2004,11,29,4377.01
2004,11,30,3911.38
2004,12,1,3226.54
2004,12,2,4668.40
2004,12,3,3135.46
2004,12,4,2257.53
2004,12,5,1586.55
2004,12,6,1277.18
2004,12,7,1479.94
2004,12,8,4724.10
2004,12,9,5554.23
2004,12,10,3917.75
2004,12,11,3529.77
2004,12,12,3861.71
2004,12,13,3287.73
2004,12,14,2636.09
2004,12,15,2016.12
2004,12,16,1713.46
2004,12,17,1344.89
2004,12,18,905.54
2004,12,19,568.71
2004,12,20,605.32
2004,12,21,473.52
2004,12,22,317.31
2004,12,23,268.49
2004,12,24,212.09
2004,12,25,207.86
2004,12,26,227.53
2004,12,27,289.58
2004,12,28,319.91
2004,12,29,358.57
2004,12,30,510.32
2004,12,31,909.42
2005,1,1,3794.72
2005,1,2,5125.05
2005,1,3,5866.55
2005,1,4,9007.01
2005,1,5,10293.72
2005,1,6,10315.53
2005,1,7,9159.67
2005,1,8,7851.15
2005,1,9,6586.24
2005,1,10,4950.58
2005,1,11,4025.53
2005,1,12,7734.30
2005,1,13,14675.32
2005,1,14,17144.33
2005,1,15,15410.78
2005,1,16,11486.59
2005,1,17,7602.77
2005,1,18,5037.98
2005,1,19,3938.78
2005,1,20,2912.87
2005,1,21,1905.27
2005,1,22,1251.25
2005,1,23,1147.54
2005,1,24,860.33
2005,1,25,574.70
2005,1,26,517.23
2005,1,27,543.87
2005,1,28,468.18
2005,1,29,403.46
2005,1,30,354.51
2005,1,31,332.73
2005,2,1,313.99
2005,2,2,275.34
2005,2,3,266.60
2005,2,4,264.94
2005,2,5,242.48
2005,2,6,269.10
2005,2,7,267.64
2005,2,8,1315.64
2005,2,9,4314.31
2005,2,10,9065.87
2005,2,11,6142.26
2005,2,12,1793.83
2005,2,13,2023.27
2005,2,14,3787.29
2005,2,15,7457.25
2005,2,16,8149.26
2005,2,17,7162.85
2005,2,18,6008.63
2005,2,19,3868.03
2005,2,20,3135.04
2005,2,21,2364.43
2005,2,22,3787.29
2005,2,23,3019.66
2005,2,24,2516.49
2005,2,25,1821.28
2005,2,26,1132.46
2005,2,27,964.26
2005,2,28,719.77
2005,3,1,832.32
2005,3,2,485.63
2005,3,3,480.55
2005,3,4,517.73
2005,3,5,392.81
2005,3,6,574.22
2005,3,7,905.08
2005,3,8,1443.72
2005,3,9,1233.59
2005,3,10,1064.18
2005,3,11,877.04
2005,3,12,797.84
2005,3,13,794.04
2005,3,14,635.83
2005,3,15,563.44
2005,3,16,422.19
2005,3,17,328.78
2005,3,18,303.07
2005,3,19,282.68
2005,3,20,264.96
2005,3,21,194.79
2005,3,22,164.22
2005,3,23,42.28
2005,3,24,62.15
2005,3,25,50.96
2005,3,26,37.22
2005,3,27,48.67
2005,3,28,151.27
2005,3,29,303.11
2005,3,30,193.12
2005,3,31,94.93
2005,4,1,81.12
2005,4,2,166.01
2005,4,3,318.18
2005,4,4,358.28
2005,4,5,335.87
2005,4,6,202.48
2005,4,7,256.60
2005,4,8,196.04
2005,4,9,180.73
2005,4,10,157.75
2005,4,11,117.04
2005,4,12,69.42
2005,4,13,19.27
2005,4,14,6.61
2005,4,15,4.84
2005,4,16,11.01
2005,4,17,7.07
2005,4,18,158.15
2005,4,19,25.67
2005,4,20,8.83
2005,4,21,7.24
2005,4,22,389.97
2005,4,23,879.90
2005,4,24,1180.88
2005,4,25,10517.91
2005,4,26,10268.48
2005,4,27,11472.12
2005,4,28,8603.97
2005,4,29,5553.78
2005,4,30,3720.79
2005,5,1,3208.10
2005,5,2,1950.02
2005,5,3,1355.01
2005,5,4,930.96
2005,5,5,668.37
2005,5,6,478.19
2005,5,7,279.01
2005,5,8,184.38
2005,5,9,33.49
2005,5,10,6.08
2005,5,11,149.23
2005,5,12,109.47
2005,5,13,89.46
2005,5,14,84.95
2005,5,15,24.38
2005,5,16,58.78
2005,5,17,37.67
2005,5,18,80.38
2005,5,19,37.68
2005,5,20,263.35
2005,5,21,149.69
2005,5,22,120.77
2005,5,23,104.77
2005,5,24,8.51
2005,5,25,77.16
2005,5,26,84.49
2005,5,27,74.61
2005,5,28,31.86
2005,5,29,14.91
2005,5,30,58.65
2005,5,31,3.39
2005,6,1,45.68
2005,6,2,6.39
2005,6,3,27.11
2005,6,4,26.41
2005,6,5,18.18
2005,6,6,15.15
2005,6,7,11.87
2005,6,8,10.23
2005,6,9,11.77
2005,6,10,13.61
2005,6,11,12.02
2005,6,12,12.45
2005,6,13,30.94
2005,6,14,32.06
2005,6,15,21.53
2005,6,16,10.04
2005,6,17,3.04
2005,6,18,1.27
2005,6,19,1.32
2005,6,20,10.96
2005,6,21,8.97
2005,6,22,17.83
2005,6,23,10.22
2005,6,24,6.03
2005,6,25,4.37
2005,6,26,2.96
2005,6,27,6.08
2005,6,28,9.84
2005,6,29,22.98
2005,6,30,6.44
2005,7,1,66.22
2005,7,2,51.76
2005,7,3,42.55
2005,7,4,30.01
2005,7,5,7.24
2005,7,6,3.58
2005,7,7,11.51
2005,7,8,10.85
2005,7,9,0.48
2005,7,10,0.71
2005,7,11,1.60
2005,7,12,16.47
2005,7,13,12.82
2005,7,14,24.31
2005,7,15,25.74
2005,7,16,25.67
2005,7,17,21.36
2005,7,18,121.19
2005,7,19,234.13
2005,7,20,194.65
2005,7,21,50.38
2005,7,22,25.21
2005,7,23,36.92
2005,7,24,65.45
2005,7,25,38.66
2005,7,26,0.00
2005,7,27,161.52
2005,7,28,964.18
2005,7,29,589.13
2005,7,30,438.48
2005,7,31,288.56
2005,8,1,106.71
2005,8,2,81.11
2005,8,3,58.68
2005,8,4,40.37
2005,8,5,6.50
2005,8,6,4.40
2005,8,7,10.06
2005,8,8,0.66
2005,8,9,5.61
2005,8,10,0.38
2005,8,11,1.56
2005,8,12,3.27
2005,8,13,0.56
2005,8,14,5.88
2005,8,15,8.54
2005,8,16,5.95
2005,8,17,1.07
2005,8,18,0.71
2005,8,19,3.38
2005,8,20,0.76
2005,8,21,3.12
2005,8,22,1.56
2005,8,23,2.01
2005,8,24,2.51
2005,8,25,1.58
2005,8,26,2.47
2005,8,27,0.97
2005,8,28,1.66
2005,8,29,19.65
2005,8,30,2.64
2005,8,31,4.06
2005,9,1,1.42
2005,9,2,8.07
2005,9,3,2.48
2005,9,4,3.58
2005,9,5,9.91
2005,9,6,7.14
2005,9,7,0.16
2005,9,8,3.83
2005,9,9,3.96
2005,9,10,4.24
2005,9,11,4.25
2005,9,12,1.29
2005,9,13,0.36
2005,9,14,7.83
2005,9,15,7.93
2005,9,16,12.94
2005,9,17,10.52
2005,9,18,11.10
2005,9,19,10.65
2005,9,20,18.80
2005,9,21,1.78
2005,9,22,2.80
2005,9,23,14.82
2005,9,24,229.96
2005,9,25,183.20
2005,9,26,473.84
2005,9,27,2612.51
2005,9,28,3163.91
2005,9,29,2260.56
2005,9,30,1388.27
2005,10,1,921.35
2005,10,2,616.46
2005,10,3,520.87
2005,10,4,357.44
2005,10,5,307.84
2005,10,6,297.73
2005,10,7,175.70
2005,10,8,117.40
2005,10,9,81.03
2005,10,10,69.48
2005,10,11,69.00
2005,10,12,57.68
2005,10,13,42.45
2005,10,14,42.63
2005,10,15,51.21
2005,10,16,19.68
2005,10,17,11.44
2005,10,18,9.83
2005,10,19,3.84
2005,10,20,11.77
2005,10,21,8.94
2005,10,22,2.17
2005,10,23,9.66
2005,10,24,6.35
2005,10,25,9.12
2005,10,26,138.46
2005,10,27,446.01
2005,10,28,244.22
2005,10,29,378.41
2005,10,30,117.07
2005,10,31,115.60
2005,11,1,202.14
2005,11,2,281.58
2005,11,3,294.11
2005,11,4,166.88
2005,11,5,136.31
2005,11,6,183.61
2005,11,7,92.93
2005,11,8,199.22
2005,11,9,172.17
2005,11,10,94.51
2005,11,11,76.98
2005,11,12,102.34
2005,11,13,131.93
2005,11,14,72.61
2005,11,15,77.83
2005,11,16,976.04
2005,11,17,4412.64
2005,11,18,4155.50
2005,11,19,2859.84
2005,11,20,2160.09
2005,11,21,1423.81
2005,11,22,1154.54
2005,11,23,984.02
2005,11,24,1083.36
2005,11,25,765.83
2005,11,26,664.13
2005,11,27,572.02
2005,11,28,802.84
2005,11,29,3936.44
2005,11,30,6987.60
2005,12,1,5149.32
2005,12,2,3739.23
2005,12,3,2435.27
2005,12,4,1824.30
2005,12,5,1360.75
2005,12,6,1257.05
2005,12,7,829.44
2005,12,8,667.18
2005,12,9,489.12
2005,12,10,328.31
2005,12,11,292.61
2005,12,12,276.83
2005,12,13,278.27
2005,12,14,291.36
2005,12,15,288.57
2005,12,16,290.70
2005,12,17,281.33
2005,12,18,279.89
2005,12,19,256.01
2005,12,20,222.81
2005,12,21,192.74
2005,12,22,198.03
2005,12,23,190.83
2005,12,24,195.24
2005,12,25,316.27
2005,12,26,1328.50
2005,12,27,2537.49
2005,12,28,8023.69
2005,12,29,13882.72
2005,12,30,15527.87
2005,12,31,13045.72
2006,1,1,10390.39
2006,1,2,7058.49
2006,1,3,5818.78
2006,1,4,8654.30
2006,1,5,6250.50
2006,1,6,4469.43
2006,1,7,3327.45
2006,1,8,2297.86
2006,1,9,1740.81
2006,1,10,1408.51
2006,1,11,1155.53
2006,1,12,1071.92
2006,1,13,1035.20
2006,1,14,1559.87
2006,1,15,2367.85
2006,1,16,2204.36
2006,1,17,2044.24
2006,1,18,3093.94
2006,1,19,3996.47
2006,1,20,4262.82
2006,1,21,4482.27
2006,1,22,4130.57
2006,1,23,3519.39
2006,1,24,2394.63
2006,1,25,1903.64
2006,1,26,1457.00
2006,1,27,1063.77
2006,1,28,879.03
2006,1,29,1089.59
2006,1,30,1512.47
2006,1,31,2131.16
2006,2,1,2149.90
2006,2,2,1536.20
2006,2,3,1616.08
2006,2,4,3712.43
2006,2,5,6234.04
2006,2,6,5224.07
2006,2,7,4642.12
2006,2,8,2633.12
2006,2,9,2456.21
2006,2,10,2024.24
2006,2,11,1552.04
2006,2,12,1044.43
2006,2,13,934.32
2006,2,14,678.56
2006,2,15,775.19
2006,2,16,654.76
2006,2,17,2704.54
2006,2,18,5159.40
2006,2,19,3868.57
2006,2,20,2528.18
2006,2,21,2067.96
2006,2,22,1668.97
2006,2,23,1257.32
2006,2,24,903.56
2006,2,25,730.79
2006,2,26,568.48
2006,2,27,374.63
2006,2,28,420.99
2006,3,1,444.62
2006,3,2,378.73
2006,3,3,226.10
2006,3,4,224.69
2006,3,5,155.97
2006,3,6,144.93
2006,3,7,192.69
2006,3,8,89.62
2006,3,9,70.98
2006,3,10,58.89
2006,3,11,103.48
2006,3,12,989.88
2006,3,13,3056.84
2006,3,14,3415.24
2006,3,15,4031.73
2006,3,16,3572.33
2006,3,17,3115.79
2006,3,18,2356.32
2006,3,19,1941.69
2006,3,20,1285.77
2006,3,21,919.38
2006,3,22,715.49
2006,3,23,558.82
2006,3,24,457.37
2006,3,25,340.83
2006,3,26,298.68
2006,3,27,250.61
2006,3,28,216.29
2006,3,29,259.65
2006,3,30,136.25
2006,3,31,52.39
2006,4,1,261.09
2006,4,2,285.68
2006,4,3,482.94
2006,4,4,1644.65
2006,4,5,1542.37
2006,4,6,1518.07
2006,4,7,976.49
2006,4,8,751.99
2006,4,9,713.54
2006,4,10,514.50
2006,4,11,367.91
2006,4,12,302.76
2006,4,13,175.35
2006,4,14,156.61
2006,4,15,90.02
2006,4,16,23.71
2006,4,17,147.51
2006,4,18,1154.61
2006,4,19,1140.71
2006,4,20,1814.00
2006,4,21,1228.88
2006,4,22,641.66
2006,4,23,720.48
2006,4,24,550.63
2006,4,25,493.66
2006,4,26,457.51
2006,4,27,274.15
2006,4,28,188.92
2006,4,29,148.07
2006,4,30,103.91
2006,5,1,90.84
2006,5,2,91.93
2006,5,3,12.78
2006,5,4,7.00
2006,5,5,145.28
2006,5,6,76.17
2006,5,7,74.86
2006,5,8,3.74
2006,5,9,5.15
2006,5,10,5.69
2006,5,11,176.18
2006,5,12,222.98
2006,5,13,2965.73
2006,5,14,4408.72
2006,5,15,6162.77
2006,5,16,7667.65
2006,5,17,6486.80
2006,5,18,5853.90
2006,5,19,5710.33
2006,5,20,5030.15
2006,5,21,3026.04
2006,5,22,2480.53
2006,5,23,1794.78
2006,5,24,1004.99
2006,5,25,1081.71
2006,5,26,1847.73
2006,5,27,2076.30
2006,5,28,1907.15
2006,5,29,1193.07
2006,5,30,851.49
2006,5,31,634.03
2006,6,1,204.34
2006,6,2,452.13
2006,6,3,54.29
2006,6,4,39.25
2006,6,5,393.27
2006,6,6,604.65
2006,6,7,513.57
2006,6,8,455.64
2006,6,9,862.61
2006,6,10,1288.96
2006,6,11,1157.29
2006,6,12,790.85
2006,6,13,479.95
2006,6,14,242.21
2006,6,15,229.26
2006,6,16,98.18
2006,6,17,93.14
2006,6,18,24.70
2006,6,19,21.88
2006,6,20,65.25
2006,6,21,352.09
2006,6,22,1292.98
2006,6,23,1253.85
2006,6,24,991.94
2006,6,25,620.21
2006,6,26,1231.92
2006,6,27,784.14
2006,6,28,477.35
2006,6,29,356.44
2006,6,30,282.95
2006,7,1,152.13
2006,7,2,110.49
2006,7,3,116.00
2006,7,4,183.11
2006,7,5,337.63
2006,7,6,327.21
2006,7,7,46.07
2006,7,8,47.72
2006,7,9,18.83
2006,7,10,11.73
2006,7,11,128.48
2006,7,12,188.25
2006,7,13,910.21
2006,7,14,1188.47
2006,7,15,2741.12
2006,7,16,2098.06
2006,7,17,2022.70
2006,7,18,2326.43
2006,7,19,2299.03
2006,7,20,1516.99
2006,7,21,1049.69
2006,7,22,691.43
2006,7,23,499.63
2006,7,24,358.71
2006,7,25,276.18
2006,7,26,274.01
2006,7,27,303.45
2006,7,28,726.52
2006,7,29,1691.34
2006,7,30,1102.01
2006,7,31,1089.24
2006,8,1,1212.92
2006,8,2,524.66
2006,8,3,583.07
2006,8,4,372.30
2006,8,5,237.39
2006,8,6,286.10
2006,8,7,110.14
2006,8,8,23.88
2006,8,9,98.14
2006,8,10,110.20
2006,8,11,91.04
2006,8,12,77.28
2006,8,13,22.51
2006,8,14,4.47
2006,8,15,0.38
2006,8,16,3.87
2006,8,17,2.62
2006,8,18,1.84
2006,8,19,0.60
2006,8,20,7.17
2006,8,21,1.56
2006,8,22,11.18
2006,8,23,19.95
2006,8,24,28.44
2006,8,25,30.29
2006,8,26,31.33
2006,8,27,48.77
2006,8,28,33.56
2006,8,29,144.74
2006,8,30,477.46
2006,8,31,614.35
2006,9,1,556.47
2006,9,2,374.08
2006,9,3,140.08
2006,9,4,59.39
2006,9,5,54.50
2006,9,6,5.48
2006,9,7,44.24
2006,9,8,0.16
2006,9,9,1.56
2006,9,10,28.27
2006,9,11,6.76
2006,9,12,5.94
2006,9,13,70.08
2006,9,14,433.76
2006,9,15,346.82
2006,9,16,148.27
2006,9,17,52.78
2006,9,18,75.59
2006,9,19,91.92
2006,9,20,85.75
2006,9,21,90.69
2006,9,22,65.65
2006,9,23,83.97
2006,9,24,125.96
2006,9,25,68.53
2006,9,26,47.44
2006,9,27,19.57
2006,9,28,6.02
2006,9,29,35.22
2006,9,30,30.42
2006,10,1,32.42
2006,10,2,7.68
2006,10,3,15.96
2006,10,4,7.52
2006,10,5,141.29
2006,10,6,252.41
2006,10,7,215.75
2006,10,8,125.44
