year,month,day,DRP(kg)
2006,10,9,136.76
2006,10,10,128.59
2006,10,11,159.32
2006,10,12,192.48
2006,10,13,161.79
2006,10,14,208.88
2006,10,15,137.68
2006,10,16,92.26
2006,10,17,1037.24
2006,10,18,10468.75
2006,10,19,13353.30
2006,10,20,9809.54
2006,10,21,8254.56
2006,10,22,5434.36
2006,10,23,4256.25
2006,10,24,2971.09
2006,10,25,2652.87
2006,10,26,1918.96
2006,10,27,1504.64
2006,10,28,3740.08
2006,10,29,7269.58
2006,10,30,5087.11
2006,10,31,4385.48
2006,11,1,3166.94
2006,11,2,2425.18
2006,11,3,1508.47
2006,11,4,1353.34
2006,11,5,1071.06
2006,11,6,823.57
2006,11,7,864.77
2006,11,8,1288.12
2006,11,9,1244.29
2006,11,10,1347.88
2006,11,11,1201.53
2006,11,12,1019.92
2006,11,13,1042.00
2006,11,14,1213.52
2006,11,15,901.13
2006,11,16,1551.99
2006,11,17,6718.94
2006,11,18,7263.58
2006,11,19,6519.51
2006,11,20,5572.51
2006,11,21,3964.02
2006,11,22,2949.98
2006,11,23,1986.53
2006,11,24,1561.55
2006,11,25,1208.42
2006,11,26,942.61
2006,11,27,771.84
2006,11,28,641.61
2006,11,29,648.67
2006,11,30,622.32
2006,12,1,3331.25
2006,12,2,14716.03
2006,12,3,15931.26
2006,12,4,16141.85
2006,12,5,14383.07
2006,12,6,9547.01
2006,12,7,6749.54
2006,12,8,5300.79
2006,12,9,3636.41
2006,12,10,2370.27
2006,12,11,1767.44
2006,12,12,1257.84
2006,12,13,1541.11
2006,12,14,2245.95
2006,12,15,3102.06
2006,12,16,2403.04
2006,12,17,1598.46
2006,12,18,1344.34
2006,12,19,1210.81
2006,12,20,1459.61
2006,12,21,1096.78
2006,12,22,1442.89
2006,12,23,3681.60
2006,12,24,3682.33
2006,12,25,2945.04
2006,12,26,3588.75
2006,12,27,6067.20
2006,12,28,5041.94
2006,12,29,3844.35
2006,12,30,2869.83
2006,12,31,2448.63
2007,1,1,7015.54
2007,1,2,9336.56
2007,1,3,7837.64
2007,1,4,5630.83
2007,1,5,4951.29
2007,1,6,8741.25
2007,1,7,11816.88
2007,1,8,10981.09
2007,1,9,10567.65
2007,1,10,7858.17
2007,1,11,5475.83
2007,1,12,4198.54
2007,1,13,4595.88
2007,1,14,8801.35
2007,1,15,13173.91
2007,1,16,17022.92
2007,1,17,15384.86
2007,1,18,12273.72
2007,1,19,8830.74
2007,1,20,6309.22
2007,1,21,4505.63
2007,1,22,3075.07
2007,1,23,1903.16
2007,1,24,1434.81
2007,1,25,1150.20
2007,1,26,936.14
2007,1,27,709.92
2007,1,28,701.91
2007,1,29,562.11
2007,1,30,460.75
2007,1,31,418.36
2007,2,1,372.70
2007,2,2,343.55
2007,2,3,303.83
2007,2,4,269.97
2007,2,5,243.97
2007,2,6,231.54
2007,2,7,201.99
2007,2,8,181.29
2007,2,9,176.28
2007,2,10,150.98
2007,2,11,142.90
2007,2,12,133.33
2007,2,13,128.07
2007,2,14,122.72
2007,2,15,127.27
2007,2,16,135.85
2007,2,17,141.89
2007,2,18,138.19
2007,2,19,140.45
2007,2,20,148.01
2007,2,21,149.80
2007,2,22,142.85
2007,2,23,134.84
2007,2,24,134.40
2007,2,25,129.27
2007,2,26,130.16
2007,2,27,369.55
2007,2,28,949.47
2007,3,1,1605.24
2007,3,2,6843.67
2007,3,3,11555.16
2007,3,4,11114.61
2007,3,5,11915.66
2007,3,6,10005.18
2007,3,7,6910.68
2007,3,8,5679.28
2007,3,9,4112.59
2007,3,10,3213.08
2007,3,11,3186.54
2007,3,12,4099.96
2007,3,13,3978.71
2007,3,14,2842.04
2007,3,15,3702.64
2007,3,16,6113.98
2007,3,17,6542.58
2007,3,18,7069.56
2007,3,19,5658.53
2007,3,20,3979.10
2007,3,21,3519.10
2007,3,22,2734.21
2007,3,23,2096.09
2007,3,24,3012.81
2007,3,25,4023.93
2007,3,26,4575.06
2007,3,27,3846.16
2007,3,28,3057.82
2007,3,29,2551.90
2007,3,30,2435.17
2007,3,31,1742.62
2007,4,1,1326.37
2007,4,2,1084.27
2007,4,3,1210.50
2007,4,4,975.35
2007,4,5,523.09
2007,4,6,551.87
2007,4,7,333.71
2007,4,8,224.01
2007,4,9,141.55
2007,4,10,153.47
2007,4,11,85.87
2007,4,12,869.55
2007,4,13,3306.62
2007,4,14,3648.94
2007,4,15,2974.79
2007,4,16,2309.96
2007,4,17,2039.50
2007,4,18,1516.68
2007,4,19,1023.71
2007,4,20,720.17
2007,4,21,437.87
2007,4,22,157.97
2007,4,23,164.31
2007,4,24,96.44
2007,4,25,53.13
2007,4,26,2139.89
2007,4,27,11868.81
2007,4,28,13255.42
2007,4,29,11884.22
2007,4,30,9058.75
2007,5,1,6066.27
2007,5,2,5431.39
2007,5,3,4748.43
2007,5,4,2715.69
2007,5,5,1851.48
2007,5,6,1067.66
2007,5,7,619.86
2007,5,8,597.23
2007,5,9,342.40
2007,5,10,434.40
2007,5,11,436.14
2007,5,12,201.85
2007,5,13,19.30
2007,5,14,7.74
2007,5,15,21.96
2007,5,16,6.61
2007,5,17,3.15
2007,5,18,14.55
2007,5,19,0.99
2007,5,20,5.21
2007,5,21,22.18
2007,5,22,2.12
2007,5,23,0.00
2007,5,24,1.85
2007,5,25,3.13
2007,5,26,6.90
2007,5,27,6.04
2007,5,28,3.74
2007,5,29,1.70
2007,5,30,2.87
2007,5,31,1.24
2007,6,1,0.52
2007,6,2,1.81
2007,6,3,0.22
2007,6,4,7.61
2007,6,5,247.64
2007,6,6,194.50
2007,6,7,108.36
2007,6,8,32.54
2007,6,9,1.52
2007,6,10,1.36
2007,6,11,3.26
2007,6,12,4.69
2007,6,13,2.07
2007,6,14,2.70
2007,6,15,0.77
2007,6,16,0.29
2007,6,17,0.69
2007,6,18,1.81
2007,6,19,1.47
2007,6,20,0.78
2007,6,21,1.15
2007,6,22,1.67
2007,6,23,1.31
2007,6,24,1.53
2007,6,25,20.36
2007,6,26,4.66
2007,6,27,2.15
2007,6,28,0.00
2007,6,29,1.10
2007,6,30,25.13
2007,7,1,2.89
2007,7,2,16.80
2007,7,3,2.72
2007,7,4,2.43
2007,7,5,16.32
2007,7,6,7.56
2007,7,7,11.49
2007,7,8,11.87
2007,7,9,8.01
2007,7,10,23.05
2007,7,11,21.84
2007,7,12,8.80
2007,7,13,10.53
2007,7,14,5.42
2007,7,15,11.04
2007,7,16,5.09
2007,7,17,8.75
2007,7,18,10.23
2007,7,19,23.78
2007,7,20,115.95
2007,7,21,88.61
2007,7,22,162.52
2007,7,23,103.81
2007,7,24,70.95
2007,7,25,55.92
2007,7,26,43.38
2007,7,27,57.35
2007,7,28,118.00
2007,7,29,81.64
2007,7,30,60.20
2007,7,31,70.46
2007,8,1,24.39
2007,8,2,5.46
2007,8,3,15.22
2007,8,4,19.41
2007,8,5,36.42
2007,8,6,29.96
2007,8,7,44.71
2007,8,8,69.38
2007,8,9,63.61
2007,8,10,33.49
2007,8,11,16.08
2007,8,12,15.18
2007,8,13,15.94
2007,8,14,10.19
2007,8,15,9.84
2007,8,16,5.25
2007,8,17,2.89
2007,8,18,2.04
2007,8,19,53.70
2007,8,20,966.84
2007,8,21,6387.10
2007,8,22,9341.01
2007,8,23,12276.57
2007,8,24,15125.68
2007,8,25,13580.23
2007,8,26,10947.33
2007,8,27,7502.96
2007,8,28,7047.23
2007,8,29,4707.33
2007,8,30,2285.39
2007,8,31,1354.31
2007,9,1,889.80
2007,9,2,495.15
2007,9,3,579.54
2007,9,4,332.88
2007,9,5,106.71
2007,9,6,70.91
2007,9,7,60.72
2007,9,8,47.42
2007,9,9,201.70
2007,9,10,1259.41
2007,9,11,1384.34
2007,9,12,1196.49
2007,9,13,1304.69
2007,9,14,835.63
2007,9,15,498.23
2007,9,16,240.45
2007,9,17,206.51
2007,9,18,240.96
2007,9,19,120.14
2007,9,20,61.62
2007,9,21,7.87
2007,9,22,3.58
2007,9,23,3.49
2007,9,24,4.56
2007,9,25,12.16
2007,9,26,33.43
2007,9,27,43.14
2007,9,28,28.53
2007,9,29,20.73
2007,9,30,13.89
2007,10,1,21.85
2007,10,2,37.54
2007,10,3,25.76
2007,10,4,14.02
2007,10,5,6.15
2007,10,6,2.99
2007,10,7,1.41
2007,10,8,8.86
2007,10,9,12.96
2007,10,10,5.96
2007,10,11,8.17
2007,10,12,3.41
2007,10,13,2.53
2007,10,14,2.10
2007,10,15,1.53
2007,10,16,1.82
2007,10,17,1.55
2007,10,18,2.42
2007,10,19,3.76
2007,10,20,1.86
2007,10,21,0.87
2007,10,22,0.70
2007,10,23,1.54
2007,10,24,2.22
2007,10,25,1.57
2007,10,26,2.79
2007,10,27,3.35
2007,10,28,22.27
2007,10,29,12.59
2007,10,30,17.70
2007,10,31,11.09
2007,11,1,5.67
2007,11,2,0.92
2007,11,3,0.47
2007,11,4,4.33
2007,11,5,4.71
2007,11,6,4.75
2007,11,7,2.88
2007,11,8,1.70
2007,11,9,1.00
2007,11,10,0.77
2007,11,11,0.33
2007,11,12,1.05
2007,11,13,1.72
2007,11,14,3.07
2007,11,15,18.42
2007,11,16,23.84
2007,11,17,0.00
2007,11,18,101.61
2007,11,19,1.72
2007,11,20,17.47
2007,11,21,37.66
2007,11,22,425.70
2007,11,23,6732.65
2007,11,24,7426.62
2007,11,25,5217.26
2007,11,26,3904.43
2007,11,27,7099.95
2007,11,28,6587.20
2007,11,29,4957.15
2007,11,30,3379.16
2007,12,1,2211.28
2007,12,2,1457.38
2007,12,3,2429.12
2007,12,4,2599.16
2007,12,5,3410.13
2007,12,6,2492.18
2007,12,7,2003.25
2007,12,8,1655.11
2007,12,9,971.86
2007,12,10,1709.00
2007,12,11,3248.90
2007,12,12,9509.17
2007,12,13,15578.72
2007,12,14,14978.45
2007,12,15,13164.85
2007,12,16,10735.36
2007,12,17,7272.67
2007,12,18,5632.74
2007,12,19,4064.56
2007,12,20,2957.98
2007,12,21,2356.53
2007,12,22,2009.14
2007,12,23,4830.49
2007,12,24,8190.53
2007,12,25,6830.88
2007,12,26,5824.50
2007,12,27,4322.43
2007,12,28,3584.47
2007,12,29,3433.42
2007,12,30,3568.57
2007,12,31,2639.36
2008,1,1,2237.68
2008,1,2,1674.62
2008,1,3,1294.73
2008,1,4,1147.52
2008,1,5,853.02
2008,1,6,1042.34
2008,1,7,1448.61
2008,1,8,3278.14
2008,1,9,9629.50
2008,1,10,14876.95
2008,1,11,14471.63
2008,1,12,12812.19
2008,1,13,10097.73
2008,1,14,6928.10
2008,1,15,5242.32
2008,1,16,4356.12
2008,1,17,3305.51
2008,1,18,1967.78
2008,1,19,1195.98
2008,1,20,661.06
2008,1,21,542.64
2008,1,22,402.56
2008,1,23,368.09
2008,1,24,328.82
2008,1,25,340.16
2008,1,26,345.70
2008,1,27,277.07
2008,1,28,275.88
2008,1,29,284.29
2008,1,30,281.73
2008,1,31,283.39
2008,2,1,340.17
2008,2,2,424.41
2008,2,3,355.36
2008,2,4,258.26
2008,2,5,3433.81
2008,2,6,22212.91
2008,2,7,33156.10
2008,2,8,34608.47
2008,2,9,27298.85
2008,2,10,20328.51
2008,2,11,13293.69
2008,2,12,9533.96
2008,2,13,7500.38
2008,2,14,5482.03
2008,2,15,3313.76
2008,2,16,2350.78
2008,2,17,1933.57
2008,2,18,5689.87
2008,2,19,7159.05
2008,2,20,5530.56
2008,2,21,3904.58
2008,2,22,3142.38
2008,2,23,2576.90
2008,2,24,2091.91
2008,2,25,1555.78
2008,2,26,1167.23
2008,2,27,911.23
2008,2,28,717.40
2008,2,29,582.65
2008,3,1,508.57
2008,3,2,477.60
2008,3,3,1990.78
2008,3,4,7793.89
2008,3,5,9276.03
2008,3,6,8113.88
2008,3,7,7110.76
2008,3,8,5251.96
2008,3,9,4074.79
2008,3,10,3051.27
2008,3,11,2385.38
2008,3,12,1874.37
2008,3,13,3576.59
2008,3,14,7691.61
2008,3,15,8984.83
2008,3,16,6698.13
2008,3,17,4846.78
2008,3,18,4411.66
2008,3,19,4570.93
2008,3,20,6077.06
2008,3,21,6496.46
2008,3,22,6189.79
2008,3,23,5659.21
2008,3,24,3448.09
2008,3,25,2587.25
2008,3,26,2067.38
2008,3,27,1490.46
2008,3,28,2627.49
2008,3,29,5165.20
2008,3,30,5532.11
2008,3,31,3691.36
2008,4,1,3819.34
2008,4,2,3917.23
2008,4,3,2942.33
2008,4,4,3124.76
2008,4,5,3047.16
2008,4,6,2578.15
2008,4,7,2109.17
2008,4,8,1968.07
2008,4,9,1461.91
2008,4,10,1077.50
2008,4,11,1028.59
2008,4,12,2262.31
2008,4,13,2426.22
2008,4,14,2031.20
2008,4,15,1740.15
2008,4,16,1322.62
2008,4,17,1094.79
2008,4,18,545.24
2008,4,19,619.01
2008,4,20,369.58
2008,4,21,343.81
2008,4,22,348.55
2008,4,23,140.00
2008,4,24,38.48
2008,4,25,37.70
2008,4,26,28.82
2008,4,27,21.56
2008,4,28,15.66
2008,4,29,30.77
2008,4,30,0.00
2008,5,1,22.43
2008,5,2,21.68
2008,5,3,25.77
2008,5,4,31.06
2008,5,5,49.31
2008,5,6,44.83
2008,5,7,25.56
2008,5,8,9.79
2008,5,9,76.54
2008,5,10,333.53
2008,5,11,295.42
2008,5,12,1120.78
2008,5,13,2298.31
2008,5,14,3317.36
2008,5,15,2435.64
2008,5,16,2178.03
2008,5,17,2947.63
2008,5,18,2574.77
2008,5,19,1810.76
2008,5,20,1299.42
2008,5,21,1059.74
2008,5,22,658.60
2008,5,23,607.98
2008,5,24,485.04
2008,5,25,339.55
2008,5,26,99.26
2008,5,27,9.31
2008,5,28,8.12
2008,5,29,3.20
2008,5,30,5.72
2008,5,31,2.03
2008,6,1,33.40
2008,6,2,1866.78
2008,6,3,2946.59
2008,6,4,2601.01
2008,6,5,2499.16
2008,6,6,2423.55
2008,6,7,1833.87
2008,6,8,1315.30
2008,6,9,856.68
2008,6,10,834.17
2008,6,11,3815.51
2008,6,12,2529.63
2008,6,13,2029.14
2008,6,14,1955.55
2008,6,15,2366.52
2008,6,16,1851.27
2008,6,17,1582.34
2008,6,18,1157.75
2008,6,19,722.51
2008,6,20,593.05
2008,6,21,455.89
2008,6,22,739.70
2008,6,23,565.27
2008,6,24,528.42
2008,6,25,473.38
2008,6,26,1298.14
2008,6,27,3367.46
2008,6,28,3221.89
2008,6,29,3006.27
2008,6,30,1762.67
2008,7,1,1536.23
2008,7,2,1183.75
2008,7,3,2543.51
2008,7,4,3278.43
2008,7,5,2728.12
2008,7,6,2803.48
2008,7,7,2025.50
2008,7,8,2304.10
2008,7,9,2490.60
2008,7,10,4416.67
2008,7,11,3371.08
2008,7,12,3003.12
2008,7,13,2196.26
2008,7,14,1588.38
2008,7,15,1902.89
2008,7,16,1277.04
2008,7,17,796.26
2008,7,18,502.13
2008,7,19,328.06
2008,7,20,242.23
2008,7,21,216.17
2008,7,22,405.63
2008,7,23,209.66
2008,7,24,123.93
2008,7,25,162.64
2008,7,26,169.14
2008,7,27,100.93
2008,7,28,44.60
2008,7,29,6.31
2008,7,30,1.76
2008,7,31,53.67
2008,8,1,36.16
2008,8,2,0.10
2008,8,3,6.85
2008,8,4,5.34
2008,8,5,5.45
2008,8,6,2.06
2008,8,7,1.51
2008,8,8,3.56
2008,8,9,22.05
2008,8,10,25.85
2008,8,11,24.37
2008,8,12,27.78
2008,8,13,25.55
2008,8,14,26.78
2008,8,15,29.09
2008,8,16,26.31
2008,8,17,32.49
2008,8,18,31.91
2008,8,19,44.27
2008,8,20,44.21
2008,8,21,37.80
2008,8,22,49.43
2008,8,23,43.62
2008,8,24,32.15
2008,8,25,27.27
2008,8,26,23.13
2008,8,27,32.21
2008,8,28,26.72
2008,8,29,24.25
2008,8,30,17.37
2008,8,31,13.87
2008,9,1,11.87
2008,9,2,12.96
2008,9,3,9.30
2008,9,4,14.71
2008,9,5,18.16
2008,9,6,16.44
2008,9,7,15.32
2008,9,8,21.86
2008,9,9,26.33
2008,9,10,20.49
2008,9,11,19.89
2008,9,12,32.55
2008,9,13,107.85
2008,9,14,364.72
2008,9,15,944.18
2008,9,16,800.92
2008,9,17,458.44
2008,9,18,228.69
2008,9,19,167.80
2008,9,20,79.68
2008,9,21,55.11
2008,9,22,10.89
2008,9,23,6.84
2008,9,24,2.17
2008,9,25,0.83
2008,9,26,1.22
2008,9,27,0.30
2008,9,28,2.91
2008,9,29,2.23
2008,9,30,7.64
2008,10,1,3.88
2008,10,2,4.23
2008,10,3,1.70
2008,10,4,1.73
2008,10,5,2.45
2008,10,6,3.64
2008,10,7,5.26
2008,10,8,7.44
2008,10,9,5.43
2008,10,10,2.21
2008,10,11,2.16
2008,10,12,3.33
2008,10,13,4.82
2008,10,14,4.58
2008,10,15,2.58
2008,10,16,4.65
2008,10,17,4.34
2008,10,18,2.46
2008,10,19,2.88
2008,10,20,4.76
2008,10,21,4.62
2008,10,22,2.41
2008,10,23,1.10
2008,10,24,1.87
2008,10,25,5.48
2008,10,26,6.72
2008,10,27,6.92
2008,10,28,4.38
2008,10,29,4.48
2008,10,30,2.09
2008,10,31,2.37
2008,11,1,3.36
2008,11,2,4.40
2008,11,3,5.18
2008,11,4,33.93
2008,11,5,20.85
2008,11,6,10.88
2008,11,7,6.33
2008,11,8,6.08
2008,11,9,3.04
2008,11,10,4.70
2008,11,11,2.05
2008,11,12,1.59
2008,11,13,4.53
2008,11,14,5.19
2008,11,15,5.17
2008,11,16,320.14
2008,11,17,611.24
2008,11,18,313.12
2008,11,19,247.74
2008,11,20,157.72
2008,11,21,117.79
2008,11,22,137.21
2008,11,23,126.12
2008,11,24,111.37
2008,11,25,121.59
2008,11,26,84.26
2008,11,27,87.08
2008,11,28,112.92
2008,11,29,117.02
2008,11,30,113.13
2008,12,1,160.07
2008,12,2,141.75
2008,12,3,95.54
2008,12,4,86.53
2008,12,5,80.66
2008,12,6,63.76
2008,12,7,55.28
2008,12,8,66.31
2008,12,9,93.76
2008,12,10,915.71
2008,12,11,1196.70
2008,12,12,761.67
2008,12,13,689.62
2008,12,14,428.82
2008,12,15,413.04
2008,12,16,341.86
2008,12,17,301.12
2008,12,18,248.60
2008,12,19,184.17
2008,12,20,190.32
2008,12,21,268.83
2008,12,22,516.04
2008,12,23,385.94
2008,12,24,317.42
2008,12,25,219.02
2008,12,26,554.55
2008,12,27,1415.10
2008,12,28,3904.58
2008,12,29,9429.48
2008,12,30,7152.26
2008,12,31,5520.57
2009,1,1,4097.40
2009,1,2,3450.55
2009,1,3,2705.71
2009,1,4,2071.78
2009,1,5,1482.71
2009,1,6,1123.84
2009,1,7,703.05
2009,1,8,433.56
2009,1,9,303.57
2009,1,10,245.10
2009,1,11,212.27
2009,1,12,206.44
2009,1,13,206.28
2009,1,14,190.55
2009,1,15,184.38
2009,1,16,163.87
2009,1,17,163.98
2009,1,18,155.99
2009,1,19,142.43
2009,1,20,134.61
2009,1,21,130.19
2009,1,22,117.82
2009,1,23,116.50
2009,1,24,111.15
2009,1,25,105.04
2009,1,26,94.85
2009,1,27,97.13
2009,1,28,93.52
2009,1,29,84.44
2009,1,30,80.46
2009,1,31,75.49
2009,2,1,70.54
2009,2,2,68.63
2009,2,3,67.15
2009,2,4,66.92
2009,2,5,72.86
2009,2,6,65.14
2009,2,7,64.72
2009,2,8,83.92
2009,2,9,301.30
2009,2,10,825.43
2009,2,11,1941.31
2009,2,12,5348.69
2009,2,13,12506.00
2009,2,14,14288.59
2009,2,15,9858.90
2009,2,16,6944.44
2009,2,17,5097.97
2009,2,18,3472.42
2009,2,19,1924.82
2009,2,20,1773.86
2009,2,21,1193.44
2009,2,22,635.05
2009,2,23,574.85
2009,2,24,645.32
2009,2,25,391.06
2009,2,26,457.22
2009,2,27,794.58
2009,2,28,1414.28
2009,3,1,1430.65
2009,3,2,1018.54
2009,3,3,414.42
2009,3,4,382.04
2009,3,5,304.14
2009,3,6,602.49
2009,3,7,249.00
2009,3,8,1590.66
2009,3,9,9336.48
2009,3,10,17063.85
2009,3,11,12090.61
2009,3,12,15968.45
2009,3,13,15374.71
2009,3,14,7449.81
2009,3,15,6983.47
2009,3,16,5181.87
2009,3,17,3667.35
2009,3,18,1622.17
2009,3,19,1435.70
2009,3,20,1144.05
2009,3,21,789.60
2009,3,22,621.27
2009,3,23,429.43
2009,3,24,340.35
2009,3,25,302.26
2009,3,26,347.76
2009,3,27,228.39
2009,3,28,101.07
2009,3,29,67.75
2009,3,30,57.06
2009,3,31,29.13
2009,4,1,16.73
2009,4,2,65.88
2009,4,3,23.84
2009,4,4,30.84
2009,4,5,85.46
2009,4,6,1605.05
2009,4,7,4851.78
2009,4,8,6363.74
2009,4,9,4826.69
2009,4,10,4237.07
2009,4,11,3380.31
2009,4,12,1571.51
2009,4,13,1363.18
2009,4,14,1388.03
2009,4,15,2663.21
2009,4,16,2429.35
2009,4,17,2611.03
2009,4,18,2071.17
2009,4,19,1363.43
2009,4,20,1203.55
2009,4,21,1724.08
2009,4,22,1542.40
2009,4,23,1331.72
2009,4,24,618.98
2009,4,25,688.34
2009,4,26,525.60
2009,4,27,387.33
2009,4,28,451.29
2009,4,29,296.70
2009,4,30,249.58
2009,5,1,384.90
2009,5,2,494.46
2009,5,3,619.18
2009,5,4,845.67
2009,5,5,754.26
2009,5,6,746.82
2009,5,7,814.86
2009,5,8,867.47
2009,5,9,849.65
2009,5,10,1449.78
2009,5,11,1110.41
2009,5,12,770.67
2009,5,13,595.77
2009,5,14,775.50
2009,5,15,1451.94
2009,5,16,1479.69
2009,5,17,1207.68
2009,5,18,1258.10
2009,5,19,1082.36
2009,5,20,932.88
2009,5,21,823.81
2009,5,22,533.83
2009,5,23,513.78
2009,5,24,307.62
2009,5,25,133.50
2009,5,26,291.30
2009,5,27,381.57
2009,5,28,1001.91
2009,5,29,1235.76
2009,5,30,1161.48
2009,5,31,1095.12
2009,6,1,614.72
2009,6,2,393.05
2009,6,3,839.09
2009,6,4,1157.97
2009,6,5,1410.79
2009,6,6,768.34
2009,6,7,728.47
2009,6,8,626.57
2009,6,9,590.60
2009,6,10,399.04
2009,6,11,566.25
2009,6,12,834.70
2009,6,13,1143.93
2009,6,14,837.24
2009,6,15,588.36
2009,6,16,572.18
2009,6,17,414.53
2009,6,18,294.37
2009,6,19,993.72
2009,6,20,3019.07
2009,6,21,1987.38
2009,6,22,1952.76
2009,6,23,1564.02
2009,6,24,858.90
2009,6,25,885.48
2009,6,26,853.81
2009,6,27,728.71
2009,6,28,624.33
2009,6,29,452.58
2009,6,30,304.68
2009,7,1,195.54
2009,7,2,215.80
2009,7,3,151.14
2009,7,4,112.88
2009,7,5,100.85
2009,7,6,139.15
2009,7,7,102.76
2009,7,8,52.63
2009,7,9,57.28
2009,7,10,9.37
2009,7,11,16.60
2009,7,12,27.78
2009,7,13,2.92
2009,7,14,33.75
2009,7,15,1.12
2009,7,16,15.25
2009,7,17,7.14
2009,7,18,7.04
2009,7,19,4.89
2009,7,20,3.91
2009,7,21,6.93
2009,7,22,11.84
2009,7,23,4.77
2009,7,24,2.76
2009,7,25,4.66
2009,7,26,4.93
2009,7,27,2.58
2009,7,28,1.98
2009,7,29,1.60
2009,7,30,0.00
2009,7,31,131.78
2009,8,1,33.24
2009,8,2,24.71
2009,8,3,13.54
2009,8,4,9.26
2009,8,5,32.05
2009,8,6,52.77
2009,8,7,20.00
2009,8,8,21.14
2009,8,9,17.03
2009,8,10,8.64
2009,8,11,19.86
2009,8,12,31.33
2009,8,13,19.55
2009,8,14,21.84
2009,8,15,30.40
2009,8,16,26.42
2009,8,17,20.72
2009,8,18,296.73
2009,8,19,1111.37
2009,8,20,1139.60
2009,8,21,381.04
2009,8,22,374.95
2009,8,23,256.60
2009,8,24,111.19
2009,8,25,12.36
2009,8,26,4.40
2009,8,27,2.84
2009,8,28,2.97
2009,8,29,2.46
2009,8,30,3.18
2009,8,31,8.98
2009,9,1,28.18
2009,9,2,17.04
2009,9,3,19.71
2009,9,4,25.01
2009,9,5,23.91
2009,9,6,13.27
2009,9,7,15.00
2009,9,8,25.32
2009,9,9,8.38
2009,9,10,3.97
2009,9,11,6.06
2009,9,12,4.86
2009,9,13,5.60
2009,9,14,6.20
2009,9,15,8.25
2009,9,16,7.01
2009,9,17,4.90
2009,9,18,1.00
2009,9,19,3.63
2009,9,20,3.54
2009,9,21,7.51
2009,9,22,12.90
2009,9,23,7.12
2009,9,24,8.30
2009,9,25,9.66
2009,9,26,9.37
2009,9,27,6.88
2009,9,28,7.95
2009,9,29,10.66
2009,9,30,4.98
2009,10,1,2.46
2009,10,2,13.04
2009,10,3,16.59
2009,10,4,18.68
2009,10,5,24.71
2009,10,6,18.04
2009,10,7,15.50
2009,10,8,7.28
2009,10,9,8.52
2009,10,10,30.13
2009,10,11,38.46
2009,10,12,55.48
2009,10,13,92.55
2009,10,14,33.94
2009,10,15,27.48
2009,10,16,8.29
2009,10,17,6.75
2009,10,18,4.32
2009,10,19,8.95
2009,10,20,20.01
2009,10,21,10.21
2009,10,22,4.50
2009,10,23,3.01
2009,10,24,12.95
2009,10,25,152.95
2009,10,26,448.55
2009,10,27,1002.93
2009,10,28,823.34
2009,10,29,656.46
2009,10,30,456.52
2009,10,31,426.17
2009,11,1,712.80
2009,11,2,999.04
2009,11,3,990.24
2009,11,4,766.24
2009,11,5,583.41
2009,11,6,515.63
2009,11,7,470.53
2009,11,8,329.86
2009,11,9,290.49
2009,11,10,383.23
2009,11,11,309.33
2009,11,12,251.37
2009,11,13,183.68
2009,11,14,154.91
2009,11,15,125.31
2009,11,16,106.06
2009,11,17,107.22
2009,11,18,157.51
2009,11,19,135.94
2009,11,20,127.59
2009,11,21,137.92
2009,11,22,110.23
2009,11,23,112.71
2009,11,24,100.05
2009,11,25,95.63
2009,11,26,91.47
2009,11,27,97.43
2009,11,28,67.77
2009,11,29,68.27
2009,11,30,37.31
2009,12,1,19.82
2009,12,2,30.59
2009,12,3,112.11
2009,12,4,136.42
2009,12,5,373.94
2009,12,6,525.08
2009,12,7,602.32
2009,12,8,467.86
2009,12,9,657.95
2009,12,10,1290.92
2009,12,11,1265.17
2009,12,12,1303.52
2009,12,13,1412.32
2009,12,14,1203.53
2009,12,15,984.21
2009,12,16,963.50
2009,12,17,1057.10
2009,12,18,862.03
2009,12,19,661.20
2009,12,20,571.15
2009,12,21,596.63
2009,12,22,517.36
2009,12,23,457.64
2009,12,24,425.28
2009,12,25,528.38
2009,12,26,1891.59
2009,12,27,4686.38
2009,12,28,3575.47
2009,12,29,3055.77
2009,12,30,2051.34
2009,12,31,1812.21
2010,1,1,1638.96
2010,1,2,1320.17
2010,1,3,1105.73
2010,1,4,669.80
2010,1,5,404.14
2010,1,6,362.10
2010,1,7,321.63
2010,1,8,411.90
2010,1,9,381.65
2010,1,10,357.30
2010,1,11,349.19
2010,1,12,251.75
2010,1,13,207.01
2010,1,14,181.84
2010,1,15,209.33
2010,1,16,220.10
2010,1,17,213.10
2010,1,18,196.36
2010,1,19,125.38
2010,1,20,118.57
2010,1,21,113.52
2010,1,22,99.14
2010,1,23,89.44
2010,1,24,83.63
2010,1,25,1566.11
2010,1,26,2539.87
2010,1,27,2853.93
2010,1,28,2455.05
2010,1,29,1716.71
2010,1,30,1083.33
2010,1,31,798.71
2010,2,1,696.25
2010,2,2,639.05
2010,2,3,502.61
2010,2,4,433.34
2010,2,5,253.46
2010,2,6,190.10
2010,2,7,159.49
2010,2,8,163.42
2010,2,9,192.55
2010,2,10,214.49
2010,2,11,208.85
2010,2,12,169.34
2010,2,13,104.26
2010,2,14,94.24
2010,2,15,102.37
2010,2,16,133.06
2010,2,17,106.11
2010,2,18,84.84
2010,2,19,74.42
2010,2,20,69.79
2010,2,21,100.21
